,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Frost Bank Tower,Suite 1850 401 Congress Avenue,Austin,TX,78701-3788,United States,512 960 1010,https://www.uplandsoftware.com,Software—Application,Technology,"Upland Software, Inc. provides cloud-based enterprise work management software in the United States, the United Kingdom, Canada, and internationally. It offers a family of software applications under the Upland brand in the areas of marketing, sales, contact center, project management, information technology, business operations, and human resources and legal. The company also provides professional services, such as implementation, data extraction, integration and configuration, and training services, as well as customer support services. It serves large global corporations, various government agencies, and small and medium-sized businesses, as well as financial, consulting, technology, manufacturing, media, telecommunication, political, healthcare, life sciences, and retail and hospitality sectors. The company was formerly known as Silverback Enterprise Group, Inc. and changed its name to Upland Software, Inc. in November 2013. Upland Software, Inc. was incorporated in 2010 and is headquartered in Austin, Texas.",1006,"{'maxAge': 1, 'name': 'Mr. John T. McDonald J.D.', 'age': 59, 'title': 'Founder, Pres, CEO & Chairman', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 581062, 'exercisedValue': 0, 'unexercisedValue': 0}",7,7,6,9,7,1693526400,1672444800,86400,4,4.11,4.09,3.84,4.13,4.11,4.09,3.84,4.13,0.0,0.950899,4.6506023,565890,565890,388450,360400,360400,3.87,3.88,800,900,126046752,2.425,9.71,0.4067166,3.5285,4.986175,0.0,0.0,USD,497138816,-0.59494,29857094,32654600,408749,800857,1690761600,1693440000,0.0125,0.12117,0.84266,1.31,0.0135,5.138,0.75126505,1672444800,1703980800,1688083200,-188871008,-5.5,0.83,-0.16,1.604,9.381,NGM,EQUITY,UPLD,UPLD,"Upland Software, Inc.","Upland Software, Inc.",1415284200,America/New_York,EDT,-14400000,3.86,7.0,3.5,4.6,4.0,2.5,buy,5,262556000,8.04,52995000,518712992,2.205,2.372,309912992,183.473,9.662,-0.0073900004,-0.62013,213562000,23410000,30566000,-0.071,0.6704,0.171,-0.037890002,USD,
1,Frost Bank Tower,Suite 1850 401 Congress Avenue,Austin,TX,78701-3788,United States,512 960 1010,https://www.uplandsoftware.com,Software—Application,Technology,"Upland Software, Inc. provides cloud-based enterprise work management software in the United States, the United Kingdom, Canada, and internationally. It offers a family of software applications under the Upland brand in the areas of marketing, sales, contact center, project management, information technology, business operations, and human resources and legal. The company also provides professional services, such as implementation, data extraction, integration and configuration, and training services, as well as customer support services. It serves large global corporations, various government agencies, and small and medium-sized businesses, as well as financial, consulting, technology, manufacturing, media, telecommunication, political, healthcare, life sciences, and retail and hospitality sectors. The company was formerly known as Silverback Enterprise Group, Inc. and changed its name to Upland Software, Inc. in November 2013. Upland Software, Inc. was incorporated in 2010 and is headquartered in Austin, Texas.",1006,"{'maxAge': 1, 'name': 'Mr. Michael D. Hill', 'age': 54, 'title': 'CFO & Treasurer', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 374102, 'exercisedValue': 0, 'unexercisedValue': 0}",7,7,6,9,7,1693526400,1672444800,86400,4,4.11,4.09,3.84,4.13,4.11,4.09,3.84,4.13,0.0,0.950899,4.6506023,565890,565890,388450,360400,360400,3.87,3.88,800,900,126046752,2.425,9.71,0.4067166,3.5285,4.986175,0.0,0.0,USD,497138816,-0.59494,29857094,32654600,408749,800857,1690761600,1693440000,0.0125,0.12117,0.84266,1.31,0.0135,5.138,0.75126505,1672444800,1703980800,1688083200,-188871008,-5.5,0.83,-0.16,1.604,9.381,NGM,EQUITY,UPLD,UPLD,"Upland Software, Inc.","Upland Software, Inc.",1415284200,America/New_York,EDT,-14400000,3.86,7.0,3.5,4.6,4.0,2.5,buy,5,262556000,8.04,52995000,518712992,2.205,2.372,309912992,183.473,9.662,-0.0073900004,-0.62013,213562000,23410000,30566000,-0.071,0.6704,0.171,-0.037890002,USD,
2,Frost Bank Tower,Suite 1850 401 Congress Avenue,Austin,TX,78701-3788,United States,512 960 1010,https://www.uplandsoftware.com,Software—Application,Technology,"Upland Software, Inc. provides cloud-based enterprise work management software in the United States, the United Kingdom, Canada, and internationally. It offers a family of software applications under the Upland brand in the areas of marketing, sales, contact center, project management, information technology, business operations, and human resources and legal. The company also provides professional services, such as implementation, data extraction, integration and configuration, and training services, as well as customer support services. It serves large global corporations, various government agencies, and small and medium-sized businesses, as well as financial, consulting, technology, manufacturing, media, telecommunication, political, healthcare, life sciences, and retail and hospitality sectors. The company was formerly known as Silverback Enterprise Group, Inc. and changed its name to Upland Software, Inc. in November 2013. Upland Software, Inc. was incorporated in 2010 and is headquartered in Austin, Texas.",1006,"{'maxAge': 1, 'name': 'Mr. Kinloch  Gill III, J.D.', 'age': 55, 'title': 'Exec. VP, Chief Legal Officer & Sec.', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 306706, 'exercisedValue': 0, 'unexercisedValue': 0}",7,7,6,9,7,1693526400,1672444800,86400,4,4.11,4.09,3.84,4.13,4.11,4.09,3.84,4.13,0.0,0.950899,4.6506023,565890,565890,388450,360400,360400,3.87,3.88,800,900,126046752,2.425,9.71,0.4067166,3.5285,4.986175,0.0,0.0,USD,497138816,-0.59494,29857094,32654600,408749,800857,1690761600,1693440000,0.0125,0.12117,0.84266,1.31,0.0135,5.138,0.75126505,1672444800,1703980800,1688083200,-188871008,-5.5,0.83,-0.16,1.604,9.381,NGM,EQUITY,UPLD,UPLD,"Upland Software, Inc.","Upland Software, Inc.",1415284200,America/New_York,EDT,-14400000,3.86,7.0,3.5,4.6,4.0,2.5,buy,5,262556000,8.04,52995000,518712992,2.205,2.372,309912992,183.473,9.662,-0.0073900004,-0.62013,213562000,23410000,30566000,-0.071,0.6704,0.171,-0.037890002,USD,
3,Frost Bank Tower,Suite 1850 401 Congress Avenue,Austin,TX,78701-3788,United States,512 960 1010,https://www.uplandsoftware.com,Software—Application,Technology,"Upland Software, Inc. provides cloud-based enterprise work management software in the United States, the United Kingdom, Canada, and internationally. It offers a family of software applications under the Upland brand in the areas of marketing, sales, contact center, project management, information technology, business operations, and human resources and legal. The company also provides professional services, such as implementation, data extraction, integration and configuration, and training services, as well as customer support services. It serves large global corporations, various government agencies, and small and medium-sized businesses, as well as financial, consulting, technology, manufacturing, media, telecommunication, political, healthcare, life sciences, and retail and hospitality sectors. The company was formerly known as Silverback Enterprise Group, Inc. and changed its name to Upland Software, Inc. in November 2013. Upland Software, Inc. was incorporated in 2010 and is headquartered in Austin, Texas.",1006,"{'maxAge': 1, 'name': 'Mr. Daniel  Doman', 'title': 'Chief Product Officer', 'fiscalYear': 2022, 'totalPay': 331042, 'exercisedValue': 0, 'unexercisedValue': 0}",7,7,6,9,7,1693526400,1672444800,86400,4,4.11,4.09,3.84,4.13,4.11,4.09,3.84,4.13,0.0,0.950899,4.6506023,565890,565890,388450,360400,360400,3.87,3.88,800,900,126046752,2.425,9.71,0.4067166,3.5285,4.986175,0.0,0.0,USD,497138816,-0.59494,29857094,32654600,408749,800857,1690761600,1693440000,0.0125,0.12117,0.84266,1.31,0.0135,5.138,0.75126505,1672444800,1703980800,1688083200,-188871008,-5.5,0.83,-0.16,1.604,9.381,NGM,EQUITY,UPLD,UPLD,"Upland Software, Inc.","Upland Software, Inc.",1415284200,America/New_York,EDT,-14400000,3.86,7.0,3.5,4.6,4.0,2.5,buy,5,262556000,8.04,52995000,518712992,2.205,2.372,309912992,183.473,9.662,-0.0073900004,-0.62013,213562000,23410000,30566000,-0.071,0.6704,0.171,-0.037890002,USD,
4,Frost Bank Tower,Suite 1850 401 Congress Avenue,Austin,TX,78701-3788,United States,512 960 1010,https://www.uplandsoftware.com,Software—Application,Technology,"Upland Software, Inc. provides cloud-based enterprise work management software in the United States, the United Kingdom, Canada, and internationally. It offers a family of software applications under the Upland brand in the areas of marketing, sales, contact center, project management, information technology, business operations, and human resources and legal. The company also provides professional services, such as implementation, data extraction, integration and configuration, and training services, as well as customer support services. It serves large global corporations, various government agencies, and small and medium-sized businesses, as well as financial, consulting, technology, manufacturing, media, telecommunication, political, healthcare, life sciences, and retail and hospitality sectors. The company was formerly known as Silverback Enterprise Group, Inc. and changed its name to Upland Software, Inc. in November 2013. Upland Software, Inc. was incorporated in 2010 and is headquartered in Austin, Texas.",1006,"{'maxAge': 1, 'name': 'Mr. Paul  Miller', 'title': 'Chief Operating Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",7,7,6,9,7,1693526400,1672444800,86400,4,4.11,4.09,3.84,4.13,4.11,4.09,3.84,4.13,0.0,0.950899,4.6506023,565890,565890,388450,360400,360400,3.87,3.88,800,900,126046752,2.425,9.71,0.4067166,3.5285,4.986175,0.0,0.0,USD,497138816,-0.59494,29857094,32654600,408749,800857,1690761600,1693440000,0.0125,0.12117,0.84266,1.31,0.0135,5.138,0.75126505,1672444800,1703980800,1688083200,-188871008,-5.5,0.83,-0.16,1.604,9.381,NGM,EQUITY,UPLD,UPLD,"Upland Software, Inc.","Upland Software, Inc.",1415284200,America/New_York,EDT,-14400000,3.86,7.0,3.5,4.6,4.0,2.5,buy,5,262556000,8.04,52995000,518712992,2.205,2.372,309912992,183.473,9.662,-0.0073900004,-0.62013,213562000,23410000,30566000,-0.071,0.6704,0.171,-0.037890002,USD,
5,Frost Bank Tower,Suite 1850 401 Congress Avenue,Austin,TX,78701-3788,United States,512 960 1010,https://www.uplandsoftware.com,Software—Application,Technology,"Upland Software, Inc. provides cloud-based enterprise work management software in the United States, the United Kingdom, Canada, and internationally. It offers a family of software applications under the Upland brand in the areas of marketing, sales, contact center, project management, information technology, business operations, and human resources and legal. The company also provides professional services, such as implementation, data extraction, integration and configuration, and training services, as well as customer support services. It serves large global corporations, various government agencies, and small and medium-sized businesses, as well as financial, consulting, technology, manufacturing, media, telecommunication, political, healthcare, life sciences, and retail and hospitality sectors. The company was formerly known as Silverback Enterprise Group, Inc. and changed its name to Upland Software, Inc. in November 2013. Upland Software, Inc. was incorporated in 2010 and is headquartered in Austin, Texas.",1006,"{'maxAge': 1, 'name': 'Ms. Jonanna  Mikulenka', 'title': 'Chief Accounting Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",7,7,6,9,7,1693526400,1672444800,86400,4,4.11,4.09,3.84,4.13,4.11,4.09,3.84,4.13,0.0,0.950899,4.6506023,565890,565890,388450,360400,360400,3.87,3.88,800,900,126046752,2.425,9.71,0.4067166,3.5285,4.986175,0.0,0.0,USD,497138816,-0.59494,29857094,32654600,408749,800857,1690761600,1693440000,0.0125,0.12117,0.84266,1.31,0.0135,5.138,0.75126505,1672444800,1703980800,1688083200,-188871008,-5.5,0.83,-0.16,1.604,9.381,NGM,EQUITY,UPLD,UPLD,"Upland Software, Inc.","Upland Software, Inc.",1415284200,America/New_York,EDT,-14400000,3.86,7.0,3.5,4.6,4.0,2.5,buy,5,262556000,8.04,52995000,518712992,2.205,2.372,309912992,183.473,9.662,-0.0073900004,-0.62013,213562000,23410000,30566000,-0.071,0.6704,0.171,-0.037890002,USD,
6,Frost Bank Tower,Suite 1850 401 Congress Avenue,Austin,TX,78701-3788,United States,512 960 1010,https://www.uplandsoftware.com,Software—Application,Technology,"Upland Software, Inc. provides cloud-based enterprise work management software in the United States, the United Kingdom, Canada, and internationally. It offers a family of software applications under the Upland brand in the areas of marketing, sales, contact center, project management, information technology, business operations, and human resources and legal. The company also provides professional services, such as implementation, data extraction, integration and configuration, and training services, as well as customer support services. It serves large global corporations, various government agencies, and small and medium-sized businesses, as well as financial, consulting, technology, manufacturing, media, telecommunication, political, healthcare, life sciences, and retail and hospitality sectors. The company was formerly known as Silverback Enterprise Group, Inc. and changed its name to Upland Software, Inc. in November 2013. Upland Software, Inc. was incorporated in 2010 and is headquartered in Austin, Texas.",1006,"{'maxAge': 1, 'name': 'Mr. Austin  Woody', 'title': 'Sr. VP of M&A and Corp. Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",7,7,6,9,7,1693526400,1672444800,86400,4,4.11,4.09,3.84,4.13,4.11,4.09,3.84,4.13,0.0,0.950899,4.6506023,565890,565890,388450,360400,360400,3.87,3.88,800,900,126046752,2.425,9.71,0.4067166,3.5285,4.986175,0.0,0.0,USD,497138816,-0.59494,29857094,32654600,408749,800857,1690761600,1693440000,0.0125,0.12117,0.84266,1.31,0.0135,5.138,0.75126505,1672444800,1703980800,1688083200,-188871008,-5.5,0.83,-0.16,1.604,9.381,NGM,EQUITY,UPLD,UPLD,"Upland Software, Inc.","Upland Software, Inc.",1415284200,America/New_York,EDT,-14400000,3.86,7.0,3.5,4.6,4.0,2.5,buy,5,262556000,8.04,52995000,518712992,2.205,2.372,309912992,183.473,9.662,-0.0073900004,-0.62013,213562000,23410000,30566000,-0.071,0.6704,0.171,-0.037890002,USD,
7,Frost Bank Tower,Suite 1850 401 Congress Avenue,Austin,TX,78701-3788,United States,512 960 1010,https://www.uplandsoftware.com,Software—Application,Technology,"Upland Software, Inc. provides cloud-based enterprise work management software in the United States, the United Kingdom, Canada, and internationally. It offers a family of software applications under the Upland brand in the areas of marketing, sales, contact center, project management, information technology, business operations, and human resources and legal. The company also provides professional services, such as implementation, data extraction, integration and configuration, and training services, as well as customer support services. It serves large global corporations, various government agencies, and small and medium-sized businesses, as well as financial, consulting, technology, manufacturing, media, telecommunication, political, healthcare, life sciences, and retail and hospitality sectors. The company was formerly known as Silverback Enterprise Group, Inc. and changed its name to Upland Software, Inc. in November 2013. Upland Software, Inc. was incorporated in 2010 and is headquartered in Austin, Texas.",1006,"{'maxAge': 1, 'name': 'Oliver  Yates', 'title': 'Chief Sales Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",7,7,6,9,7,1693526400,1672444800,86400,4,4.11,4.09,3.84,4.13,4.11,4.09,3.84,4.13,0.0,0.950899,4.6506023,565890,565890,388450,360400,360400,3.87,3.88,800,900,126046752,2.425,9.71,0.4067166,3.5285,4.986175,0.0,0.0,USD,497138816,-0.59494,29857094,32654600,408749,800857,1690761600,1693440000,0.0125,0.12117,0.84266,1.31,0.0135,5.138,0.75126505,1672444800,1703980800,1688083200,-188871008,-5.5,0.83,-0.16,1.604,9.381,NGM,EQUITY,UPLD,UPLD,"Upland Software, Inc.","Upland Software, Inc.",1415284200,America/New_York,EDT,-14400000,3.86,7.0,3.5,4.6,4.0,2.5,buy,5,262556000,8.04,52995000,518712992,2.205,2.372,309912992,183.473,9.662,-0.0073900004,-0.62013,213562000,23410000,30566000,-0.071,0.6704,0.171,-0.037890002,USD,
8,Frost Bank Tower,Suite 1850 401 Congress Avenue,Austin,TX,78701-3788,United States,512 960 1010,https://www.uplandsoftware.com,Software—Application,Technology,"Upland Software, Inc. provides cloud-based enterprise work management software in the United States, the United Kingdom, Canada, and internationally. It offers a family of software applications under the Upland brand in the areas of marketing, sales, contact center, project management, information technology, business operations, and human resources and legal. The company also provides professional services, such as implementation, data extraction, integration and configuration, and training services, as well as customer support services. It serves large global corporations, various government agencies, and small and medium-sized businesses, as well as financial, consulting, technology, manufacturing, media, telecommunication, political, healthcare, life sciences, and retail and hospitality sectors. The company was formerly known as Silverback Enterprise Group, Inc. and changed its name to Upland Software, Inc. in November 2013. Upland Software, Inc. was incorporated in 2010 and is headquartered in Austin, Texas.",1006,"{'maxAge': 1, 'name': 'Ms. Jen  Verzal', 'title': 'VP of HR', 'exercisedValue': 0, 'unexercisedValue': 0}",7,7,6,9,7,1693526400,1672444800,86400,4,4.11,4.09,3.84,4.13,4.11,4.09,3.84,4.13,0.0,0.950899,4.6506023,565890,565890,388450,360400,360400,3.87,3.88,800,900,126046752,2.425,9.71,0.4067166,3.5285,4.986175,0.0,0.0,USD,497138816,-0.59494,29857094,32654600,408749,800857,1690761600,1693440000,0.0125,0.12117,0.84266,1.31,0.0135,5.138,0.75126505,1672444800,1703980800,1688083200,-188871008,-5.5,0.83,-0.16,1.604,9.381,NGM,EQUITY,UPLD,UPLD,"Upland Software, Inc.","Upland Software, Inc.",1415284200,America/New_York,EDT,-14400000,3.86,7.0,3.5,4.6,4.0,2.5,buy,5,262556000,8.04,52995000,518712992,2.205,2.372,309912992,183.473,9.662,-0.0073900004,-0.62013,213562000,23410000,30566000,-0.071,0.6704,0.171,-0.037890002,USD,
9,Frost Bank Tower,Suite 1850 401 Congress Avenue,Austin,TX,78701-3788,United States,512 960 1010,https://www.uplandsoftware.com,Software—Application,Technology,"Upland Software, Inc. provides cloud-based enterprise work management software in the United States, the United Kingdom, Canada, and internationally. It offers a family of software applications under the Upland brand in the areas of marketing, sales, contact center, project management, information technology, business operations, and human resources and legal. The company also provides professional services, such as implementation, data extraction, integration and configuration, and training services, as well as customer support services. It serves large global corporations, various government agencies, and small and medium-sized businesses, as well as financial, consulting, technology, manufacturing, media, telecommunication, political, healthcare, life sciences, and retail and hospitality sectors. The company was formerly known as Silverback Enterprise Group, Inc. and changed its name to Upland Software, Inc. in November 2013. Upland Software, Inc. was incorporated in 2010 and is headquartered in Austin, Texas.",1006,"{'maxAge': 1, 'name': 'Mr. Rochelle  Delley', 'title': 'Chief Security Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",7,7,6,9,7,1693526400,1672444800,86400,4,4.11,4.09,3.84,4.13,4.11,4.09,3.84,4.13,0.0,0.950899,4.6506023,565890,565890,388450,360400,360400,3.87,3.88,800,900,126046752,2.425,9.71,0.4067166,3.5285,4.986175,0.0,0.0,USD,497138816,-0.59494,29857094,32654600,408749,800857,1690761600,1693440000,0.0125,0.12117,0.84266,1.31,0.0135,5.138,0.75126505,1672444800,1703980800,1688083200,-188871008,-5.5,0.83,-0.16,1.604,9.381,NGM,EQUITY,UPLD,UPLD,"Upland Software, Inc.","Upland Software, Inc.",1415284200,America/New_York,EDT,-14400000,3.86,7.0,3.5,4.6,4.0,2.5,buy,5,262556000,8.04,52995000,518712992,2.205,2.372,309912992,183.473,9.662,-0.0073900004,-0.62013,213562000,23410000,30566000,-0.071,0.6704,0.171,-0.037890002,USD,
