,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationMean,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Cayzer House,30 Buckingham Gate,London,SW1E 6NN,United Kingdom,44 2078 028080,44 2078 028090,https://www.caledonia.com,Asset Management,Financial Services,"Caledonia Investments plc is a self-managed investment trust company. It invests in private and public equity markets across the globe. The firm benchmarks the performance of its portfolios against the FTSE All-Share Total Return Index. Caledonia Investments plc was founded in 1928 and is based in London, United Kingdom.",74,"{'maxAge': 1, 'name': 'Mr. Mathew S. D. Masters', 'age': 49, 'title': 'CEO & Director', 'yearBorn': 1973, 'fiscalYear': 2023, 'totalPay': 729000, 'exercisedValue': 562272, 'unexercisedValue': 12885}",7,5,4,8,4,1693526400,1703980800,86400,2,3580.0,3495.0,3495.0,3565.711,3580.0,3495.0,3495.0,3565.711,0.67,0.019199999,1687996800,0.2529,1.98,0.739489,1351.3514,42402,42402,26870,32345,32345,3500.0,3545.0,0,0,1913229440,3015.0,4928.866,10.858283,3384.5,3477.9944,0.674,0.00018826817,GBp,1948410624,0.81101,27346047,54663700,0.40431,0.12358,51.507,67.95193,1680220800,1711843200,1680220800,-0.913,142900000,2.59,11.058,13.033,LSE,EQUITY,CLDN.L,CLDN.L,CALEDONIA INVESTMENTS PLC ORD 5,Caledonia Investments Plc,1094454000,Europe/London,BST,3600000,3500.0,3.0,hold,221600000,4.079,149500000,266000000,0.787,0.853,176200000,9.507,3.246,0.03139,0.051209997,88850000,27500000,-0.913,-0.825,1.0,0.84847,0.84222,GBP,
1,Cayzer House,30 Buckingham Gate,London,SW1E 6NN,United Kingdom,44 2078 028080,44 2078 028090,https://www.caledonia.com,Asset Management,Financial Services,"Caledonia Investments plc is a self-managed investment trust company. It invests in private and public equity markets across the globe. The firm benchmarks the performance of its portfolios against the FTSE All-Share Total Return Index. Caledonia Investments plc was founded in 1928 and is based in London, United Kingdom.",74,"{'maxAge': 1, 'name': 'Mr. James Michael Beale Cayzer-Colvin', 'age': 56, 'title': 'Head of Funds & Exec. Director', 'yearBorn': 1966, 'fiscalYear': 2023, 'totalPay': 619000, 'exercisedValue': 795421, 'unexercisedValue': 0}",7,5,4,8,4,1693526400,1703980800,86400,2,3580.0,3495.0,3495.0,3565.711,3580.0,3495.0,3495.0,3565.711,0.67,0.019199999,1687996800,0.2529,1.98,0.739489,1351.3514,42402,42402,26870,32345,32345,3500.0,3545.0,0,0,1913229440,3015.0,4928.866,10.858283,3384.5,3477.9944,0.674,0.00018826817,GBp,1948410624,0.81101,27346047,54663700,0.40431,0.12358,51.507,67.95193,1680220800,1711843200,1680220800,-0.913,142900000,2.59,11.058,13.033,LSE,EQUITY,CLDN.L,CLDN.L,CALEDONIA INVESTMENTS PLC ORD 5,Caledonia Investments Plc,1094454000,Europe/London,BST,3600000,3500.0,3.0,hold,221600000,4.079,149500000,266000000,0.787,0.853,176200000,9.507,3.246,0.03139,0.051209997,88850000,27500000,-0.913,-0.825,1.0,0.84847,0.84222,GBP,
2,Cayzer House,30 Buckingham Gate,London,SW1E 6NN,United Kingdom,44 2078 028080,44 2078 028090,https://www.caledonia.com,Asset Management,Financial Services,"Caledonia Investments plc is a self-managed investment trust company. It invests in private and public equity markets across the globe. The firm benchmarks the performance of its portfolios against the FTSE All-Share Total Return Index. Caledonia Investments plc was founded in 1928 and is based in London, United Kingdom.",74,"{'maxAge': 1, 'name': 'Mr. Robert  Memmott', 'age': 49, 'title': 'Chief Financial Officer', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",7,5,4,8,4,1693526400,1703980800,86400,2,3580.0,3495.0,3495.0,3565.711,3580.0,3495.0,3495.0,3565.711,0.67,0.019199999,1687996800,0.2529,1.98,0.739489,1351.3514,42402,42402,26870,32345,32345,3500.0,3545.0,0,0,1913229440,3015.0,4928.866,10.858283,3384.5,3477.9944,0.674,0.00018826817,GBp,1948410624,0.81101,27346047,54663700,0.40431,0.12358,51.507,67.95193,1680220800,1711843200,1680220800,-0.913,142900000,2.59,11.058,13.033,LSE,EQUITY,CLDN.L,CLDN.L,CALEDONIA INVESTMENTS PLC ORD 5,Caledonia Investments Plc,1094454000,Europe/London,BST,3600000,3500.0,3.0,hold,221600000,4.079,149500000,266000000,0.787,0.853,176200000,9.507,3.246,0.03139,0.051209997,88850000,27500000,-0.913,-0.825,1.0,0.84847,0.84222,GBP,
3,Cayzer House,30 Buckingham Gate,London,SW1E 6NN,United Kingdom,44 2078 028080,44 2078 028090,https://www.caledonia.com,Asset Management,Financial Services,"Caledonia Investments plc is a self-managed investment trust company. It invests in private and public equity markets across the globe. The firm benchmarks the performance of its portfolios against the FTSE All-Share Total Return Index. Caledonia Investments plc was founded in 1928 and is based in London, United Kingdom.",74,"{'maxAge': 1, 'name': 'Mr. Ben  Archer', 'title': 'Co-Head of Quoted Equity', 'exercisedValue': 0, 'unexercisedValue': 0}",7,5,4,8,4,1693526400,1703980800,86400,2,3580.0,3495.0,3495.0,3565.711,3580.0,3495.0,3495.0,3565.711,0.67,0.019199999,1687996800,0.2529,1.98,0.739489,1351.3514,42402,42402,26870,32345,32345,3500.0,3545.0,0,0,1913229440,3015.0,4928.866,10.858283,3384.5,3477.9944,0.674,0.00018826817,GBp,1948410624,0.81101,27346047,54663700,0.40431,0.12358,51.507,67.95193,1680220800,1711843200,1680220800,-0.913,142900000,2.59,11.058,13.033,LSE,EQUITY,CLDN.L,CLDN.L,CALEDONIA INVESTMENTS PLC ORD 5,Caledonia Investments Plc,1094454000,Europe/London,BST,3600000,3500.0,3.0,hold,221600000,4.079,149500000,266000000,0.787,0.853,176200000,9.507,3.246,0.03139,0.051209997,88850000,27500000,-0.913,-0.825,1.0,0.84847,0.84222,GBP,
4,Cayzer House,30 Buckingham Gate,London,SW1E 6NN,United Kingdom,44 2078 028080,44 2078 028090,https://www.caledonia.com,Asset Management,Financial Services,"Caledonia Investments plc is a self-managed investment trust company. It invests in private and public equity markets across the globe. The firm benchmarks the performance of its portfolios against the FTSE All-Share Total Return Index. Caledonia Investments plc was founded in 1928 and is based in London, United Kingdom.",74,"{'maxAge': 1, 'name': 'Mr. Alan  Murran', 'title': 'Co-Head of Quoted Equity', 'exercisedValue': 0, 'unexercisedValue': 0}",7,5,4,8,4,1693526400,1703980800,86400,2,3580.0,3495.0,3495.0,3565.711,3580.0,3495.0,3495.0,3565.711,0.67,0.019199999,1687996800,0.2529,1.98,0.739489,1351.3514,42402,42402,26870,32345,32345,3500.0,3545.0,0,0,1913229440,3015.0,4928.866,10.858283,3384.5,3477.9944,0.674,0.00018826817,GBp,1948410624,0.81101,27346047,54663700,0.40431,0.12358,51.507,67.95193,1680220800,1711843200,1680220800,-0.913,142900000,2.59,11.058,13.033,LSE,EQUITY,CLDN.L,CLDN.L,CALEDONIA INVESTMENTS PLC ORD 5,Caledonia Investments Plc,1094454000,Europe/London,BST,3600000,3500.0,3.0,hold,221600000,4.079,149500000,266000000,0.787,0.853,176200000,9.507,3.246,0.03139,0.051209997,88850000,27500000,-0.913,-0.825,1.0,0.84847,0.84222,GBP,
5,Cayzer House,30 Buckingham Gate,London,SW1E 6NN,United Kingdom,44 2078 028080,44 2078 028090,https://www.caledonia.com,Asset Management,Financial Services,"Caledonia Investments plc is a self-managed investment trust company. It invests in private and public equity markets across the globe. The firm benchmarks the performance of its portfolios against the FTSE All-Share Total Return Index. Caledonia Investments plc was founded in 1928 and is based in London, United Kingdom.",74,"{'maxAge': 1, 'name': 'Mr. Tom  Leader', 'title': 'Head of Caledonia Private Capital', 'exercisedValue': 0, 'unexercisedValue': 0}",7,5,4,8,4,1693526400,1703980800,86400,2,3580.0,3495.0,3495.0,3565.711,3580.0,3495.0,3495.0,3565.711,0.67,0.019199999,1687996800,0.2529,1.98,0.739489,1351.3514,42402,42402,26870,32345,32345,3500.0,3545.0,0,0,1913229440,3015.0,4928.866,10.858283,3384.5,3477.9944,0.674,0.00018826817,GBp,1948410624,0.81101,27346047,54663700,0.40431,0.12358,51.507,67.95193,1680220800,1711843200,1680220800,-0.913,142900000,2.59,11.058,13.033,LSE,EQUITY,CLDN.L,CLDN.L,CALEDONIA INVESTMENTS PLC ORD 5,Caledonia Investments Plc,1094454000,Europe/London,BST,3600000,3500.0,3.0,hold,221600000,4.079,149500000,266000000,0.787,0.853,176200000,9.507,3.246,0.03139,0.051209997,88850000,27500000,-0.913,-0.825,1.0,0.84847,0.84222,GBP,
6,Cayzer House,30 Buckingham Gate,London,SW1E 6NN,United Kingdom,44 2078 028080,44 2078 028090,https://www.caledonia.com,Asset Management,Financial Services,"Caledonia Investments plc is a self-managed investment trust company. It invests in private and public equity markets across the globe. The firm benchmarks the performance of its portfolios against the FTSE All-Share Total Return Index. Caledonia Investments plc was founded in 1928 and is based in London, United Kingdom.",74,"{'maxAge': 1, 'name': 'Ms. Sophie  Bell', 'title': 'Head of Origination - Private Capital', 'exercisedValue': 0, 'unexercisedValue': 0}",7,5,4,8,4,1693526400,1703980800,86400,2,3580.0,3495.0,3495.0,3565.711,3580.0,3495.0,3495.0,3565.711,0.67,0.019199999,1687996800,0.2529,1.98,0.739489,1351.3514,42402,42402,26870,32345,32345,3500.0,3545.0,0,0,1913229440,3015.0,4928.866,10.858283,3384.5,3477.9944,0.674,0.00018826817,GBp,1948410624,0.81101,27346047,54663700,0.40431,0.12358,51.507,67.95193,1680220800,1711843200,1680220800,-0.913,142900000,2.59,11.058,13.033,LSE,EQUITY,CLDN.L,CLDN.L,CALEDONIA INVESTMENTS PLC ORD 5,Caledonia Investments Plc,1094454000,Europe/London,BST,3600000,3500.0,3.0,hold,221600000,4.079,149500000,266000000,0.787,0.853,176200000,9.507,3.246,0.03139,0.051209997,88850000,27500000,-0.913,-0.825,1.0,0.84847,0.84222,GBP,
7,Cayzer House,30 Buckingham Gate,London,SW1E 6NN,United Kingdom,44 2078 028080,44 2078 028090,https://www.caledonia.com,Asset Management,Financial Services,"Caledonia Investments plc is a self-managed investment trust company. It invests in private and public equity markets across the globe. The firm benchmarks the performance of its portfolios against the FTSE All-Share Total Return Index. Caledonia Investments plc was founded in 1928 and is based in London, United Kingdom.",74,"{'maxAge': 1, 'name': 'Mr. Richard  Webster', 'title': 'Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",7,5,4,8,4,1693526400,1703980800,86400,2,3580.0,3495.0,3495.0,3565.711,3580.0,3495.0,3495.0,3565.711,0.67,0.019199999,1687996800,0.2529,1.98,0.739489,1351.3514,42402,42402,26870,32345,32345,3500.0,3545.0,0,0,1913229440,3015.0,4928.866,10.858283,3384.5,3477.9944,0.674,0.00018826817,GBp,1948410624,0.81101,27346047,54663700,0.40431,0.12358,51.507,67.95193,1680220800,1711843200,1680220800,-0.913,142900000,2.59,11.058,13.033,LSE,EQUITY,CLDN.L,CLDN.L,CALEDONIA INVESTMENTS PLC ORD 5,Caledonia Investments Plc,1094454000,Europe/London,BST,3600000,3500.0,3.0,hold,221600000,4.079,149500000,266000000,0.787,0.853,176200000,9.507,3.246,0.03139,0.051209997,88850000,27500000,-0.913,-0.825,1.0,0.84847,0.84222,GBP,
8,Cayzer House,30 Buckingham Gate,London,SW1E 6NN,United Kingdom,44 2078 028080,44 2078 028090,https://www.caledonia.com,Asset Management,Financial Services,"Caledonia Investments plc is a self-managed investment trust company. It invests in private and public equity markets across the globe. The firm benchmarks the performance of its portfolios against the FTSE All-Share Total Return Index. Caledonia Investments plc was founded in 1928 and is based in London, United Kingdom.",74,"{'maxAge': 1, 'name': 'Ms. Sheena D. McNeill', 'title': 'Head of Tax & Associate Director', 'exercisedValue': 0, 'unexercisedValue': 0}",7,5,4,8,4,1693526400,1703980800,86400,2,3580.0,3495.0,3495.0,3565.711,3580.0,3495.0,3495.0,3565.711,0.67,0.019199999,1687996800,0.2529,1.98,0.739489,1351.3514,42402,42402,26870,32345,32345,3500.0,3545.0,0,0,1913229440,3015.0,4928.866,10.858283,3384.5,3477.9944,0.674,0.00018826817,GBp,1948410624,0.81101,27346047,54663700,0.40431,0.12358,51.507,67.95193,1680220800,1711843200,1680220800,-0.913,142900000,2.59,11.058,13.033,LSE,EQUITY,CLDN.L,CLDN.L,CALEDONIA INVESTMENTS PLC ORD 5,Caledonia Investments Plc,1094454000,Europe/London,BST,3600000,3500.0,3.0,hold,221600000,4.079,149500000,266000000,0.787,0.853,176200000,9.507,3.246,0.03139,0.051209997,88850000,27500000,-0.913,-0.825,1.0,0.84847,0.84222,GBP,
9,Cayzer House,30 Buckingham Gate,London,SW1E 6NN,United Kingdom,44 2078 028080,44 2078 028090,https://www.caledonia.com,Asset Management,Financial Services,"Caledonia Investments plc is a self-managed investment trust company. It invests in private and public equity markets across the globe. The firm benchmarks the performance of its portfolios against the FTSE All-Share Total Return Index. Caledonia Investments plc was founded in 1928 and is based in London, United Kingdom.",74,"{'maxAge': 1, 'name': 'Ms. Lucy  Adams', 'title': 'Investment Mang. of Quoted Equity', 'exercisedValue': 0, 'unexercisedValue': 0}",7,5,4,8,4,1693526400,1703980800,86400,2,3580.0,3495.0,3495.0,3565.711,3580.0,3495.0,3495.0,3565.711,0.67,0.019199999,1687996800,0.2529,1.98,0.739489,1351.3514,42402,42402,26870,32345,32345,3500.0,3545.0,0,0,1913229440,3015.0,4928.866,10.858283,3384.5,3477.9944,0.674,0.00018826817,GBp,1948410624,0.81101,27346047,54663700,0.40431,0.12358,51.507,67.95193,1680220800,1711843200,1680220800,-0.913,142900000,2.59,11.058,13.033,LSE,EQUITY,CLDN.L,CLDN.L,CALEDONIA INVESTMENTS PLC ORD 5,Caledonia Investments Plc,1094454000,Europe/London,BST,3600000,3500.0,3.0,hold,221600000,4.079,149500000,266000000,0.787,0.853,176200000,9.507,3.246,0.03139,0.051209997,88850000,27500000,-0.913,-0.825,1.0,0.84847,0.84222,GBP,
