,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,10 Outram Street,Level 1,West Perth,WA,6005,Australia,61 8 9200 3743,618 9200 3742,https://www.winchesterenergyltd.com,Oil & Gas E&P,Energy,"Winchester Energy Limited, together with its subsidiaries, engages in the acquisition and exploration of oil and gas properties in the United States and Australia. It had approximately 17,622 net acres located in the Eastern Shelf of the Permian Basin in Texas. Winchester Energy Limited was incorporated in 2014 and is based in West Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Douglas  Holland', 'title': 'Exec. Technical Director, COO & Director', 'fiscalYear': 2022, 'totalPay': 370765, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0,148,148,236583,8312,8312,0.002,0.004,0,0,3061260,0.002,0.013,0.87947303,0.0029,0.00555,0.0,0.0,AUD,2774055,-0.74918,554662517,1020419968,0.48485002,0.0,0.008,0.375,1672444800,1703980800,1688083200,-2607757,-0.0,0.797,3.722,ASX,EQUITY,WEL.AX,WEL.AX,WINCHESTER FPO,Winchester Energy Limited,1411430400,Australia/Sydney,AEST,36000000,0.003,none,358467,0.0,745316,56532,0.86,0.86,3480789,0.711,0.003,-0.14027001,-0.28285998,-2090051,1246895,-0.599,0.73092,0.21412,-0.68492997,USD,
1,10 Outram Street,Level 1,West Perth,WA,6005,Australia,61 8 9200 3743,618 9200 3742,https://www.winchesterenergyltd.com,Oil & Gas E&P,Energy,"Winchester Energy Limited, together with its subsidiaries, engages in the acquisition and exploration of oil and gas properties in the United States and Australia. It had approximately 17,622 net acres located in the Eastern Shelf of the Permian Basin in Texas. Winchester Energy Limited was incorporated in 2014 and is based in West Perth, Australia.","{'maxAge': 1, 'name': 'Brian  Mallick', 'title': 'Exec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0,148,148,236583,8312,8312,0.002,0.004,0,0,3061260,0.002,0.013,0.87947303,0.0029,0.00555,0.0,0.0,AUD,2774055,-0.74918,554662517,1020419968,0.48485002,0.0,0.008,0.375,1672444800,1703980800,1688083200,-2607757,-0.0,0.797,3.722,ASX,EQUITY,WEL.AX,WEL.AX,WINCHESTER FPO,Winchester Energy Limited,1411430400,Australia/Sydney,AEST,36000000,0.003,none,358467,0.0,745316,56532,0.86,0.86,3480789,0.711,0.003,-0.14027001,-0.28285998,-2090051,1246895,-0.599,0.73092,0.21412,-0.68492997,USD,
2,10 Outram Street,Level 1,West Perth,WA,6005,Australia,61 8 9200 3743,618 9200 3742,https://www.winchesterenergyltd.com,Oil & Gas E&P,Energy,"Winchester Energy Limited, together with its subsidiaries, engages in the acquisition and exploration of oil and gas properties in the United States and Australia. It had approximately 17,622 net acres located in the Eastern Shelf of the Permian Basin in Texas. Winchester Energy Limited was incorporated in 2014 and is based in West Perth, Australia.","{'maxAge': 1, 'name': 'Austin  Gard', 'title': 'Exec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0,148,148,236583,8312,8312,0.002,0.004,0,0,3061260,0.002,0.013,0.87947303,0.0029,0.00555,0.0,0.0,AUD,2774055,-0.74918,554662517,1020419968,0.48485002,0.0,0.008,0.375,1672444800,1703980800,1688083200,-2607757,-0.0,0.797,3.722,ASX,EQUITY,WEL.AX,WEL.AX,WINCHESTER FPO,Winchester Energy Limited,1411430400,Australia/Sydney,AEST,36000000,0.003,none,358467,0.0,745316,56532,0.86,0.86,3480789,0.711,0.003,-0.14027001,-0.28285998,-2090051,1246895,-0.599,0.73092,0.21412,-0.68492997,USD,
3,10 Outram Street,Level 1,West Perth,WA,6005,Australia,61 8 9200 3743,618 9200 3742,https://www.winchesterenergyltd.com,Oil & Gas E&P,Energy,"Winchester Energy Limited, together with its subsidiaries, engages in the acquisition and exploration of oil and gas properties in the United States and Australia. It had approximately 17,622 net acres located in the Eastern Shelf of the Permian Basin in Texas. Winchester Energy Limited was incorporated in 2014 and is based in West Perth, Australia.","{'maxAge': 1, 'name': 'Eldar  Hasanov', 'title': 'Exec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0,148,148,236583,8312,8312,0.002,0.004,0,0,3061260,0.002,0.013,0.87947303,0.0029,0.00555,0.0,0.0,AUD,2774055,-0.74918,554662517,1020419968,0.48485002,0.0,0.008,0.375,1672444800,1703980800,1688083200,-2607757,-0.0,0.797,3.722,ASX,EQUITY,WEL.AX,WEL.AX,WINCHESTER FPO,Winchester Energy Limited,1411430400,Australia/Sydney,AEST,36000000,0.003,none,358467,0.0,745316,56532,0.86,0.86,3480789,0.711,0.003,-0.14027001,-0.28285998,-2090051,1246895,-0.599,0.73092,0.21412,-0.68492997,USD,
4,10 Outram Street,Level 1,West Perth,WA,6005,Australia,61 8 9200 3743,618 9200 3742,https://www.winchesterenergyltd.com,Oil & Gas E&P,Energy,"Winchester Energy Limited, together with its subsidiaries, engages in the acquisition and exploration of oil and gas properties in the United States and Australia. It had approximately 17,622 net acres located in the Eastern Shelf of the Permian Basin in Texas. Winchester Energy Limited was incorporated in 2014 and is based in West Perth, Australia.","{'maxAge': 1, 'name': 'Julian  Ayala', 'title': 'Exec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0,148,148,236583,8312,8312,0.002,0.004,0,0,3061260,0.002,0.013,0.87947303,0.0029,0.00555,0.0,0.0,AUD,2774055,-0.74918,554662517,1020419968,0.48485002,0.0,0.008,0.375,1672444800,1703980800,1688083200,-2607757,-0.0,0.797,3.722,ASX,EQUITY,WEL.AX,WEL.AX,WINCHESTER FPO,Winchester Energy Limited,1411430400,Australia/Sydney,AEST,36000000,0.003,none,358467,0.0,745316,56532,0.86,0.86,3480789,0.711,0.003,-0.14027001,-0.28285998,-2090051,1246895,-0.599,0.73092,0.21412,-0.68492997,USD,
5,10 Outram Street,Level 1,West Perth,WA,6005,Australia,61 8 9200 3743,618 9200 3742,https://www.winchesterenergyltd.com,Oil & Gas E&P,Energy,"Winchester Energy Limited, together with its subsidiaries, engages in the acquisition and exploration of oil and gas properties in the United States and Australia. It had approximately 17,622 net acres located in the Eastern Shelf of the Permian Basin in Texas. Winchester Energy Limited was incorporated in 2014 and is based in West Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Stephen  Hermeston', 'title': 'Exec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0,148,148,236583,8312,8312,0.002,0.004,0,0,3061260,0.002,0.013,0.87947303,0.0029,0.00555,0.0,0.0,AUD,2774055,-0.74918,554662517,1020419968,0.48485002,0.0,0.008,0.375,1672444800,1703980800,1688083200,-2607757,-0.0,0.797,3.722,ASX,EQUITY,WEL.AX,WEL.AX,WINCHESTER FPO,Winchester Energy Limited,1411430400,Australia/Sydney,AEST,36000000,0.003,none,358467,0.0,745316,56532,0.86,0.86,3480789,0.711,0.003,-0.14027001,-0.28285998,-2090051,1246895,-0.599,0.73092,0.21412,-0.68492997,USD,
6,10 Outram Street,Level 1,West Perth,WA,6005,Australia,61 8 9200 3743,618 9200 3742,https://www.winchesterenergyltd.com,Oil & Gas E&P,Energy,"Winchester Energy Limited, together with its subsidiaries, engages in the acquisition and exploration of oil and gas properties in the United States and Australia. It had approximately 17,622 net acres located in the Eastern Shelf of the Permian Basin in Texas. Winchester Energy Limited was incorporated in 2014 and is based in West Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Lloyd  Flint BAcc, FINSIA, M.B.A., MBA', 'title': 'Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0,148,148,236583,8312,8312,0.002,0.004,0,0,3061260,0.002,0.013,0.87947303,0.0029,0.00555,0.0,0.0,AUD,2774055,-0.74918,554662517,1020419968,0.48485002,0.0,0.008,0.375,1672444800,1703980800,1688083200,-2607757,-0.0,0.797,3.722,ASX,EQUITY,WEL.AX,WEL.AX,WINCHESTER FPO,Winchester Energy Limited,1411430400,Australia/Sydney,AEST,36000000,0.003,none,358467,0.0,745316,56532,0.86,0.86,3480789,0.711,0.003,-0.14027001,-0.28285998,-2090051,1246895,-0.599,0.73092,0.21412,-0.68492997,USD,
