,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"5 Temasek Boulevard, #12-01",Suntec Tower Five,Singapore,038985,Singapore,65 6835 9232,65 6835 9672,https://www.suntecreit.com,REIT—Diversified,Real Estate,"Listed on 9 December 2004, Suntec REIT holds properties in Suntec City, Singapore's largest integrated commercial development (including one of Singapore's largest shopping mall), a 66.3% interest in Suntec Singapore Convention & Exhibition Centre, a one-third interest in One Raffles Quay and a one-third interest in Marina Bay Financial Centre Towers 1 and 2 and the Marina Bay Link Mall. Suntec REIT holds a 100% interest in a commercial building located at 177 Pacific Highway, Sydney, a 100% interest in a commercial building located at 21 Harris Street, Pyrmont, Sydney, a 50.0% interest in Southgate Complex, Melbourne, a 50.0% interest in a commercial building located at Olderfleet 477 Collins Street, Melbourne and a 100% interest in a commercial building located at 55 Currie Street, Adelaide, Australia. Suntec REIT also holds a 50.0% interest in Nova Properties and a 100% interest in The Minster Building both located in London, United Kingdom. Suntec REIT is managed by an external manager, ARA Trust Management (Suntec) Limited.","{'maxAge': 1, 'name': 'Mr. Kee Hiong  Chong', 'age': 55, 'title': 'CEO & Exec. Director of ARA Trust Management (Suntec) Limited', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.21,1.21,1.2,1.24,1.21,1.21,1.2,1.24,0.08,0.0619,1690934400,0.9181,5.65,0.59084,13.555555,20.333334,15346900,15346900,5569975,3766220,3766220,1.22,1.23,0,0,3525605120,1.18,1.62,6.7019067,1.2452,1.34365,0.075,0.06198347,SGD,7735252992,0.51967996,1908362779,2889840128,0.32663,0.22096,2.12,0.57547176,1672444800,1703980800,1688083200,-0.738,259408992,0.09,0.06,2.35,14.704,23.635,SES,EQUITY,T82U.SI,T82U.SI,Suntec Reit,Suntec Real Estate Investment Trust,1194224400,Asia/Singapore,SGT,28800000,1.22,1.48,1.1,1.29,1.3,3.6,underperform,14,214363008,0.074,327276992,4305100800,0.238,0.273,526060000,65.295,0.183,0.01784,0.04395,399436000,113100496,259631008,-0.759,-0.15,0.64798,0.62213004,0.62089,SGD,50.1645
1,"5 Temasek Boulevard, #12-01",Suntec Tower Five,Singapore,038985,Singapore,65 6835 9232,65 6835 9672,https://www.suntecreit.com,REIT—Diversified,Real Estate,"Listed on 9 December 2004, Suntec REIT holds properties in Suntec City, Singapore's largest integrated commercial development (including one of Singapore's largest shopping mall), a 66.3% interest in Suntec Singapore Convention & Exhibition Centre, a one-third interest in One Raffles Quay and a one-third interest in Marina Bay Financial Centre Towers 1 and 2 and the Marina Bay Link Mall. Suntec REIT holds a 100% interest in a commercial building located at 177 Pacific Highway, Sydney, a 100% interest in a commercial building located at 21 Harris Street, Pyrmont, Sydney, a 50.0% interest in Southgate Complex, Melbourne, a 50.0% interest in a commercial building located at Olderfleet 477 Collins Street, Melbourne and a 100% interest in a commercial building located at 55 Currie Street, Adelaide, Australia. Suntec REIT also holds a 50.0% interest in Nova Properties and a 100% interest in The Minster Building both located in London, United Kingdom. Suntec REIT is managed by an external manager, ARA Trust Management (Suntec) Limited.","{'maxAge': 1, 'name': 'Ms. Ee San  Ng', 'age': 46, 'title': 'Chief Financial Officer', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.21,1.21,1.2,1.24,1.21,1.21,1.2,1.24,0.08,0.0619,1690934400,0.9181,5.65,0.59084,13.555555,20.333334,15346900,15346900,5569975,3766220,3766220,1.22,1.23,0,0,3525605120,1.18,1.62,6.7019067,1.2452,1.34365,0.075,0.06198347,SGD,7735252992,0.51967996,1908362779,2889840128,0.32663,0.22096,2.12,0.57547176,1672444800,1703980800,1688083200,-0.738,259408992,0.09,0.06,2.35,14.704,23.635,SES,EQUITY,T82U.SI,T82U.SI,Suntec Reit,Suntec Real Estate Investment Trust,1194224400,Asia/Singapore,SGT,28800000,1.22,1.48,1.1,1.29,1.3,3.6,underperform,14,214363008,0.074,327276992,4305100800,0.238,0.273,526060000,65.295,0.183,0.01784,0.04395,399436000,113100496,259631008,-0.759,-0.15,0.64798,0.62213004,0.62089,SGD,50.1645
2,"5 Temasek Boulevard, #12-01",Suntec Tower Five,Singapore,038985,Singapore,65 6835 9232,65 6835 9672,https://www.suntecreit.com,REIT—Diversified,Real Estate,"Listed on 9 December 2004, Suntec REIT holds properties in Suntec City, Singapore's largest integrated commercial development (including one of Singapore's largest shopping mall), a 66.3% interest in Suntec Singapore Convention & Exhibition Centre, a one-third interest in One Raffles Quay and a one-third interest in Marina Bay Financial Centre Towers 1 and 2 and the Marina Bay Link Mall. Suntec REIT holds a 100% interest in a commercial building located at 177 Pacific Highway, Sydney, a 100% interest in a commercial building located at 21 Harris Street, Pyrmont, Sydney, a 50.0% interest in Southgate Complex, Melbourne, a 50.0% interest in a commercial building located at Olderfleet 477 Collins Street, Melbourne and a 100% interest in a commercial building located at 55 Currie Street, Adelaide, Australia. Suntec REIT also holds a 50.0% interest in Nova Properties and a 100% interest in The Minster Building both located in London, United Kingdom. Suntec REIT is managed by an external manager, ARA Trust Management (Suntec) Limited.","{'maxAge': 1, 'name': 'Ms. Dawn  Lai', 'title': 'Chief Operating Officer of ARA Trust Management (Suntec) Limited', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.21,1.21,1.2,1.24,1.21,1.21,1.2,1.24,0.08,0.0619,1690934400,0.9181,5.65,0.59084,13.555555,20.333334,15346900,15346900,5569975,3766220,3766220,1.22,1.23,0,0,3525605120,1.18,1.62,6.7019067,1.2452,1.34365,0.075,0.06198347,SGD,7735252992,0.51967996,1908362779,2889840128,0.32663,0.22096,2.12,0.57547176,1672444800,1703980800,1688083200,-0.738,259408992,0.09,0.06,2.35,14.704,23.635,SES,EQUITY,T82U.SI,T82U.SI,Suntec Reit,Suntec Real Estate Investment Trust,1194224400,Asia/Singapore,SGT,28800000,1.22,1.48,1.1,1.29,1.3,3.6,underperform,14,214363008,0.074,327276992,4305100800,0.238,0.273,526060000,65.295,0.183,0.01784,0.04395,399436000,113100496,259631008,-0.759,-0.15,0.64798,0.62213004,0.62089,SGD,50.1645
3,"5 Temasek Boulevard, #12-01",Suntec Tower Five,Singapore,038985,Singapore,65 6835 9232,65 6835 9672,https://www.suntecreit.com,REIT—Diversified,Real Estate,"Listed on 9 December 2004, Suntec REIT holds properties in Suntec City, Singapore's largest integrated commercial development (including one of Singapore's largest shopping mall), a 66.3% interest in Suntec Singapore Convention & Exhibition Centre, a one-third interest in One Raffles Quay and a one-third interest in Marina Bay Financial Centre Towers 1 and 2 and the Marina Bay Link Mall. Suntec REIT holds a 100% interest in a commercial building located at 177 Pacific Highway, Sydney, a 100% interest in a commercial building located at 21 Harris Street, Pyrmont, Sydney, a 50.0% interest in Southgate Complex, Melbourne, a 50.0% interest in a commercial building located at Olderfleet 477 Collins Street, Melbourne and a 100% interest in a commercial building located at 55 Currie Street, Adelaide, Australia. Suntec REIT also holds a 50.0% interest in Nova Properties and a 100% interest in The Minster Building both located in London, United Kingdom. Suntec REIT is managed by an external manager, ARA Trust Management (Suntec) Limited.","{'maxAge': 1, 'name': 'Ms. Melissa  Chow', 'title': 'Mang. of Investor Relations - ARA Trust Management (Suntec) Limited', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.21,1.21,1.2,1.24,1.21,1.21,1.2,1.24,0.08,0.0619,1690934400,0.9181,5.65,0.59084,13.555555,20.333334,15346900,15346900,5569975,3766220,3766220,1.22,1.23,0,0,3525605120,1.18,1.62,6.7019067,1.2452,1.34365,0.075,0.06198347,SGD,7735252992,0.51967996,1908362779,2889840128,0.32663,0.22096,2.12,0.57547176,1672444800,1703980800,1688083200,-0.738,259408992,0.09,0.06,2.35,14.704,23.635,SES,EQUITY,T82U.SI,T82U.SI,Suntec Reit,Suntec Real Estate Investment Trust,1194224400,Asia/Singapore,SGT,28800000,1.22,1.48,1.1,1.29,1.3,3.6,underperform,14,214363008,0.074,327276992,4305100800,0.238,0.273,526060000,65.295,0.183,0.01784,0.04395,399436000,113100496,259631008,-0.759,-0.15,0.64798,0.62213004,0.62089,SGD,50.1645
4,"5 Temasek Boulevard, #12-01",Suntec Tower Five,Singapore,038985,Singapore,65 6835 9232,65 6835 9672,https://www.suntecreit.com,REIT—Diversified,Real Estate,"Listed on 9 December 2004, Suntec REIT holds properties in Suntec City, Singapore's largest integrated commercial development (including one of Singapore's largest shopping mall), a 66.3% interest in Suntec Singapore Convention & Exhibition Centre, a one-third interest in One Raffles Quay and a one-third interest in Marina Bay Financial Centre Towers 1 and 2 and the Marina Bay Link Mall. Suntec REIT holds a 100% interest in a commercial building located at 177 Pacific Highway, Sydney, a 100% interest in a commercial building located at 21 Harris Street, Pyrmont, Sydney, a 50.0% interest in Southgate Complex, Melbourne, a 50.0% interest in a commercial building located at Olderfleet 477 Collins Street, Melbourne and a 100% interest in a commercial building located at 55 Currie Street, Adelaide, Australia. Suntec REIT also holds a 50.0% interest in Nova Properties and a 100% interest in The Minster Building both located in London, United Kingdom. Suntec REIT is managed by an external manager, ARA Trust Management (Suntec) Limited.","{'maxAge': 1, 'name': 'Mr. Kok Keong Lum', 'title': 'Chief Exec. officer of Suntec City Devel. Pte Ltd', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.21,1.21,1.2,1.24,1.21,1.21,1.2,1.24,0.08,0.0619,1690934400,0.9181,5.65,0.59084,13.555555,20.333334,15346900,15346900,5569975,3766220,3766220,1.22,1.23,0,0,3525605120,1.18,1.62,6.7019067,1.2452,1.34365,0.075,0.06198347,SGD,7735252992,0.51967996,1908362779,2889840128,0.32663,0.22096,2.12,0.57547176,1672444800,1703980800,1688083200,-0.738,259408992,0.09,0.06,2.35,14.704,23.635,SES,EQUITY,T82U.SI,T82U.SI,Suntec Reit,Suntec Real Estate Investment Trust,1194224400,Asia/Singapore,SGT,28800000,1.22,1.48,1.1,1.29,1.3,3.6,underperform,14,214363008,0.074,327276992,4305100800,0.238,0.273,526060000,65.295,0.183,0.01784,0.04395,399436000,113100496,259631008,-0.759,-0.15,0.64798,0.62213004,0.62089,SGD,50.1645
5,"5 Temasek Boulevard, #12-01",Suntec Tower Five,Singapore,038985,Singapore,65 6835 9232,65 6835 9672,https://www.suntecreit.com,REIT—Diversified,Real Estate,"Listed on 9 December 2004, Suntec REIT holds properties in Suntec City, Singapore's largest integrated commercial development (including one of Singapore's largest shopping mall), a 66.3% interest in Suntec Singapore Convention & Exhibition Centre, a one-third interest in One Raffles Quay and a one-third interest in Marina Bay Financial Centre Towers 1 and 2 and the Marina Bay Link Mall. Suntec REIT holds a 100% interest in a commercial building located at 177 Pacific Highway, Sydney, a 100% interest in a commercial building located at 21 Harris Street, Pyrmont, Sydney, a 50.0% interest in Southgate Complex, Melbourne, a 50.0% interest in a commercial building located at Olderfleet 477 Collins Street, Melbourne and a 100% interest in a commercial building located at 55 Currie Street, Adelaide, Australia. Suntec REIT also holds a 50.0% interest in Nova Properties and a 100% interest in The Minster Building both located in London, United Kingdom. Suntec REIT is managed by an external manager, ARA Trust Management (Suntec) Limited.","{'maxAge': 1, 'name': 'Ms. Wai Ming  Chiang', 'title': 'Company Sec. of ARA Trust Management (Suntec) Limited', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.21,1.21,1.2,1.24,1.21,1.21,1.2,1.24,0.08,0.0619,1690934400,0.9181,5.65,0.59084,13.555555,20.333334,15346900,15346900,5569975,3766220,3766220,1.22,1.23,0,0,3525605120,1.18,1.62,6.7019067,1.2452,1.34365,0.075,0.06198347,SGD,7735252992,0.51967996,1908362779,2889840128,0.32663,0.22096,2.12,0.57547176,1672444800,1703980800,1688083200,-0.738,259408992,0.09,0.06,2.35,14.704,23.635,SES,EQUITY,T82U.SI,T82U.SI,Suntec Reit,Suntec Real Estate Investment Trust,1194224400,Asia/Singapore,SGT,28800000,1.22,1.48,1.1,1.29,1.3,3.6,underperform,14,214363008,0.074,327276992,4305100800,0.238,0.273,526060000,65.295,0.183,0.01784,0.04395,399436000,113100496,259631008,-0.759,-0.15,0.64798,0.62213004,0.62089,SGD,50.1645
6,"5 Temasek Boulevard, #12-01",Suntec Tower Five,Singapore,038985,Singapore,65 6835 9232,65 6835 9672,https://www.suntecreit.com,REIT—Diversified,Real Estate,"Listed on 9 December 2004, Suntec REIT holds properties in Suntec City, Singapore's largest integrated commercial development (including one of Singapore's largest shopping mall), a 66.3% interest in Suntec Singapore Convention & Exhibition Centre, a one-third interest in One Raffles Quay and a one-third interest in Marina Bay Financial Centre Towers 1 and 2 and the Marina Bay Link Mall. Suntec REIT holds a 100% interest in a commercial building located at 177 Pacific Highway, Sydney, a 100% interest in a commercial building located at 21 Harris Street, Pyrmont, Sydney, a 50.0% interest in Southgate Complex, Melbourne, a 50.0% interest in a commercial building located at Olderfleet 477 Collins Street, Melbourne and a 100% interest in a commercial building located at 55 Currie Street, Adelaide, Australia. Suntec REIT also holds a 50.0% interest in Nova Properties and a 100% interest in The Minster Building both located in London, United Kingdom. Suntec REIT is managed by an external manager, ARA Trust Management (Suntec) Limited.","{'maxAge': 1, 'name': 'Ms. Mei Mei  Low', 'title': 'Company Sec. of ARA Trust Management (Suntec) Limited', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.21,1.21,1.2,1.24,1.21,1.21,1.2,1.24,0.08,0.0619,1690934400,0.9181,5.65,0.59084,13.555555,20.333334,15346900,15346900,5569975,3766220,3766220,1.22,1.23,0,0,3525605120,1.18,1.62,6.7019067,1.2452,1.34365,0.075,0.06198347,SGD,7735252992,0.51967996,1908362779,2889840128,0.32663,0.22096,2.12,0.57547176,1672444800,1703980800,1688083200,-0.738,259408992,0.09,0.06,2.35,14.704,23.635,SES,EQUITY,T82U.SI,T82U.SI,Suntec Reit,Suntec Real Estate Investment Trust,1194224400,Asia/Singapore,SGT,28800000,1.22,1.48,1.1,1.29,1.3,3.6,underperform,14,214363008,0.074,327276992,4305100800,0.238,0.273,526060000,65.295,0.183,0.01784,0.04395,399436000,113100496,259631008,-0.759,-0.15,0.64798,0.62213004,0.62089,SGD,50.1645
7,"5 Temasek Boulevard, #12-01",Suntec Tower Five,Singapore,038985,Singapore,65 6835 9232,65 6835 9672,https://www.suntecreit.com,REIT—Diversified,Real Estate,"Listed on 9 December 2004, Suntec REIT holds properties in Suntec City, Singapore's largest integrated commercial development (including one of Singapore's largest shopping mall), a 66.3% interest in Suntec Singapore Convention & Exhibition Centre, a one-third interest in One Raffles Quay and a one-third interest in Marina Bay Financial Centre Towers 1 and 2 and the Marina Bay Link Mall. Suntec REIT holds a 100% interest in a commercial building located at 177 Pacific Highway, Sydney, a 100% interest in a commercial building located at 21 Harris Street, Pyrmont, Sydney, a 50.0% interest in Southgate Complex, Melbourne, a 50.0% interest in a commercial building located at Olderfleet 477 Collins Street, Melbourne and a 100% interest in a commercial building located at 55 Currie Street, Adelaide, Australia. Suntec REIT also holds a 50.0% interest in Nova Properties and a 100% interest in The Minster Building both located in London, United Kingdom. Suntec REIT is managed by an external manager, ARA Trust Management (Suntec) Limited.","{'maxAge': 1, 'name': 'Mr. Kar Tung  Quek', 'title': 'Director of Bus. Devel. of the ARA Group', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.21,1.21,1.2,1.24,1.21,1.21,1.2,1.24,0.08,0.0619,1690934400,0.9181,5.65,0.59084,13.555555,20.333334,15346900,15346900,5569975,3766220,3766220,1.22,1.23,0,0,3525605120,1.18,1.62,6.7019067,1.2452,1.34365,0.075,0.06198347,SGD,7735252992,0.51967996,1908362779,2889840128,0.32663,0.22096,2.12,0.57547176,1672444800,1703980800,1688083200,-0.738,259408992,0.09,0.06,2.35,14.704,23.635,SES,EQUITY,T82U.SI,T82U.SI,Suntec Reit,Suntec Real Estate Investment Trust,1194224400,Asia/Singapore,SGT,28800000,1.22,1.48,1.1,1.29,1.3,3.6,underperform,14,214363008,0.074,327276992,4305100800,0.238,0.273,526060000,65.295,0.183,0.01784,0.04395,399436000,113100496,259631008,-0.759,-0.15,0.64798,0.62213004,0.62089,SGD,50.1645
8,"5 Temasek Boulevard, #12-01",Suntec Tower Five,Singapore,038985,Singapore,65 6835 9232,65 6835 9672,https://www.suntecreit.com,REIT—Diversified,Real Estate,"Listed on 9 December 2004, Suntec REIT holds properties in Suntec City, Singapore's largest integrated commercial development (including one of Singapore's largest shopping mall), a 66.3% interest in Suntec Singapore Convention & Exhibition Centre, a one-third interest in One Raffles Quay and a one-third interest in Marina Bay Financial Centre Towers 1 and 2 and the Marina Bay Link Mall. Suntec REIT holds a 100% interest in a commercial building located at 177 Pacific Highway, Sydney, a 100% interest in a commercial building located at 21 Harris Street, Pyrmont, Sydney, a 50.0% interest in Southgate Complex, Melbourne, a 50.0% interest in a commercial building located at Olderfleet 477 Collins Street, Melbourne and a 100% interest in a commercial building located at 55 Currie Street, Adelaide, Australia. Suntec REIT also holds a 50.0% interest in Nova Properties and a 100% interest in The Minster Building both located in London, United Kingdom. Suntec REIT is managed by an external manager, ARA Trust Management (Suntec) Limited.","{'maxAge': 1, 'name': 'Ms. Soon Siew  Chiam', 'title': 'Sec. & Director of Legal & Corp. Affairs - Suntec City Devel. Pte Ltd', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.21,1.21,1.2,1.24,1.21,1.21,1.2,1.24,0.08,0.0619,1690934400,0.9181,5.65,0.59084,13.555555,20.333334,15346900,15346900,5569975,3766220,3766220,1.22,1.23,0,0,3525605120,1.18,1.62,6.7019067,1.2452,1.34365,0.075,0.06198347,SGD,7735252992,0.51967996,1908362779,2889840128,0.32663,0.22096,2.12,0.57547176,1672444800,1703980800,1688083200,-0.738,259408992,0.09,0.06,2.35,14.704,23.635,SES,EQUITY,T82U.SI,T82U.SI,Suntec Reit,Suntec Real Estate Investment Trust,1194224400,Asia/Singapore,SGT,28800000,1.22,1.48,1.1,1.29,1.3,3.6,underperform,14,214363008,0.074,327276992,4305100800,0.238,0.273,526060000,65.295,0.183,0.01784,0.04395,399436000,113100496,259631008,-0.759,-0.15,0.64798,0.62213004,0.62089,SGD,50.1645
9,"5 Temasek Boulevard, #12-01",Suntec Tower Five,Singapore,038985,Singapore,65 6835 9232,65 6835 9672,https://www.suntecreit.com,REIT—Diversified,Real Estate,"Listed on 9 December 2004, Suntec REIT holds properties in Suntec City, Singapore's largest integrated commercial development (including one of Singapore's largest shopping mall), a 66.3% interest in Suntec Singapore Convention & Exhibition Centre, a one-third interest in One Raffles Quay and a one-third interest in Marina Bay Financial Centre Towers 1 and 2 and the Marina Bay Link Mall. Suntec REIT holds a 100% interest in a commercial building located at 177 Pacific Highway, Sydney, a 100% interest in a commercial building located at 21 Harris Street, Pyrmont, Sydney, a 50.0% interest in Southgate Complex, Melbourne, a 50.0% interest in a commercial building located at Olderfleet 477 Collins Street, Melbourne and a 100% interest in a commercial building located at 55 Currie Street, Adelaide, Australia. Suntec REIT also holds a 50.0% interest in Nova Properties and a 100% interest in The Minster Building both located in London, United Kingdom. Suntec REIT is managed by an external manager, ARA Trust Management (Suntec) Limited.","{'maxAge': 1, 'name': 'Ms. Keng  Tay', 'title': 'Acting Financial Controller of Suntec City Devel. Pte Ltd', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.21,1.21,1.2,1.24,1.21,1.21,1.2,1.24,0.08,0.0619,1690934400,0.9181,5.65,0.59084,13.555555,20.333334,15346900,15346900,5569975,3766220,3766220,1.22,1.23,0,0,3525605120,1.18,1.62,6.7019067,1.2452,1.34365,0.075,0.06198347,SGD,7735252992,0.51967996,1908362779,2889840128,0.32663,0.22096,2.12,0.57547176,1672444800,1703980800,1688083200,-0.738,259408992,0.09,0.06,2.35,14.704,23.635,SES,EQUITY,T82U.SI,T82U.SI,Suntec Reit,Suntec Real Estate Investment Trust,1194224400,Asia/Singapore,SGT,28800000,1.22,1.48,1.1,1.29,1.3,3.6,underperform,14,214363008,0.074,327276992,4305100800,0.238,0.273,526060000,65.295,0.183,0.01784,0.04395,399436000,113100496,259631008,-0.759,-0.15,0.64798,0.62213004,0.62089,SGD,50.1645
