,address1,city,zip,country,phone,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Leksand,Insjön,793 85,Sweden,46 24 74 44 00,https://www.clasohlson.com,Specialty Retail,Specialty Retail,Consumer Cyclical,Consumer Cyclical,"Clas Ohlson AB (publ) operates as a retail company in Sweden and internationally. It offers hardware, electrical, multimedia, home, and leisure products, as well as spare parts and accessories. The company sells its products through its stores, as well as online. Clas Ohlson AB (publ) was founded in 1918 and is headquartered in Insjön, Sweden.",3142,"{'maxAge': 1, 'name': 'Mr. Kristofer  Tonström', 'age': 43, 'title': 'Pres & CEO', 'yearBorn': 1979, 'fiscalYear': 2023, 'totalPay': 8000000, 'exercisedValue': 0, 'unexercisedValue': 0}",7,3,5,10,3,1693526400,1703980800,86400,2,117.2,117.0,115.3,117.6,117.2,117.0,115.3,117.6,4.88,0.0416,1694390400,2.4021,1.033033,41.53025,13.713278,318601,318601,147723,291776,291776,116.0,116.3,0,0,7362112512,64.6,117.9,0.80251503,94.032,79.07275,1.5,0.012798635,SEK,9033395200,0.01944,35933720,57597300,0.37584,0.28868,63085800,21.914,5.3253627,1682812800,1714435200,1690761600,178300000,2.81,8.51,3.25,2:1,1096934400,0.985,12.344,0.5738368,0.14113986,1.5,1694390400,STO,EQUITY,CLAS-B.ST,CLAS-B.ST,Clas Ohlson AB ser. B,Clas Ohlson AB (publ),946886400,Europe/Stockholm,CEST,a083e23f-177b-3976-9324-011ff98c4d63,finmb_5576805,7200000,116.7,140.0,95.0,111.67,100.0,2.7,hold,3,108900000,1.719,731800000,1748499968,0.084,1.089,9173799936,125.936,144.796,0.06855,0.10025,1143100032,1303699968,0.073,0.38286,0.07977,0.06547,SEK,
1,Leksand,Insjön,793 85,Sweden,46 24 74 44 00,https://www.clasohlson.com,Specialty Retail,Specialty Retail,Consumer Cyclical,Consumer Cyclical,"Clas Ohlson AB (publ) operates as a retail company in Sweden and internationally. It offers hardware, electrical, multimedia, home, and leisure products, as well as spare parts and accessories. The company sells its products through its stores, as well as online. Clas Ohlson AB (publ) was founded in 1918 and is headquartered in Insjön, Sweden.",3142,"{'maxAge': 1, 'name': 'Ms. Pernilla  Walfridsson', 'age': 49, 'title': 'Chief Financial Officer', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",7,3,5,10,3,1693526400,1703980800,86400,2,117.2,117.0,115.3,117.6,117.2,117.0,115.3,117.6,4.88,0.0416,1694390400,2.4021,1.033033,41.53025,13.713278,318601,318601,147723,291776,291776,116.0,116.3,0,0,7362112512,64.6,117.9,0.80251503,94.032,79.07275,1.5,0.012798635,SEK,9033395200,0.01944,35933720,57597300,0.37584,0.28868,63085800,21.914,5.3253627,1682812800,1714435200,1690761600,178300000,2.81,8.51,3.25,2:1,1096934400,0.985,12.344,0.5738368,0.14113986,1.5,1694390400,STO,EQUITY,CLAS-B.ST,CLAS-B.ST,Clas Ohlson AB ser. B,Clas Ohlson AB (publ),946886400,Europe/Stockholm,CEST,a083e23f-177b-3976-9324-011ff98c4d63,finmb_5576805,7200000,116.7,140.0,95.0,111.67,100.0,2.7,hold,3,108900000,1.719,731800000,1748499968,0.084,1.089,9173799936,125.936,144.796,0.06855,0.10025,1143100032,1303699968,0.073,0.38286,0.07977,0.06547,SEK,
2,Leksand,Insjön,793 85,Sweden,46 24 74 44 00,https://www.clasohlson.com,Specialty Retail,Specialty Retail,Consumer Cyclical,Consumer Cyclical,"Clas Ohlson AB (publ) operates as a retail company in Sweden and internationally. It offers hardware, electrical, multimedia, home, and leisure products, as well as spare parts and accessories. The company sells its products through its stores, as well as online. Clas Ohlson AB (publ) was founded in 1918 and is headquartered in Insjön, Sweden.",3142,"{'maxAge': 1, 'name': 'Mr. Johannes  Averling', 'age': 48, 'title': 'Director of Operations', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",7,3,5,10,3,1693526400,1703980800,86400,2,117.2,117.0,115.3,117.6,117.2,117.0,115.3,117.6,4.88,0.0416,1694390400,2.4021,1.033033,41.53025,13.713278,318601,318601,147723,291776,291776,116.0,116.3,0,0,7362112512,64.6,117.9,0.80251503,94.032,79.07275,1.5,0.012798635,SEK,9033395200,0.01944,35933720,57597300,0.37584,0.28868,63085800,21.914,5.3253627,1682812800,1714435200,1690761600,178300000,2.81,8.51,3.25,2:1,1096934400,0.985,12.344,0.5738368,0.14113986,1.5,1694390400,STO,EQUITY,CLAS-B.ST,CLAS-B.ST,Clas Ohlson AB ser. B,Clas Ohlson AB (publ),946886400,Europe/Stockholm,CEST,a083e23f-177b-3976-9324-011ff98c4d63,finmb_5576805,7200000,116.7,140.0,95.0,111.67,100.0,2.7,hold,3,108900000,1.719,731800000,1748499968,0.084,1.089,9173799936,125.936,144.796,0.06855,0.10025,1143100032,1303699968,0.073,0.38286,0.07977,0.06547,SEK,
3,Leksand,Insjön,793 85,Sweden,46 24 74 44 00,https://www.clasohlson.com,Specialty Retail,Specialty Retail,Consumer Cyclical,Consumer Cyclical,"Clas Ohlson AB (publ) operates as a retail company in Sweden and internationally. It offers hardware, electrical, multimedia, home, and leisure products, as well as spare parts and accessories. The company sells its products through its stores, as well as online. Clas Ohlson AB (publ) was founded in 1918 and is headquartered in Insjön, Sweden.",3142,"{'maxAge': 1, 'name': 'Ms. Tina  Englyst', 'age': 46, 'title': 'HR & Sustainability Director and Gen. Counsel', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",7,3,5,10,3,1693526400,1703980800,86400,2,117.2,117.0,115.3,117.6,117.2,117.0,115.3,117.6,4.88,0.0416,1694390400,2.4021,1.033033,41.53025,13.713278,318601,318601,147723,291776,291776,116.0,116.3,0,0,7362112512,64.6,117.9,0.80251503,94.032,79.07275,1.5,0.012798635,SEK,9033395200,0.01944,35933720,57597300,0.37584,0.28868,63085800,21.914,5.3253627,1682812800,1714435200,1690761600,178300000,2.81,8.51,3.25,2:1,1096934400,0.985,12.344,0.5738368,0.14113986,1.5,1694390400,STO,EQUITY,CLAS-B.ST,CLAS-B.ST,Clas Ohlson AB ser. B,Clas Ohlson AB (publ),946886400,Europe/Stockholm,CEST,a083e23f-177b-3976-9324-011ff98c4d63,finmb_5576805,7200000,116.7,140.0,95.0,111.67,100.0,2.7,hold,3,108900000,1.719,731800000,1748499968,0.084,1.089,9173799936,125.936,144.796,0.06855,0.10025,1143100032,1303699968,0.073,0.38286,0.07977,0.06547,SEK,
4,Leksand,Insjön,793 85,Sweden,46 24 74 44 00,https://www.clasohlson.com,Specialty Retail,Specialty Retail,Consumer Cyclical,Consumer Cyclical,"Clas Ohlson AB (publ) operates as a retail company in Sweden and internationally. It offers hardware, electrical, multimedia, home, and leisure products, as well as spare parts and accessories. The company sells its products through its stores, as well as online. Clas Ohlson AB (publ) was founded in 1918 and is headquartered in Insjön, Sweden.",3142,"{'maxAge': 1, 'name': 'Mr. Henrik  Alfredsson', 'title': 'Product & Quality Compliance Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",7,3,5,10,3,1693526400,1703980800,86400,2,117.2,117.0,115.3,117.6,117.2,117.0,115.3,117.6,4.88,0.0416,1694390400,2.4021,1.033033,41.53025,13.713278,318601,318601,147723,291776,291776,116.0,116.3,0,0,7362112512,64.6,117.9,0.80251503,94.032,79.07275,1.5,0.012798635,SEK,9033395200,0.01944,35933720,57597300,0.37584,0.28868,63085800,21.914,5.3253627,1682812800,1714435200,1690761600,178300000,2.81,8.51,3.25,2:1,1096934400,0.985,12.344,0.5738368,0.14113986,1.5,1694390400,STO,EQUITY,CLAS-B.ST,CLAS-B.ST,Clas Ohlson AB ser. B,Clas Ohlson AB (publ),946886400,Europe/Stockholm,CEST,a083e23f-177b-3976-9324-011ff98c4d63,finmb_5576805,7200000,116.7,140.0,95.0,111.67,100.0,2.7,hold,3,108900000,1.719,731800000,1748499968,0.084,1.089,9173799936,125.936,144.796,0.06855,0.10025,1143100032,1303699968,0.073,0.38286,0.07977,0.06547,SEK,
5,Leksand,Insjön,793 85,Sweden,46 24 74 44 00,https://www.clasohlson.com,Specialty Retail,Specialty Retail,Consumer Cyclical,Consumer Cyclical,"Clas Ohlson AB (publ) operates as a retail company in Sweden and internationally. It offers hardware, electrical, multimedia, home, and leisure products, as well as spare parts and accessories. The company sells its products through its stores, as well as online. Clas Ohlson AB (publ) was founded in 1918 and is headquartered in Insjön, Sweden.",3142,"{'maxAge': 1, 'name': 'Mr. Niklas  Carlsson', 'title': 'Group Head of Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",7,3,5,10,3,1693526400,1703980800,86400,2,117.2,117.0,115.3,117.6,117.2,117.0,115.3,117.6,4.88,0.0416,1694390400,2.4021,1.033033,41.53025,13.713278,318601,318601,147723,291776,291776,116.0,116.3,0,0,7362112512,64.6,117.9,0.80251503,94.032,79.07275,1.5,0.012798635,SEK,9033395200,0.01944,35933720,57597300,0.37584,0.28868,63085800,21.914,5.3253627,1682812800,1714435200,1690761600,178300000,2.81,8.51,3.25,2:1,1096934400,0.985,12.344,0.5738368,0.14113986,1.5,1694390400,STO,EQUITY,CLAS-B.ST,CLAS-B.ST,Clas Ohlson AB ser. B,Clas Ohlson AB (publ),946886400,Europe/Stockholm,CEST,a083e23f-177b-3976-9324-011ff98c4d63,finmb_5576805,7200000,116.7,140.0,95.0,111.67,100.0,2.7,hold,3,108900000,1.719,731800000,1748499968,0.084,1.089,9173799936,125.936,144.796,0.06855,0.10025,1143100032,1303699968,0.073,0.38286,0.07977,0.06547,SEK,
6,Leksand,Insjön,793 85,Sweden,46 24 74 44 00,https://www.clasohlson.com,Specialty Retail,Specialty Retail,Consumer Cyclical,Consumer Cyclical,"Clas Ohlson AB (publ) operates as a retail company in Sweden and internationally. It offers hardware, electrical, multimedia, home, and leisure products, as well as spare parts and accessories. The company sells its products through its stores, as well as online. Clas Ohlson AB (publ) was founded in 1918 and is headquartered in Insjön, Sweden.",3142,"{'maxAge': 1, 'name': 'Ms. Lene Iren Oen', 'age': 45, 'title': 'Director of Sales & E-com', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}",7,3,5,10,3,1693526400,1703980800,86400,2,117.2,117.0,115.3,117.6,117.2,117.0,115.3,117.6,4.88,0.0416,1694390400,2.4021,1.033033,41.53025,13.713278,318601,318601,147723,291776,291776,116.0,116.3,0,0,7362112512,64.6,117.9,0.80251503,94.032,79.07275,1.5,0.012798635,SEK,9033395200,0.01944,35933720,57597300,0.37584,0.28868,63085800,21.914,5.3253627,1682812800,1714435200,1690761600,178300000,2.81,8.51,3.25,2:1,1096934400,0.985,12.344,0.5738368,0.14113986,1.5,1694390400,STO,EQUITY,CLAS-B.ST,CLAS-B.ST,Clas Ohlson AB ser. B,Clas Ohlson AB (publ),946886400,Europe/Stockholm,CEST,a083e23f-177b-3976-9324-011ff98c4d63,finmb_5576805,7200000,116.7,140.0,95.0,111.67,100.0,2.7,hold,3,108900000,1.719,731800000,1748499968,0.084,1.089,9173799936,125.936,144.796,0.06855,0.10025,1143100032,1303699968,0.073,0.38286,0.07977,0.06547,SEK,
7,Leksand,Insjön,793 85,Sweden,46 24 74 44 00,https://www.clasohlson.com,Specialty Retail,Specialty Retail,Consumer Cyclical,Consumer Cyclical,"Clas Ohlson AB (publ) operates as a retail company in Sweden and internationally. It offers hardware, electrical, multimedia, home, and leisure products, as well as spare parts and accessories. The company sells its products through its stores, as well as online. Clas Ohlson AB (publ) was founded in 1918 and is headquartered in Insjön, Sweden.",3142,"{'maxAge': 1, 'name': 'Ms. Anna  Ingmarsson', 'title': 'Head of Merchandiser', 'exercisedValue': 0, 'unexercisedValue': 0}",7,3,5,10,3,1693526400,1703980800,86400,2,117.2,117.0,115.3,117.6,117.2,117.0,115.3,117.6,4.88,0.0416,1694390400,2.4021,1.033033,41.53025,13.713278,318601,318601,147723,291776,291776,116.0,116.3,0,0,7362112512,64.6,117.9,0.80251503,94.032,79.07275,1.5,0.012798635,SEK,9033395200,0.01944,35933720,57597300,0.37584,0.28868,63085800,21.914,5.3253627,1682812800,1714435200,1690761600,178300000,2.81,8.51,3.25,2:1,1096934400,0.985,12.344,0.5738368,0.14113986,1.5,1694390400,STO,EQUITY,CLAS-B.ST,CLAS-B.ST,Clas Ohlson AB ser. B,Clas Ohlson AB (publ),946886400,Europe/Stockholm,CEST,a083e23f-177b-3976-9324-011ff98c4d63,finmb_5576805,7200000,116.7,140.0,95.0,111.67,100.0,2.7,hold,3,108900000,1.719,731800000,1748499968,0.084,1.089,9173799936,125.936,144.796,0.06855,0.10025,1143100032,1303699968,0.073,0.38286,0.07977,0.06547,SEK,
8,Leksand,Insjön,793 85,Sweden,46 24 74 44 00,https://www.clasohlson.com,Specialty Retail,Specialty Retail,Consumer Cyclical,Consumer Cyclical,"Clas Ohlson AB (publ) operates as a retail company in Sweden and internationally. It offers hardware, electrical, multimedia, home, and leisure products, as well as spare parts and accessories. The company sells its products through its stores, as well as online. Clas Ohlson AB (publ) was founded in 1918 and is headquartered in Insjön, Sweden.",3142,"{'maxAge': 1, 'name': 'Mr. Peder  Apelgren', 'age': 51, 'title': 'Chief Digital Officer', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",7,3,5,10,3,1693526400,1703980800,86400,2,117.2,117.0,115.3,117.6,117.2,117.0,115.3,117.6,4.88,0.0416,1694390400,2.4021,1.033033,41.53025,13.713278,318601,318601,147723,291776,291776,116.0,116.3,0,0,7362112512,64.6,117.9,0.80251503,94.032,79.07275,1.5,0.012798635,SEK,9033395200,0.01944,35933720,57597300,0.37584,0.28868,63085800,21.914,5.3253627,1682812800,1714435200,1690761600,178300000,2.81,8.51,3.25,2:1,1096934400,0.985,12.344,0.5738368,0.14113986,1.5,1694390400,STO,EQUITY,CLAS-B.ST,CLAS-B.ST,Clas Ohlson AB ser. B,Clas Ohlson AB (publ),946886400,Europe/Stockholm,CEST,a083e23f-177b-3976-9324-011ff98c4d63,finmb_5576805,7200000,116.7,140.0,95.0,111.67,100.0,2.7,hold,3,108900000,1.719,731800000,1748499968,0.084,1.089,9173799936,125.936,144.796,0.06855,0.10025,1143100032,1303699968,0.073,0.38286,0.07977,0.06547,SEK,
9,Leksand,Insjön,793 85,Sweden,46 24 74 44 00,https://www.clasohlson.com,Specialty Retail,Specialty Retail,Consumer Cyclical,Consumer Cyclical,"Clas Ohlson AB (publ) operates as a retail company in Sweden and internationally. It offers hardware, electrical, multimedia, home, and leisure products, as well as spare parts and accessories. The company sells its products through its stores, as well as online. Clas Ohlson AB (publ) was founded in 1918 and is headquartered in Insjön, Sweden.",3142,"{'maxAge': 1, 'name': 'Mr. Mats Wern Winkvist', 'title': 'Head of Bus. Controlling', 'exercisedValue': 0, 'unexercisedValue': 0}",7,3,5,10,3,1693526400,1703980800,86400,2,117.2,117.0,115.3,117.6,117.2,117.0,115.3,117.6,4.88,0.0416,1694390400,2.4021,1.033033,41.53025,13.713278,318601,318601,147723,291776,291776,116.0,116.3,0,0,7362112512,64.6,117.9,0.80251503,94.032,79.07275,1.5,0.012798635,SEK,9033395200,0.01944,35933720,57597300,0.37584,0.28868,63085800,21.914,5.3253627,1682812800,1714435200,1690761600,178300000,2.81,8.51,3.25,2:1,1096934400,0.985,12.344,0.5738368,0.14113986,1.5,1694390400,STO,EQUITY,CLAS-B.ST,CLAS-B.ST,Clas Ohlson AB ser. B,Clas Ohlson AB (publ),946886400,Europe/Stockholm,CEST,a083e23f-177b-3976-9324-011ff98c4d63,finmb_5576805,7200000,116.7,140.0,95.0,111.67,100.0,2.7,hold,3,108900000,1.719,731800000,1748499968,0.084,1.089,9173799936,125.936,144.796,0.06855,0.10025,1143100032,1303699968,0.073,0.38286,0.07977,0.06547,SEK,
