,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,debtToEquity,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Porscheplatz 1,Stuttgart,70435,Germany,49 711 911 24420,49 711 911 11819,https://www.porsche-se.com,Auto Manufacturers,Consumer Cyclical,"Porsche Automobil Holding SE, through its subsidiaries, operates as an automobile manufacturer worldwide. It operates in two segments, Core Investments and Portfolio Investments. The company is involved in investments in the areas of mobility and industrial technology. It offers its products under the Volkswagen, Audi, SEAT, KODA, Bentley, Bugatti, Lamborghini, and Porsche brand names. The company was formerly known as Dr. Ing. h.c. F. Porsche Aktiengesellschaft and changed its name to Porsche Automobil Holding SE in November 2007. The company was founded in 2007 and is headquartered in Stuttgart, Germany.",40,"{'maxAge': 1, 'name': 'Dr. Hans Dieter Potsch M.Sc.', 'age': 71, 'title': 'Chairman of the Management Board', 'yearBorn': 1951, 'fiscalYear': 2022, 'totalPay': 1050000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,48.87,48.61,48.61,49.17,48.87,48.61,48.61,49.17,2.56,0.052399997,1688342400,0.2495,1.309309,4.7923975,2.6564019,690,690,2068,1084,1084,48.56,49.1,160000,160000,14953531392,47.55,73.36,51.0698,53.426,2.56,0.052383877,EUR,20454311936,0.0,153103562,153124992,0.0,0.21492,173.525,0.28335974,1672444800,1703980800,1688083200,-0.425,3145999872,10.26,18.51,0.24,145.066,FRA,EQUITY,PAH3.F,PAH3.F,PORSCHE AUTOMOBIL HOLDING SE,Porsche Automobil Holding SE,1198825200,Europe/Berlin,CEST,7200000,49.17,102.0,47.0,70.1,67.0,2.1,buy,15,1312000000,4.284,141000000,6707999744,0.754,0.811,12.623,0.00159,0.06179,964625024,1311000064,-0.425,0.0,0.0,0.0,EUR,
1,Porscheplatz 1,Stuttgart,70435,Germany,49 711 911 24420,49 711 911 11819,https://www.porsche-se.com,Auto Manufacturers,Consumer Cyclical,"Porsche Automobil Holding SE, through its subsidiaries, operates as an automobile manufacturer worldwide. It operates in two segments, Core Investments and Portfolio Investments. The company is involved in investments in the areas of mobility and industrial technology. It offers its products under the Volkswagen, Audi, SEAT, KODA, Bentley, Bugatti, Lamborghini, and Porsche brand names. The company was formerly known as Dr. Ing. h.c. F. Porsche Aktiengesellschaft and changed its name to Porsche Automobil Holding SE in November 2007. The company was founded in 2007 and is headquartered in Stuttgart, Germany.",40,"{'maxAge': 1, 'name': 'Dr. Johannes  Lattwein', 'title': 'Fin. & IT and Member of the Management Board', 'fiscalYear': 2022, 'totalPay': 701000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,48.87,48.61,48.61,49.17,48.87,48.61,48.61,49.17,2.56,0.052399997,1688342400,0.2495,1.309309,4.7923975,2.6564019,690,690,2068,1084,1084,48.56,49.1,160000,160000,14953531392,47.55,73.36,51.0698,53.426,2.56,0.052383877,EUR,20454311936,0.0,153103562,153124992,0.0,0.21492,173.525,0.28335974,1672444800,1703980800,1688083200,-0.425,3145999872,10.26,18.51,0.24,145.066,FRA,EQUITY,PAH3.F,PAH3.F,PORSCHE AUTOMOBIL HOLDING SE,Porsche Automobil Holding SE,1198825200,Europe/Berlin,CEST,7200000,49.17,102.0,47.0,70.1,67.0,2.1,buy,15,1312000000,4.284,141000000,6707999744,0.754,0.811,12.623,0.00159,0.06179,964625024,1311000064,-0.425,0.0,0.0,0.0,EUR,
2,Porscheplatz 1,Stuttgart,70435,Germany,49 711 911 24420,49 711 911 11819,https://www.porsche-se.com,Auto Manufacturers,Consumer Cyclical,"Porsche Automobil Holding SE, through its subsidiaries, operates as an automobile manufacturer worldwide. It operates in two segments, Core Investments and Portfolio Investments. The company is involved in investments in the areas of mobility and industrial technology. It offers its products under the Volkswagen, Audi, SEAT, KODA, Bentley, Bugatti, Lamborghini, and Porsche brand names. The company was formerly known as Dr. Ing. h.c. F. Porsche Aktiengesellschaft and changed its name to Porsche Automobil Holding SE in November 2007. The company was founded in 2007 and is headquartered in Stuttgart, Germany.",40,"{'maxAge': 1, 'name': 'Dr. Manfred  Doss', 'age': 64, 'title': 'Legal Affairs & Compliance and Member of the Management Board', 'yearBorn': 1958, 'fiscalYear': 2022, 'totalPay': 962000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,48.87,48.61,48.61,49.17,48.87,48.61,48.61,49.17,2.56,0.052399997,1688342400,0.2495,1.309309,4.7923975,2.6564019,690,690,2068,1084,1084,48.56,49.1,160000,160000,14953531392,47.55,73.36,51.0698,53.426,2.56,0.052383877,EUR,20454311936,0.0,153103562,153124992,0.0,0.21492,173.525,0.28335974,1672444800,1703980800,1688083200,-0.425,3145999872,10.26,18.51,0.24,145.066,FRA,EQUITY,PAH3.F,PAH3.F,PORSCHE AUTOMOBIL HOLDING SE,Porsche Automobil Holding SE,1198825200,Europe/Berlin,CEST,7200000,49.17,102.0,47.0,70.1,67.0,2.1,buy,15,1312000000,4.284,141000000,6707999744,0.754,0.811,12.623,0.00159,0.06179,964625024,1311000064,-0.425,0.0,0.0,0.0,EUR,
3,Porscheplatz 1,Stuttgart,70435,Germany,49 711 911 24420,49 711 911 11819,https://www.porsche-se.com,Auto Manufacturers,Consumer Cyclical,"Porsche Automobil Holding SE, through its subsidiaries, operates as an automobile manufacturer worldwide. It operates in two segments, Core Investments and Portfolio Investments. The company is involved in investments in the areas of mobility and industrial technology. It offers its products under the Volkswagen, Audi, SEAT, KODA, Bentley, Bugatti, Lamborghini, and Porsche brand names. The company was formerly known as Dr. Ing. h.c. F. Porsche Aktiengesellschaft and changed its name to Porsche Automobil Holding SE in November 2007. The company was founded in 2007 and is headquartered in Stuttgart, Germany.",40,"{'maxAge': 1, 'name': 'Mr. Lutz  Meschke', 'age': 56, 'title': 'Investment Management & Member of the Management Board', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 690000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,48.87,48.61,48.61,49.17,48.87,48.61,48.61,49.17,2.56,0.052399997,1688342400,0.2495,1.309309,4.7923975,2.6564019,690,690,2068,1084,1084,48.56,49.1,160000,160000,14953531392,47.55,73.36,51.0698,53.426,2.56,0.052383877,EUR,20454311936,0.0,153103562,153124992,0.0,0.21492,173.525,0.28335974,1672444800,1703980800,1688083200,-0.425,3145999872,10.26,18.51,0.24,145.066,FRA,EQUITY,PAH3.F,PAH3.F,PORSCHE AUTOMOBIL HOLDING SE,Porsche Automobil Holding SE,1198825200,Europe/Berlin,CEST,7200000,49.17,102.0,47.0,70.1,67.0,2.1,buy,15,1312000000,4.284,141000000,6707999744,0.754,0.811,12.623,0.00159,0.06179,964625024,1311000064,-0.425,0.0,0.0,0.0,EUR,
4,Porscheplatz 1,Stuttgart,70435,Germany,49 711 911 24420,49 711 911 11819,https://www.porsche-se.com,Auto Manufacturers,Consumer Cyclical,"Porsche Automobil Holding SE, through its subsidiaries, operates as an automobile manufacturer worldwide. It operates in two segments, Core Investments and Portfolio Investments. The company is involved in investments in the areas of mobility and industrial technology. It offers its products under the Volkswagen, Audi, SEAT, KODA, Bentley, Bugatti, Lamborghini, and Porsche brand names. The company was formerly known as Dr. Ing. h.c. F. Porsche Aktiengesellschaft and changed its name to Porsche Automobil Holding SE in November 2007. The company was founded in 2007 and is headquartered in Stuttgart, Germany.",40,"{'maxAge': 1, 'name': 'Mr. Karsten  Hoeldtke', 'age': 48, 'title': 'Head of Investor Relations', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,48.87,48.61,48.61,49.17,48.87,48.61,48.61,49.17,2.56,0.052399997,1688342400,0.2495,1.309309,4.7923975,2.6564019,690,690,2068,1084,1084,48.56,49.1,160000,160000,14953531392,47.55,73.36,51.0698,53.426,2.56,0.052383877,EUR,20454311936,0.0,153103562,153124992,0.0,0.21492,173.525,0.28335974,1672444800,1703980800,1688083200,-0.425,3145999872,10.26,18.51,0.24,145.066,FRA,EQUITY,PAH3.F,PAH3.F,PORSCHE AUTOMOBIL HOLDING SE,Porsche Automobil Holding SE,1198825200,Europe/Berlin,CEST,7200000,49.17,102.0,47.0,70.1,67.0,2.1,buy,15,1312000000,4.284,141000000,6707999744,0.754,0.811,12.623,0.00159,0.06179,964625024,1311000064,-0.425,0.0,0.0,0.0,EUR,
5,Porscheplatz 1,Stuttgart,70435,Germany,49 711 911 24420,49 711 911 11819,https://www.porsche-se.com,Auto Manufacturers,Consumer Cyclical,"Porsche Automobil Holding SE, through its subsidiaries, operates as an automobile manufacturer worldwide. It operates in two segments, Core Investments and Portfolio Investments. The company is involved in investments in the areas of mobility and industrial technology. It offers its products under the Volkswagen, Audi, SEAT, KODA, Bentley, Bugatti, Lamborghini, and Porsche brand names. The company was formerly known as Dr. Ing. h.c. F. Porsche Aktiengesellschaft and changed its name to Porsche Automobil Holding SE in November 2007. The company was founded in 2007 and is headquartered in Stuttgart, Germany.",40,"{'maxAge': 1, 'name': 'Dr. Albrecht  Bamler', 'age': 64, 'title': 'Head of Communications', 'yearBorn': 1958, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,48.87,48.61,48.61,49.17,48.87,48.61,48.61,49.17,2.56,0.052399997,1688342400,0.2495,1.309309,4.7923975,2.6564019,690,690,2068,1084,1084,48.56,49.1,160000,160000,14953531392,47.55,73.36,51.0698,53.426,2.56,0.052383877,EUR,20454311936,0.0,153103562,153124992,0.0,0.21492,173.525,0.28335974,1672444800,1703980800,1688083200,-0.425,3145999872,10.26,18.51,0.24,145.066,FRA,EQUITY,PAH3.F,PAH3.F,PORSCHE AUTOMOBIL HOLDING SE,Porsche Automobil Holding SE,1198825200,Europe/Berlin,CEST,7200000,49.17,102.0,47.0,70.1,67.0,2.1,buy,15,1312000000,4.284,141000000,6707999744,0.754,0.811,12.623,0.00159,0.06179,964625024,1311000064,-0.425,0.0,0.0,0.0,EUR,
6,Porscheplatz 1,Stuttgart,70435,Germany,49 711 911 24420,49 711 911 11819,https://www.porsche-se.com,Auto Manufacturers,Consumer Cyclical,"Porsche Automobil Holding SE, through its subsidiaries, operates as an automobile manufacturer worldwide. It operates in two segments, Core Investments and Portfolio Investments. The company is involved in investments in the areas of mobility and industrial technology. It offers its products under the Volkswagen, Audi, SEAT, KODA, Bentley, Bugatti, Lamborghini, and Porsche brand names. The company was formerly known as Dr. Ing. h.c. F. Porsche Aktiengesellschaft and changed its name to Porsche Automobil Holding SE in November 2007. The company was founded in 2007 and is headquartered in Stuttgart, Germany.",40,"{'maxAge': 1, 'name': 'Mr. Wolfgang  Leimgruber', 'title': 'Head of Production', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,48.87,48.61,48.61,49.17,48.87,48.61,48.61,49.17,2.56,0.052399997,1688342400,0.2495,1.309309,4.7923975,2.6564019,690,690,2068,1084,1084,48.56,49.1,160000,160000,14953531392,47.55,73.36,51.0698,53.426,2.56,0.052383877,EUR,20454311936,0.0,153103562,153124992,0.0,0.21492,173.525,0.28335974,1672444800,1703980800,1688083200,-0.425,3145999872,10.26,18.51,0.24,145.066,FRA,EQUITY,PAH3.F,PAH3.F,PORSCHE AUTOMOBIL HOLDING SE,Porsche Automobil Holding SE,1198825200,Europe/Berlin,CEST,7200000,49.17,102.0,47.0,70.1,67.0,2.1,buy,15,1312000000,4.284,141000000,6707999744,0.754,0.811,12.623,0.00159,0.06179,964625024,1311000064,-0.425,0.0,0.0,0.0,EUR,
7,Porscheplatz 1,Stuttgart,70435,Germany,49 711 911 24420,49 711 911 11819,https://www.porsche-se.com,Auto Manufacturers,Consumer Cyclical,"Porsche Automobil Holding SE, through its subsidiaries, operates as an automobile manufacturer worldwide. It operates in two segments, Core Investments and Portfolio Investments. The company is involved in investments in the areas of mobility and industrial technology. It offers its products under the Volkswagen, Audi, SEAT, KODA, Bentley, Bugatti, Lamborghini, and Porsche brand names. The company was formerly known as Dr. Ing. h.c. F. Porsche Aktiengesellschaft and changed its name to Porsche Automobil Holding SE in November 2007. The company was founded in 2007 and is headquartered in Stuttgart, Germany.",40,"{'maxAge': 1, 'name': 'Mr. Jens  Brucker', 'title': 'Head of the Seat Plant - Martorell', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,48.87,48.61,48.61,49.17,48.87,48.61,48.61,49.17,2.56,0.052399997,1688342400,0.2495,1.309309,4.7923975,2.6564019,690,690,2068,1084,1084,48.56,49.1,160000,160000,14953531392,47.55,73.36,51.0698,53.426,2.56,0.052383877,EUR,20454311936,0.0,153103562,153124992,0.0,0.21492,173.525,0.28335974,1672444800,1703980800,1688083200,-0.425,3145999872,10.26,18.51,0.24,145.066,FRA,EQUITY,PAH3.F,PAH3.F,PORSCHE AUTOMOBIL HOLDING SE,Porsche Automobil Holding SE,1198825200,Europe/Berlin,CEST,7200000,49.17,102.0,47.0,70.1,67.0,2.1,buy,15,1312000000,4.284,141000000,6707999744,0.754,0.811,12.623,0.00159,0.06179,964625024,1311000064,-0.425,0.0,0.0,0.0,EUR,
8,Porscheplatz 1,Stuttgart,70435,Germany,49 711 911 24420,49 711 911 11819,https://www.porsche-se.com,Auto Manufacturers,Consumer Cyclical,"Porsche Automobil Holding SE, through its subsidiaries, operates as an automobile manufacturer worldwide. It operates in two segments, Core Investments and Portfolio Investments. The company is involved in investments in the areas of mobility and industrial technology. It offers its products under the Volkswagen, Audi, SEAT, KODA, Bentley, Bugatti, Lamborghini, and Porsche brand names. The company was formerly known as Dr. Ing. h.c. F. Porsche Aktiengesellschaft and changed its name to Porsche Automobil Holding SE in November 2007. The company was founded in 2007 and is headquartered in Stuttgart, Germany.",40,"{'maxAge': 1, 'name': 'Mr. Hannes  Ruoff', 'title': 'CEO of Porsche Asia Pacific', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,48.87,48.61,48.61,49.17,48.87,48.61,48.61,49.17,2.56,0.052399997,1688342400,0.2495,1.309309,4.7923975,2.6564019,690,690,2068,1084,1084,48.56,49.1,160000,160000,14953531392,47.55,73.36,51.0698,53.426,2.56,0.052383877,EUR,20454311936,0.0,153103562,153124992,0.0,0.21492,173.525,0.28335974,1672444800,1703980800,1688083200,-0.425,3145999872,10.26,18.51,0.24,145.066,FRA,EQUITY,PAH3.F,PAH3.F,PORSCHE AUTOMOBIL HOLDING SE,Porsche Automobil Holding SE,1198825200,Europe/Berlin,CEST,7200000,49.17,102.0,47.0,70.1,67.0,2.1,buy,15,1312000000,4.284,141000000,6707999744,0.754,0.811,12.623,0.00159,0.06179,964625024,1311000064,-0.425,0.0,0.0,0.0,EUR,
9,Porscheplatz 1,Stuttgart,70435,Germany,49 711 911 24420,49 711 911 11819,https://www.porsche-se.com,Auto Manufacturers,Consumer Cyclical,"Porsche Automobil Holding SE, through its subsidiaries, operates as an automobile manufacturer worldwide. It operates in two segments, Core Investments and Portfolio Investments. The company is involved in investments in the areas of mobility and industrial technology. It offers its products under the Volkswagen, Audi, SEAT, KODA, Bentley, Bugatti, Lamborghini, and Porsche brand names. The company was formerly known as Dr. Ing. h.c. F. Porsche Aktiengesellschaft and changed its name to Porsche Automobil Holding SE in November 2007. The company was founded in 2007 and is headquartered in Stuttgart, Germany.",40,"{'maxAge': 1, 'name': 'Mr. George  Wills', 'title': 'CEO, Pres & MD of Porsche Latin America', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,48.87,48.61,48.61,49.17,48.87,48.61,48.61,49.17,2.56,0.052399997,1688342400,0.2495,1.309309,4.7923975,2.6564019,690,690,2068,1084,1084,48.56,49.1,160000,160000,14953531392,47.55,73.36,51.0698,53.426,2.56,0.052383877,EUR,20454311936,0.0,153103562,153124992,0.0,0.21492,173.525,0.28335974,1672444800,1703980800,1688083200,-0.425,3145999872,10.26,18.51,0.24,145.066,FRA,EQUITY,PAH3.F,PAH3.F,PORSCHE AUTOMOBIL HOLDING SE,Porsche Automobil Holding SE,1198825200,Europe/Berlin,CEST,7200000,49.17,102.0,47.0,70.1,67.0,2.1,buy,15,1312000000,4.284,141000000,6707999744,0.754,0.811,12.623,0.00159,0.06179,964625024,1311000064,-0.425,0.0,0.0,0.0,EUR,
