,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,29 Rue des Pyramides,Paris,75001,France,33 3 51 00 50 50,33 3 51 00 50 51,https://www.frey.fr,REIT—Retail,Real Estate,"Frey SA engages in developing, owning, and managing commercial real estate assets primarily located in France. The company primarily operates environmental retail parks. As of December 31, 2010, its assets included 62,000 square meters. The company was formerly known as Immobiliere Frey SA and changed its name to Frey SA in June 2009. Frey SA was founded in 1983 and is based in Reims, France.",94,"{'maxAge': 1, 'name': 'Mr. Antoine  Frey', 'age': 48, 'title': 'Chairman & CEO', 'yearBorn': 1974, 'fiscalYear': 2021, 'totalPay': 1818431, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,1.7,0.0548,1684108800,0.5075,4.38,0.006756,9.253732,14.418604,233,233,1816,249,249,0.0,0.0,0,0,914233408,31.0,35.6,6.774156,32.648,33.656,1.7,0.05483871,EUR,2499571712,0.70466006,16011991,28044000,0.82528996,0.08889,34.697,0.893449,1672444800,1703980800,1688083200,-0.484,95100000,3.35,2.15,18.521,32.65,PAR,EQUITY,FREY.PA,FREY.PA,FREY,Frey SA,1207119600,Europe/Paris,CEST,7200000,31.0,33.0,33.0,33.0,33.0,none,1,223187008,3.979,76557000,918705024,2.443,3.46,134959008,88.476,4.777,0.02214,0.09922,80079000,36323248,72403000,-0.479,0.182,0.68373,0.56726,0.54956,EUR,
1,29 Rue des Pyramides,Paris,75001,France,33 3 51 00 50 50,33 3 51 00 50 51,https://www.frey.fr,REIT—Retail,Real Estate,"Frey SA engages in developing, owning, and managing commercial real estate assets primarily located in France. The company primarily operates environmental retail parks. As of December 31, 2010, its assets included 62,000 square meters. The company was formerly known as Immobiliere Frey SA and changed its name to Frey SA in June 2009. Frey SA was founded in 1983 and is based in Reims, France.",94,"{'maxAge': 1, 'name': 'Mr. Sebastien  Eymard', 'age': 44, 'title': 'Deputy Chief Exec. Officer of Fin. & International', 'yearBorn': 1978, 'fiscalYear': 2021, 'totalPay': 445011, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,1.7,0.0548,1684108800,0.5075,4.38,0.006756,9.253732,14.418604,233,233,1816,249,249,0.0,0.0,0,0,914233408,31.0,35.6,6.774156,32.648,33.656,1.7,0.05483871,EUR,2499571712,0.70466006,16011991,28044000,0.82528996,0.08889,34.697,0.893449,1672444800,1703980800,1688083200,-0.484,95100000,3.35,2.15,18.521,32.65,PAR,EQUITY,FREY.PA,FREY.PA,FREY,Frey SA,1207119600,Europe/Paris,CEST,7200000,31.0,33.0,33.0,33.0,33.0,none,1,223187008,3.979,76557000,918705024,2.443,3.46,134959008,88.476,4.777,0.02214,0.09922,80079000,36323248,72403000,-0.479,0.182,0.68373,0.56726,0.54956,EUR,
2,29 Rue des Pyramides,Paris,75001,France,33 3 51 00 50 50,33 3 51 00 50 51,https://www.frey.fr,REIT—Retail,Real Estate,"Frey SA engages in developing, owning, and managing commercial real estate assets primarily located in France. The company primarily operates environmental retail parks. As of December 31, 2010, its assets included 62,000 square meters. The company was formerly known as Immobiliere Frey SA and changed its name to Frey SA in June 2009. Frey SA was founded in 1983 and is based in Reims, France.",94,"{'maxAge': 1, 'name': 'Mr. Francois-Xavier  Anglade', 'age': 47, 'title': 'Deputy Gen. Director of Asset Management', 'yearBorn': 1975, 'fiscalYear': 2021, 'totalPay': 244503, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,1.7,0.0548,1684108800,0.5075,4.38,0.006756,9.253732,14.418604,233,233,1816,249,249,0.0,0.0,0,0,914233408,31.0,35.6,6.774156,32.648,33.656,1.7,0.05483871,EUR,2499571712,0.70466006,16011991,28044000,0.82528996,0.08889,34.697,0.893449,1672444800,1703980800,1688083200,-0.484,95100000,3.35,2.15,18.521,32.65,PAR,EQUITY,FREY.PA,FREY.PA,FREY,Frey SA,1207119600,Europe/Paris,CEST,7200000,31.0,33.0,33.0,33.0,33.0,none,1,223187008,3.979,76557000,918705024,2.443,3.46,134959008,88.476,4.777,0.02214,0.09922,80079000,36323248,72403000,-0.479,0.182,0.68373,0.56726,0.54956,EUR,
3,29 Rue des Pyramides,Paris,75001,France,33 3 51 00 50 50,33 3 51 00 50 51,https://www.frey.fr,REIT—Retail,Real Estate,"Frey SA engages in developing, owning, and managing commercial real estate assets primarily located in France. The company primarily operates environmental retail parks. As of December 31, 2010, its assets included 62,000 square meters. The company was formerly known as Immobiliere Frey SA and changed its name to Frey SA in June 2009. Frey SA was founded in 1983 and is based in Reims, France.",94,"{'maxAge': 1, 'name': 'Ms. Chloe  Ravaud', 'title': 'Head of Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,1.7,0.0548,1684108800,0.5075,4.38,0.006756,9.253732,14.418604,233,233,1816,249,249,0.0,0.0,0,0,914233408,31.0,35.6,6.774156,32.648,33.656,1.7,0.05483871,EUR,2499571712,0.70466006,16011991,28044000,0.82528996,0.08889,34.697,0.893449,1672444800,1703980800,1688083200,-0.484,95100000,3.35,2.15,18.521,32.65,PAR,EQUITY,FREY.PA,FREY.PA,FREY,Frey SA,1207119600,Europe/Paris,CEST,7200000,31.0,33.0,33.0,33.0,33.0,none,1,223187008,3.979,76557000,918705024,2.443,3.46,134959008,88.476,4.777,0.02214,0.09922,80079000,36323248,72403000,-0.479,0.182,0.68373,0.56726,0.54956,EUR,
4,29 Rue des Pyramides,Paris,75001,France,33 3 51 00 50 50,33 3 51 00 50 51,https://www.frey.fr,REIT—Retail,Real Estate,"Frey SA engages in developing, owning, and managing commercial real estate assets primarily located in France. The company primarily operates environmental retail parks. As of December 31, 2010, its assets included 62,000 square meters. The company was formerly known as Immobiliere Frey SA and changed its name to Frey SA in June 2009. Frey SA was founded in 1983 and is based in Reims, France.",94,"{'maxAge': 1, 'name': 'Gregory  Samocki', 'title': 'Sales Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,1.7,0.0548,1684108800,0.5075,4.38,0.006756,9.253732,14.418604,233,233,1816,249,249,0.0,0.0,0,0,914233408,31.0,35.6,6.774156,32.648,33.656,1.7,0.05483871,EUR,2499571712,0.70466006,16011991,28044000,0.82528996,0.08889,34.697,0.893449,1672444800,1703980800,1688083200,-0.484,95100000,3.35,2.15,18.521,32.65,PAR,EQUITY,FREY.PA,FREY.PA,FREY,Frey SA,1207119600,Europe/Paris,CEST,7200000,31.0,33.0,33.0,33.0,33.0,none,1,223187008,3.979,76557000,918705024,2.443,3.46,134959008,88.476,4.777,0.02214,0.09922,80079000,36323248,72403000,-0.479,0.182,0.68373,0.56726,0.54956,EUR,
