,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,debtToEquity,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,505 Burrard Street,Suite 480 Box 87,Vancouver,BC,V7X 1M3,Canada,604 684 4246,604 684 4200,https://www.panoro.com,Other Industrial Metals & Mining,Basic Materials,"Panoro Minerals Ltd., an exploration-stage company, engages in the acquisition, exploration, and development of mineral properties in Peru. The company explores for copper, molybdenum, lead, gold, silver, and zinc deposits. Its flagship project is the Cotabambas project located in the southern Peru. The company was formerly known as Panoro Resources Ltd. and changed its name to Panoro Minerals Ltd. in June 2003. Panoro Minerals Ltd. was incorporated in 1994 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Luquman A. Shaheen M.B.A., P.E, P.Eng.', 'title': 'Pres, CEO & Director', 'fiscalYear': 2022, 'totalPay': 350000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.13,0.13,0.125,0.13,0.13,0.13,0.125,0.13,0.0,1.081545,1.5625,4500,4500,25617,10600,10600,0.125,0.135,0,0,33046876,0.1,0.15,0.1308,0.12925,0.0,0.0,CAD,30708180,0.0,218090917,264375008,421,387,1690761600,1693440000,0.0,0.17336,0.0101,0.01,0.149,0.83892614,1672444800,1703980800,1688083200,-1854651,-0.01,0.08,-11.283,VAN,EQUITY,PML.V,PML.V,PANORO MINERALS LTD,Panoro Minerals Ltd.,1193319000,America/Toronto,EDT,-14400000,0.125,none,2520335,0.01,-2721711,181632,0.356,0.379,0.462,-0.03079,-0.04527,6346314,-1625203,0.0,0.0,0.0,CAD,
1,505 Burrard Street,Suite 480 Box 87,Vancouver,BC,V7X 1M3,Canada,604 684 4246,604 684 4200,https://www.panoro.com,Other Industrial Metals & Mining,Basic Materials,"Panoro Minerals Ltd., an exploration-stage company, engages in the acquisition, exploration, and development of mineral properties in Peru. The company explores for copper, molybdenum, lead, gold, silver, and zinc deposits. Its flagship project is the Cotabambas project located in the southern Peru. The company was formerly known as Panoro Resources Ltd. and changed its name to Panoro Minerals Ltd. in June 2003. Panoro Minerals Ltd. was incorporated in 1994 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Michael  Malana C.M.A., CPA, CMA, CPA', 'age': 57, 'title': 'Chief Financial Officer', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 103536, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.13,0.13,0.125,0.13,0.13,0.13,0.125,0.13,0.0,1.081545,1.5625,4500,4500,25617,10600,10600,0.125,0.135,0,0,33046876,0.1,0.15,0.1308,0.12925,0.0,0.0,CAD,30708180,0.0,218090917,264375008,421,387,1690761600,1693440000,0.0,0.17336,0.0101,0.01,0.149,0.83892614,1672444800,1703980800,1688083200,-1854651,-0.01,0.08,-11.283,VAN,EQUITY,PML.V,PML.V,PANORO MINERALS LTD,Panoro Minerals Ltd.,1193319000,America/Toronto,EDT,-14400000,0.125,none,2520335,0.01,-2721711,181632,0.356,0.379,0.462,-0.03079,-0.04527,6346314,-1625203,0.0,0.0,0.0,CAD,
2,505 Burrard Street,Suite 480 Box 87,Vancouver,BC,V7X 1M3,Canada,604 684 4246,604 684 4200,https://www.panoro.com,Other Industrial Metals & Mining,Basic Materials,"Panoro Minerals Ltd., an exploration-stage company, engages in the acquisition, exploration, and development of mineral properties in Peru. The company explores for copper, molybdenum, lead, gold, silver, and zinc deposits. Its flagship project is the Cotabambas project located in the southern Peru. The company was formerly known as Panoro Resources Ltd. and changed its name to Panoro Minerals Ltd. in June 2003. Panoro Minerals Ltd. was incorporated in 1994 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Christian G. Pilon', 'title': 'Sr. VP of South America & Exec. Director', 'fiscalYear': 2022, 'totalPay': 78553, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.13,0.13,0.125,0.13,0.13,0.13,0.125,0.13,0.0,1.081545,1.5625,4500,4500,25617,10600,10600,0.125,0.135,0,0,33046876,0.1,0.15,0.1308,0.12925,0.0,0.0,CAD,30708180,0.0,218090917,264375008,421,387,1690761600,1693440000,0.0,0.17336,0.0101,0.01,0.149,0.83892614,1672444800,1703980800,1688083200,-1854651,-0.01,0.08,-11.283,VAN,EQUITY,PML.V,PML.V,PANORO MINERALS LTD,Panoro Minerals Ltd.,1193319000,America/Toronto,EDT,-14400000,0.125,none,2520335,0.01,-2721711,181632,0.356,0.379,0.462,-0.03079,-0.04527,6346314,-1625203,0.0,0.0,0.0,CAD,
3,505 Burrard Street,Suite 480 Box 87,Vancouver,BC,V7X 1M3,Canada,604 684 4246,604 684 4200,https://www.panoro.com,Other Industrial Metals & Mining,Basic Materials,"Panoro Minerals Ltd., an exploration-stage company, engages in the acquisition, exploration, and development of mineral properties in Peru. The company explores for copper, molybdenum, lead, gold, silver, and zinc deposits. Its flagship project is the Cotabambas project located in the southern Peru. The company was formerly known as Panoro Resources Ltd. and changed its name to Panoro Minerals Ltd. in June 2003. Panoro Minerals Ltd. was incorporated in 1994 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Luis  Vela P.Geo., P. Geo', 'title': 'VP of Exploration', 'fiscalYear': 2022, 'totalPay': 274558, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.13,0.13,0.125,0.13,0.13,0.13,0.125,0.13,0.0,1.081545,1.5625,4500,4500,25617,10600,10600,0.125,0.135,0,0,33046876,0.1,0.15,0.1308,0.12925,0.0,0.0,CAD,30708180,0.0,218090917,264375008,421,387,1690761600,1693440000,0.0,0.17336,0.0101,0.01,0.149,0.83892614,1672444800,1703980800,1688083200,-1854651,-0.01,0.08,-11.283,VAN,EQUITY,PML.V,PML.V,PANORO MINERALS LTD,Panoro Minerals Ltd.,1193319000,America/Toronto,EDT,-14400000,0.125,none,2520335,0.01,-2721711,181632,0.356,0.379,0.462,-0.03079,-0.04527,6346314,-1625203,0.0,0.0,0.0,CAD,
4,505 Burrard Street,Suite 480 Box 87,Vancouver,BC,V7X 1M3,Canada,604 684 4246,604 684 4200,https://www.panoro.com,Other Industrial Metals & Mining,Basic Materials,"Panoro Minerals Ltd., an exploration-stage company, engages in the acquisition, exploration, and development of mineral properties in Peru. The company explores for copper, molybdenum, lead, gold, silver, and zinc deposits. Its flagship project is the Cotabambas project located in the southern Peru. The company was formerly known as Panoro Resources Ltd. and changed its name to Panoro Minerals Ltd. in June 2003. Panoro Minerals Ltd. was incorporated in 1994 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Guillermo  Torres', 'title': 'VP of Project Devel.', 'fiscalYear': 2022, 'totalPay': 255997, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.13,0.13,0.125,0.13,0.13,0.13,0.125,0.13,0.0,1.081545,1.5625,4500,4500,25617,10600,10600,0.125,0.135,0,0,33046876,0.1,0.15,0.1308,0.12925,0.0,0.0,CAD,30708180,0.0,218090917,264375008,421,387,1690761600,1693440000,0.0,0.17336,0.0101,0.01,0.149,0.83892614,1672444800,1703980800,1688083200,-1854651,-0.01,0.08,-11.283,VAN,EQUITY,PML.V,PML.V,PANORO MINERALS LTD,Panoro Minerals Ltd.,1193319000,America/Toronto,EDT,-14400000,0.125,none,2520335,0.01,-2721711,181632,0.356,0.379,0.462,-0.03079,-0.04527,6346314,-1625203,0.0,0.0,0.0,CAD,
