,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,grossProfits,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,45 First Avenue,Waltham,MA,02451,United States,781-522-6020,781-522-6050,https://www.eurositepower.co.uk,Utilities—Regulated Electric,Utilities,"EuroSite Power Inc., owns, operates, and distributes on-site energy systems in the United Kingdom and Europe. Its energy systems produces and supplies electricity, heat, hot water, and cooling solutions to commercial and industrial customers, such as healthcare facilities, hotels, multi-family hotels, multi-family residential buildings, leisure centers, industrial buildings, and schools and colleges. The company was founded in 2010 and is headquartered in Waltham, Massachusetts.","{'maxAge': 1, 'name': 'Dr. Elias  Samaras', 'age': 68, 'title': 'Chief Exec. Officer', 'yearBorn': 1954, 'fiscalYear': 2015, 'totalPay': 1, 'exercisedValue': 0, 'unexercisedValue': 0}",1451520000,86400,4,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.0,-0.596473,8608,8608,6095,1790,1790,9049184,0.03,0.07,1.359811,0.0448,0.0451,0.0,0.0,USD,3670492,0.01966,82265104,0.0,0.0,0.12,0.49166667,1672444800,1703980800,1688083200,130859,-0.01,0.552,3.96,PNK,EQUITY,EUSP,EUSP,EUROSITE POWER INC,EuroSite Power Inc.,1343223000,America/New_York,EDT,-14400000,0.059,none,2426513,0.029,926907,1243457,3.888,4.372,6654737,12.645,0.081,2370120,726704,0.397,0.39773998,0.13928,0.03619,USD,
1,45 First Avenue,Waltham,MA,02451,United States,781-522-6020,781-522-6050,https://www.eurositepower.co.uk,Utilities—Regulated Electric,Utilities,"EuroSite Power Inc., owns, operates, and distributes on-site energy systems in the United Kingdom and Europe. Its energy systems produces and supplies electricity, heat, hot water, and cooling solutions to commercial and industrial customers, such as healthcare facilities, hotels, multi-family hotels, multi-family residential buildings, leisure centers, industrial buildings, and schools and colleges. The company was founded in 2010 and is headquartered in Waltham, Massachusetts.","{'maxAge': 1, 'name': 'Mr. Paul J. Hamblyn', 'age': 54, 'title': 'Chief Operating Officer', 'yearBorn': 1968, 'fiscalYear': 2015, 'totalPay': 182149, 'exercisedValue': 0, 'unexercisedValue': 0}",1451520000,86400,4,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.0,-0.596473,8608,8608,6095,1790,1790,9049184,0.03,0.07,1.359811,0.0448,0.0451,0.0,0.0,USD,3670492,0.01966,82265104,0.0,0.0,0.12,0.49166667,1672444800,1703980800,1688083200,130859,-0.01,0.552,3.96,PNK,EQUITY,EUSP,EUSP,EUROSITE POWER INC,EuroSite Power Inc.,1343223000,America/New_York,EDT,-14400000,0.059,none,2426513,0.029,926907,1243457,3.888,4.372,6654737,12.645,0.081,2370120,726704,0.397,0.39773998,0.13928,0.03619,USD,
2,45 First Avenue,Waltham,MA,02451,United States,781-522-6020,781-522-6050,https://www.eurositepower.co.uk,Utilities—Regulated Electric,Utilities,"EuroSite Power Inc., owns, operates, and distributes on-site energy systems in the United Kingdom and Europe. Its energy systems produces and supplies electricity, heat, hot water, and cooling solutions to commercial and industrial customers, such as healthcare facilities, hotels, multi-family hotels, multi-family residential buildings, leisure centers, industrial buildings, and schools and colleges. The company was founded in 2010 and is headquartered in Waltham, Massachusetts.","{'maxAge': 1, 'name': 'Mr. Mark  Brown', 'title': 'Account Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1451520000,86400,4,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.0,-0.596473,8608,8608,6095,1790,1790,9049184,0.03,0.07,1.359811,0.0448,0.0451,0.0,0.0,USD,3670492,0.01966,82265104,0.0,0.0,0.12,0.49166667,1672444800,1703980800,1688083200,130859,-0.01,0.552,3.96,PNK,EQUITY,EUSP,EUSP,EUROSITE POWER INC,EuroSite Power Inc.,1343223000,America/New_York,EDT,-14400000,0.059,none,2426513,0.029,926907,1243457,3.888,4.372,6654737,12.645,0.081,2370120,726704,0.397,0.39773998,0.13928,0.03619,USD,
3,45 First Avenue,Waltham,MA,02451,United States,781-522-6020,781-522-6050,https://www.eurositepower.co.uk,Utilities—Regulated Electric,Utilities,"EuroSite Power Inc., owns, operates, and distributes on-site energy systems in the United Kingdom and Europe. Its energy systems produces and supplies electricity, heat, hot water, and cooling solutions to commercial and industrial customers, such as healthcare facilities, hotels, multi-family hotels, multi-family residential buildings, leisure centers, industrial buildings, and schools and colleges. The company was founded in 2010 and is headquartered in Waltham, Massachusetts.","{'maxAge': 1, 'name': 'Ms. Ariel F. Babcock CFA', 'title': 'Director of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1451520000,86400,4,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.0,-0.596473,8608,8608,6095,1790,1790,9049184,0.03,0.07,1.359811,0.0448,0.0451,0.0,0.0,USD,3670492,0.01966,82265104,0.0,0.0,0.12,0.49166667,1672444800,1703980800,1688083200,130859,-0.01,0.552,3.96,PNK,EQUITY,EUSP,EUSP,EUROSITE POWER INC,EuroSite Power Inc.,1343223000,America/New_York,EDT,-14400000,0.059,none,2426513,0.029,926907,1243457,3.888,4.372,6654737,12.645,0.081,2370120,726704,0.397,0.39773998,0.13928,0.03619,USD,
4,45 First Avenue,Waltham,MA,02451,United States,781-522-6020,781-522-6050,https://www.eurositepower.co.uk,Utilities—Regulated Electric,Utilities,"EuroSite Power Inc., owns, operates, and distributes on-site energy systems in the United Kingdom and Europe. Its energy systems produces and supplies electricity, heat, hot water, and cooling solutions to commercial and industrial customers, such as healthcare facilities, hotels, multi-family hotels, multi-family residential buildings, leisure centers, industrial buildings, and schools and colleges. The company was founded in 2010 and is headquartered in Waltham, Massachusetts.","{'maxAge': 1, 'name': 'Ms. Laura  Chambers', 'title': 'Financial Controller & Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1451520000,86400,4,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.0,-0.596473,8608,8608,6095,1790,1790,9049184,0.03,0.07,1.359811,0.0448,0.0451,0.0,0.0,USD,3670492,0.01966,82265104,0.0,0.0,0.12,0.49166667,1672444800,1703980800,1688083200,130859,-0.01,0.552,3.96,PNK,EQUITY,EUSP,EUSP,EUROSITE POWER INC,EuroSite Power Inc.,1343223000,America/New_York,EDT,-14400000,0.059,none,2426513,0.029,926907,1243457,3.888,4.372,6654737,12.645,0.081,2370120,726704,0.397,0.39773998,0.13928,0.03619,USD,
