,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,9648-128th Street,Suite 210,Surrey,BC,V3T 2X9,Canada,604-357-4726,https://www.desertgold.ca,Other Industrial Metals & Mining,Basic Materials,"Desert Gold Ventures Inc., an exploration stage company, engages in the acquisition, exploration, and development of mineral resource properties in Mali. The company primarily explores for gold ores. Its flagship project is the Senegal Mali Shear Zone project located in Western Mali. Desert Gold Ventures Inc. was incorporated in 2003 and is headquartered in Surrey, Canada.","{'maxAge': 1, 'name': 'Mr. Jared W. Scharf', 'age': 41, 'title': 'Pres, CEO & Director', 'yearBorn': 1981, 'fiscalYear': 2021, 'totalPay': 120917, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.024,0.019,0.019,0.03,0.024,0.019,0.019,0.03,0.0,1.332379,10000,10000,4671,2000,2000,0.019,0.03,3400000,600000,6718680,0.017,0.07,0.02939,0.033795,0.0,0.0,EUR,3988815,0.0,177753222,195466000,0.04847,0.07847,0.003,10.0,1672444800,1703980800,1688083200,-1354948,-0.02,1:10,1437696000,-3.29,FRA,EQUITY,QXR2.F,QXR2.F,DESERT GOLD VENTURES,Desert Gold Ventures Inc.,1199084400,Europe/Berlin,CEST,7200000,0.03,none,702378,0.004,-1212397,0,3.885,4.025,-1.19263,-4.1661,-836319,-1550945,0.0,0.0,0.0,USD,
1,9648-128th Street,Suite 210,Surrey,BC,V3T 2X9,Canada,604-357-4726,https://www.desertgold.ca,Other Industrial Metals & Mining,Basic Materials,"Desert Gold Ventures Inc., an exploration stage company, engages in the acquisition, exploration, and development of mineral resource properties in Mali. The company primarily explores for gold ores. Its flagship project is the Senegal Mali Shear Zone project located in Western Mali. Desert Gold Ventures Inc. was incorporated in 2003 and is headquartered in Surrey, Canada.","{'maxAge': 1, 'name': 'Mr. Chun  Tsang C.A., C.A.CPA, C.P.A.', 'age': 64, 'title': 'Chief Financial Officer', 'yearBorn': 1958, 'fiscalYear': 2021, 'totalPay': 25867, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.024,0.019,0.019,0.03,0.024,0.019,0.019,0.03,0.0,1.332379,10000,10000,4671,2000,2000,0.019,0.03,3400000,600000,6718680,0.017,0.07,0.02939,0.033795,0.0,0.0,EUR,3988815,0.0,177753222,195466000,0.04847,0.07847,0.003,10.0,1672444800,1703980800,1688083200,-1354948,-0.02,1:10,1437696000,-3.29,FRA,EQUITY,QXR2.F,QXR2.F,DESERT GOLD VENTURES,Desert Gold Ventures Inc.,1199084400,Europe/Berlin,CEST,7200000,0.03,none,702378,0.004,-1212397,0,3.885,4.025,-1.19263,-4.1661,-836319,-1550945,0.0,0.0,0.0,USD,
2,9648-128th Street,Suite 210,Surrey,BC,V3T 2X9,Canada,604-357-4726,https://www.desertgold.ca,Other Industrial Metals & Mining,Basic Materials,"Desert Gold Ventures Inc., an exploration stage company, engages in the acquisition, exploration, and development of mineral resource properties in Mali. The company primarily explores for gold ores. Its flagship project is the Senegal Mali Shear Zone project located in Western Mali. Desert Gold Ventures Inc. was incorporated in 2003 and is headquartered in Surrey, Canada.","{'maxAge': 1, 'name': 'Mr. Don  Dudek B.Sc, P.Geo', 'age': 62, 'title': 'Member of Advisory Board, Lead Technical Director & Independent Director', 'yearBorn': 1960, 'fiscalYear': 2021, 'totalPay': 86450, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.024,0.019,0.019,0.03,0.024,0.019,0.019,0.03,0.0,1.332379,10000,10000,4671,2000,2000,0.019,0.03,3400000,600000,6718680,0.017,0.07,0.02939,0.033795,0.0,0.0,EUR,3988815,0.0,177753222,195466000,0.04847,0.07847,0.003,10.0,1672444800,1703980800,1688083200,-1354948,-0.02,1:10,1437696000,-3.29,FRA,EQUITY,QXR2.F,QXR2.F,DESERT GOLD VENTURES,Desert Gold Ventures Inc.,1199084400,Europe/Berlin,CEST,7200000,0.03,none,702378,0.004,-1212397,0,3.885,4.025,-1.19263,-4.1661,-836319,-1550945,0.0,0.0,0.0,USD,
3,9648-128th Street,Suite 210,Surrey,BC,V3T 2X9,Canada,604-357-4726,https://www.desertgold.ca,Other Industrial Metals & Mining,Basic Materials,"Desert Gold Ventures Inc., an exploration stage company, engages in the acquisition, exploration, and development of mineral resource properties in Mali. The company primarily explores for gold ores. Its flagship project is the Senegal Mali Shear Zone project located in Western Mali. Desert Gold Ventures Inc. was incorporated in 2003 and is headquartered in Surrey, Canada.","{'maxAge': 1, 'name': 'Mr. Salif  Keita', 'title': 'VP of Exploration', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.024,0.019,0.019,0.03,0.024,0.019,0.019,0.03,0.0,1.332379,10000,10000,4671,2000,2000,0.019,0.03,3400000,600000,6718680,0.017,0.07,0.02939,0.033795,0.0,0.0,EUR,3988815,0.0,177753222,195466000,0.04847,0.07847,0.003,10.0,1672444800,1703980800,1688083200,-1354948,-0.02,1:10,1437696000,-3.29,FRA,EQUITY,QXR2.F,QXR2.F,DESERT GOLD VENTURES,Desert Gold Ventures Inc.,1199084400,Europe/Berlin,CEST,7200000,0.03,none,702378,0.004,-1212397,0,3.885,4.025,-1.19263,-4.1661,-836319,-1550945,0.0,0.0,0.0,USD,
