,address1,address2,city,zip,country,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Vistra Corporate Service Centre,Wickhams Cay II,Road Town,VG110,British Virgin Islands,https://orcaenergygroup.com,Oil & Gas E&P,Energy,"Orca Energy Group Inc. engages in the exploration, development, production, and sale of oil and gas to the power and industrial sectors in Tanzania. It principally holds interests in the Songo Songo block located to the south of Dar Es Salaam. The company was formerly known as Orca Exploration Group Inc. and changed its name to Orca Energy Group Inc. in July 2020. Orca Energy Group Inc. was incorporated in 2004 and is based in Road Town, British Virgin Islands.",110,"{'maxAge': 1, 'name': 'Mr. David W. Ross III', 'age': 81, 'title': 'Independent Non-Exec. Chairman & Sec.', 'yearBorn': 1941, 'fiscalYear': 2022, 'totalPay': 505445, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,0.3,0.081199996,1695859200,0.29659998,6.34,0.287076,3.65,59,59,477,110,110,66064272,2.9,4.01,0.5467675,3.8826,3.7452,0.291,0.079726025,USD,21103062,0.16545,14892570,18091700,0.17573,0.0,4.676,0.7805817,1672444800,1703980800,1688083200,-0.586,19991000,1.0,0.175,0.218,PNK,EQUITY,ORXGF,ORXGF,ORCA ENERGY GROUP INC,Orca Energy Group Inc.,1214400600,America/New_York,EDT,-14400000,3.65,none,102872000,5.185,96775000,44908000,2.157,2.18,120827000,45.166,6.079,0.15982,0.24350001,100078000,48684000,58614000,-0.584,-0.008,0.84172994,0.80094004,0.50833,USD,
1,Vistra Corporate Service Centre,Wickhams Cay II,Road Town,VG110,British Virgin Islands,https://orcaenergygroup.com,Oil & Gas E&P,Energy,"Orca Energy Group Inc. engages in the exploration, development, production, and sale of oil and gas to the power and industrial sectors in Tanzania. It principally holds interests in the Songo Songo block located to the south of Dar Es Salaam. The company was formerly known as Orca Exploration Group Inc. and changed its name to Orca Energy Group Inc. in July 2020. Orca Energy Group Inc. was incorporated in 2004 and is based in Road Town, British Virgin Islands.",110,"{'maxAge': 1, 'name': 'Mr. Jay C. Lyons', 'title': 'CEO & Exec. Director', 'fiscalYear': 2022, 'totalPay': 1778522, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,0.3,0.081199996,1695859200,0.29659998,6.34,0.287076,3.65,59,59,477,110,110,66064272,2.9,4.01,0.5467675,3.8826,3.7452,0.291,0.079726025,USD,21103062,0.16545,14892570,18091700,0.17573,0.0,4.676,0.7805817,1672444800,1703980800,1688083200,-0.586,19991000,1.0,0.175,0.218,PNK,EQUITY,ORXGF,ORXGF,ORCA ENERGY GROUP INC,Orca Energy Group Inc.,1214400600,America/New_York,EDT,-14400000,3.65,none,102872000,5.185,96775000,44908000,2.157,2.18,120827000,45.166,6.079,0.15982,0.24350001,100078000,48684000,58614000,-0.584,-0.008,0.84172994,0.80094004,0.50833,USD,
2,Vistra Corporate Service Centre,Wickhams Cay II,Road Town,VG110,British Virgin Islands,https://orcaenergygroup.com,Oil & Gas E&P,Energy,"Orca Energy Group Inc. engages in the exploration, development, production, and sale of oil and gas to the power and industrial sectors in Tanzania. It principally holds interests in the Songo Songo block located to the south of Dar Es Salaam. The company was formerly known as Orca Exploration Group Inc. and changed its name to Orca Energy Group Inc. in July 2020. Orca Energy Group Inc. was incorporated in 2004 and is based in Road Town, British Virgin Islands.",110,"{'maxAge': 1, 'name': 'Ms. Lisa Gaye Mitchell', 'age': 55, 'title': 'CFO & Exec. Director', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 1133749, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,0.3,0.081199996,1695859200,0.29659998,6.34,0.287076,3.65,59,59,477,110,110,66064272,2.9,4.01,0.5467675,3.8826,3.7452,0.291,0.079726025,USD,21103062,0.16545,14892570,18091700,0.17573,0.0,4.676,0.7805817,1672444800,1703980800,1688083200,-0.586,19991000,1.0,0.175,0.218,PNK,EQUITY,ORXGF,ORXGF,ORCA ENERGY GROUP INC,Orca Energy Group Inc.,1214400600,America/New_York,EDT,-14400000,3.65,none,102872000,5.185,96775000,44908000,2.157,2.18,120827000,45.166,6.079,0.15982,0.24350001,100078000,48684000,58614000,-0.584,-0.008,0.84172994,0.80094004,0.50833,USD,
3,Vistra Corporate Service Centre,Wickhams Cay II,Road Town,VG110,British Virgin Islands,https://orcaenergygroup.com,Oil & Gas E&P,Energy,"Orca Energy Group Inc. engages in the exploration, development, production, and sale of oil and gas to the power and industrial sectors in Tanzania. It principally holds interests in the Songo Songo block located to the south of Dar Es Salaam. The company was formerly known as Orca Exploration Group Inc. and changed its name to Orca Energy Group Inc. in July 2020. Orca Energy Group Inc. was incorporated in 2004 and is based in Road Town, British Virgin Islands.",110,"{'maxAge': 1, 'name': 'Mr. Blaine Edward Karst', 'title': 'Adviosr', 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,0.3,0.081199996,1695859200,0.29659998,6.34,0.287076,3.65,59,59,477,110,110,66064272,2.9,4.01,0.5467675,3.8826,3.7452,0.291,0.079726025,USD,21103062,0.16545,14892570,18091700,0.17573,0.0,4.676,0.7805817,1672444800,1703980800,1688083200,-0.586,19991000,1.0,0.175,0.218,PNK,EQUITY,ORXGF,ORXGF,ORCA ENERGY GROUP INC,Orca Energy Group Inc.,1214400600,America/New_York,EDT,-14400000,3.65,none,102872000,5.185,96775000,44908000,2.157,2.18,120827000,45.166,6.079,0.15982,0.24350001,100078000,48684000,58614000,-0.584,-0.008,0.84172994,0.80094004,0.50833,USD,
4,Vistra Corporate Service Centre,Wickhams Cay II,Road Town,VG110,British Virgin Islands,https://orcaenergygroup.com,Oil & Gas E&P,Energy,"Orca Energy Group Inc. engages in the exploration, development, production, and sale of oil and gas to the power and industrial sectors in Tanzania. It principally holds interests in the Songo Songo block located to the south of Dar Es Salaam. The company was formerly known as Orca Exploration Group Inc. and changed its name to Orca Energy Group Inc. in July 2020. Orca Energy Group Inc. was incorporated in 2004 and is based in Road Town, British Virgin Islands.",110,"{'maxAge': 1, 'name': 'Mr. Ewen  Denning', 'title': 'Chief Operating Officer', 'fiscalYear': 2022, 'totalPay': 936232, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,0.3,0.081199996,1695859200,0.29659998,6.34,0.287076,3.65,59,59,477,110,110,66064272,2.9,4.01,0.5467675,3.8826,3.7452,0.291,0.079726025,USD,21103062,0.16545,14892570,18091700,0.17573,0.0,4.676,0.7805817,1672444800,1703980800,1688083200,-0.586,19991000,1.0,0.175,0.218,PNK,EQUITY,ORXGF,ORXGF,ORCA ENERGY GROUP INC,Orca Energy Group Inc.,1214400600,America/New_York,EDT,-14400000,3.65,none,102872000,5.185,96775000,44908000,2.157,2.18,120827000,45.166,6.079,0.15982,0.24350001,100078000,48684000,58614000,-0.584,-0.008,0.84172994,0.80094004,0.50833,USD,
5,Vistra Corporate Service Centre,Wickhams Cay II,Road Town,VG110,British Virgin Islands,https://orcaenergygroup.com,Oil & Gas E&P,Energy,"Orca Energy Group Inc. engages in the exploration, development, production, and sale of oil and gas to the power and industrial sectors in Tanzania. It principally holds interests in the Songo Songo block located to the south of Dar Es Salaam. The company was formerly known as Orca Exploration Group Inc. and changed its name to Orca Energy Group Inc. in July 2020. Orca Energy Group Inc. was incorporated in 2004 and is based in Road Town, British Virgin Islands.",110,"{'maxAge': 1, 'name': 'Mr. Stephen  Huckerby', 'title': 'Chief Accounting Officer', 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,0.3,0.081199996,1695859200,0.29659998,6.34,0.287076,3.65,59,59,477,110,110,66064272,2.9,4.01,0.5467675,3.8826,3.7452,0.291,0.079726025,USD,21103062,0.16545,14892570,18091700,0.17573,0.0,4.676,0.7805817,1672444800,1703980800,1688083200,-0.586,19991000,1.0,0.175,0.218,PNK,EQUITY,ORXGF,ORXGF,ORCA ENERGY GROUP INC,Orca Energy Group Inc.,1214400600,America/New_York,EDT,-14400000,3.65,none,102872000,5.185,96775000,44908000,2.157,2.18,120827000,45.166,6.079,0.15982,0.24350001,100078000,48684000,58614000,-0.584,-0.008,0.84172994,0.80094004,0.50833,USD,
