,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationMean,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,debtToEquity,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,105 Englehart Street,Suite 700,Dieppe,NB,E1A 8K2,Canada,506 383 4274,https://www.colibriresource.com,Other Industrial Metals & Mining,Basic Materials,"Colibri Resource Corporation, a mineral exploration company, engages in the acquisition, exploration, and development of mineral properties in Mexico. The company explores for gold, silver, copper, molybdenum, and other metal deposits. Its flagship property is its 100% owned Evelyn gold project that covers an area of 506 hectares located in the State of Sonora, Mexico. The company also owns the Plomo Gold Project that covers an area of 4,260 hectares located in the Caborca Gold Belt. Colibri Resource Corporation is headquartered in Dieppe, Canada.","{'maxAge': 1, 'name': 'Mr. Ronald Joseph Goguen Sr.', 'title': 'Chairman, CEO, Pres & Sec.', 'fiscalYear': 2022, 'totalPay': 146000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.0,0.80639,20000,20000,33924,14040,14040,0.04,0.05,0,0,3869064,0.03,0.1,0.0536,0.06115,0.0,0.0,CAD,5027699,0.0,77065971,96726600,654,2731,1690761600,1693440000,0.0,0.22441,0.0,0.05,0.041,0.9756097,1672444800,1703980800,1688083200,-394864,-0.0,1:15,1443052800,-7.466,VAN,EQUITY,CBI.V,CBI.V,COLIBRI RESOURCE CORPORATION,Colibri Resource Corporation,1123853400,America/Toronto,EDT,-14400000,0.04,2.0,buy,160480,0.002,-673376,1319114,0.34,0.687,33.483,-527770,0.0,0.0,0.0,CAD,
1,105 Englehart Street,Suite 700,Dieppe,NB,E1A 8K2,Canada,506 383 4274,https://www.colibriresource.com,Other Industrial Metals & Mining,Basic Materials,"Colibri Resource Corporation, a mineral exploration company, engages in the acquisition, exploration, and development of mineral properties in Mexico. The company explores for gold, silver, copper, molybdenum, and other metal deposits. Its flagship property is its 100% owned Evelyn gold project that covers an area of 506 hectares located in the State of Sonora, Mexico. The company also owns the Plomo Gold Project that covers an area of 4,260 hectares located in the Caborca Gold Belt. Colibri Resource Corporation is headquartered in Dieppe, Canada.","{'maxAge': 1, 'name': 'Ms. Camilla  Cormier CA, CPA', 'title': 'CFO & Director', 'fiscalYear': 2022, 'totalPay': 34792, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.0,0.80639,20000,20000,33924,14040,14040,0.04,0.05,0,0,3869064,0.03,0.1,0.0536,0.06115,0.0,0.0,CAD,5027699,0.0,77065971,96726600,654,2731,1690761600,1693440000,0.0,0.22441,0.0,0.05,0.041,0.9756097,1672444800,1703980800,1688083200,-394864,-0.0,1:15,1443052800,-7.466,VAN,EQUITY,CBI.V,CBI.V,COLIBRI RESOURCE CORPORATION,Colibri Resource Corporation,1123853400,America/Toronto,EDT,-14400000,0.04,2.0,buy,160480,0.002,-673376,1319114,0.34,0.687,33.483,-527770,0.0,0.0,0.0,CAD,
2,105 Englehart Street,Suite 700,Dieppe,NB,E1A 8K2,Canada,506 383 4274,https://www.colibriresource.com,Other Industrial Metals & Mining,Basic Materials,"Colibri Resource Corporation, a mineral exploration company, engages in the acquisition, exploration, and development of mineral properties in Mexico. The company explores for gold, silver, copper, molybdenum, and other metal deposits. Its flagship property is its 100% owned Evelyn gold project that covers an area of 506 hectares located in the State of Sonora, Mexico. The company also owns the Plomo Gold Project that covers an area of 4,260 hectares located in the Caborca Gold Belt. Colibri Resource Corporation is headquartered in Dieppe, Canada.","{'maxAge': 1, 'name': 'Mr. Ian  McGavney', 'age': 44, 'title': 'COO & Director', 'yearBorn': 1978, 'fiscalYear': 2022, 'totalPay': 52000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.0,0.80639,20000,20000,33924,14040,14040,0.04,0.05,0,0,3869064,0.03,0.1,0.0536,0.06115,0.0,0.0,CAD,5027699,0.0,77065971,96726600,654,2731,1690761600,1693440000,0.0,0.22441,0.0,0.05,0.041,0.9756097,1672444800,1703980800,1688083200,-394864,-0.0,1:15,1443052800,-7.466,VAN,EQUITY,CBI.V,CBI.V,COLIBRI RESOURCE CORPORATION,Colibri Resource Corporation,1123853400,America/Toronto,EDT,-14400000,0.04,2.0,buy,160480,0.002,-673376,1319114,0.34,0.687,33.483,-527770,0.0,0.0,0.0,CAD,
