,address1,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationMean,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,51 Lime Street,London,EC3M 7DQ,United Kingdom,44 0203 932 2990,https://www.alliancetrust.co.uk,Asset Management,Financial Services,"Alliance Trust PLC is a publicly owned investment manager. The firm provides its services to retail investors and institutional investors. It invests in public equity markets. Alliance Trust PLC was founded on April 21, 1888 and is based in Dundee, United Kingdom with an additional office in London, United Kingdom.",3,"{'maxAge': 1, 'name': 'Mr. Mark  Atkinson', 'title': 'Head of Marketing & Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,1070.0,1070.0,1058.0,1070.373,1070.0,1070.0,1058.0,1070.373,0.25,0.023699999,1693440000,0.1689,1.88,0.698948,744.05597,457964,457964,340259,213994,213994,1056.0,1064.0,0,0,3025430784,884.0,1070.373,6.8093405,1031.74,998.175,0.245,0.00022897197,GBp,3209411328,0.95331,284344992,0.09314,0.07681,10.865,97.92913,1672444800,1703980800,1688083200,423561984,1.43,7.223,LSE,EQUITY,ATST.L,ATST.L,ALLIANCE TRUST PLC ORD 2.5P,Alliance Trust PLC,-61200,Europe/London,BST,3600000,1064.0,2.0,buy,63702000,0.222,203876000,1.04,1.04,444305984,6.542,1.517,0.08219,0.14147,-263154000,263920128,63994000,1.0,0.0,0.95829004,GBP,
1,51 Lime Street,London,EC3M 7DQ,United Kingdom,44 0203 932 2990,https://www.alliancetrust.co.uk,Asset Management,Financial Services,"Alliance Trust PLC is a publicly owned investment manager. The firm provides its services to retail investors and institutional investors. It invests in public equity markets. Alliance Trust PLC was founded on April 21, 1888 and is based in Dundee, United Kingdom with an additional office in London, United Kingdom.",3,"{'maxAge': 1, 'name': 'Lisa  Brown', 'title': 'Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,1070.0,1070.0,1058.0,1070.373,1070.0,1070.0,1058.0,1070.373,0.25,0.023699999,1693440000,0.1689,1.88,0.698948,744.05597,457964,457964,340259,213994,213994,1056.0,1064.0,0,0,3025430784,884.0,1070.373,6.8093405,1031.74,998.175,0.245,0.00022897197,GBp,3209411328,0.95331,284344992,0.09314,0.07681,10.865,97.92913,1672444800,1703980800,1688083200,423561984,1.43,7.223,LSE,EQUITY,ATST.L,ATST.L,ALLIANCE TRUST PLC ORD 2.5P,Alliance Trust PLC,-61200,Europe/London,BST,3600000,1064.0,2.0,buy,63702000,0.222,203876000,1.04,1.04,444305984,6.542,1.517,0.08219,0.14147,-263154000,263920128,63994000,1.0,0.0,0.95829004,GBP,
2,51 Lime Street,London,EC3M 7DQ,United Kingdom,44 0203 932 2990,https://www.alliancetrust.co.uk,Asset Management,Financial Services,"Alliance Trust PLC is a publicly owned investment manager. The firm provides its services to retail investors and institutional investors. It invests in public equity markets. Alliance Trust PLC was founded on April 21, 1888 and is based in Dundee, United Kingdom with an additional office in London, United Kingdom.",3,"{'maxAge': 1, 'name': 'Mr. Grant  Lindsay', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,1070.0,1070.0,1058.0,1070.373,1070.0,1070.0,1058.0,1070.373,0.25,0.023699999,1693440000,0.1689,1.88,0.698948,744.05597,457964,457964,340259,213994,213994,1056.0,1064.0,0,0,3025430784,884.0,1070.373,6.8093405,1031.74,998.175,0.245,0.00022897197,GBp,3209411328,0.95331,284344992,0.09314,0.07681,10.865,97.92913,1672444800,1703980800,1688083200,423561984,1.43,7.223,LSE,EQUITY,ATST.L,ATST.L,ALLIANCE TRUST PLC ORD 2.5P,Alliance Trust PLC,-61200,Europe/London,BST,3600000,1064.0,2.0,buy,63702000,0.222,203876000,1.04,1.04,444305984,6.542,1.517,0.08219,0.14147,-263154000,263920128,63994000,1.0,0.0,0.95829004,GBP,
3,51 Lime Street,London,EC3M 7DQ,United Kingdom,44 0203 932 2990,https://www.alliancetrust.co.uk,Asset Management,Financial Services,"Alliance Trust PLC is a publicly owned investment manager. The firm provides its services to retail investors and institutional investors. It invests in public equity markets. Alliance Trust PLC was founded on April 21, 1888 and is based in Dundee, United Kingdom with an additional office in London, United Kingdom.",3,"{'maxAge': 1, 'name': 'Ms. Angela  Fan', 'title': 'Investment Analyst', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,1070.0,1070.0,1058.0,1070.373,1070.0,1070.0,1058.0,1070.373,0.25,0.023699999,1693440000,0.1689,1.88,0.698948,744.05597,457964,457964,340259,213994,213994,1056.0,1064.0,0,0,3025430784,884.0,1070.373,6.8093405,1031.74,998.175,0.245,0.00022897197,GBp,3209411328,0.95331,284344992,0.09314,0.07681,10.865,97.92913,1672444800,1703980800,1688083200,423561984,1.43,7.223,LSE,EQUITY,ATST.L,ATST.L,ALLIANCE TRUST PLC ORD 2.5P,Alliance Trust PLC,-61200,Europe/London,BST,3600000,1064.0,2.0,buy,63702000,0.222,203876000,1.04,1.04,444305984,6.542,1.517,0.08219,0.14147,-263154000,263920128,63994000,1.0,0.0,0.95829004,GBP,
4,51 Lime Street,London,EC3M 7DQ,United Kingdom,44 0203 932 2990,https://www.alliancetrust.co.uk,Asset Management,Financial Services,"Alliance Trust PLC is a publicly owned investment manager. The firm provides its services to retail investors and institutional investors. It invests in public equity markets. Alliance Trust PLC was founded on April 21, 1888 and is based in Dundee, United Kingdom with an additional office in London, United Kingdom.",3,"{'maxAge': 1, 'name': 'Ms. Emma  Gilchrist', 'title': 'Property Investment Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,1070.0,1070.0,1058.0,1070.373,1070.0,1070.0,1058.0,1070.373,0.25,0.023699999,1693440000,0.1689,1.88,0.698948,744.05597,457964,457964,340259,213994,213994,1056.0,1064.0,0,0,3025430784,884.0,1070.373,6.8093405,1031.74,998.175,0.245,0.00022897197,GBp,3209411328,0.95331,284344992,0.09314,0.07681,10.865,97.92913,1672444800,1703980800,1688083200,423561984,1.43,7.223,LSE,EQUITY,ATST.L,ATST.L,ALLIANCE TRUST PLC ORD 2.5P,Alliance Trust PLC,-61200,Europe/London,BST,3600000,1064.0,2.0,buy,63702000,0.222,203876000,1.04,1.04,444305984,6.542,1.517,0.08219,0.14147,-263154000,263920128,63994000,1.0,0.0,0.95829004,GBP,
5,51 Lime Street,London,EC3M 7DQ,United Kingdom,44 0203 932 2990,https://www.alliancetrust.co.uk,Asset Management,Financial Services,"Alliance Trust PLC is a publicly owned investment manager. The firm provides its services to retail investors and institutional investors. It invests in public equity markets. Alliance Trust PLC was founded on April 21, 1888 and is based in Dundee, United Kingdom with an additional office in London, United Kingdom.",3,"{'maxAge': 1, 'name': 'Dr. Jonathan  Bolton Ph.D.', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,1070.0,1070.0,1058.0,1070.373,1070.0,1070.0,1058.0,1070.373,0.25,0.023699999,1693440000,0.1689,1.88,0.698948,744.05597,457964,457964,340259,213994,213994,1056.0,1064.0,0,0,3025430784,884.0,1070.373,6.8093405,1031.74,998.175,0.245,0.00022897197,GBp,3209411328,0.95331,284344992,0.09314,0.07681,10.865,97.92913,1672444800,1703980800,1688083200,423561984,1.43,7.223,LSE,EQUITY,ATST.L,ATST.L,ALLIANCE TRUST PLC ORD 2.5P,Alliance Trust PLC,-61200,Europe/London,BST,3600000,1064.0,2.0,buy,63702000,0.222,203876000,1.04,1.04,444305984,6.542,1.517,0.08219,0.14147,-263154000,263920128,63994000,1.0,0.0,0.95829004,GBP,
6,51 Lime Street,London,EC3M 7DQ,United Kingdom,44 0203 932 2990,https://www.alliancetrust.co.uk,Asset Management,Financial Services,"Alliance Trust PLC is a publicly owned investment manager. The firm provides its services to retail investors and institutional investors. It invests in public equity markets. Alliance Trust PLC was founded on April 21, 1888 and is based in Dundee, United Kingdom with an additional office in London, United Kingdom.",3,"{'maxAge': 1, 'name': 'Mr. Roderick Neil George Davidson', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,1070.0,1070.0,1058.0,1070.373,1070.0,1070.0,1058.0,1070.373,0.25,0.023699999,1693440000,0.1689,1.88,0.698948,744.05597,457964,457964,340259,213994,213994,1056.0,1064.0,0,0,3025430784,884.0,1070.373,6.8093405,1031.74,998.175,0.245,0.00022897197,GBp,3209411328,0.95331,284344992,0.09314,0.07681,10.865,97.92913,1672444800,1703980800,1688083200,423561984,1.43,7.223,LSE,EQUITY,ATST.L,ATST.L,ALLIANCE TRUST PLC ORD 2.5P,Alliance Trust PLC,-61200,Europe/London,BST,3600000,1064.0,2.0,buy,63702000,0.222,203876000,1.04,1.04,444305984,6.542,1.517,0.08219,0.14147,-263154000,263920128,63994000,1.0,0.0,0.95829004,GBP,
7,51 Lime Street,London,EC3M 7DQ,United Kingdom,44 0203 932 2990,https://www.alliancetrust.co.uk,Asset Management,Financial Services,"Alliance Trust PLC is a publicly owned investment manager. The firm provides its services to retail investors and institutional investors. It invests in public equity markets. Alliance Trust PLC was founded on April 21, 1888 and is based in Dundee, United Kingdom with an additional office in London, United Kingdom.",3,"{'maxAge': 1, 'name': 'Mr. Stuart James McMaster', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,1070.0,1070.0,1058.0,1070.373,1070.0,1070.0,1058.0,1070.373,0.25,0.023699999,1693440000,0.1689,1.88,0.698948,744.05597,457964,457964,340259,213994,213994,1056.0,1064.0,0,0,3025430784,884.0,1070.373,6.8093405,1031.74,998.175,0.245,0.00022897197,GBp,3209411328,0.95331,284344992,0.09314,0.07681,10.865,97.92913,1672444800,1703980800,1688083200,423561984,1.43,7.223,LSE,EQUITY,ATST.L,ATST.L,ALLIANCE TRUST PLC ORD 2.5P,Alliance Trust PLC,-61200,Europe/London,BST,3600000,1064.0,2.0,buy,63702000,0.222,203876000,1.04,1.04,444305984,6.542,1.517,0.08219,0.14147,-263154000,263920128,63994000,1.0,0.0,0.95829004,GBP,
8,51 Lime Street,London,EC3M 7DQ,United Kingdom,44 0203 932 2990,https://www.alliancetrust.co.uk,Asset Management,Financial Services,"Alliance Trust PLC is a publicly owned investment manager. The firm provides its services to retail investors and institutional investors. It invests in public equity markets. Alliance Trust PLC was founded on April 21, 1888 and is based in Dundee, United Kingdom with an additional office in London, United Kingdom.",3,"{'maxAge': 1, 'name': 'Mr. Stuart Henry Steven CFA', 'age': 55, 'title': 'Portfolio Mang.', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,1070.0,1070.0,1058.0,1070.373,1070.0,1070.0,1058.0,1070.373,0.25,0.023699999,1693440000,0.1689,1.88,0.698948,744.05597,457964,457964,340259,213994,213994,1056.0,1064.0,0,0,3025430784,884.0,1070.373,6.8093405,1031.74,998.175,0.245,0.00022897197,GBp,3209411328,0.95331,284344992,0.09314,0.07681,10.865,97.92913,1672444800,1703980800,1688083200,423561984,1.43,7.223,LSE,EQUITY,ATST.L,ATST.L,ALLIANCE TRUST PLC ORD 2.5P,Alliance Trust PLC,-61200,Europe/London,BST,3600000,1064.0,2.0,buy,63702000,0.222,203876000,1.04,1.04,444305984,6.542,1.517,0.08219,0.14147,-263154000,263920128,63994000,1.0,0.0,0.95829004,GBP,
