,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Hsinchu Science Park,"No. 8, Li-Hsin Road 6",Hsinchu City,300096,Taiwan,886 3 563 6688,886 3 563 7000,https://www.tsmc.com,Semiconductors,Technology,"Taiwan Semiconductor Manufacturing Company Limited, together with its subsidiaries, manufactures, packages, tests, and sells integrated circuits and other semiconductor devices in Taiwan, China, Europe, the Middle East, Africa, Japan, the United States, and internationally. It provides complementary metal oxide silicon wafer fabrication processes to manufacture logic, mixed-signal, radio frequency, and embedded memory semiconductors. The company also offers customer support and engineering services, as well as manufactures masks. Its products are used in high performance computing, smartphone, Internet of things, automotive, and digital consumer electronics. The company was incorporated in 1987 and is headquartered in Hsinchu City, Taiwan.","{'maxAge': 1, 'name': 'Dr. C. C.  Wei', 'title': 'Vice Chairman & CEO', 'fiscalYear': 2022, 'totalPay': 18746702, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,91.47,90.51,88.86,91.14,91.47,90.51,88.86,91.14,1.83,0.02,1702512000,0.3017,2.48,1.185837,15.713029,14.825582,19875277,19875277,8958162,8962480,8962480,89.14,89.34,1000,1200,462887092224,59.43,110.69,0.20774515,95.7856,91.1427,11.5,0.12572429,USD,3277877673984,0.43333998,38681106930,5186409984,13432242,14733299,1690761600,1693440000,0.0026,3.0000001e-05,0.17289,1.65,76.85375,1.1612966,1672444800,1703980800,1688083200,-0.233,965555519488,5.68,6.02,3.08,1:1,1247616000,1.471,2.174,NYQ,EQUITY,TSM,TSM,Taiwan Semiconductor Manufactur,Taiwan Semiconductor Manufacturing Company Limited,876403800,America/New_York,EDT,-14400000,89.25,135.0,85.0,111.52,115.0,1.6,buy,10,1489107681280,35.89,1507454877696,955057242112,2.075,2.417,2228148764672,29.795,53.7075,0.14067,0.33783,1348354806000,13664679936,1452072763392,-0.233,-0.1,0.58631,0.67655,0.47957,TWD,3.2236
1,Hsinchu Science Park,"No. 8, Li-Hsin Road 6",Hsinchu City,300096,Taiwan,886 3 563 6688,886 3 563 7000,https://www.tsmc.com,Semiconductors,Technology,"Taiwan Semiconductor Manufacturing Company Limited, together with its subsidiaries, manufactures, packages, tests, and sells integrated circuits and other semiconductor devices in Taiwan, China, Europe, the Middle East, Africa, Japan, the United States, and internationally. It provides complementary metal oxide silicon wafer fabrication processes to manufacture logic, mixed-signal, radio frequency, and embedded memory semiconductors. The company also offers customer support and engineering services, as well as manufactures masks. Its products are used in high performance computing, smartphone, Internet of things, automotive, and digital consumer electronics. The company was incorporated in 1987 and is headquartered in Hsinchu City, Taiwan.","{'maxAge': 1, 'name': 'Mr. Jen-Chau  Huang', 'title': 'VP & CFO', 'fiscalYear': 2022, 'totalPay': 3391961, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,91.47,90.51,88.86,91.14,91.47,90.51,88.86,91.14,1.83,0.02,1702512000,0.3017,2.48,1.185837,15.713029,14.825582,19875277,19875277,8958162,8962480,8962480,89.14,89.34,1000,1200,462887092224,59.43,110.69,0.20774515,95.7856,91.1427,11.5,0.12572429,USD,3277877673984,0.43333998,38681106930,5186409984,13432242,14733299,1690761600,1693440000,0.0026,3.0000001e-05,0.17289,1.65,76.85375,1.1612966,1672444800,1703980800,1688083200,-0.233,965555519488,5.68,6.02,3.08,1:1,1247616000,1.471,2.174,NYQ,EQUITY,TSM,TSM,Taiwan Semiconductor Manufactur,Taiwan Semiconductor Manufacturing Company Limited,876403800,America/New_York,EDT,-14400000,89.25,135.0,85.0,111.52,115.0,1.6,buy,10,1489107681280,35.89,1507454877696,955057242112,2.075,2.417,2228148764672,29.795,53.7075,0.14067,0.33783,1348354806000,13664679936,1452072763392,-0.233,-0.1,0.58631,0.67655,0.47957,TWD,3.2236
2,Hsinchu Science Park,"No. 8, Li-Hsin Road 6",Hsinchu City,300096,Taiwan,886 3 563 6688,886 3 563 7000,https://www.tsmc.com,Semiconductors,Technology,"Taiwan Semiconductor Manufacturing Company Limited, together with its subsidiaries, manufactures, packages, tests, and sells integrated circuits and other semiconductor devices in Taiwan, China, Europe, the Middle East, Africa, Japan, the United States, and internationally. It provides complementary metal oxide silicon wafer fabrication processes to manufacture logic, mixed-signal, radio frequency, and embedded memory semiconductors. The company also offers customer support and engineering services, as well as manufactures masks. Its products are used in high performance computing, smartphone, Internet of things, automotive, and digital consumer electronics. The company was incorporated in 1987 and is headquartered in Hsinchu City, Taiwan.","{'maxAge': 1, 'name': 'Mr. Y. P. Chin', 'title': 'Sr. VP of Operations & Overseas Operations Office', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,91.47,90.51,88.86,91.14,91.47,90.51,88.86,91.14,1.83,0.02,1702512000,0.3017,2.48,1.185837,15.713029,14.825582,19875277,19875277,8958162,8962480,8962480,89.14,89.34,1000,1200,462887092224,59.43,110.69,0.20774515,95.7856,91.1427,11.5,0.12572429,USD,3277877673984,0.43333998,38681106930,5186409984,13432242,14733299,1690761600,1693440000,0.0026,3.0000001e-05,0.17289,1.65,76.85375,1.1612966,1672444800,1703980800,1688083200,-0.233,965555519488,5.68,6.02,3.08,1:1,1247616000,1.471,2.174,NYQ,EQUITY,TSM,TSM,Taiwan Semiconductor Manufactur,Taiwan Semiconductor Manufacturing Company Limited,876403800,America/New_York,EDT,-14400000,89.25,135.0,85.0,111.52,115.0,1.6,buy,10,1489107681280,35.89,1507454877696,955057242112,2.075,2.417,2228148764672,29.795,53.7075,0.14067,0.33783,1348354806000,13664679936,1452072763392,-0.233,-0.1,0.58631,0.67655,0.47957,TWD,3.2236
3,Hsinchu Science Park,"No. 8, Li-Hsin Road 6",Hsinchu City,300096,Taiwan,886 3 563 6688,886 3 563 7000,https://www.tsmc.com,Semiconductors,Technology,"Taiwan Semiconductor Manufacturing Company Limited, together with its subsidiaries, manufactures, packages, tests, and sells integrated circuits and other semiconductor devices in Taiwan, China, Europe, the Middle East, Africa, Japan, the United States, and internationally. It provides complementary metal oxide silicon wafer fabrication processes to manufacture logic, mixed-signal, radio frequency, and embedded memory semiconductors. The company also offers customer support and engineering services, as well as manufactures masks. Its products are used in high performance computing, smartphone, Internet of things, automotive, and digital consumer electronics. The company was incorporated in 1987 and is headquartered in Hsinchu City, Taiwan.","{'maxAge': 1, 'name': 'Dr. Horng-Dar  Lin', 'title': 'VP of Corp. Information Technology & Chief Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,91.47,90.51,88.86,91.14,91.47,90.51,88.86,91.14,1.83,0.02,1702512000,0.3017,2.48,1.185837,15.713029,14.825582,19875277,19875277,8958162,8962480,8962480,89.14,89.34,1000,1200,462887092224,59.43,110.69,0.20774515,95.7856,91.1427,11.5,0.12572429,USD,3277877673984,0.43333998,38681106930,5186409984,13432242,14733299,1690761600,1693440000,0.0026,3.0000001e-05,0.17289,1.65,76.85375,1.1612966,1672444800,1703980800,1688083200,-0.233,965555519488,5.68,6.02,3.08,1:1,1247616000,1.471,2.174,NYQ,EQUITY,TSM,TSM,Taiwan Semiconductor Manufactur,Taiwan Semiconductor Manufacturing Company Limited,876403800,America/New_York,EDT,-14400000,89.25,135.0,85.0,111.52,115.0,1.6,buy,10,1489107681280,35.89,1507454877696,955057242112,2.075,2.417,2228148764672,29.795,53.7075,0.14067,0.33783,1348354806000,13664679936,1452072763392,-0.233,-0.1,0.58631,0.67655,0.47957,TWD,3.2236
4,Hsinchu Science Park,"No. 8, Li-Hsin Road 6",Hsinchu City,300096,Taiwan,886 3 563 6688,886 3 563 7000,https://www.tsmc.com,Semiconductors,Technology,"Taiwan Semiconductor Manufacturing Company Limited, together with its subsidiaries, manufactures, packages, tests, and sells integrated circuits and other semiconductor devices in Taiwan, China, Europe, the Middle East, Africa, Japan, the United States, and internationally. It provides complementary metal oxide silicon wafer fabrication processes to manufacture logic, mixed-signal, radio frequency, and embedded memory semiconductors. The company also offers customer support and engineering services, as well as manufactures masks. Its products are used in high performance computing, smartphone, Internet of things, automotive, and digital consumer electronics. The company was incorporated in 1987 and is headquartered in Hsinchu City, Taiwan.","{'maxAge': 1, 'name': 'Jeff  Su', 'title': 'Director of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,91.47,90.51,88.86,91.14,91.47,90.51,88.86,91.14,1.83,0.02,1702512000,0.3017,2.48,1.185837,15.713029,14.825582,19875277,19875277,8958162,8962480,8962480,89.14,89.34,1000,1200,462887092224,59.43,110.69,0.20774515,95.7856,91.1427,11.5,0.12572429,USD,3277877673984,0.43333998,38681106930,5186409984,13432242,14733299,1690761600,1693440000,0.0026,3.0000001e-05,0.17289,1.65,76.85375,1.1612966,1672444800,1703980800,1688083200,-0.233,965555519488,5.68,6.02,3.08,1:1,1247616000,1.471,2.174,NYQ,EQUITY,TSM,TSM,Taiwan Semiconductor Manufactur,Taiwan Semiconductor Manufacturing Company Limited,876403800,America/New_York,EDT,-14400000,89.25,135.0,85.0,111.52,115.0,1.6,buy,10,1489107681280,35.89,1507454877696,955057242112,2.075,2.417,2228148764672,29.795,53.7075,0.14067,0.33783,1348354806000,13664679936,1452072763392,-0.233,-0.1,0.58631,0.67655,0.47957,TWD,3.2236
5,Hsinchu Science Park,"No. 8, Li-Hsin Road 6",Hsinchu City,300096,Taiwan,886 3 563 6688,886 3 563 7000,https://www.tsmc.com,Semiconductors,Technology,"Taiwan Semiconductor Manufacturing Company Limited, together with its subsidiaries, manufactures, packages, tests, and sells integrated circuits and other semiconductor devices in Taiwan, China, Europe, the Middle East, Africa, Japan, the United States, and internationally. It provides complementary metal oxide silicon wafer fabrication processes to manufacture logic, mixed-signal, radio frequency, and embedded memory semiconductors. The company also offers customer support and engineering services, as well as manufactures masks. Its products are used in high performance computing, smartphone, Internet of things, automotive, and digital consumer electronics. The company was incorporated in 1987 and is headquartered in Hsinchu City, Taiwan.","{'maxAge': 1, 'name': 'Ms. Sylvia  Fang', 'title': 'VP of Legal, Gen. Counsel, Corp. Governance Officer & Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,91.47,90.51,88.86,91.14,91.47,90.51,88.86,91.14,1.83,0.02,1702512000,0.3017,2.48,1.185837,15.713029,14.825582,19875277,19875277,8958162,8962480,8962480,89.14,89.34,1000,1200,462887092224,59.43,110.69,0.20774515,95.7856,91.1427,11.5,0.12572429,USD,3277877673984,0.43333998,38681106930,5186409984,13432242,14733299,1690761600,1693440000,0.0026,3.0000001e-05,0.17289,1.65,76.85375,1.1612966,1672444800,1703980800,1688083200,-0.233,965555519488,5.68,6.02,3.08,1:1,1247616000,1.471,2.174,NYQ,EQUITY,TSM,TSM,Taiwan Semiconductor Manufactur,Taiwan Semiconductor Manufacturing Company Limited,876403800,America/New_York,EDT,-14400000,89.25,135.0,85.0,111.52,115.0,1.6,buy,10,1489107681280,35.89,1507454877696,955057242112,2.075,2.417,2228148764672,29.795,53.7075,0.14067,0.33783,1348354806000,13664679936,1452072763392,-0.233,-0.1,0.58631,0.67655,0.47957,TWD,3.2236
6,Hsinchu Science Park,"No. 8, Li-Hsin Road 6",Hsinchu City,300096,Taiwan,886 3 563 6688,886 3 563 7000,https://www.tsmc.com,Semiconductors,Technology,"Taiwan Semiconductor Manufacturing Company Limited, together with its subsidiaries, manufactures, packages, tests, and sells integrated circuits and other semiconductor devices in Taiwan, China, Europe, the Middle East, Africa, Japan, the United States, and internationally. It provides complementary metal oxide silicon wafer fabrication processes to manufacture logic, mixed-signal, radio frequency, and embedded memory semiconductors. The company also offers customer support and engineering services, as well as manufactures masks. Its products are used in high performance computing, smartphone, Internet of things, automotive, and digital consumer electronics. The company was incorporated in 1987 and is headquartered in Hsinchu City, Taiwan.","{'maxAge': 1, 'name': 'Ms. Elizabeth  Sun', 'title': 'Sr. Director of Corp. Communication Division', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,91.47,90.51,88.86,91.14,91.47,90.51,88.86,91.14,1.83,0.02,1702512000,0.3017,2.48,1.185837,15.713029,14.825582,19875277,19875277,8958162,8962480,8962480,89.14,89.34,1000,1200,462887092224,59.43,110.69,0.20774515,95.7856,91.1427,11.5,0.12572429,USD,3277877673984,0.43333998,38681106930,5186409984,13432242,14733299,1690761600,1693440000,0.0026,3.0000001e-05,0.17289,1.65,76.85375,1.1612966,1672444800,1703980800,1688083200,-0.233,965555519488,5.68,6.02,3.08,1:1,1247616000,1.471,2.174,NYQ,EQUITY,TSM,TSM,Taiwan Semiconductor Manufactur,Taiwan Semiconductor Manufacturing Company Limited,876403800,America/New_York,EDT,-14400000,89.25,135.0,85.0,111.52,115.0,1.6,buy,10,1489107681280,35.89,1507454877696,955057242112,2.075,2.417,2228148764672,29.795,53.7075,0.14067,0.33783,1348354806000,13664679936,1452072763392,-0.233,-0.1,0.58631,0.67655,0.47957,TWD,3.2236
7,Hsinchu Science Park,"No. 8, Li-Hsin Road 6",Hsinchu City,300096,Taiwan,886 3 563 6688,886 3 563 7000,https://www.tsmc.com,Semiconductors,Technology,"Taiwan Semiconductor Manufacturing Company Limited, together with its subsidiaries, manufactures, packages, tests, and sells integrated circuits and other semiconductor devices in Taiwan, China, Europe, the Middle East, Africa, Japan, the United States, and internationally. It provides complementary metal oxide silicon wafer fabrication processes to manufacture logic, mixed-signal, radio frequency, and embedded memory semiconductors. The company also offers customer support and engineering services, as well as manufactures masks. Its products are used in high performance computing, smartphone, Internet of things, automotive, and digital consumer electronics. The company was incorporated in 1987 and is headquartered in Hsinchu City, Taiwan.","{'maxAge': 1, 'name': 'Ms. Li Mei  He Ho', 'title': 'Sr. VP of HR', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,91.47,90.51,88.86,91.14,91.47,90.51,88.86,91.14,1.83,0.02,1702512000,0.3017,2.48,1.185837,15.713029,14.825582,19875277,19875277,8958162,8962480,8962480,89.14,89.34,1000,1200,462887092224,59.43,110.69,0.20774515,95.7856,91.1427,11.5,0.12572429,USD,3277877673984,0.43333998,38681106930,5186409984,13432242,14733299,1690761600,1693440000,0.0026,3.0000001e-05,0.17289,1.65,76.85375,1.1612966,1672444800,1703980800,1688083200,-0.233,965555519488,5.68,6.02,3.08,1:1,1247616000,1.471,2.174,NYQ,EQUITY,TSM,TSM,Taiwan Semiconductor Manufactur,Taiwan Semiconductor Manufacturing Company Limited,876403800,America/New_York,EDT,-14400000,89.25,135.0,85.0,111.52,115.0,1.6,buy,10,1489107681280,35.89,1507454877696,955057242112,2.075,2.417,2228148764672,29.795,53.7075,0.14067,0.33783,1348354806000,13664679936,1452072763392,-0.233,-0.1,0.58631,0.67655,0.47957,TWD,3.2236
8,Hsinchu Science Park,"No. 8, Li-Hsin Road 6",Hsinchu City,300096,Taiwan,886 3 563 6688,886 3 563 7000,https://www.tsmc.com,Semiconductors,Technology,"Taiwan Semiconductor Manufacturing Company Limited, together with its subsidiaries, manufactures, packages, tests, and sells integrated circuits and other semiconductor devices in Taiwan, China, Europe, the Middle East, Africa, Japan, the United States, and internationally. It provides complementary metal oxide silicon wafer fabrication processes to manufacture logic, mixed-signal, radio frequency, and embedded memory semiconductors. The company also offers customer support and engineering services, as well as manufactures masks. Its products are used in high performance computing, smartphone, Internet of things, automotive, and digital consumer electronics. The company was incorporated in 1987 and is headquartered in Hsinchu City, Taiwan.","{'maxAge': 1, 'name': 'Dr. Wei-Jen  Lo', 'title': 'Sr. VP of R&D', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,91.47,90.51,88.86,91.14,91.47,90.51,88.86,91.14,1.83,0.02,1702512000,0.3017,2.48,1.185837,15.713029,14.825582,19875277,19875277,8958162,8962480,8962480,89.14,89.34,1000,1200,462887092224,59.43,110.69,0.20774515,95.7856,91.1427,11.5,0.12572429,USD,3277877673984,0.43333998,38681106930,5186409984,13432242,14733299,1690761600,1693440000,0.0026,3.0000001e-05,0.17289,1.65,76.85375,1.1612966,1672444800,1703980800,1688083200,-0.233,965555519488,5.68,6.02,3.08,1:1,1247616000,1.471,2.174,NYQ,EQUITY,TSM,TSM,Taiwan Semiconductor Manufactur,Taiwan Semiconductor Manufacturing Company Limited,876403800,America/New_York,EDT,-14400000,89.25,135.0,85.0,111.52,115.0,1.6,buy,10,1489107681280,35.89,1507454877696,955057242112,2.075,2.417,2228148764672,29.795,53.7075,0.14067,0.33783,1348354806000,13664679936,1452072763392,-0.233,-0.1,0.58631,0.67655,0.47957,TWD,3.2236
9,Hsinchu Science Park,"No. 8, Li-Hsin Road 6",Hsinchu City,300096,Taiwan,886 3 563 6688,886 3 563 7000,https://www.tsmc.com,Semiconductors,Technology,"Taiwan Semiconductor Manufacturing Company Limited, together with its subsidiaries, manufactures, packages, tests, and sells integrated circuits and other semiconductor devices in Taiwan, China, Europe, the Middle East, Africa, Japan, the United States, and internationally. It provides complementary metal oxide silicon wafer fabrication processes to manufacture logic, mixed-signal, radio frequency, and embedded memory semiconductors. The company also offers customer support and engineering services, as well as manufactures masks. Its products are used in high performance computing, smartphone, Internet of things, automotive, and digital consumer electronics. The company was incorporated in 1987 and is headquartered in Hsinchu City, Taiwan.","{'maxAge': 1, 'name': 'Mr. Richard B. Cassidy II', 'title': 'Sr. VP of Corp. Strategy Office and Overseas Office & Chairman of TSMC Arizona', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,91.47,90.51,88.86,91.14,91.47,90.51,88.86,91.14,1.83,0.02,1702512000,0.3017,2.48,1.185837,15.713029,14.825582,19875277,19875277,8958162,8962480,8962480,89.14,89.34,1000,1200,462887092224,59.43,110.69,0.20774515,95.7856,91.1427,11.5,0.12572429,USD,3277877673984,0.43333998,38681106930,5186409984,13432242,14733299,1690761600,1693440000,0.0026,3.0000001e-05,0.17289,1.65,76.85375,1.1612966,1672444800,1703980800,1688083200,-0.233,965555519488,5.68,6.02,3.08,1:1,1247616000,1.471,2.174,NYQ,EQUITY,TSM,TSM,Taiwan Semiconductor Manufactur,Taiwan Semiconductor Manufacturing Company Limited,876403800,America/New_York,EDT,-14400000,89.25,135.0,85.0,111.52,115.0,1.6,buy,10,1489107681280,35.89,1507454877696,955057242112,2.075,2.417,2228148764672,29.795,53.7075,0.14067,0.33783,1348354806000,13664679936,1452072763392,-0.233,-0.1,0.58631,0.67655,0.47957,TWD,3.2236
