,address1,address2,city,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,currency,enterpriseValue,forwardPE,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"64, Shindae-ro",3rd Floor,Jeju-Si,South Korea,82 1 599 1500,https://www.jejuair.net,Airlines,Industrials,"Jeju Air Co., Ltd. provides airline services in South Korea, Japan, China, Taiwan, the Philippines, Vietnam, Thailand, and Guam. It also offers in-flight, airport, and other additional services. The company was founded in 2005 and is based in Jeju, South Korea. Jeju Air Co., Ltd. is a subsidiary of AK Holdings, Inc.","{'maxAge': 1, 'name': 'Mr. Kyu Nam  Choi CFA', 'age': 58, 'title': 'Co-CEO & Director', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,11560.0,11560.0,11500.0,11690.0,11560.0,11560.0,11500.0,11690.0,1545868800,0.0,1.139295,151355,151355,315432,165962,165962,11670.0,11680.0,0,0,898469986304,8740.0,17320.0,0.6943782,13231.6,14330.85,KRW,1184930594816,8.518086,0.0139999995,33054173,76923800,0.53639,0.106300004,1672444800,1703980800,1688083200,14565494784,0.916,6.708,KSC,EQUITY,089590.KS,089590.KS,JEJUAIR,"Jeju Air Co., Ltd.",1409011200,Asia/Seoul,KST,32400000,11680.0,21000.0,11500.0,16400.0,16000.0,2.3,buy,10,395500453888,5141.455,176636461056,681960603648,0.454,0.609,1293920239616,232.953,19283.725,0.02102,0.0841,-63890394700,213746548736,393720889344,1.963,0.15382,0.13651,0.040510003,KRW,
1,"64, Shindae-ro",3rd Floor,Jeju-Si,South Korea,82 1 599 1500,https://www.jejuair.net,Airlines,Industrials,"Jeju Air Co., Ltd. provides airline services in South Korea, Japan, China, Taiwan, the Philippines, Vietnam, Thailand, and Guam. It also offers in-flight, airport, and other additional services. The company was founded in 2005 and is based in Jeju, South Korea. Jeju Air Co., Ltd. is a subsidiary of AK Holdings, Inc.","{'maxAge': 1, 'name': 'Mr. Seok-Joo  Lee', 'age': 53, 'title': 'Co-Chief Exec. Officer', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,11560.0,11560.0,11500.0,11690.0,11560.0,11560.0,11500.0,11690.0,1545868800,0.0,1.139295,151355,151355,315432,165962,165962,11670.0,11680.0,0,0,898469986304,8740.0,17320.0,0.6943782,13231.6,14330.85,KRW,1184930594816,8.518086,0.0139999995,33054173,76923800,0.53639,0.106300004,1672444800,1703980800,1688083200,14565494784,0.916,6.708,KSC,EQUITY,089590.KS,089590.KS,JEJUAIR,"Jeju Air Co., Ltd.",1409011200,Asia/Seoul,KST,32400000,11680.0,21000.0,11500.0,16400.0,16000.0,2.3,buy,10,395500453888,5141.455,176636461056,681960603648,0.454,0.609,1293920239616,232.953,19283.725,0.02102,0.0841,-63890394700,213746548736,393720889344,1.963,0.15382,0.13651,0.040510003,KRW,
2,"64, Shindae-ro",3rd Floor,Jeju-Si,South Korea,82 1 599 1500,https://www.jejuair.net,Airlines,Industrials,"Jeju Air Co., Ltd. provides airline services in South Korea, Japan, China, Taiwan, the Philippines, Vietnam, Thailand, and Guam. It also offers in-flight, airport, and other additional services. The company was founded in 2005 and is based in Jeju, South Korea. Jeju Air Co., Ltd. is a subsidiary of AK Holdings, Inc.","{'maxAge': 1, 'name': 'Mr. Yong-Chan  Ahn', 'age': 63, 'title': 'Co-CEO & Director', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,11560.0,11560.0,11500.0,11690.0,11560.0,11560.0,11500.0,11690.0,1545868800,0.0,1.139295,151355,151355,315432,165962,165962,11670.0,11680.0,0,0,898469986304,8740.0,17320.0,0.6943782,13231.6,14330.85,KRW,1184930594816,8.518086,0.0139999995,33054173,76923800,0.53639,0.106300004,1672444800,1703980800,1688083200,14565494784,0.916,6.708,KSC,EQUITY,089590.KS,089590.KS,JEJUAIR,"Jeju Air Co., Ltd.",1409011200,Asia/Seoul,KST,32400000,11680.0,21000.0,11500.0,16400.0,16000.0,2.3,buy,10,395500453888,5141.455,176636461056,681960603648,0.454,0.609,1293920239616,232.953,19283.725,0.02102,0.0841,-63890394700,213746548736,393720889344,1.963,0.15382,0.13651,0.040510003,KRW,
3,"64, Shindae-ro",3rd Floor,Jeju-Si,South Korea,82 1 599 1500,https://www.jejuair.net,Airlines,Industrials,"Jeju Air Co., Ltd. provides airline services in South Korea, Japan, China, Taiwan, the Philippines, Vietnam, Thailand, and Guam. It also offers in-flight, airport, and other additional services. The company was founded in 2005 and is based in Jeju, South Korea. Jeju Air Co., Ltd. is a subsidiary of AK Holdings, Inc.","{'maxAge': 1, 'name': 'Joo  Sang-Gil', 'title': 'Pres', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,11560.0,11560.0,11500.0,11690.0,11560.0,11560.0,11500.0,11690.0,1545868800,0.0,1.139295,151355,151355,315432,165962,165962,11670.0,11680.0,0,0,898469986304,8740.0,17320.0,0.6943782,13231.6,14330.85,KRW,1184930594816,8.518086,0.0139999995,33054173,76923800,0.53639,0.106300004,1672444800,1703980800,1688083200,14565494784,0.916,6.708,KSC,EQUITY,089590.KS,089590.KS,JEJUAIR,"Jeju Air Co., Ltd.",1409011200,Asia/Seoul,KST,32400000,11680.0,21000.0,11500.0,16400.0,16000.0,2.3,buy,10,395500453888,5141.455,176636461056,681960603648,0.454,0.609,1293920239616,232.953,19283.725,0.02102,0.0841,-63890394700,213746548736,393720889344,1.963,0.15382,0.13651,0.040510003,KRW,
4,"64, Shindae-ro",3rd Floor,Jeju-Si,South Korea,82 1 599 1500,https://www.jejuair.net,Airlines,Industrials,"Jeju Air Co., Ltd. provides airline services in South Korea, Japan, China, Taiwan, the Philippines, Vietnam, Thailand, and Guam. It also offers in-flight, airport, and other additional services. The company was founded in 2005 and is based in Jeju, South Korea. Jeju Air Co., Ltd. is a subsidiary of AK Holdings, Inc.","{'maxAge': 1, 'name': 'Mr. Myung-Seop  Yoo', 'age': 58, 'title': 'Deputy Managing Director & Director of Sales Division', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,11560.0,11560.0,11500.0,11690.0,11560.0,11560.0,11500.0,11690.0,1545868800,0.0,1.139295,151355,151355,315432,165962,165962,11670.0,11680.0,0,0,898469986304,8740.0,17320.0,0.6943782,13231.6,14330.85,KRW,1184930594816,8.518086,0.0139999995,33054173,76923800,0.53639,0.106300004,1672444800,1703980800,1688083200,14565494784,0.916,6.708,KSC,EQUITY,089590.KS,089590.KS,JEJUAIR,"Jeju Air Co., Ltd.",1409011200,Asia/Seoul,KST,32400000,11680.0,21000.0,11500.0,16400.0,16000.0,2.3,buy,10,395500453888,5141.455,176636461056,681960603648,0.454,0.609,1293920239616,232.953,19283.725,0.02102,0.0841,-63890394700,213746548736,393720889344,1.963,0.15382,0.13651,0.040510003,KRW,
5,"64, Shindae-ro",3rd Floor,Jeju-Si,South Korea,82 1 599 1500,https://www.jejuair.net,Airlines,Industrials,"Jeju Air Co., Ltd. provides airline services in South Korea, Japan, China, Taiwan, the Philippines, Vietnam, Thailand, and Guam. It also offers in-flight, airport, and other additional services. The company was founded in 2005 and is based in Jeju, South Korea. Jeju Air Co., Ltd. is a subsidiary of AK Holdings, Inc.","{'maxAge': 1, 'name': 'Mr. Kyung-Pyo  Ko', 'age': 50, 'title': 'Chief of Marketing Office & Director', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,11560.0,11560.0,11500.0,11690.0,11560.0,11560.0,11500.0,11690.0,1545868800,0.0,1.139295,151355,151355,315432,165962,165962,11670.0,11680.0,0,0,898469986304,8740.0,17320.0,0.6943782,13231.6,14330.85,KRW,1184930594816,8.518086,0.0139999995,33054173,76923800,0.53639,0.106300004,1672444800,1703980800,1688083200,14565494784,0.916,6.708,KSC,EQUITY,089590.KS,089590.KS,JEJUAIR,"Jeju Air Co., Ltd.",1409011200,Asia/Seoul,KST,32400000,11680.0,21000.0,11500.0,16400.0,16000.0,2.3,buy,10,395500453888,5141.455,176636461056,681960603648,0.454,0.609,1293920239616,232.953,19283.725,0.02102,0.0841,-63890394700,213746548736,393720889344,1.963,0.15382,0.13651,0.040510003,KRW,
6,"64, Shindae-ro",3rd Floor,Jeju-Si,South Korea,82 1 599 1500,https://www.jejuair.net,Airlines,Industrials,"Jeju Air Co., Ltd. provides airline services in South Korea, Japan, China, Taiwan, the Philippines, Vietnam, Thailand, and Guam. It also offers in-flight, airport, and other additional services. The company was founded in 2005 and is based in Jeju, South Korea. Jeju Air Co., Ltd. is a subsidiary of AK Holdings, Inc.","{'maxAge': 1, 'name': 'Mr. Young-Chul  Park', 'age': 54, 'title': 'MD, Head of Management Division & Director', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,11560.0,11560.0,11500.0,11690.0,11560.0,11560.0,11500.0,11690.0,1545868800,0.0,1.139295,151355,151355,315432,165962,165962,11670.0,11680.0,0,0,898469986304,8740.0,17320.0,0.6943782,13231.6,14330.85,KRW,1184930594816,8.518086,0.0139999995,33054173,76923800,0.53639,0.106300004,1672444800,1703980800,1688083200,14565494784,0.916,6.708,KSC,EQUITY,089590.KS,089590.KS,JEJUAIR,"Jeju Air Co., Ltd.",1409011200,Asia/Seoul,KST,32400000,11680.0,21000.0,11500.0,16400.0,16000.0,2.3,buy,10,395500453888,5141.455,176636461056,681960603648,0.454,0.609,1293920239616,232.953,19283.725,0.02102,0.0841,-63890394700,213746548736,393720889344,1.963,0.15382,0.13651,0.040510003,KRW,
7,"64, Shindae-ro",3rd Floor,Jeju-Si,South Korea,82 1 599 1500,https://www.jejuair.net,Airlines,Industrials,"Jeju Air Co., Ltd. provides airline services in South Korea, Japan, China, Taiwan, the Philippines, Vietnam, Thailand, and Guam. It also offers in-flight, airport, and other additional services. The company was founded in 2005 and is based in Jeju, South Korea. Jeju Air Co., Ltd. is a subsidiary of AK Holdings, Inc.","{'maxAge': 1, 'name': 'Mr. Tae-Yun  Kim', 'age': 49, 'title': 'Deputy MD, Chief of Fin. Support Office & Director', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,11560.0,11560.0,11500.0,11690.0,11560.0,11560.0,11500.0,11690.0,1545868800,0.0,1.139295,151355,151355,315432,165962,165962,11670.0,11680.0,0,0,898469986304,8740.0,17320.0,0.6943782,13231.6,14330.85,KRW,1184930594816,8.518086,0.0139999995,33054173,76923800,0.53639,0.106300004,1672444800,1703980800,1688083200,14565494784,0.916,6.708,KSC,EQUITY,089590.KS,089590.KS,JEJUAIR,"Jeju Air Co., Ltd.",1409011200,Asia/Seoul,KST,32400000,11680.0,21000.0,11500.0,16400.0,16000.0,2.3,buy,10,395500453888,5141.455,176636461056,681960603648,0.454,0.609,1293920239616,232.953,19283.725,0.02102,0.0841,-63890394700,213746548736,393720889344,1.963,0.15382,0.13651,0.040510003,KRW,
8,"64, Shindae-ro",3rd Floor,Jeju-Si,South Korea,82 1 599 1500,https://www.jejuair.net,Airlines,Industrials,"Jeju Air Co., Ltd. provides airline services in South Korea, Japan, China, Taiwan, the Philippines, Vietnam, Thailand, and Guam. It also offers in-flight, airport, and other additional services. The company was founded in 2005 and is based in Jeju, South Korea. Jeju Air Co., Ltd. is a subsidiary of AK Holdings, Inc.","{'maxAge': 1, 'name': 'Mr. Geuk-Ro  Park', 'age': 70, 'title': 'Chief of Transportation Support Office & Director', 'yearBorn': 1952, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,11560.0,11560.0,11500.0,11690.0,11560.0,11560.0,11500.0,11690.0,1545868800,0.0,1.139295,151355,151355,315432,165962,165962,11670.0,11680.0,0,0,898469986304,8740.0,17320.0,0.6943782,13231.6,14330.85,KRW,1184930594816,8.518086,0.0139999995,33054173,76923800,0.53639,0.106300004,1672444800,1703980800,1688083200,14565494784,0.916,6.708,KSC,EQUITY,089590.KS,089590.KS,JEJUAIR,"Jeju Air Co., Ltd.",1409011200,Asia/Seoul,KST,32400000,11680.0,21000.0,11500.0,16400.0,16000.0,2.3,buy,10,395500453888,5141.455,176636461056,681960603648,0.454,0.609,1293920239616,232.953,19283.725,0.02102,0.0841,-63890394700,213746548736,393720889344,1.963,0.15382,0.13651,0.040510003,KRW,
9,"64, Shindae-ro",3rd Floor,Jeju-Si,South Korea,82 1 599 1500,https://www.jejuair.net,Airlines,Industrials,"Jeju Air Co., Ltd. provides airline services in South Korea, Japan, China, Taiwan, the Philippines, Vietnam, Thailand, and Guam. It also offers in-flight, airport, and other additional services. The company was founded in 2005 and is based in Jeju, South Korea. Jeju Air Co., Ltd. is a subsidiary of AK Holdings, Inc.","{'maxAge': 1, 'name': 'Mr. Sang-Hoon  Kim', 'age': 61, 'title': 'Chief of Flight Control Office & Director', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,11560.0,11560.0,11500.0,11690.0,11560.0,11560.0,11500.0,11690.0,1545868800,0.0,1.139295,151355,151355,315432,165962,165962,11670.0,11680.0,0,0,898469986304,8740.0,17320.0,0.6943782,13231.6,14330.85,KRW,1184930594816,8.518086,0.0139999995,33054173,76923800,0.53639,0.106300004,1672444800,1703980800,1688083200,14565494784,0.916,6.708,KSC,EQUITY,089590.KS,089590.KS,JEJUAIR,"Jeju Air Co., Ltd.",1409011200,Asia/Seoul,KST,32400000,11680.0,21000.0,11500.0,16400.0,16000.0,2.3,buy,10,395500453888,5141.455,176636461056,681960603648,0.454,0.609,1293920239616,232.953,19283.725,0.02102,0.0841,-63890394700,213746548736,393720889344,1.963,0.15382,0.13651,0.040510003,KRW,
