,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,7303-30th Street S.E.,Calgary,AB,T2C 1N6,Canada,403 723 5000,888 453 0330,https://www.dirtt.com,Engineering & Construction,Industrials,"DIRTT Environmental Solutions Ltd. operates as a interior construction company in Canada. Its ICE software provides the industrialized construction system to design, visualize, organize, configure, and install the job. The company offers interior solutions to doors, casework, timber, electrical, networks, access floors, solid, glass, combination, leaf folding, and headwalls. It serves retail, technology, hospitality, manufacturing, energy, healthcare, education, government, military, professional, and financial service sectors. DIRTT Environmental Solutions Ltd. was incorporated in 2003 and is headquartered in Calgary, Canada.",922,"{'maxAge': 1, 'name': 'Mr. Benjamin  Urban', 'age': 45, 'title': 'CEO & Director', 'yearBorn': 1977, 'fiscalYear': 2022, 'totalPay': 489911, 'exercisedValue': 0, 'unexercisedValue': 0}",2,5,5,4,4,1693526400,1672444800,86400,4,0.455,0.46,0.45,0.49,0.455,0.46,0.45,0.49,0.0,1.227467,-6.0625005,30005,30005,67135,72200,72200,0.47,0.485,0,0,50655828,0.28,1.47,0.29686657,0.4191,0.573415,0.0,0.0,CAD,134115448,-0.12812,53455963,104445000,130183,96047,1690761600,1693440000,0.0011999999,0.1874,0.47053,1.5,0.0047999998,0.113,4.2920356,1672444800,1703980800,1688083200,-21861000,-0.3,-0.08,56.25,0.786,-6.689,TOR,EQUITY,DRT.TO,DRT.TO,DIRTT ENVIRONMENTAL SOLUTIONS L,DIRTT Environmental Solutions Ltd.,1385735400,America/Toronto,EDT,-14400000,0.485,1.79,1.79,1.79,1.79,2.0,buy,1,18864000,0.181,-20051000,105457000,0.99,1.751,170635008,894.993,1.807,-0.100109994,-1.12254,28160000,6500,-4650000,0.001,0.23873,-0.117510006,-0.14393,USD,
1,7303-30th Street S.E.,Calgary,AB,T2C 1N6,Canada,403 723 5000,888 453 0330,https://www.dirtt.com,Engineering & Construction,Industrials,"DIRTT Environmental Solutions Ltd. operates as a interior construction company in Canada. Its ICE software provides the industrialized construction system to design, visualize, organize, configure, and install the job. The company offers interior solutions to doors, casework, timber, electrical, networks, access floors, solid, glass, combination, leaf folding, and headwalls. It serves retail, technology, hospitality, manufacturing, energy, healthcare, education, government, military, professional, and financial service sectors. DIRTT Environmental Solutions Ltd. was incorporated in 2003 and is headquartered in Calgary, Canada.",922,"{'maxAge': 1, 'name': 'Mr. Richard J. Hunter', 'age': 60, 'title': 'Chief Operating Officer', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 549139, 'exercisedValue': 0, 'unexercisedValue': 0}",2,5,5,4,4,1693526400,1672444800,86400,4,0.455,0.46,0.45,0.49,0.455,0.46,0.45,0.49,0.0,1.227467,-6.0625005,30005,30005,67135,72200,72200,0.47,0.485,0,0,50655828,0.28,1.47,0.29686657,0.4191,0.573415,0.0,0.0,CAD,134115448,-0.12812,53455963,104445000,130183,96047,1690761600,1693440000,0.0011999999,0.1874,0.47053,1.5,0.0047999998,0.113,4.2920356,1672444800,1703980800,1688083200,-21861000,-0.3,-0.08,56.25,0.786,-6.689,TOR,EQUITY,DRT.TO,DRT.TO,DIRTT ENVIRONMENTAL SOLUTIONS L,DIRTT Environmental Solutions Ltd.,1385735400,America/Toronto,EDT,-14400000,0.485,1.79,1.79,1.79,1.79,2.0,buy,1,18864000,0.181,-20051000,105457000,0.99,1.751,170635008,894.993,1.807,-0.100109994,-1.12254,28160000,6500,-4650000,0.001,0.23873,-0.117510006,-0.14393,USD,
2,7303-30th Street S.E.,Calgary,AB,T2C 1N6,Canada,403 723 5000,888 453 0330,https://www.dirtt.com,Engineering & Construction,Industrials,"DIRTT Environmental Solutions Ltd. operates as a interior construction company in Canada. Its ICE software provides the industrialized construction system to design, visualize, organize, configure, and install the job. The company offers interior solutions to doors, casework, timber, electrical, networks, access floors, solid, glass, combination, leaf folding, and headwalls. It serves retail, technology, hospitality, manufacturing, energy, healthcare, education, government, military, professional, and financial service sectors. DIRTT Environmental Solutions Ltd. was incorporated in 2003 and is headquartered in Calgary, Canada.",922,"{'maxAge': 1, 'name': 'Mr. Geoffrey W. Gosling', 'age': 61, 'title': 'Co-Founder', 'yearBorn': 1961, 'fiscalYear': 2019, 'exercisedValue': 0, 'unexercisedValue': 0}",2,5,5,4,4,1693526400,1672444800,86400,4,0.455,0.46,0.45,0.49,0.455,0.46,0.45,0.49,0.0,1.227467,-6.0625005,30005,30005,67135,72200,72200,0.47,0.485,0,0,50655828,0.28,1.47,0.29686657,0.4191,0.573415,0.0,0.0,CAD,134115448,-0.12812,53455963,104445000,130183,96047,1690761600,1693440000,0.0011999999,0.1874,0.47053,1.5,0.0047999998,0.113,4.2920356,1672444800,1703980800,1688083200,-21861000,-0.3,-0.08,56.25,0.786,-6.689,TOR,EQUITY,DRT.TO,DRT.TO,DIRTT ENVIRONMENTAL SOLUTIONS L,DIRTT Environmental Solutions Ltd.,1385735400,America/Toronto,EDT,-14400000,0.485,1.79,1.79,1.79,1.79,2.0,buy,1,18864000,0.181,-20051000,105457000,0.99,1.751,170635008,894.993,1.807,-0.100109994,-1.12254,28160000,6500,-4650000,0.001,0.23873,-0.117510006,-0.14393,USD,
3,7303-30th Street S.E.,Calgary,AB,T2C 1N6,Canada,403 723 5000,888 453 0330,https://www.dirtt.com,Engineering & Construction,Industrials,"DIRTT Environmental Solutions Ltd. operates as a interior construction company in Canada. Its ICE software provides the industrialized construction system to design, visualize, organize, configure, and install the job. The company offers interior solutions to doors, casework, timber, electrical, networks, access floors, solid, glass, combination, leaf folding, and headwalls. It serves retail, technology, hospitality, manufacturing, energy, healthcare, education, government, military, professional, and financial service sectors. DIRTT Environmental Solutions Ltd. was incorporated in 2003 and is headquartered in Calgary, Canada.",922,"{'maxAge': 1, 'name': 'Ms. Fareeha  Khan', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,5,5,4,4,1693526400,1672444800,86400,4,0.455,0.46,0.45,0.49,0.455,0.46,0.45,0.49,0.0,1.227467,-6.0625005,30005,30005,67135,72200,72200,0.47,0.485,0,0,50655828,0.28,1.47,0.29686657,0.4191,0.573415,0.0,0.0,CAD,134115448,-0.12812,53455963,104445000,130183,96047,1690761600,1693440000,0.0011999999,0.1874,0.47053,1.5,0.0047999998,0.113,4.2920356,1672444800,1703980800,1688083200,-21861000,-0.3,-0.08,56.25,0.786,-6.689,TOR,EQUITY,DRT.TO,DRT.TO,DIRTT ENVIRONMENTAL SOLUTIONS L,DIRTT Environmental Solutions Ltd.,1385735400,America/Toronto,EDT,-14400000,0.485,1.79,1.79,1.79,1.79,2.0,buy,1,18864000,0.181,-20051000,105457000,0.99,1.751,170635008,894.993,1.807,-0.100109994,-1.12254,28160000,6500,-4650000,0.001,0.23873,-0.117510006,-0.14393,USD,
4,7303-30th Street S.E.,Calgary,AB,T2C 1N6,Canada,403 723 5000,888 453 0330,https://www.dirtt.com,Engineering & Construction,Industrials,"DIRTT Environmental Solutions Ltd. operates as a interior construction company in Canada. Its ICE software provides the industrialized construction system to design, visualize, organize, configure, and install the job. The company offers interior solutions to doors, casework, timber, electrical, networks, access floors, solid, glass, combination, leaf folding, and headwalls. It serves retail, technology, hospitality, manufacturing, energy, healthcare, education, government, military, professional, and financial service sectors. DIRTT Environmental Solutions Ltd. was incorporated in 2003 and is headquartered in Calgary, Canada.",922,"{'maxAge': 1, 'name': 'James  Mulawyshyn', 'title': 'Sr. VP of Technology', 'exercisedValue': 0, 'unexercisedValue': 0}",2,5,5,4,4,1693526400,1672444800,86400,4,0.455,0.46,0.45,0.49,0.455,0.46,0.45,0.49,0.0,1.227467,-6.0625005,30005,30005,67135,72200,72200,0.47,0.485,0,0,50655828,0.28,1.47,0.29686657,0.4191,0.573415,0.0,0.0,CAD,134115448,-0.12812,53455963,104445000,130183,96047,1690761600,1693440000,0.0011999999,0.1874,0.47053,1.5,0.0047999998,0.113,4.2920356,1672444800,1703980800,1688083200,-21861000,-0.3,-0.08,56.25,0.786,-6.689,TOR,EQUITY,DRT.TO,DRT.TO,DIRTT ENVIRONMENTAL SOLUTIONS L,DIRTT Environmental Solutions Ltd.,1385735400,America/Toronto,EDT,-14400000,0.485,1.79,1.79,1.79,1.79,2.0,buy,1,18864000,0.181,-20051000,105457000,0.99,1.751,170635008,894.993,1.807,-0.100109994,-1.12254,28160000,6500,-4650000,0.001,0.23873,-0.117510006,-0.14393,USD,
5,7303-30th Street S.E.,Calgary,AB,T2C 1N6,Canada,403 723 5000,888 453 0330,https://www.dirtt.com,Engineering & Construction,Industrials,"DIRTT Environmental Solutions Ltd. operates as a interior construction company in Canada. Its ICE software provides the industrialized construction system to design, visualize, organize, configure, and install the job. The company offers interior solutions to doors, casework, timber, electrical, networks, access floors, solid, glass, combination, leaf folding, and headwalls. It serves retail, technology, hospitality, manufacturing, energy, healthcare, education, government, military, professional, and financial service sectors. DIRTT Environmental Solutions Ltd. was incorporated in 2003 and is headquartered in Calgary, Canada.",922,"{'maxAge': 1, 'name': 'Ms. Kimberly  MacEachern', 'title': 'Director of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",2,5,5,4,4,1693526400,1672444800,86400,4,0.455,0.46,0.45,0.49,0.455,0.46,0.45,0.49,0.0,1.227467,-6.0625005,30005,30005,67135,72200,72200,0.47,0.485,0,0,50655828,0.28,1.47,0.29686657,0.4191,0.573415,0.0,0.0,CAD,134115448,-0.12812,53455963,104445000,130183,96047,1690761600,1693440000,0.0011999999,0.1874,0.47053,1.5,0.0047999998,0.113,4.2920356,1672444800,1703980800,1688083200,-21861000,-0.3,-0.08,56.25,0.786,-6.689,TOR,EQUITY,DRT.TO,DRT.TO,DIRTT ENVIRONMENTAL SOLUTIONS L,DIRTT Environmental Solutions Ltd.,1385735400,America/Toronto,EDT,-14400000,0.485,1.79,1.79,1.79,1.79,2.0,buy,1,18864000,0.181,-20051000,105457000,0.99,1.751,170635008,894.993,1.807,-0.100109994,-1.12254,28160000,6500,-4650000,0.001,0.23873,-0.117510006,-0.14393,USD,
6,7303-30th Street S.E.,Calgary,AB,T2C 1N6,Canada,403 723 5000,888 453 0330,https://www.dirtt.com,Engineering & Construction,Industrials,"DIRTT Environmental Solutions Ltd. operates as a interior construction company in Canada. Its ICE software provides the industrialized construction system to design, visualize, organize, configure, and install the job. The company offers interior solutions to doors, casework, timber, electrical, networks, access floors, solid, glass, combination, leaf folding, and headwalls. It serves retail, technology, hospitality, manufacturing, energy, healthcare, education, government, military, professional, and financial service sectors. DIRTT Environmental Solutions Ltd. was incorporated in 2003 and is headquartered in Calgary, Canada.",922,"{'maxAge': 1, 'name': 'Ms. Cassondra  Dickin', 'title': 'Director of Strategic Marketing', 'exercisedValue': 0, 'unexercisedValue': 0}",2,5,5,4,4,1693526400,1672444800,86400,4,0.455,0.46,0.45,0.49,0.455,0.46,0.45,0.49,0.0,1.227467,-6.0625005,30005,30005,67135,72200,72200,0.47,0.485,0,0,50655828,0.28,1.47,0.29686657,0.4191,0.573415,0.0,0.0,CAD,134115448,-0.12812,53455963,104445000,130183,96047,1690761600,1693440000,0.0011999999,0.1874,0.47053,1.5,0.0047999998,0.113,4.2920356,1672444800,1703980800,1688083200,-21861000,-0.3,-0.08,56.25,0.786,-6.689,TOR,EQUITY,DRT.TO,DRT.TO,DIRTT ENVIRONMENTAL SOLUTIONS L,DIRTT Environmental Solutions Ltd.,1385735400,America/Toronto,EDT,-14400000,0.485,1.79,1.79,1.79,1.79,2.0,buy,1,18864000,0.181,-20051000,105457000,0.99,1.751,170635008,894.993,1.807,-0.100109994,-1.12254,28160000,6500,-4650000,0.001,0.23873,-0.117510006,-0.14393,USD,
