,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,debtToEquity,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1166 Alberni Street,Suite 1200,Vancouver,BC,V6E 3Z3,Canada,(604) 684-9497,604 669 2926,https://www.westerncopperandgold.com,Other Industrial Metals & Mining,Basic Materials,"Western Copper and Gold Corporation, an exploration stage company, engages in the exploration and development of mineral properties in Canada. The company explores for gold, copper, silver, and molybdenum deposits. Its principal property is the Casino mineral property that comprise 1,136 full and partial quartz claims, and 55 placer claims located in Yukon, Canada. The company was formerly known as Western Copper Corporation and changed its name to Western Copper and Gold Corporation in October 2011. The company was incorporated in 2006 and is headquartered in Vancouver, Canada.",14,"{'maxAge': 1, 'name': 'Dr. Paul  West-Sells', 'title': 'Pres & CEO', 'fiscalYear': 2022, 'totalPay': 473400, 'exercisedValue': 0, 'unexercisedValue': 0}",10,5,10,5,9,1693526400,1672444800,86400,4,1.92,1.96,1.94,1.99,1.92,1.96,1.94,1.99,0.0,2.314735,-199.0,26423,26423,41964,32160,32160,1.95,1.99,0,0,323412832,1.62,2.68,2.0076,2.23245,0.0,0.0,CAD,284737856,0.0,147044275,162519008,2092950,2071071,1690761600,1693440000,0.0128999995,0.1567,0.17733999,39.16,0.0139,0.823,2.417983,1672444800,1703980800,1688083200,-4076663,-0.02,-0.01,-77.073,TOR,EQUITY,WRN.TO,WRN.TO,WESTERN COPPER AND GOLD CORP,Western Copper and Gold Corporation,1147959000,America/Toronto,EDT,-14400000,1.99,4.25,3.5,3.88,3.88,2.0,buy,2,38986184,0.24,-3694401,310492,11.242,11.514,0.232,-0.019270001,-0.033350002,-23100796,-3148176,0.0,0.0,0.0,CAD,
1,1166 Alberni Street,Suite 1200,Vancouver,BC,V6E 3Z3,Canada,(604) 684-9497,604 669 2926,https://www.westerncopperandgold.com,Other Industrial Metals & Mining,Basic Materials,"Western Copper and Gold Corporation, an exploration stage company, engages in the exploration and development of mineral properties in Canada. The company explores for gold, copper, silver, and molybdenum deposits. Its principal property is the Casino mineral property that comprise 1,136 full and partial quartz claims, and 55 placer claims located in Yukon, Canada. The company was formerly known as Western Copper Corporation and changed its name to Western Copper and Gold Corporation in October 2011. The company was incorporated in 2006 and is headquartered in Vancouver, Canada.",14,"{'maxAge': 1, 'name': 'Mr. Varun  Prasad CPA, CGA', 'title': 'Chief Financial Officer', 'fiscalYear': 2022, 'totalPay': 230200, 'exercisedValue': 0, 'unexercisedValue': 0}",10,5,10,5,9,1693526400,1672444800,86400,4,1.92,1.96,1.94,1.99,1.92,1.96,1.94,1.99,0.0,2.314735,-199.0,26423,26423,41964,32160,32160,1.95,1.99,0,0,323412832,1.62,2.68,2.0076,2.23245,0.0,0.0,CAD,284737856,0.0,147044275,162519008,2092950,2071071,1690761600,1693440000,0.0128999995,0.1567,0.17733999,39.16,0.0139,0.823,2.417983,1672444800,1703980800,1688083200,-4076663,-0.02,-0.01,-77.073,TOR,EQUITY,WRN.TO,WRN.TO,WESTERN COPPER AND GOLD CORP,Western Copper and Gold Corporation,1147959000,America/Toronto,EDT,-14400000,1.99,4.25,3.5,3.88,3.88,2.0,buy,2,38986184,0.24,-3694401,310492,11.242,11.514,0.232,-0.019270001,-0.033350002,-23100796,-3148176,0.0,0.0,0.0,CAD,
2,1166 Alberni Street,Suite 1200,Vancouver,BC,V6E 3Z3,Canada,(604) 684-9497,604 669 2926,https://www.westerncopperandgold.com,Other Industrial Metals & Mining,Basic Materials,"Western Copper and Gold Corporation, an exploration stage company, engages in the exploration and development of mineral properties in Canada. The company explores for gold, copper, silver, and molybdenum deposits. Its principal property is the Casino mineral property that comprise 1,136 full and partial quartz claims, and 55 placer claims located in Yukon, Canada. The company was formerly known as Western Copper Corporation and changed its name to Western Copper and Gold Corporation in October 2011. The company was incorporated in 2006 and is headquartered in Vancouver, Canada.",14,"{'maxAge': 1, 'name': 'Mr. Kenneth  Engquist B.Sc.', 'title': 'Chief Operating Officer', 'fiscalYear': 2022, 'totalPay': 511200, 'exercisedValue': 0, 'unexercisedValue': 0}",10,5,10,5,9,1693526400,1672444800,86400,4,1.92,1.96,1.94,1.99,1.92,1.96,1.94,1.99,0.0,2.314735,-199.0,26423,26423,41964,32160,32160,1.95,1.99,0,0,323412832,1.62,2.68,2.0076,2.23245,0.0,0.0,CAD,284737856,0.0,147044275,162519008,2092950,2071071,1690761600,1693440000,0.0128999995,0.1567,0.17733999,39.16,0.0139,0.823,2.417983,1672444800,1703980800,1688083200,-4076663,-0.02,-0.01,-77.073,TOR,EQUITY,WRN.TO,WRN.TO,WESTERN COPPER AND GOLD CORP,Western Copper and Gold Corporation,1147959000,America/Toronto,EDT,-14400000,1.99,4.25,3.5,3.88,3.88,2.0,buy,2,38986184,0.24,-3694401,310492,11.242,11.514,0.232,-0.019270001,-0.033350002,-23100796,-3148176,0.0,0.0,0.0,CAD,
3,1166 Alberni Street,Suite 1200,Vancouver,BC,V6E 3Z3,Canada,(604) 684-9497,604 669 2926,https://www.westerncopperandgold.com,Other Industrial Metals & Mining,Basic Materials,"Western Copper and Gold Corporation, an exploration stage company, engages in the exploration and development of mineral properties in Canada. The company explores for gold, copper, silver, and molybdenum deposits. Its principal property is the Casino mineral property that comprise 1,136 full and partial quartz claims, and 55 placer claims located in Yukon, Canada. The company was formerly known as Western Copper Corporation and changed its name to Western Copper and Gold Corporation in October 2011. The company was incorporated in 2006 and is headquartered in Vancouver, Canada.",14,"{'maxAge': 1, 'name': 'Mr. Cameron  Brown P.Eng.', 'title': 'Special Technical Advisor', 'fiscalYear': 2022, 'totalPay': 279037, 'exercisedValue': 0, 'unexercisedValue': 0}",10,5,10,5,9,1693526400,1672444800,86400,4,1.92,1.96,1.94,1.99,1.92,1.96,1.94,1.99,0.0,2.314735,-199.0,26423,26423,41964,32160,32160,1.95,1.99,0,0,323412832,1.62,2.68,2.0076,2.23245,0.0,0.0,CAD,284737856,0.0,147044275,162519008,2092950,2071071,1690761600,1693440000,0.0128999995,0.1567,0.17733999,39.16,0.0139,0.823,2.417983,1672444800,1703980800,1688083200,-4076663,-0.02,-0.01,-77.073,TOR,EQUITY,WRN.TO,WRN.TO,WESTERN COPPER AND GOLD CORP,Western Copper and Gold Corporation,1147959000,America/Toronto,EDT,-14400000,1.99,4.25,3.5,3.88,3.88,2.0,buy,2,38986184,0.24,-3694401,310492,11.242,11.514,0.232,-0.019270001,-0.033350002,-23100796,-3148176,0.0,0.0,0.0,CAD,
4,1166 Alberni Street,Suite 1200,Vancouver,BC,V6E 3Z3,Canada,(604) 684-9497,604 669 2926,https://www.westerncopperandgold.com,Other Industrial Metals & Mining,Basic Materials,"Western Copper and Gold Corporation, an exploration stage company, engages in the exploration and development of mineral properties in Canada. The company explores for gold, copper, silver, and molybdenum deposits. Its principal property is the Casino mineral property that comprise 1,136 full and partial quartz claims, and 55 placer claims located in Yukon, Canada. The company was formerly known as Western Copper Corporation and changed its name to Western Copper and Gold Corporation in October 2011. The company was incorporated in 2006 and is headquartered in Vancouver, Canada.",14,"{'maxAge': 1, 'name': 'Ms. Shena  Shaw B.A.', 'title': 'VP of Environmental & Community Affairs', 'fiscalYear': 2022, 'totalPay': 250200, 'exercisedValue': 0, 'unexercisedValue': 0}",10,5,10,5,9,1693526400,1672444800,86400,4,1.92,1.96,1.94,1.99,1.92,1.96,1.94,1.99,0.0,2.314735,-199.0,26423,26423,41964,32160,32160,1.95,1.99,0,0,323412832,1.62,2.68,2.0076,2.23245,0.0,0.0,CAD,284737856,0.0,147044275,162519008,2092950,2071071,1690761600,1693440000,0.0128999995,0.1567,0.17733999,39.16,0.0139,0.823,2.417983,1672444800,1703980800,1688083200,-4076663,-0.02,-0.01,-77.073,TOR,EQUITY,WRN.TO,WRN.TO,WESTERN COPPER AND GOLD CORP,Western Copper and Gold Corporation,1147959000,America/Toronto,EDT,-14400000,1.99,4.25,3.5,3.88,3.88,2.0,buy,2,38986184,0.24,-3694401,310492,11.242,11.514,0.232,-0.019270001,-0.033350002,-23100796,-3148176,0.0,0.0,0.0,CAD,
5,1166 Alberni Street,Suite 1200,Vancouver,BC,V6E 3Z3,Canada,(604) 684-9497,604 669 2926,https://www.westerncopperandgold.com,Other Industrial Metals & Mining,Basic Materials,"Western Copper and Gold Corporation, an exploration stage company, engages in the exploration and development of mineral properties in Canada. The company explores for gold, copper, silver, and molybdenum deposits. Its principal property is the Casino mineral property that comprise 1,136 full and partial quartz claims, and 55 placer claims located in Yukon, Canada. The company was formerly known as Western Copper Corporation and changed its name to Western Copper and Gold Corporation in October 2011. The company was incorporated in 2006 and is headquartered in Vancouver, Canada.",14,"{'maxAge': 1, 'name': 'Ms. Sandy  Noyes', 'title': 'Director of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",10,5,10,5,9,1693526400,1672444800,86400,4,1.92,1.96,1.94,1.99,1.92,1.96,1.94,1.99,0.0,2.314735,-199.0,26423,26423,41964,32160,32160,1.95,1.99,0,0,323412832,1.62,2.68,2.0076,2.23245,0.0,0.0,CAD,284737856,0.0,147044275,162519008,2092950,2071071,1690761600,1693440000,0.0128999995,0.1567,0.17733999,39.16,0.0139,0.823,2.417983,1672444800,1703980800,1688083200,-4076663,-0.02,-0.01,-77.073,TOR,EQUITY,WRN.TO,WRN.TO,WESTERN COPPER AND GOLD CORP,Western Copper and Gold Corporation,1147959000,America/Toronto,EDT,-14400000,1.99,4.25,3.5,3.88,3.88,2.0,buy,2,38986184,0.24,-3694401,310492,11.242,11.514,0.232,-0.019270001,-0.033350002,-23100796,-3148176,0.0,0.0,0.0,CAD,
6,1166 Alberni Street,Suite 1200,Vancouver,BC,V6E 3Z3,Canada,(604) 684-9497,604 669 2926,https://www.westerncopperandgold.com,Other Industrial Metals & Mining,Basic Materials,"Western Copper and Gold Corporation, an exploration stage company, engages in the exploration and development of mineral properties in Canada. The company explores for gold, copper, silver, and molybdenum deposits. Its principal property is the Casino mineral property that comprise 1,136 full and partial quartz claims, and 55 placer claims located in Yukon, Canada. The company was formerly known as Western Copper Corporation and changed its name to Western Copper and Gold Corporation in October 2011. The company was incorporated in 2006 and is headquartered in Vancouver, Canada.",14,"{'maxAge': 1, 'name': 'Ms. Julie Kim Pelly', 'title': 'Mang. of Communications & HR', 'exercisedValue': 0, 'unexercisedValue': 0}",10,5,10,5,9,1693526400,1672444800,86400,4,1.92,1.96,1.94,1.99,1.92,1.96,1.94,1.99,0.0,2.314735,-199.0,26423,26423,41964,32160,32160,1.95,1.99,0,0,323412832,1.62,2.68,2.0076,2.23245,0.0,0.0,CAD,284737856,0.0,147044275,162519008,2092950,2071071,1690761600,1693440000,0.0128999995,0.1567,0.17733999,39.16,0.0139,0.823,2.417983,1672444800,1703980800,1688083200,-4076663,-0.02,-0.01,-77.073,TOR,EQUITY,WRN.TO,WRN.TO,WESTERN COPPER AND GOLD CORP,Western Copper and Gold Corporation,1147959000,America/Toronto,EDT,-14400000,1.99,4.25,3.5,3.88,3.88,2.0,buy,2,38986184,0.24,-3694401,310492,11.242,11.514,0.232,-0.019270001,-0.033350002,-23100796,-3148176,0.0,0.0,0.0,CAD,
7,1166 Alberni Street,Suite 1200,Vancouver,BC,V6E 3Z3,Canada,(604) 684-9497,604 669 2926,https://www.westerncopperandgold.com,Other Industrial Metals & Mining,Basic Materials,"Western Copper and Gold Corporation, an exploration stage company, engages in the exploration and development of mineral properties in Canada. The company explores for gold, copper, silver, and molybdenum deposits. Its principal property is the Casino mineral property that comprise 1,136 full and partial quartz claims, and 55 placer claims located in Yukon, Canada. The company was formerly known as Western Copper Corporation and changed its name to Western Copper and Gold Corporation in October 2011. The company was incorporated in 2006 and is headquartered in Vancouver, Canada.",14,"{'maxAge': 1, 'name': 'Mr. Jonathan  Clegg', 'title': 'Exec. VP of Engineering', 'fiscalYear': 2007, 'exercisedValue': 0, 'unexercisedValue': 0}",10,5,10,5,9,1693526400,1672444800,86400,4,1.92,1.96,1.94,1.99,1.92,1.96,1.94,1.99,0.0,2.314735,-199.0,26423,26423,41964,32160,32160,1.95,1.99,0,0,323412832,1.62,2.68,2.0076,2.23245,0.0,0.0,CAD,284737856,0.0,147044275,162519008,2092950,2071071,1690761600,1693440000,0.0128999995,0.1567,0.17733999,39.16,0.0139,0.823,2.417983,1672444800,1703980800,1688083200,-4076663,-0.02,-0.01,-77.073,TOR,EQUITY,WRN.TO,WRN.TO,WESTERN COPPER AND GOLD CORP,Western Copper and Gold Corporation,1147959000,America/Toronto,EDT,-14400000,1.99,4.25,3.5,3.88,3.88,2.0,buy,2,38986184,0.24,-3694401,310492,11.242,11.514,0.232,-0.019270001,-0.033350002,-23100796,-3148176,0.0,0.0,0.0,CAD,
8,1166 Alberni Street,Suite 1200,Vancouver,BC,V6E 3Z3,Canada,(604) 684-9497,604 669 2926,https://www.westerncopperandgold.com,Other Industrial Metals & Mining,Basic Materials,"Western Copper and Gold Corporation, an exploration stage company, engages in the exploration and development of mineral properties in Canada. The company explores for gold, copper, silver, and molybdenum deposits. Its principal property is the Casino mineral property that comprise 1,136 full and partial quartz claims, and 55 placer claims located in Yukon, Canada. The company was formerly known as Western Copper Corporation and changed its name to Western Copper and Gold Corporation in October 2011. The company was incorporated in 2006 and is headquartered in Vancouver, Canada.",14,"{'maxAge': 1, 'name': 'Ms. Elena  Spivak B.E.', 'title': 'Paralegal & Corp. Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",10,5,10,5,9,1693526400,1672444800,86400,4,1.92,1.96,1.94,1.99,1.92,1.96,1.94,1.99,0.0,2.314735,-199.0,26423,26423,41964,32160,32160,1.95,1.99,0,0,323412832,1.62,2.68,2.0076,2.23245,0.0,0.0,CAD,284737856,0.0,147044275,162519008,2092950,2071071,1690761600,1693440000,0.0128999995,0.1567,0.17733999,39.16,0.0139,0.823,2.417983,1672444800,1703980800,1688083200,-4076663,-0.02,-0.01,-77.073,TOR,EQUITY,WRN.TO,WRN.TO,WESTERN COPPER AND GOLD CORP,Western Copper and Gold Corporation,1147959000,America/Toronto,EDT,-14400000,1.99,4.25,3.5,3.88,3.88,2.0,buy,2,38986184,0.24,-3694401,310492,11.242,11.514,0.232,-0.019270001,-0.033350002,-23100796,-3148176,0.0,0.0,0.0,CAD,
