,address1,address2,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,417 St Kilda Road,Level 7,Melbourne,VIC,3004,Australia,61 3 9650 6500,61 3 9654 6665,https://www.premierinvestments.com.au,Apparel Retail,Apparel Retail,Consumer Cyclical,Consumer Cyclical,"Premier Investments Limited operates various specialty retail fashion chains in Australia, New Zealand, Asia, and Europe. It operates through two segments, Retail and Investment. The company offers casual wear, women's wear, and non-apparel products. It has a portfolio of retail brands consisting of Just Jeans, Jay Jays, Jacqui E, Portmans, Dotti, Peter Alexander, and Smiggle. The company provides its products through retail stores, as well as through wholesale and online channels. In addition, it invests in securities. The company was incorporated in 1987 and is based in Melbourne, Australia.",9000,"{'maxAge': 1, 'name': 'Mr. John S. Bryce', 'title': 'CFO & Interim CEO of Premier Retail', 'fiscalYear': 2022, 'totalPay': 825000, 'exercisedValue': 0, 'unexercisedValue': 0}",8,10,7,10,10,1693526400,1672444800,86400,2,25.34,25.95,25.63,26.0,25.34,25.95,25.63,26.0,1.08,0.0421,1687219200,0.5425,3.6,0.827327,13.929347,16.973509,465012,465012,454237,279770,279770,25.63,25.88,0,0,4082218240,19.41,28.37,2.4552333,23.0994,24.6044,1.08,0.042620365,AUD,3914072832,0.17795,85870042,159275008,0.42873,0.25393,159275008,11.277,2.2727673,1659139200,1690675200,1674864000,0.065,295873984,1.84,1.51,4.07,1:1,629942400,2.354,9.584,0.17299771,0.14113986,0.16,1687219200,ASX,EQUITY,PMV.AX,PMV.AX,PREM INV. FPO,Premier Investments Limited,915404400,Australia/Sydney,AEST,9e55db49-6041-3a3a-bdd4-72db701bd172,finmb_7684864,36000000,25.63,34.3,20.9,26.34,25.5,2.7,hold,13,480056000,3.015,408376992,313192000,1.278,1.938,1662659968,17.443,10.454,0.10286,0.17322999,989155000,340316864,395044992,0.06,0.189,0.64272004,0.24562,0.23337,AUD,
1,417 St Kilda Road,Level 7,Melbourne,VIC,3004,Australia,61 3 9650 6500,61 3 9654 6665,https://www.premierinvestments.com.au,Apparel Retail,Apparel Retail,Consumer Cyclical,Consumer Cyclical,"Premier Investments Limited operates various specialty retail fashion chains in Australia, New Zealand, Asia, and Europe. It operates through two segments, Retail and Investment. The company offers casual wear, women's wear, and non-apparel products. It has a portfolio of retail brands consisting of Just Jeans, Jay Jays, Jacqui E, Portmans, Dotti, Peter Alexander, and Smiggle. The company provides its products through retail stores, as well as through wholesale and online channels. In addition, it invests in securities. The company was incorporated in 1987 and is based in Melbourne, Australia.",9000,"{'maxAge': 1, 'name': 'Ms. Marinda  Meyer', 'title': 'Company Sec.', 'fiscalYear': 2022, 'totalPay': 460503, 'exercisedValue': 0, 'unexercisedValue': 0}",8,10,7,10,10,1693526400,1672444800,86400,2,25.34,25.95,25.63,26.0,25.34,25.95,25.63,26.0,1.08,0.0421,1687219200,0.5425,3.6,0.827327,13.929347,16.973509,465012,465012,454237,279770,279770,25.63,25.88,0,0,4082218240,19.41,28.37,2.4552333,23.0994,24.6044,1.08,0.042620365,AUD,3914072832,0.17795,85870042,159275008,0.42873,0.25393,159275008,11.277,2.2727673,1659139200,1690675200,1674864000,0.065,295873984,1.84,1.51,4.07,1:1,629942400,2.354,9.584,0.17299771,0.14113986,0.16,1687219200,ASX,EQUITY,PMV.AX,PMV.AX,PREM INV. FPO,Premier Investments Limited,915404400,Australia/Sydney,AEST,9e55db49-6041-3a3a-bdd4-72db701bd172,finmb_7684864,36000000,25.63,34.3,20.9,26.34,25.5,2.7,hold,13,480056000,3.015,408376992,313192000,1.278,1.938,1662659968,17.443,10.454,0.10286,0.17322999,989155000,340316864,395044992,0.06,0.189,0.64272004,0.24562,0.23337,AUD,
2,417 St Kilda Road,Level 7,Melbourne,VIC,3004,Australia,61 3 9650 6500,61 3 9654 6665,https://www.premierinvestments.com.au,Apparel Retail,Apparel Retail,Consumer Cyclical,Consumer Cyclical,"Premier Investments Limited operates various specialty retail fashion chains in Australia, New Zealand, Asia, and Europe. It operates through two segments, Retail and Investment. The company offers casual wear, women's wear, and non-apparel products. It has a portfolio of retail brands consisting of Just Jeans, Jay Jays, Jacqui E, Portmans, Dotti, Peter Alexander, and Smiggle. The company provides its products through retail stores, as well as through wholesale and online channels. In addition, it invests in securities. The company was incorporated in 1987 and is based in Melbourne, Australia.",9000,"{'maxAge': 1, 'name': 'Ms. Teresa  Rendo', 'title': 'Managing Director of Apparel Brands', 'exercisedValue': 0, 'unexercisedValue': 0}",8,10,7,10,10,1693526400,1672444800,86400,2,25.34,25.95,25.63,26.0,25.34,25.95,25.63,26.0,1.08,0.0421,1687219200,0.5425,3.6,0.827327,13.929347,16.973509,465012,465012,454237,279770,279770,25.63,25.88,0,0,4082218240,19.41,28.37,2.4552333,23.0994,24.6044,1.08,0.042620365,AUD,3914072832,0.17795,85870042,159275008,0.42873,0.25393,159275008,11.277,2.2727673,1659139200,1690675200,1674864000,0.065,295873984,1.84,1.51,4.07,1:1,629942400,2.354,9.584,0.17299771,0.14113986,0.16,1687219200,ASX,EQUITY,PMV.AX,PMV.AX,PREM INV. FPO,Premier Investments Limited,915404400,Australia/Sydney,AEST,9e55db49-6041-3a3a-bdd4-72db701bd172,finmb_7684864,36000000,25.63,34.3,20.9,26.34,25.5,2.7,hold,13,480056000,3.015,408376992,313192000,1.278,1.938,1662659968,17.443,10.454,0.10286,0.17322999,989155000,340316864,395044992,0.06,0.189,0.64272004,0.24562,0.23337,AUD,
