,address1,address2,city,state,zip,country,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,409 Granville Street,Suite 904,Vancouver,BC,V6C 1T2,Canada,https://mmgsilver.com,Other Precious Metals & Mining,Basic Materials,"Metallic Minerals Corp. acquires, explores for, and develops mineral properties in Canada and the United States. The company explores for silver, gold, copper, lead, and zinc deposits. Its flagship project is the 100% owned Keno silver project covering an area of 171 square kilometers located in the Keno Hill silver district, Yukon Territory, Canada. The company was formerly known as Monster Mining Corp. and changed its name to Metallic Minerals Corp. in September 2016. Metallic Minerals Corp. was incorporated in 2007 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Gregory S. Johnson B.Sc., P.Geo.', 'title': 'Chairman & CEO', 'fiscalYear': 2022, 'totalPay': 181268, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.2902,0.3015,0.2875,0.3015,0.2902,0.3015,0.2875,0.3015,0.0,1.096328,114430,114430,73506,150220,150220,0.0,0.0,0,0,49399728,0.144,0.312,0.26456,0.22936,0.0,0.0,USD,49160688,0.0,120008182,166722000,0.27993,0.00658,0.038,7.7973685,1659225600,1690761600,1682812800,-6144230,-0.03,1:10,1464134400,PNK,EQUITY,MMNGF,MMNGF,METALLIC MINERALS CORP,Metallic Minerals Corp.,1610116200,America/New_York,EDT,-14400000,0.2963,none,239050,0.001,0,1.37,6.157,-0.59855,-1.04194,-3768951,-5366017,0.0,0.0,0.0,CAD,
1,409 Granville Street,Suite 904,Vancouver,BC,V6C 1T2,Canada,https://mmgsilver.com,Other Precious Metals & Mining,Basic Materials,"Metallic Minerals Corp. acquires, explores for, and develops mineral properties in Canada and the United States. The company explores for silver, gold, copper, lead, and zinc deposits. Its flagship project is the 100% owned Keno silver project covering an area of 171 square kilometers located in the Keno Hill silver district, Yukon Territory, Canada. The company was formerly known as Monster Mining Corp. and changed its name to Metallic Minerals Corp. in September 2016. Metallic Minerals Corp. was incorporated in 2007 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Scott  Petsel M.B.A., P.Geo.', 'title': 'Pres', 'fiscalYear': 2022, 'totalPay': 61719, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.2902,0.3015,0.2875,0.3015,0.2902,0.3015,0.2875,0.3015,0.0,1.096328,114430,114430,73506,150220,150220,0.0,0.0,0,0,49399728,0.144,0.312,0.26456,0.22936,0.0,0.0,USD,49160688,0.0,120008182,166722000,0.27993,0.00658,0.038,7.7973685,1659225600,1690761600,1682812800,-6144230,-0.03,1:10,1464134400,PNK,EQUITY,MMNGF,MMNGF,METALLIC MINERALS CORP,Metallic Minerals Corp.,1610116200,America/New_York,EDT,-14400000,0.2963,none,239050,0.001,0,1.37,6.157,-0.59855,-1.04194,-3768951,-5366017,0.0,0.0,0.0,CAD,
2,409 Granville Street,Suite 904,Vancouver,BC,V6C 1T2,Canada,https://mmgsilver.com,Other Precious Metals & Mining,Basic Materials,"Metallic Minerals Corp. acquires, explores for, and develops mineral properties in Canada and the United States. The company explores for silver, gold, copper, lead, and zinc deposits. Its flagship project is the 100% owned Keno silver project covering an area of 171 square kilometers located in the Keno Hill silver district, Yukon Territory, Canada. The company was formerly known as Monster Mining Corp. and changed its name to Metallic Minerals Corp. in September 2016. Metallic Minerals Corp. was incorporated in 2007 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. William Glen Harris', 'age': 64, 'title': 'Sr. Advisor & Co-Founder', 'yearBorn': 1958, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.2902,0.3015,0.2875,0.3015,0.2902,0.3015,0.2875,0.3015,0.0,1.096328,114430,114430,73506,150220,150220,0.0,0.0,0,0,49399728,0.144,0.312,0.26456,0.22936,0.0,0.0,USD,49160688,0.0,120008182,166722000,0.27993,0.00658,0.038,7.7973685,1659225600,1690761600,1682812800,-6144230,-0.03,1:10,1464134400,PNK,EQUITY,MMNGF,MMNGF,METALLIC MINERALS CORP,Metallic Minerals Corp.,1610116200,America/New_York,EDT,-14400000,0.2963,none,239050,0.001,0,1.37,6.157,-0.59855,-1.04194,-3768951,-5366017,0.0,0.0,0.0,CAD,
3,409 Granville Street,Suite 904,Vancouver,BC,V6C 1T2,Canada,https://mmgsilver.com,Other Precious Metals & Mining,Basic Materials,"Metallic Minerals Corp. acquires, explores for, and develops mineral properties in Canada and the United States. The company explores for silver, gold, copper, lead, and zinc deposits. Its flagship project is the 100% owned Keno silver project covering an area of 171 square kilometers located in the Keno Hill silver district, Yukon Territory, Canada. The company was formerly known as Monster Mining Corp. and changed its name to Metallic Minerals Corp. in September 2016. Metallic Minerals Corp. was incorporated in 2007 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Lindsay  Wilson', 'title': 'Mang. of Community & Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.2902,0.3015,0.2875,0.3015,0.2902,0.3015,0.2875,0.3015,0.0,1.096328,114430,114430,73506,150220,150220,0.0,0.0,0,0,49399728,0.144,0.312,0.26456,0.22936,0.0,0.0,USD,49160688,0.0,120008182,166722000,0.27993,0.00658,0.038,7.7973685,1659225600,1690761600,1682812800,-6144230,-0.03,1:10,1464134400,PNK,EQUITY,MMNGF,MMNGF,METALLIC MINERALS CORP,Metallic Minerals Corp.,1610116200,America/New_York,EDT,-14400000,0.2963,none,239050,0.001,0,1.37,6.157,-0.59855,-1.04194,-3768951,-5366017,0.0,0.0,0.0,CAD,
4,409 Granville Street,Suite 904,Vancouver,BC,V6C 1T2,Canada,https://mmgsilver.com,Other Precious Metals & Mining,Basic Materials,"Metallic Minerals Corp. acquires, explores for, and develops mineral properties in Canada and the United States. The company explores for silver, gold, copper, lead, and zinc deposits. Its flagship project is the 100% owned Keno silver project covering an area of 171 square kilometers located in the Keno Hill silver district, Yukon Territory, Canada. The company was formerly known as Monster Mining Corp. and changed its name to Metallic Minerals Corp. in September 2016. Metallic Minerals Corp. was incorporated in 2007 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Chris  Ackerman', 'title': 'VP of Corp. Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.2902,0.3015,0.2875,0.3015,0.2902,0.3015,0.2875,0.3015,0.0,1.096328,114430,114430,73506,150220,150220,0.0,0.0,0,0,49399728,0.144,0.312,0.26456,0.22936,0.0,0.0,USD,49160688,0.0,120008182,166722000,0.27993,0.00658,0.038,7.7973685,1659225600,1690761600,1682812800,-6144230,-0.03,1:10,1464134400,PNK,EQUITY,MMNGF,MMNGF,METALLIC MINERALS CORP,Metallic Minerals Corp.,1610116200,America/New_York,EDT,-14400000,0.2963,none,239050,0.001,0,1.37,6.157,-0.59855,-1.04194,-3768951,-5366017,0.0,0.0,0.0,CAD,
