,address1,address2,city,country,website,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Lei 19,Bus 3,Leuven,Belgium,https://www.questforgrowth.com,"Quest for Growth NV is a mutual fund launched and managed by Quest Management NV. The fund makes its investments in listed and unlisted companies of Europe. It primarily invests in growth stocks of smaller capitalization companies and small and medium sized companies. The fund also invests in venture funds, and unquoted technology companies. It employs bottom-up stock picking approach along with fundamental analysis to make its investments. The fund invests in companies in software and services, technology hardware, semiconductors, health care equipment and services, pharma and biotech, electrical and engineering, and materials sectors. It was established in 1998 and is based in Leuven, Belgium.","{'maxAge': 1, 'name': 'Mr. René  Avonts', 'title': 'Exec. Officer and Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1356912000,86400,2,9.01,9.01,9.01,9.01,9.01,9.01,9.01,9.01,0.75563,8.605539,1250,1250,24,0,0,0.0,0.0,0,0,156189248,9.01,9.01,-21.922356,9.01,9.01,0.0,0.0,USD,24504290,0.0,16734200,0.13033,0.0,7.779,1.1582466,1672444800,1703980800,1688083200,-8797430,1.047,-3.439,PNK,EQUITY,QGPLF,QGPLF,QUEST FOR GROWTH,Quest for Growth NV,1302874200,America/New_York,EDT,-14400000,9.01,none,144284192,7.702,0,294.226,294.259,-7124656,-0.398,-0.03858,-0.0586,-22496193,-5808456,-2885165,0.0,0.0,1.30424,EUR,
1,Lei 19,Bus 3,Leuven,Belgium,https://www.questforgrowth.com,"Quest for Growth NV is a mutual fund launched and managed by Quest Management NV. The fund makes its investments in listed and unlisted companies of Europe. It primarily invests in growth stocks of smaller capitalization companies and small and medium sized companies. The fund also invests in venture funds, and unquoted technology companies. It employs bottom-up stock picking approach along with fundamental analysis to make its investments. The fund invests in companies in software and services, technology hardware, semiconductors, health care equipment and services, pharma and biotech, electrical and engineering, and materials sectors. It was established in 1998 and is based in Leuven, Belgium.","{'maxAge': 1, 'name': 'Mr. Philippe  De Vicq De Cumptich', 'title': 'Exec. Officer and Director', 'fiscalYear': 2012, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1356912000,86400,2,9.01,9.01,9.01,9.01,9.01,9.01,9.01,9.01,0.75563,8.605539,1250,1250,24,0,0,0.0,0.0,0,0,156189248,9.01,9.01,-21.922356,9.01,9.01,0.0,0.0,USD,24504290,0.0,16734200,0.13033,0.0,7.779,1.1582466,1672444800,1703980800,1688083200,-8797430,1.047,-3.439,PNK,EQUITY,QGPLF,QGPLF,QUEST FOR GROWTH,Quest for Growth NV,1302874200,America/New_York,EDT,-14400000,9.01,none,144284192,7.702,0,294.226,294.259,-7124656,-0.398,-0.03858,-0.0586,-22496193,-5808456,-2885165,0.0,0.0,1.30424,EUR,
2,Lei 19,Bus 3,Leuven,Belgium,https://www.questforgrowth.com,"Quest for Growth NV is a mutual fund launched and managed by Quest Management NV. The fund makes its investments in listed and unlisted companies of Europe. It primarily invests in growth stocks of smaller capitalization companies and small and medium sized companies. The fund also invests in venture funds, and unquoted technology companies. It employs bottom-up stock picking approach along with fundamental analysis to make its investments. The fund invests in companies in software and services, technology hardware, semiconductors, health care equipment and services, pharma and biotech, electrical and engineering, and materials sectors. It was established in 1998 and is based in Leuven, Belgium.","{'maxAge': 1, 'name': 'Mr. Marc  Pauwels', 'title': 'Fund Administrator', 'exercisedValue': 0, 'unexercisedValue': 0}",1356912000,86400,2,9.01,9.01,9.01,9.01,9.01,9.01,9.01,9.01,0.75563,8.605539,1250,1250,24,0,0,0.0,0.0,0,0,156189248,9.01,9.01,-21.922356,9.01,9.01,0.0,0.0,USD,24504290,0.0,16734200,0.13033,0.0,7.779,1.1582466,1672444800,1703980800,1688083200,-8797430,1.047,-3.439,PNK,EQUITY,QGPLF,QGPLF,QUEST FOR GROWTH,Quest for Growth NV,1302874200,America/New_York,EDT,-14400000,9.01,none,144284192,7.702,0,294.226,294.259,-7124656,-0.398,-0.03858,-0.0586,-22496193,-5808456,-2885165,0.0,0.0,1.30424,EUR,
3,Lei 19,Bus 3,Leuven,Belgium,https://www.questforgrowth.com,"Quest for Growth NV is a mutual fund launched and managed by Quest Management NV. The fund makes its investments in listed and unlisted companies of Europe. It primarily invests in growth stocks of smaller capitalization companies and small and medium sized companies. The fund also invests in venture funds, and unquoted technology companies. It employs bottom-up stock picking approach along with fundamental analysis to make its investments. The fund invests in companies in software and services, technology hardware, semiconductors, health care equipment and services, pharma and biotech, electrical and engineering, and materials sectors. It was established in 1998 and is based in Leuven, Belgium.","{'maxAge': 1, 'name': 'Dr. Frank  Bulens', 'age': 59, 'title': 'Portfolio Mang.', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",1356912000,86400,2,9.01,9.01,9.01,9.01,9.01,9.01,9.01,9.01,0.75563,8.605539,1250,1250,24,0,0,0.0,0.0,0,0,156189248,9.01,9.01,-21.922356,9.01,9.01,0.0,0.0,USD,24504290,0.0,16734200,0.13033,0.0,7.779,1.1582466,1672444800,1703980800,1688083200,-8797430,1.047,-3.439,PNK,EQUITY,QGPLF,QGPLF,QUEST FOR GROWTH,Quest for Growth NV,1302874200,America/New_York,EDT,-14400000,9.01,none,144284192,7.702,0,294.226,294.259,-7124656,-0.398,-0.03858,-0.0586,-22496193,-5808456,-2885165,0.0,0.0,1.30424,EUR,
