,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,grossProfits,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,BHEL House,Siri Fort,New Delhi,110049,India,91 11 6633 7000,91 11 6633 7428,https://www.bhel.com,Specialty Industrial Machinery,Industrials,"Bharat Heavy Electricals Limited operates as engineering and manufacturing company in India. The company operates in two segments: Power and Industry. It offers thermal power plants, nuclear power plants, gas-based power plants, hydro power plants, solar power systems, DG power plants, desalination and water treatment plants, systems and services, industrial systems, boilers, boiler auxiliaries, soot blowers, valves, piping systems, seamless steel tubes, steam turbines, turbo generators, industrial sets, castings and forgings, condenser and heat exchangers, pumps, compressors, solar photovoltaics, and automation and control systems. The company provides transmission systems control, software system solutions, medium voltage vacuum switchgears, on load tap changers, LT switchgears and bus ducts, transformers and reactors, capacitors, bushings, control gears, insulators, electrical machines, rail transportation systems, defense and aerospace products, transportation equipment, energy storage systems and e-mobility, oil field equipment, and fabricated equipment and mechanical packages. It serves customers in power-thermal, transmission, transportation, renewables, water, oil and gas, defense and aerospace, hydro, gas, nuclear and solar PV, energy storage, electric mobility, petrochemicals, and other industries. Bharat Heavy Electricals Limited was incorporated in 1964 and is based in New Delhi, India.",29536,"{'maxAge': 1, 'name': 'Dr. Nalin  Shinghal', 'age': 58, 'title': 'Chairman & MD', 'yearBorn': 1964, 'fiscalYear': 2023, 'totalPay': 6653517, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,5,2,1693526400,1703980800,86400,2,129.95,131.0,126.8,132.0,129.95,131.0,126.8,132.0,0.4,0.0031,1691712000,0.4348,0.856715,140.27472,26.538462,2096593,2096593,2626746,4284151,4284151,127.65,128.0,0,0,452493737984,54.75,148.95,1.9095488,106.2016,84.93595,0.0,0.0,INR,434891882496,0.0135699995,1281921624,3482060032,0.63185,0.22431,77.046,1.6568025,1680220800,1711843200,1688083200,3214899968,0.91,4.81,3:2,1506556800,1.835,1516.095,BSE,EQUITY,BHEL.BO,BHEL.BO,BHARAT HEAVY ELECTRICALS LTD.,Bharat Heavy Electricals Limited,946871100,Asia/Kolkata,IST,19800000,127.65,104.0,46.0,75.66,75.0,none,35,64128598016,18.417,286849984,54535098368,236963692544,20.328,68.089,70642200000,0.071,0.29417,0.00121,-0.00769,INR,
1,BHEL House,Siri Fort,New Delhi,110049,India,91 11 6633 7000,91 11 6633 7428,https://www.bhel.com,Specialty Industrial Machinery,Industrials,"Bharat Heavy Electricals Limited operates as engineering and manufacturing company in India. The company operates in two segments: Power and Industry. It offers thermal power plants, nuclear power plants, gas-based power plants, hydro power plants, solar power systems, DG power plants, desalination and water treatment plants, systems and services, industrial systems, boilers, boiler auxiliaries, soot blowers, valves, piping systems, seamless steel tubes, steam turbines, turbo generators, industrial sets, castings and forgings, condenser and heat exchangers, pumps, compressors, solar photovoltaics, and automation and control systems. The company provides transmission systems control, software system solutions, medium voltage vacuum switchgears, on load tap changers, LT switchgears and bus ducts, transformers and reactors, capacitors, bushings, control gears, insulators, electrical machines, rail transportation systems, defense and aerospace products, transportation equipment, energy storage systems and e-mobility, oil field equipment, and fabricated equipment and mechanical packages. It serves customers in power-thermal, transmission, transportation, renewables, water, oil and gas, defense and aerospace, hydro, gas, nuclear and solar PV, energy storage, electric mobility, petrochemicals, and other industries. Bharat Heavy Electricals Limited was incorporated in 1964 and is based in New Delhi, India.",29536,"{'maxAge': 1, 'name': 'Mr. Jai Prakash Srivastava', 'age': 56, 'title': 'CFO, Director of Fin., Director of Engineering, R&D and Director', 'yearBorn': 1966, 'fiscalYear': 2023, 'totalPay': 4804937, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,5,2,1693526400,1703980800,86400,2,129.95,131.0,126.8,132.0,129.95,131.0,126.8,132.0,0.4,0.0031,1691712000,0.4348,0.856715,140.27472,26.538462,2096593,2096593,2626746,4284151,4284151,127.65,128.0,0,0,452493737984,54.75,148.95,1.9095488,106.2016,84.93595,0.0,0.0,INR,434891882496,0.0135699995,1281921624,3482060032,0.63185,0.22431,77.046,1.6568025,1680220800,1711843200,1688083200,3214899968,0.91,4.81,3:2,1506556800,1.835,1516.095,BSE,EQUITY,BHEL.BO,BHEL.BO,BHARAT HEAVY ELECTRICALS LTD.,Bharat Heavy Electricals Limited,946871100,Asia/Kolkata,IST,19800000,127.65,104.0,46.0,75.66,75.0,none,35,64128598016,18.417,286849984,54535098368,236963692544,20.328,68.089,70642200000,0.071,0.29417,0.00121,-0.00769,INR,
2,BHEL House,Siri Fort,New Delhi,110049,India,91 11 6633 7000,91 11 6633 7428,https://www.bhel.com,Specialty Industrial Machinery,Industrials,"Bharat Heavy Electricals Limited operates as engineering and manufacturing company in India. The company operates in two segments: Power and Industry. It offers thermal power plants, nuclear power plants, gas-based power plants, hydro power plants, solar power systems, DG power plants, desalination and water treatment plants, systems and services, industrial systems, boilers, boiler auxiliaries, soot blowers, valves, piping systems, seamless steel tubes, steam turbines, turbo generators, industrial sets, castings and forgings, condenser and heat exchangers, pumps, compressors, solar photovoltaics, and automation and control systems. The company provides transmission systems control, software system solutions, medium voltage vacuum switchgears, on load tap changers, LT switchgears and bus ducts, transformers and reactors, capacitors, bushings, control gears, insulators, electrical machines, rail transportation systems, defense and aerospace products, transportation equipment, energy storage systems and e-mobility, oil field equipment, and fabricated equipment and mechanical packages. It serves customers in power-thermal, transmission, transportation, renewables, water, oil and gas, defense and aerospace, hydro, gas, nuclear and solar PV, energy storage, electric mobility, petrochemicals, and other industries. Bharat Heavy Electricals Limited was incorporated in 1964 and is based in New Delhi, India.",29536,"{'maxAge': 1, 'name': 'Sumeet  Salhotra', 'title': 'GM & Head (Corp. Fin.) - New Delhi', 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,5,2,1693526400,1703980800,86400,2,129.95,131.0,126.8,132.0,129.95,131.0,126.8,132.0,0.4,0.0031,1691712000,0.4348,0.856715,140.27472,26.538462,2096593,2096593,2626746,4284151,4284151,127.65,128.0,0,0,452493737984,54.75,148.95,1.9095488,106.2016,84.93595,0.0,0.0,INR,434891882496,0.0135699995,1281921624,3482060032,0.63185,0.22431,77.046,1.6568025,1680220800,1711843200,1688083200,3214899968,0.91,4.81,3:2,1506556800,1.835,1516.095,BSE,EQUITY,BHEL.BO,BHEL.BO,BHARAT HEAVY ELECTRICALS LTD.,Bharat Heavy Electricals Limited,946871100,Asia/Kolkata,IST,19800000,127.65,104.0,46.0,75.66,75.0,none,35,64128598016,18.417,286849984,54535098368,236963692544,20.328,68.089,70642200000,0.071,0.29417,0.00121,-0.00769,INR,
3,BHEL House,Siri Fort,New Delhi,110049,India,91 11 6633 7000,91 11 6633 7428,https://www.bhel.com,Specialty Industrial Machinery,Industrials,"Bharat Heavy Electricals Limited operates as engineering and manufacturing company in India. The company operates in two segments: Power and Industry. It offers thermal power plants, nuclear power plants, gas-based power plants, hydro power plants, solar power systems, DG power plants, desalination and water treatment plants, systems and services, industrial systems, boilers, boiler auxiliaries, soot blowers, valves, piping systems, seamless steel tubes, steam turbines, turbo generators, industrial sets, castings and forgings, condenser and heat exchangers, pumps, compressors, solar photovoltaics, and automation and control systems. The company provides transmission systems control, software system solutions, medium voltage vacuum switchgears, on load tap changers, LT switchgears and bus ducts, transformers and reactors, capacitors, bushings, control gears, insulators, electrical machines, rail transportation systems, defense and aerospace products, transportation equipment, energy storage systems and e-mobility, oil field equipment, and fabricated equipment and mechanical packages. It serves customers in power-thermal, transmission, transportation, renewables, water, oil and gas, defense and aerospace, hydro, gas, nuclear and solar PV, energy storage, electric mobility, petrochemicals, and other industries. Bharat Heavy Electricals Limited was incorporated in 1964 and is based in New Delhi, India.",29536,"{'maxAge': 1, 'name': 'Mr. Rajeev  Kalra', 'age': 51, 'title': 'Compliance Officer & Company Sec.', 'yearBorn': 1971, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,5,2,1693526400,1703980800,86400,2,129.95,131.0,126.8,132.0,129.95,131.0,126.8,132.0,0.4,0.0031,1691712000,0.4348,0.856715,140.27472,26.538462,2096593,2096593,2626746,4284151,4284151,127.65,128.0,0,0,452493737984,54.75,148.95,1.9095488,106.2016,84.93595,0.0,0.0,INR,434891882496,0.0135699995,1281921624,3482060032,0.63185,0.22431,77.046,1.6568025,1680220800,1711843200,1688083200,3214899968,0.91,4.81,3:2,1506556800,1.835,1516.095,BSE,EQUITY,BHEL.BO,BHEL.BO,BHARAT HEAVY ELECTRICALS LTD.,Bharat Heavy Electricals Limited,946871100,Asia/Kolkata,IST,19800000,127.65,104.0,46.0,75.66,75.0,none,35,64128598016,18.417,286849984,54535098368,236963692544,20.328,68.089,70642200000,0.071,0.29417,0.00121,-0.00769,INR,
4,BHEL House,Siri Fort,New Delhi,110049,India,91 11 6633 7000,91 11 6633 7428,https://www.bhel.com,Specialty Industrial Machinery,Industrials,"Bharat Heavy Electricals Limited operates as engineering and manufacturing company in India. The company operates in two segments: Power and Industry. It offers thermal power plants, nuclear power plants, gas-based power plants, hydro power plants, solar power systems, DG power plants, desalination and water treatment plants, systems and services, industrial systems, boilers, boiler auxiliaries, soot blowers, valves, piping systems, seamless steel tubes, steam turbines, turbo generators, industrial sets, castings and forgings, condenser and heat exchangers, pumps, compressors, solar photovoltaics, and automation and control systems. The company provides transmission systems control, software system solutions, medium voltage vacuum switchgears, on load tap changers, LT switchgears and bus ducts, transformers and reactors, capacitors, bushings, control gears, insulators, electrical machines, rail transportation systems, defense and aerospace products, transportation equipment, energy storage systems and e-mobility, oil field equipment, and fabricated equipment and mechanical packages. It serves customers in power-thermal, transmission, transportation, renewables, water, oil and gas, defense and aerospace, hydro, gas, nuclear and solar PV, energy storage, electric mobility, petrochemicals, and other industries. Bharat Heavy Electricals Limited was incorporated in 1964 and is based in New Delhi, India.",29536,"{'maxAge': 1, 'name': 'Mr. Krishna Kumar Thakur', 'age': 48, 'title': 'Director of HR & Whole Time Director', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,5,2,1693526400,1703980800,86400,2,129.95,131.0,126.8,132.0,129.95,131.0,126.8,132.0,0.4,0.0031,1691712000,0.4348,0.856715,140.27472,26.538462,2096593,2096593,2626746,4284151,4284151,127.65,128.0,0,0,452493737984,54.75,148.95,1.9095488,106.2016,84.93595,0.0,0.0,INR,434891882496,0.0135699995,1281921624,3482060032,0.63185,0.22431,77.046,1.6568025,1680220800,1711843200,1688083200,3214899968,0.91,4.81,3:2,1506556800,1.835,1516.095,BSE,EQUITY,BHEL.BO,BHEL.BO,BHARAT HEAVY ELECTRICALS LTD.,Bharat Heavy Electricals Limited,946871100,Asia/Kolkata,IST,19800000,127.65,104.0,46.0,75.66,75.0,none,35,64128598016,18.417,286849984,54535098368,236963692544,20.328,68.089,70642200000,0.071,0.29417,0.00121,-0.00769,INR,
5,BHEL House,Siri Fort,New Delhi,110049,India,91 11 6633 7000,91 11 6633 7428,https://www.bhel.com,Specialty Industrial Machinery,Industrials,"Bharat Heavy Electricals Limited operates as engineering and manufacturing company in India. The company operates in two segments: Power and Industry. It offers thermal power plants, nuclear power plants, gas-based power plants, hydro power plants, solar power systems, DG power plants, desalination and water treatment plants, systems and services, industrial systems, boilers, boiler auxiliaries, soot blowers, valves, piping systems, seamless steel tubes, steam turbines, turbo generators, industrial sets, castings and forgings, condenser and heat exchangers, pumps, compressors, solar photovoltaics, and automation and control systems. The company provides transmission systems control, software system solutions, medium voltage vacuum switchgears, on load tap changers, LT switchgears and bus ducts, transformers and reactors, capacitors, bushings, control gears, insulators, electrical machines, rail transportation systems, defense and aerospace products, transportation equipment, energy storage systems and e-mobility, oil field equipment, and fabricated equipment and mechanical packages. It serves customers in power-thermal, transmission, transportation, renewables, water, oil and gas, defense and aerospace, hydro, gas, nuclear and solar PV, energy storage, electric mobility, petrochemicals, and other industries. Bharat Heavy Electricals Limited was incorporated in 1964 and is based in New Delhi, India.",29536,"{'maxAge': 1, 'name': 'Mr. Narendra  Kumar', 'title': 'GM and Head of CPPP & PMG, DABG - New Delhi', 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,5,2,1693526400,1703980800,86400,2,129.95,131.0,126.8,132.0,129.95,131.0,126.8,132.0,0.4,0.0031,1691712000,0.4348,0.856715,140.27472,26.538462,2096593,2096593,2626746,4284151,4284151,127.65,128.0,0,0,452493737984,54.75,148.95,1.9095488,106.2016,84.93595,0.0,0.0,INR,434891882496,0.0135699995,1281921624,3482060032,0.63185,0.22431,77.046,1.6568025,1680220800,1711843200,1688083200,3214899968,0.91,4.81,3:2,1506556800,1.835,1516.095,BSE,EQUITY,BHEL.BO,BHEL.BO,BHARAT HEAVY ELECTRICALS LTD.,Bharat Heavy Electricals Limited,946871100,Asia/Kolkata,IST,19800000,127.65,104.0,46.0,75.66,75.0,none,35,64128598016,18.417,286849984,54535098368,236963692544,20.328,68.089,70642200000,0.071,0.29417,0.00121,-0.00769,INR,
6,BHEL House,Siri Fort,New Delhi,110049,India,91 11 6633 7000,91 11 6633 7428,https://www.bhel.com,Specialty Industrial Machinery,Industrials,"Bharat Heavy Electricals Limited operates as engineering and manufacturing company in India. The company operates in two segments: Power and Industry. It offers thermal power plants, nuclear power plants, gas-based power plants, hydro power plants, solar power systems, DG power plants, desalination and water treatment plants, systems and services, industrial systems, boilers, boiler auxiliaries, soot blowers, valves, piping systems, seamless steel tubes, steam turbines, turbo generators, industrial sets, castings and forgings, condenser and heat exchangers, pumps, compressors, solar photovoltaics, and automation and control systems. The company provides transmission systems control, software system solutions, medium voltage vacuum switchgears, on load tap changers, LT switchgears and bus ducts, transformers and reactors, capacitors, bushings, control gears, insulators, electrical machines, rail transportation systems, defense and aerospace products, transportation equipment, energy storage systems and e-mobility, oil field equipment, and fabricated equipment and mechanical packages. It serves customers in power-thermal, transmission, transportation, renewables, water, oil and gas, defense and aerospace, hydro, gas, nuclear and solar PV, energy storage, electric mobility, petrochemicals, and other industries. Bharat Heavy Electricals Limited was incorporated in 1964 and is based in New Delhi, India.",29536,"{'maxAge': 1, 'name': 'Mr. Alok  Ranjan', 'title': 'Chief Vigilance Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,5,2,1693526400,1703980800,86400,2,129.95,131.0,126.8,132.0,129.95,131.0,126.8,132.0,0.4,0.0031,1691712000,0.4348,0.856715,140.27472,26.538462,2096593,2096593,2626746,4284151,4284151,127.65,128.0,0,0,452493737984,54.75,148.95,1.9095488,106.2016,84.93595,0.0,0.0,INR,434891882496,0.0135699995,1281921624,3482060032,0.63185,0.22431,77.046,1.6568025,1680220800,1711843200,1688083200,3214899968,0.91,4.81,3:2,1506556800,1.835,1516.095,BSE,EQUITY,BHEL.BO,BHEL.BO,BHARAT HEAVY ELECTRICALS LTD.,Bharat Heavy Electricals Limited,946871100,Asia/Kolkata,IST,19800000,127.65,104.0,46.0,75.66,75.0,none,35,64128598016,18.417,286849984,54535098368,236963692544,20.328,68.089,70642200000,0.071,0.29417,0.00121,-0.00769,INR,
7,BHEL House,Siri Fort,New Delhi,110049,India,91 11 6633 7000,91 11 6633 7428,https://www.bhel.com,Specialty Industrial Machinery,Industrials,"Bharat Heavy Electricals Limited operates as engineering and manufacturing company in India. The company operates in two segments: Power and Industry. It offers thermal power plants, nuclear power plants, gas-based power plants, hydro power plants, solar power systems, DG power plants, desalination and water treatment plants, systems and services, industrial systems, boilers, boiler auxiliaries, soot blowers, valves, piping systems, seamless steel tubes, steam turbines, turbo generators, industrial sets, castings and forgings, condenser and heat exchangers, pumps, compressors, solar photovoltaics, and automation and control systems. The company provides transmission systems control, software system solutions, medium voltage vacuum switchgears, on load tap changers, LT switchgears and bus ducts, transformers and reactors, capacitors, bushings, control gears, insulators, electrical machines, rail transportation systems, defense and aerospace products, transportation equipment, energy storage systems and e-mobility, oil field equipment, and fabricated equipment and mechanical packages. It serves customers in power-thermal, transmission, transportation, renewables, water, oil and gas, defense and aerospace, hydro, gas, nuclear and solar PV, energy storage, electric mobility, petrochemicals, and other industries. Bharat Heavy Electricals Limited was incorporated in 1964 and is based in New Delhi, India.",29536,"{'maxAge': 1, 'name': 'Mr. Amit  Kerketta', 'title': 'GM & Head (Capex and SS&P) New Delhi', 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,5,2,1693526400,1703980800,86400,2,129.95,131.0,126.8,132.0,129.95,131.0,126.8,132.0,0.4,0.0031,1691712000,0.4348,0.856715,140.27472,26.538462,2096593,2096593,2626746,4284151,4284151,127.65,128.0,0,0,452493737984,54.75,148.95,1.9095488,106.2016,84.93595,0.0,0.0,INR,434891882496,0.0135699995,1281921624,3482060032,0.63185,0.22431,77.046,1.6568025,1680220800,1711843200,1688083200,3214899968,0.91,4.81,3:2,1506556800,1.835,1516.095,BSE,EQUITY,BHEL.BO,BHEL.BO,BHARAT HEAVY ELECTRICALS LTD.,Bharat Heavy Electricals Limited,946871100,Asia/Kolkata,IST,19800000,127.65,104.0,46.0,75.66,75.0,none,35,64128598016,18.417,286849984,54535098368,236963692544,20.328,68.089,70642200000,0.071,0.29417,0.00121,-0.00769,INR,
8,BHEL House,Siri Fort,New Delhi,110049,India,91 11 6633 7000,91 11 6633 7428,https://www.bhel.com,Specialty Industrial Machinery,Industrials,"Bharat Heavy Electricals Limited operates as engineering and manufacturing company in India. The company operates in two segments: Power and Industry. It offers thermal power plants, nuclear power plants, gas-based power plants, hydro power plants, solar power systems, DG power plants, desalination and water treatment plants, systems and services, industrial systems, boilers, boiler auxiliaries, soot blowers, valves, piping systems, seamless steel tubes, steam turbines, turbo generators, industrial sets, castings and forgings, condenser and heat exchangers, pumps, compressors, solar photovoltaics, and automation and control systems. The company provides transmission systems control, software system solutions, medium voltage vacuum switchgears, on load tap changers, LT switchgears and bus ducts, transformers and reactors, capacitors, bushings, control gears, insulators, electrical machines, rail transportation systems, defense and aerospace products, transportation equipment, energy storage systems and e-mobility, oil field equipment, and fabricated equipment and mechanical packages. It serves customers in power-thermal, transmission, transportation, renewables, water, oil and gas, defense and aerospace, hydro, gas, nuclear and solar PV, energy storage, electric mobility, petrochemicals, and other industries. Bharat Heavy Electricals Limited was incorporated in 1964 and is based in New Delhi, India.",29536,"{'maxAge': 1, 'name': 'Mr. Sanjeev Kumar Kak', 'title': 'GM & Head of ROD', 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,5,2,1693526400,1703980800,86400,2,129.95,131.0,126.8,132.0,129.95,131.0,126.8,132.0,0.4,0.0031,1691712000,0.4348,0.856715,140.27472,26.538462,2096593,2096593,2626746,4284151,4284151,127.65,128.0,0,0,452493737984,54.75,148.95,1.9095488,106.2016,84.93595,0.0,0.0,INR,434891882496,0.0135699995,1281921624,3482060032,0.63185,0.22431,77.046,1.6568025,1680220800,1711843200,1688083200,3214899968,0.91,4.81,3:2,1506556800,1.835,1516.095,BSE,EQUITY,BHEL.BO,BHEL.BO,BHARAT HEAVY ELECTRICALS LTD.,Bharat Heavy Electricals Limited,946871100,Asia/Kolkata,IST,19800000,127.65,104.0,46.0,75.66,75.0,none,35,64128598016,18.417,286849984,54535098368,236963692544,20.328,68.089,70642200000,0.071,0.29417,0.00121,-0.00769,INR,
9,BHEL House,Siri Fort,New Delhi,110049,India,91 11 6633 7000,91 11 6633 7428,https://www.bhel.com,Specialty Industrial Machinery,Industrials,"Bharat Heavy Electricals Limited operates as engineering and manufacturing company in India. The company operates in two segments: Power and Industry. It offers thermal power plants, nuclear power plants, gas-based power plants, hydro power plants, solar power systems, DG power plants, desalination and water treatment plants, systems and services, industrial systems, boilers, boiler auxiliaries, soot blowers, valves, piping systems, seamless steel tubes, steam turbines, turbo generators, industrial sets, castings and forgings, condenser and heat exchangers, pumps, compressors, solar photovoltaics, and automation and control systems. The company provides transmission systems control, software system solutions, medium voltage vacuum switchgears, on load tap changers, LT switchgears and bus ducts, transformers and reactors, capacitors, bushings, control gears, insulators, electrical machines, rail transportation systems, defense and aerospace products, transportation equipment, energy storage systems and e-mobility, oil field equipment, and fabricated equipment and mechanical packages. It serves customers in power-thermal, transmission, transportation, renewables, water, oil and gas, defense and aerospace, hydro, gas, nuclear and solar PV, energy storage, electric mobility, petrochemicals, and other industries. Bharat Heavy Electricals Limited was incorporated in 1964 and is based in New Delhi, India.",29536,"{'maxAge': 1, 'name': 'Mr. B.  Balasubramanian', 'title': 'GM & Head of NBG - Noida', 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,5,2,1693526400,1703980800,86400,2,129.95,131.0,126.8,132.0,129.95,131.0,126.8,132.0,0.4,0.0031,1691712000,0.4348,0.856715,140.27472,26.538462,2096593,2096593,2626746,4284151,4284151,127.65,128.0,0,0,452493737984,54.75,148.95,1.9095488,106.2016,84.93595,0.0,0.0,INR,434891882496,0.0135699995,1281921624,3482060032,0.63185,0.22431,77.046,1.6568025,1680220800,1711843200,1688083200,3214899968,0.91,4.81,3:2,1506556800,1.835,1516.095,BSE,EQUITY,BHEL.BO,BHEL.BO,BHARAT HEAVY ELECTRICALS LTD.,Bharat Heavy Electricals Limited,946871100,Asia/Kolkata,IST,19800000,127.65,104.0,46.0,75.66,75.0,none,35,64128598016,18.417,286849984,54535098368,236963692544,20.328,68.089,70642200000,0.071,0.29417,0.00121,-0.00769,INR,
