,address1,address2,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,40 Gloucester Street,Level 2,The Rocks,NSW,2000,Australia,61 2 9053 6753,61 2 9137 7300,https://www.tz.net,Security & Protection Services,Security & Protection Services,Industrials,Industrials,"TZ Limited, together with its subsidiaries, develops intelligent devices and smart device systems that enable the commercialization of hardware and software solutions for the management, control, and monitoring of business assets. It offers employee day, campus package, end to trip, and asset management lockers. The company also offers associated value-added services. It operates in Australia, the United States, Europe, the Middle East, Africa, and Singapore. TZ Limited was incorporated in 1996 and is based in The Rocks, Australia.","{'maxAge': 1, 'name': 'Mr. John  Wilson', 'title': 'Chief Exec. Officer', 'fiscalYear': 2023, 'totalPay': 257126, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,0.02,0.02,0.019,0.02,0.02,0.02,0.019,0.02,0.0,1.127627,1.9,289444,289444,166665,80290,80290,0.019,0.02,0,0,5135168,0.015,0.11,0.37189546,0.02368,0.043265,0.0,0.0,AUD,7884642,-0.43348,174035785,256758000,0.20265,0.26611,270272000,-0.015,1688083200,1719705600,1688083200,-5985562,-0.02,0.01,1:10,1513036800,0.571,-1.455,-0.81,0.14113986,ASX,EQUITY,TZL.AX,TZL.AX,TZ LIMITED FPO,TZ Limited,570409200,Australia/Sydney,AEST,3e2a32b3-c03c-33cf-ac79-e33bd099d320,finmb_4508955,36000000,0.019,none,862946,0.003,-5417237,3869184,0.329,0.561,13808095,0.06,-0.34761003,5400448,-2229,-2924034,-0.602,0.39111,-0.39231998,-0.40289003,AUD,
1,40 Gloucester Street,Level 2,The Rocks,NSW,2000,Australia,61 2 9053 6753,61 2 9137 7300,https://www.tz.net,Security & Protection Services,Security & Protection Services,Industrials,Industrials,"TZ Limited, together with its subsidiaries, develops intelligent devices and smart device systems that enable the commercialization of hardware and software solutions for the management, control, and monitoring of business assets. It offers employee day, campus package, end to trip, and asset management lockers. The company also offers associated value-added services. It operates in Australia, the United States, Europe, the Middle East, Africa, and Singapore. TZ Limited was incorporated in 1996 and is based in The Rocks, Australia.","{'maxAge': 1, 'name': 'Mr. Mathew  Watkins C.A.', 'title': 'Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,0.02,0.02,0.019,0.02,0.02,0.02,0.019,0.02,0.0,1.127627,1.9,289444,289444,166665,80290,80290,0.019,0.02,0,0,5135168,0.015,0.11,0.37189546,0.02368,0.043265,0.0,0.0,AUD,7884642,-0.43348,174035785,256758000,0.20265,0.26611,270272000,-0.015,1688083200,1719705600,1688083200,-5985562,-0.02,0.01,1:10,1513036800,0.571,-1.455,-0.81,0.14113986,ASX,EQUITY,TZL.AX,TZL.AX,TZ LIMITED FPO,TZ Limited,570409200,Australia/Sydney,AEST,3e2a32b3-c03c-33cf-ac79-e33bd099d320,finmb_4508955,36000000,0.019,none,862946,0.003,-5417237,3869184,0.329,0.561,13808095,0.06,-0.34761003,5400448,-2229,-2924034,-0.602,0.39111,-0.39231998,-0.40289003,AUD,
