,address1,address2,city,zip,country,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Ugland House,PO Box 309,Grand Cayman,KY1-1104,Cayman Islands,https://www.jinligroup.com.tw,Apparel Manufacturing,Consumer Cyclical,"Jinli Group Holdings Limited designs, manufactures, and sells fashion casual and sports shoes in China. It also designs and sells casual wear, including jeans and accessories. The company sells its products through agents and footwear traders. Jinli Group Holdings Limited was incorporated in 2010 is headquartered in Grand Cayman, the Cayman Islands.","{'maxAge': 1, 'name': 'Mr. Chun Lung  Chong', 'title': 'Chairman & GM', 'fiscalYear': 2021, 'totalPay': 560000, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,10.15,10.15,10.1,10.2,10.15,10.15,10.1,10.2,1598486400,0.0,0.908909,4.97549,137522,137522,223939,127491,127491,10.15,10.2,0,0,1885332096,9.12,11.9,13.221772,10.2566,10.5533,0.0,0.0,TWD,-3904662528,-0.95068,185747008,0.35821,0.0118700005,32.578,0.31155995,1672444800,1703980800,1688083200,-135560992,-0.73,2.04,1017:1000,1567382400,-27.383,26.166,TAI,EQUITY,8429.TW,8429.TW,JINLI GROUP HOLDINGS LTD,Jinli Group Holdings Limited,1355965200,Asia/Taipei,CST,28800000,10.15,none,5827624960,31.374,-149227008,37042000,88.489,88.652,142592992,0.612,0.768,-0.0152199995,-0.02177,-86612496,-112186000,-0.571,-0.10112,-1.04652,-1.1861,TWD,
1,Ugland House,PO Box 309,Grand Cayman,KY1-1104,Cayman Islands,https://www.jinligroup.com.tw,Apparel Manufacturing,Consumer Cyclical,"Jinli Group Holdings Limited designs, manufactures, and sells fashion casual and sports shoes in China. It also designs and sells casual wear, including jeans and accessories. The company sells its products through agents and footwear traders. Jinli Group Holdings Limited was incorporated in 2010 is headquartered in Grand Cayman, the Cayman Islands.","{'maxAge': 1, 'name': 'Mr. Simon  Poon', 'title': 'Director of Fin.', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,10.15,10.15,10.1,10.2,10.15,10.15,10.1,10.2,1598486400,0.0,0.908909,4.97549,137522,137522,223939,127491,127491,10.15,10.2,0,0,1885332096,9.12,11.9,13.221772,10.2566,10.5533,0.0,0.0,TWD,-3904662528,-0.95068,185747008,0.35821,0.0118700005,32.578,0.31155995,1672444800,1703980800,1688083200,-135560992,-0.73,2.04,1017:1000,1567382400,-27.383,26.166,TAI,EQUITY,8429.TW,8429.TW,JINLI GROUP HOLDINGS LTD,Jinli Group Holdings Limited,1355965200,Asia/Taipei,CST,28800000,10.15,none,5827624960,31.374,-149227008,37042000,88.489,88.652,142592992,0.612,0.768,-0.0152199995,-0.02177,-86612496,-112186000,-0.571,-0.10112,-1.04652,-1.1861,TWD,
