,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,lastFiscalYearEnd,nextFiscalYearEnd,netIncomeToCommon,lastSplitFactor,lastSplitDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1110 Brickell Avenue,Miami,FL,33131,United States,855-332-6296,305-459-1829,https://www.azflus.com,Drug Manufacturers—Specialty & Generic,Healthcare,"Amazonas Florestal, Ltd operates and manages timber tracts. The company was incorporated in 2008 and is based in Miami, Florida. Amazonas Florestal, Ltd was formerly known as Ecologic Systems, Inc and changed its name to Amazonas Florestal, Ltd in 2012. Amazonas Florestal, Ltd operates as a subsidiary of Peartrack Security Systems, Inc.",5,"{'maxAge': 1, 'name': 'Peter W. Stebbins', 'title': 'Chief Exec. Officer and Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,101.954704,1000000,1000000,1809021,1572755,1572755,0.0,0.0,0,0,13546,1e-06,0.0006,0.0001022,0.0001573,0.0,0.0,USD,0.0,13546500096,0.0,0.0,1325289600,1356912000,-21455,1:1000,1456876800,PNK,EQUITY,AZFL,AZFL,AMAZONAS FLORESTAL LTD,"Amazonas Florestal, Ltd",1357309800,America/New_York,EDT,-14400000,1e-06,none,0,0.0,0.0,0.0,USD,
1,1110 Brickell Avenue,Miami,FL,33131,United States,855-332-6296,305-459-1829,https://www.azflus.com,Drug Manufacturers—Specialty & Generic,Healthcare,"Amazonas Florestal, Ltd operates and manages timber tracts. The company was incorporated in 2008 and is based in Miami, Florida. Amazonas Florestal, Ltd was formerly known as Ecologic Systems, Inc and changed its name to Amazonas Florestal, Ltd in 2012. Amazonas Florestal, Ltd operates as a subsidiary of Peartrack Security Systems, Inc.",5,"{'maxAge': 1, 'name': 'Mr. Carlos  Martinez', 'title': 'CFO of Green America Laboratories, CFO & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,101.954704,1000000,1000000,1809021,1572755,1572755,0.0,0.0,0,0,13546,1e-06,0.0006,0.0001022,0.0001573,0.0,0.0,USD,0.0,13546500096,0.0,0.0,1325289600,1356912000,-21455,1:1000,1456876800,PNK,EQUITY,AZFL,AZFL,AMAZONAS FLORESTAL LTD,"Amazonas Florestal, Ltd",1357309800,America/New_York,EDT,-14400000,1e-06,none,0,0.0,0.0,0.0,USD,
