,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,780 Johnson Ferry Road NE,Suite 500,Atlanta,GA,30342,United States,404 949 0700,https://www.cumulusmedia.com,Broadcasting,Communication Services,"Cumulus Media Inc., an audio-first media company, owns and operates radio stations in the United States. It owns and operates 404 stations in 85 markets, as well as approximately 9,400 affiliated stations through Westwood One. The company's content portfolio includes sports, news, talk, and entertainment programming from various brands, including the NFL, the NCAA, the Masters, CNN, the AP, the Academy of Country Music Awards, and other partners. In addition, the company provides digital marketing services, such as email marketing, geo-targeted display and video solutions, website and microsite building, hosting, social media management, reputation management, and search engine marketing and optimization. The company serves advertisers through broadcast and on-demand digital, mobile, social, and voice-activated platforms. Cumulus Media Inc. was founded in 2002 and is based in Atlanta, Georgia.",2455,"{'maxAge': 1, 'name': 'Ms. Mary G. Berner', 'age': 63, 'title': 'Pres, CEO & Director', 'yearBorn': 1959, 'fiscalYear': 2022, 'totalPay': 3224969, 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,6,9,7,1693526400,1672444800,86400,4,4.55,4.4601,4.41,4.5454,4.55,4.4601,4.41,4.5454,0.0,1.613416,7.416666,75708,75708,138443,66040,66040,4.39,4.49,900,900,73275480,2.57,9.1,0.08136648,4.7736,4.846375,0.0,0.0,USD,801863296,-0.0156,14583432,16154300,222919,316475,1690761600,1693440000,0.0135,0.04467,0.57566,2.77,0.0163,23.033,0.19320105,1672444800,1703980800,1688083200,-14049000,-0.79,0.6,-0.32,1:8,1476316800,0.89,6.49,NGM,EQUITY,CMLS,CMLS,Cumulus Media Inc.,Cumulus Media Inc.,1533648600,America/New_York,EDT,-14400000,4.45,11.0,7.0,8.67,8.0,1.7,buy,3,92420000,5.613,123554000,821008000,1.947,2.132,900561024,216.468,49.064,0.0257,-0.03588,595984000,67818000,83144000,-0.112,0.61667,0.1372,0.07185,USD,
1,780 Johnson Ferry Road NE,Suite 500,Atlanta,GA,30342,United States,404 949 0700,https://www.cumulusmedia.com,Broadcasting,Communication Services,"Cumulus Media Inc., an audio-first media company, owns and operates radio stations in the United States. It owns and operates 404 stations in 85 markets, as well as approximately 9,400 affiliated stations through Westwood One. The company's content portfolio includes sports, news, talk, and entertainment programming from various brands, including the NFL, the NCAA, the Masters, CNN, the AP, the Academy of Country Music Awards, and other partners. In addition, the company provides digital marketing services, such as email marketing, geo-targeted display and video solutions, website and microsite building, hosting, social media management, reputation management, and search engine marketing and optimization. The company serves advertisers through broadcast and on-demand digital, mobile, social, and voice-activated platforms. Cumulus Media Inc. was founded in 2002 and is based in Atlanta, Georgia.",2455,"{'maxAge': 1, 'name': 'Mr. Francisco J. Lopez-Balboa', 'age': 61, 'title': 'Exec. VP, CFO & Treasurer', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 1781616, 'exercisedValue': 0, 'unexercisedValue': 51300}",5,4,6,9,7,1693526400,1672444800,86400,4,4.55,4.4601,4.41,4.5454,4.55,4.4601,4.41,4.5454,0.0,1.613416,7.416666,75708,75708,138443,66040,66040,4.39,4.49,900,900,73275480,2.57,9.1,0.08136648,4.7736,4.846375,0.0,0.0,USD,801863296,-0.0156,14583432,16154300,222919,316475,1690761600,1693440000,0.0135,0.04467,0.57566,2.77,0.0163,23.033,0.19320105,1672444800,1703980800,1688083200,-14049000,-0.79,0.6,-0.32,1:8,1476316800,0.89,6.49,NGM,EQUITY,CMLS,CMLS,Cumulus Media Inc.,Cumulus Media Inc.,1533648600,America/New_York,EDT,-14400000,4.45,11.0,7.0,8.67,8.0,1.7,buy,3,92420000,5.613,123554000,821008000,1.947,2.132,900561024,216.468,49.064,0.0257,-0.03588,595984000,67818000,83144000,-0.112,0.61667,0.1372,0.07185,USD,
2,780 Johnson Ferry Road NE,Suite 500,Atlanta,GA,30342,United States,404 949 0700,https://www.cumulusmedia.com,Broadcasting,Communication Services,"Cumulus Media Inc., an audio-first media company, owns and operates radio stations in the United States. It owns and operates 404 stations in 85 markets, as well as approximately 9,400 affiliated stations through Westwood One. The company's content portfolio includes sports, news, talk, and entertainment programming from various brands, including the NFL, the NCAA, the Masters, CNN, the AP, the Academy of Country Music Awards, and other partners. In addition, the company provides digital marketing services, such as email marketing, geo-targeted display and video solutions, website and microsite building, hosting, social media management, reputation management, and search engine marketing and optimization. The company serves advertisers through broadcast and on-demand digital, mobile, social, and voice-activated platforms. Cumulus Media Inc. was founded in 2002 and is based in Atlanta, Georgia.",2455,"{'maxAge': 1, 'name': 'Mr. Richard S. Denning', 'age': 55, 'title': 'Exec. VP, Sec. & Gen. Counsel', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 963100, 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,6,9,7,1693526400,1672444800,86400,4,4.55,4.4601,4.41,4.5454,4.55,4.4601,4.41,4.5454,0.0,1.613416,7.416666,75708,75708,138443,66040,66040,4.39,4.49,900,900,73275480,2.57,9.1,0.08136648,4.7736,4.846375,0.0,0.0,USD,801863296,-0.0156,14583432,16154300,222919,316475,1690761600,1693440000,0.0135,0.04467,0.57566,2.77,0.0163,23.033,0.19320105,1672444800,1703980800,1688083200,-14049000,-0.79,0.6,-0.32,1:8,1476316800,0.89,6.49,NGM,EQUITY,CMLS,CMLS,Cumulus Media Inc.,Cumulus Media Inc.,1533648600,America/New_York,EDT,-14400000,4.45,11.0,7.0,8.67,8.0,1.7,buy,3,92420000,5.613,123554000,821008000,1.947,2.132,900561024,216.468,49.064,0.0257,-0.03588,595984000,67818000,83144000,-0.112,0.61667,0.1372,0.07185,USD,
3,780 Johnson Ferry Road NE,Suite 500,Atlanta,GA,30342,United States,404 949 0700,https://www.cumulusmedia.com,Broadcasting,Communication Services,"Cumulus Media Inc., an audio-first media company, owns and operates radio stations in the United States. It owns and operates 404 stations in 85 markets, as well as approximately 9,400 affiliated stations through Westwood One. The company's content portfolio includes sports, news, talk, and entertainment programming from various brands, including the NFL, the NCAA, the Masters, CNN, the AP, the Academy of Country Music Awards, and other partners. In addition, the company provides digital marketing services, such as email marketing, geo-targeted display and video solutions, website and microsite building, hosting, social media management, reputation management, and search engine marketing and optimization. The company serves advertisers through broadcast and on-demand digital, mobile, social, and voice-activated platforms. Cumulus Media Inc. was founded in 2002 and is based in Atlanta, Georgia.",2455,"{'maxAge': 1, 'name': 'Mr. Dave  Milner', 'age': 53, 'title': 'Pres of Operations', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,6,9,7,1693526400,1672444800,86400,4,4.55,4.4601,4.41,4.5454,4.55,4.4601,4.41,4.5454,0.0,1.613416,7.416666,75708,75708,138443,66040,66040,4.39,4.49,900,900,73275480,2.57,9.1,0.08136648,4.7736,4.846375,0.0,0.0,USD,801863296,-0.0156,14583432,16154300,222919,316475,1690761600,1693440000,0.0135,0.04467,0.57566,2.77,0.0163,23.033,0.19320105,1672444800,1703980800,1688083200,-14049000,-0.79,0.6,-0.32,1:8,1476316800,0.89,6.49,NGM,EQUITY,CMLS,CMLS,Cumulus Media Inc.,Cumulus Media Inc.,1533648600,America/New_York,EDT,-14400000,4.45,11.0,7.0,8.67,8.0,1.7,buy,3,92420000,5.613,123554000,821008000,1.947,2.132,900561024,216.468,49.064,0.0257,-0.03588,595984000,67818000,83144000,-0.112,0.61667,0.1372,0.07185,USD,
4,780 Johnson Ferry Road NE,Suite 500,Atlanta,GA,30342,United States,404 949 0700,https://www.cumulusmedia.com,Broadcasting,Communication Services,"Cumulus Media Inc., an audio-first media company, owns and operates radio stations in the United States. It owns and operates 404 stations in 85 markets, as well as approximately 9,400 affiliated stations through Westwood One. The company's content portfolio includes sports, news, talk, and entertainment programming from various brands, including the NFL, the NCAA, the Masters, CNN, the AP, the Academy of Country Music Awards, and other partners. In addition, the company provides digital marketing services, such as email marketing, geo-targeted display and video solutions, website and microsite building, hosting, social media management, reputation management, and search engine marketing and optimization. The company serves advertisers through broadcast and on-demand digital, mobile, social, and voice-activated platforms. Cumulus Media Inc. was founded in 2002 and is based in Atlanta, Georgia.",2455,"{'maxAge': 1, 'name': 'Mr. Robert J Walker', 'age': 61, 'title': 'Pres of Operations', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,6,9,7,1693526400,1672444800,86400,4,4.55,4.4601,4.41,4.5454,4.55,4.4601,4.41,4.5454,0.0,1.613416,7.416666,75708,75708,138443,66040,66040,4.39,4.49,900,900,73275480,2.57,9.1,0.08136648,4.7736,4.846375,0.0,0.0,USD,801863296,-0.0156,14583432,16154300,222919,316475,1690761600,1693440000,0.0135,0.04467,0.57566,2.77,0.0163,23.033,0.19320105,1672444800,1703980800,1688083200,-14049000,-0.79,0.6,-0.32,1:8,1476316800,0.89,6.49,NGM,EQUITY,CMLS,CMLS,Cumulus Media Inc.,Cumulus Media Inc.,1533648600,America/New_York,EDT,-14400000,4.45,11.0,7.0,8.67,8.0,1.7,buy,3,92420000,5.613,123554000,821008000,1.947,2.132,900561024,216.468,49.064,0.0257,-0.03588,595984000,67818000,83144000,-0.112,0.61667,0.1372,0.07185,USD,
5,780 Johnson Ferry Road NE,Suite 500,Atlanta,GA,30342,United States,404 949 0700,https://www.cumulusmedia.com,Broadcasting,Communication Services,"Cumulus Media Inc., an audio-first media company, owns and operates radio stations in the United States. It owns and operates 404 stations in 85 markets, as well as approximately 9,400 affiliated stations through Westwood One. The company's content portfolio includes sports, news, talk, and entertainment programming from various brands, including the NFL, the NCAA, the Masters, CNN, the AP, the Academy of Country Music Awards, and other partners. In addition, the company provides digital marketing services, such as email marketing, geo-targeted display and video solutions, website and microsite building, hosting, social media management, reputation management, and search engine marketing and optimization. The company serves advertisers through broadcast and on-demand digital, mobile, social, and voice-activated platforms. Cumulus Media Inc. was founded in 2002 and is based in Atlanta, Georgia.",2455,"{'maxAge': 1, 'name': 'Ms. Sallie  Kimbrough', 'title': 'Principal Accounting Officer, VP of Fin.  & Corp. Controller', 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,6,9,7,1693526400,1672444800,86400,4,4.55,4.4601,4.41,4.5454,4.55,4.4601,4.41,4.5454,0.0,1.613416,7.416666,75708,75708,138443,66040,66040,4.39,4.49,900,900,73275480,2.57,9.1,0.08136648,4.7736,4.846375,0.0,0.0,USD,801863296,-0.0156,14583432,16154300,222919,316475,1690761600,1693440000,0.0135,0.04467,0.57566,2.77,0.0163,23.033,0.19320105,1672444800,1703980800,1688083200,-14049000,-0.79,0.6,-0.32,1:8,1476316800,0.89,6.49,NGM,EQUITY,CMLS,CMLS,Cumulus Media Inc.,Cumulus Media Inc.,1533648600,America/New_York,EDT,-14400000,4.45,11.0,7.0,8.67,8.0,1.7,buy,3,92420000,5.613,123554000,821008000,1.947,2.132,900561024,216.468,49.064,0.0257,-0.03588,595984000,67818000,83144000,-0.112,0.61667,0.1372,0.07185,USD,
6,780 Johnson Ferry Road NE,Suite 500,Atlanta,GA,30342,United States,404 949 0700,https://www.cumulusmedia.com,Broadcasting,Communication Services,"Cumulus Media Inc., an audio-first media company, owns and operates radio stations in the United States. It owns and operates 404 stations in 85 markets, as well as approximately 9,400 affiliated stations through Westwood One. The company's content portfolio includes sports, news, talk, and entertainment programming from various brands, including the NFL, the NCAA, the Masters, CNN, the AP, the Academy of Country Music Awards, and other partners. In addition, the company provides digital marketing services, such as email marketing, geo-targeted display and video solutions, website and microsite building, hosting, social media management, reputation management, and search engine marketing and optimization. The company serves advertisers through broadcast and on-demand digital, mobile, social, and voice-activated platforms. Cumulus Media Inc. was founded in 2002 and is based in Atlanta, Georgia.",2455,"{'maxAge': 1, 'name': 'Mr. Conrad  Trautmann', 'title': 'Chief Technology Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,6,9,7,1693526400,1672444800,86400,4,4.55,4.4601,4.41,4.5454,4.55,4.4601,4.41,4.5454,0.0,1.613416,7.416666,75708,75708,138443,66040,66040,4.39,4.49,900,900,73275480,2.57,9.1,0.08136648,4.7736,4.846375,0.0,0.0,USD,801863296,-0.0156,14583432,16154300,222919,316475,1690761600,1693440000,0.0135,0.04467,0.57566,2.77,0.0163,23.033,0.19320105,1672444800,1703980800,1688083200,-14049000,-0.79,0.6,-0.32,1:8,1476316800,0.89,6.49,NGM,EQUITY,CMLS,CMLS,Cumulus Media Inc.,Cumulus Media Inc.,1533648600,America/New_York,EDT,-14400000,4.45,11.0,7.0,8.67,8.0,1.7,buy,3,92420000,5.613,123554000,821008000,1.947,2.132,900561024,216.468,49.064,0.0257,-0.03588,595984000,67818000,83144000,-0.112,0.61667,0.1372,0.07185,USD,
7,780 Johnson Ferry Road NE,Suite 500,Atlanta,GA,30342,United States,404 949 0700,https://www.cumulusmedia.com,Broadcasting,Communication Services,"Cumulus Media Inc., an audio-first media company, owns and operates radio stations in the United States. It owns and operates 404 stations in 85 markets, as well as approximately 9,400 affiliated stations through Westwood One. The company's content portfolio includes sports, news, talk, and entertainment programming from various brands, including the NFL, the NCAA, the Masters, CNN, the AP, the Academy of Country Music Awards, and other partners. In addition, the company provides digital marketing services, such as email marketing, geo-targeted display and video solutions, website and microsite building, hosting, social media management, reputation management, and search engine marketing and optimization. The company serves advertisers through broadcast and on-demand digital, mobile, social, and voice-activated platforms. Cumulus Media Inc. was founded in 2002 and is based in Atlanta, Georgia.",2455,"{'maxAge': 1, 'name': 'Mr. Collin  Jones', 'age': 35, 'title': 'Sr. VP of Corp. Devel. & Strategy', 'yearBorn': 1987, 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,6,9,7,1693526400,1672444800,86400,4,4.55,4.4601,4.41,4.5454,4.55,4.4601,4.41,4.5454,0.0,1.613416,7.416666,75708,75708,138443,66040,66040,4.39,4.49,900,900,73275480,2.57,9.1,0.08136648,4.7736,4.846375,0.0,0.0,USD,801863296,-0.0156,14583432,16154300,222919,316475,1690761600,1693440000,0.0135,0.04467,0.57566,2.77,0.0163,23.033,0.19320105,1672444800,1703980800,1688083200,-14049000,-0.79,0.6,-0.32,1:8,1476316800,0.89,6.49,NGM,EQUITY,CMLS,CMLS,Cumulus Media Inc.,Cumulus Media Inc.,1533648600,America/New_York,EDT,-14400000,4.45,11.0,7.0,8.67,8.0,1.7,buy,3,92420000,5.613,123554000,821008000,1.947,2.132,900561024,216.468,49.064,0.0257,-0.03588,595984000,67818000,83144000,-0.112,0.61667,0.1372,0.07185,USD,
8,780 Johnson Ferry Road NE,Suite 500,Atlanta,GA,30342,United States,404 949 0700,https://www.cumulusmedia.com,Broadcasting,Communication Services,"Cumulus Media Inc., an audio-first media company, owns and operates radio stations in the United States. It owns and operates 404 stations in 85 markets, as well as approximately 9,400 affiliated stations through Westwood One. The company's content portfolio includes sports, news, talk, and entertainment programming from various brands, including the NFL, the NCAA, the Masters, CNN, the AP, the Academy of Country Music Awards, and other partners. In addition, the company provides digital marketing services, such as email marketing, geo-targeted display and video solutions, website and microsite building, hosting, social media management, reputation management, and search engine marketing and optimization. The company serves advertisers through broadcast and on-demand digital, mobile, social, and voice-activated platforms. Cumulus Media Inc. was founded in 2002 and is based in Atlanta, Georgia.",2455,"{'maxAge': 1, 'name': 'Ms. Christina P. Albee', 'title': 'Chief Marketing Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,6,9,7,1693526400,1672444800,86400,4,4.55,4.4601,4.41,4.5454,4.55,4.4601,4.41,4.5454,0.0,1.613416,7.416666,75708,75708,138443,66040,66040,4.39,4.49,900,900,73275480,2.57,9.1,0.08136648,4.7736,4.846375,0.0,0.0,USD,801863296,-0.0156,14583432,16154300,222919,316475,1690761600,1693440000,0.0135,0.04467,0.57566,2.77,0.0163,23.033,0.19320105,1672444800,1703980800,1688083200,-14049000,-0.79,0.6,-0.32,1:8,1476316800,0.89,6.49,NGM,EQUITY,CMLS,CMLS,Cumulus Media Inc.,Cumulus Media Inc.,1533648600,America/New_York,EDT,-14400000,4.45,11.0,7.0,8.67,8.0,1.7,buy,3,92420000,5.613,123554000,821008000,1.947,2.132,900561024,216.468,49.064,0.0257,-0.03588,595984000,67818000,83144000,-0.112,0.61667,0.1372,0.07185,USD,
9,780 Johnson Ferry Road NE,Suite 500,Atlanta,GA,30342,United States,404 949 0700,https://www.cumulusmedia.com,Broadcasting,Communication Services,"Cumulus Media Inc., an audio-first media company, owns and operates radio stations in the United States. It owns and operates 404 stations in 85 markets, as well as approximately 9,400 affiliated stations through Westwood One. The company's content portfolio includes sports, news, talk, and entertainment programming from various brands, including the NFL, the NCAA, the Masters, CNN, the AP, the Academy of Country Music Awards, and other partners. In addition, the company provides digital marketing services, such as email marketing, geo-targeted display and video solutions, website and microsite building, hosting, social media management, reputation management, and search engine marketing and optimization. The company serves advertisers through broadcast and on-demand digital, mobile, social, and voice-activated platforms. Cumulus Media Inc. was founded in 2002 and is based in Atlanta, Georgia.",2455,"{'maxAge': 1, 'name': 'Ms. Suzanne M. Grimes', 'age': 63, 'title': 'Exec. VP of Corp. Marketing & Pres of Westwood One', 'yearBorn': 1959, 'fiscalYear': 2016, 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,6,9,7,1693526400,1672444800,86400,4,4.55,4.4601,4.41,4.5454,4.55,4.4601,4.41,4.5454,0.0,1.613416,7.416666,75708,75708,138443,66040,66040,4.39,4.49,900,900,73275480,2.57,9.1,0.08136648,4.7736,4.846375,0.0,0.0,USD,801863296,-0.0156,14583432,16154300,222919,316475,1690761600,1693440000,0.0135,0.04467,0.57566,2.77,0.0163,23.033,0.19320105,1672444800,1703980800,1688083200,-14049000,-0.79,0.6,-0.32,1:8,1476316800,0.89,6.49,NGM,EQUITY,CMLS,CMLS,Cumulus Media Inc.,Cumulus Media Inc.,1533648600,America/New_York,EDT,-14400000,4.45,11.0,7.0,8.67,8.0,1.7,buy,3,92420000,5.613,123554000,821008000,1.947,2.132,900561024,216.468,49.064,0.0257,-0.03588,595984000,67818000,83144000,-0.112,0.61667,0.1372,0.07185,USD,
