,address1,address2,city,zip,country,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"No. 255, Jiangchang Xi Road",Jing’an District,Shanghai,200436,China,https://www.sunartretail.com,Department Stores,Consumer Cyclical,"Sun Art Retail Group Limited, an investment holding company, operates brick-and-mortar stores and online sales channels in the People's Republic of China. It operates hypermarkets, superstores, and mini stores under RT-Mart, RT-Super, and RT-Mini names. The company provides consulting, investment, wholesaling, and retailing services. Sun Art Retail Group Limited was founded in 1998 and is based in Shanghai, the People's Republic of China.",107785,"{'maxAge': 1, 'name': 'Mr. Xiaohai  Lin', 'age': 50, 'title': 'CEO & Exec. Director', 'yearBorn': 1972, 'fiscalYear': 2023, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,8,10,7,1693526400,1703980800,86400,4,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,0.06,0.0247,1692576000,3.9679,1.009759,231.50002,6,6,154,0,0,2208440576,1.49,4.29,0.026397178,2.61518,3.19252,0.04,0.017278617,USD,-8579558400,0.0013,196374821,953969984,0.0,0.0,24.65,0.093914814,1680220800,1711843200,1680220800,109000000,0.01,-0.103,-2.643,PNK,EQUITY,SURRY,SURRY,SUN ART RETAIL GROUP LIMITED UN,Sun Art Retail Group Limited,1388673000,America/New_York,EDT,-14400000,2.315,none,19178999808,20.104,3246000128,7712000000,0.655,0.974,83661996032,31.872,87.7,0.00932,0.00317,4023249920,4302000128,-0.076,0.246,0.0388,0.011569999,CNY,
1,"No. 255, Jiangchang Xi Road",Jing’an District,Shanghai,200436,China,https://www.sunartretail.com,Department Stores,Consumer Cyclical,"Sun Art Retail Group Limited, an investment holding company, operates brick-and-mortar stores and online sales channels in the People's Republic of China. It operates hypermarkets, superstores, and mini stores under RT-Mart, RT-Super, and RT-Mini names. The company provides consulting, investment, wholesaling, and retailing services. Sun Art Retail Group Limited was founded in 1998 and is based in Shanghai, the People's Republic of China.",107785,"{'maxAge': 1, 'name': 'Ms. Desory Yiwen  Wan', 'age': 48, 'title': 'Chief Financial Officer', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,8,10,7,1693526400,1703980800,86400,4,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,0.06,0.0247,1692576000,3.9679,1.009759,231.50002,6,6,154,0,0,2208440576,1.49,4.29,0.026397178,2.61518,3.19252,0.04,0.017278617,USD,-8579558400,0.0013,196374821,953969984,0.0,0.0,24.65,0.093914814,1680220800,1711843200,1680220800,109000000,0.01,-0.103,-2.643,PNK,EQUITY,SURRY,SURRY,SUN ART RETAIL GROUP LIMITED UN,Sun Art Retail Group Limited,1388673000,America/New_York,EDT,-14400000,2.315,none,19178999808,20.104,3246000128,7712000000,0.655,0.974,83661996032,31.872,87.7,0.00932,0.00317,4023249920,4302000128,-0.076,0.246,0.0388,0.011569999,CNY,
2,"No. 255, Jiangchang Xi Road",Jing’an District,Shanghai,200436,China,https://www.sunartretail.com,Department Stores,Consumer Cyclical,"Sun Art Retail Group Limited, an investment holding company, operates brick-and-mortar stores and online sales channels in the People's Republic of China. It operates hypermarkets, superstores, and mini stores under RT-Mart, RT-Super, and RT-Mini names. The company provides consulting, investment, wholesaling, and retailing services. Sun Art Retail Group Limited was founded in 1998 and is based in Shanghai, the People's Republic of China.",107785,"{'maxAge': 1, 'name': 'Ms. Xiaobei  Gu', 'title': 'Investor Relations Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,8,10,7,1693526400,1703980800,86400,4,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,0.06,0.0247,1692576000,3.9679,1.009759,231.50002,6,6,154,0,0,2208440576,1.49,4.29,0.026397178,2.61518,3.19252,0.04,0.017278617,USD,-8579558400,0.0013,196374821,953969984,0.0,0.0,24.65,0.093914814,1680220800,1711843200,1680220800,109000000,0.01,-0.103,-2.643,PNK,EQUITY,SURRY,SURRY,SUN ART RETAIL GROUP LIMITED UN,Sun Art Retail Group Limited,1388673000,America/New_York,EDT,-14400000,2.315,none,19178999808,20.104,3246000128,7712000000,0.655,0.974,83661996032,31.872,87.7,0.00932,0.00317,4023249920,4302000128,-0.076,0.246,0.0388,0.011569999,CNY,
3,"No. 255, Jiangchang Xi Road",Jing’an District,Shanghai,200436,China,https://www.sunartretail.com,Department Stores,Consumer Cyclical,"Sun Art Retail Group Limited, an investment holding company, operates brick-and-mortar stores and online sales channels in the People's Republic of China. It operates hypermarkets, superstores, and mini stores under RT-Mart, RT-Super, and RT-Mini names. The company provides consulting, investment, wholesaling, and retailing services. Sun Art Retail Group Limited was founded in 1998 and is based in Shanghai, the People's Republic of China.",107785,"{'maxAge': 1, 'name': 'Ms. Ariel  Lu', 'title': 'Legal Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,8,10,7,1693526400,1703980800,86400,4,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,0.06,0.0247,1692576000,3.9679,1.009759,231.50002,6,6,154,0,0,2208440576,1.49,4.29,0.026397178,2.61518,3.19252,0.04,0.017278617,USD,-8579558400,0.0013,196374821,953969984,0.0,0.0,24.65,0.093914814,1680220800,1711843200,1680220800,109000000,0.01,-0.103,-2.643,PNK,EQUITY,SURRY,SURRY,SUN ART RETAIL GROUP LIMITED UN,Sun Art Retail Group Limited,1388673000,America/New_York,EDT,-14400000,2.315,none,19178999808,20.104,3246000128,7712000000,0.655,0.974,83661996032,31.872,87.7,0.00932,0.00317,4023249920,4302000128,-0.076,0.246,0.0388,0.011569999,CNY,
4,"No. 255, Jiangchang Xi Road",Jing’an District,Shanghai,200436,China,https://www.sunartretail.com,Department Stores,Consumer Cyclical,"Sun Art Retail Group Limited, an investment holding company, operates brick-and-mortar stores and online sales channels in the People's Republic of China. It operates hypermarkets, superstores, and mini stores under RT-Mart, RT-Super, and RT-Mini names. The company provides consulting, investment, wholesaling, and retailing services. Sun Art Retail Group Limited was founded in 1998 and is based in Shanghai, the People's Republic of China.",107785,"{'maxAge': 1, 'name': 'Ms. Hang Yu  Ho', 'title': 'Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,8,10,7,1693526400,1703980800,86400,4,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,0.06,0.0247,1692576000,3.9679,1.009759,231.50002,6,6,154,0,0,2208440576,1.49,4.29,0.026397178,2.61518,3.19252,0.04,0.017278617,USD,-8579558400,0.0013,196374821,953969984,0.0,0.0,24.65,0.093914814,1680220800,1711843200,1680220800,109000000,0.01,-0.103,-2.643,PNK,EQUITY,SURRY,SURRY,SUN ART RETAIL GROUP LIMITED UN,Sun Art Retail Group Limited,1388673000,America/New_York,EDT,-14400000,2.315,none,19178999808,20.104,3246000128,7712000000,0.655,0.974,83661996032,31.872,87.7,0.00932,0.00317,4023249920,4302000128,-0.076,0.246,0.0388,0.011569999,CNY,
