,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,profitMargins,lastFiscalYearEnd,nextFiscalYearEnd,netIncomeToCommon,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalRevenue,grossProfits,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Cap Etoile Building,58 Bd Gouvion-Saint-Cyr Cedex 17,Paris,75017,France,33 1 40 88 05 05,33 1 40 88 03 00,https://consort-group.com,Information Technology Services,Technology,"Consort NT Société anonyme, together with its subsidiaries, engages in designing, building, and operating infrastructures and solutions in France, Belgium, Luxembourg, Canada, and Morocco. The company engage in the implementation of internet of things solutions, data flow management, and mobile development. It also provides functional support, service desk, digital service desk, and security services, as well as testing/third-party application acceptance/approval services. The company serves the banking, insurance and healthcare, telecom and media, transport and logistics, and energy and utilities sectors, as well as industry, distribution, and services sectors under the Consort NT, Consortia, and ALTEA brands. Consort NT Société anonyme was founded in 1985 and is headquartered in Paris, France.","{'maxAge': 1, 'name': 'Mr. Jason  Guez', 'title': 'Chairman of Management Board, CEO, Pres & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,1.8,0.0257,1688515200,-0.767642,24,24,0,0,0,61.5,70.0,70.0,68.295,0.0,0.0,EUR,0.0359,1388448000,1419984000,4040000,PAR,EQUITY,MLCNT.PA,MLCNT.PA,CONSORT NT,Consort NT Société anonyme,970210800,Europe/Paris,CEST,7200000,68.0,none,112546000,32661000,0.2902,0.0,0.05568,EUR,
1,Cap Etoile Building,58 Bd Gouvion-Saint-Cyr Cedex 17,Paris,75017,France,33 1 40 88 05 05,33 1 40 88 03 00,https://consort-group.com,Information Technology Services,Technology,"Consort NT Société anonyme, together with its subsidiaries, engages in designing, building, and operating infrastructures and solutions in France, Belgium, Luxembourg, Canada, and Morocco. The company engage in the implementation of internet of things solutions, data flow management, and mobile development. It also provides functional support, service desk, digital service desk, and security services, as well as testing/third-party application acceptance/approval services. The company serves the banking, insurance and healthcare, telecom and media, transport and logistics, and energy and utilities sectors, as well as industry, distribution, and services sectors under the Consort NT, Consortia, and ALTEA brands. Consort NT Société anonyme was founded in 1985 and is headquartered in Paris, France.","{'maxAge': 1, 'name': 'Mr. Alexandre  Petroff', 'age': 56, 'title': 'Sec. and Director', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,1.8,0.0257,1688515200,-0.767642,24,24,0,0,0,61.5,70.0,70.0,68.295,0.0,0.0,EUR,0.0359,1388448000,1419984000,4040000,PAR,EQUITY,MLCNT.PA,MLCNT.PA,CONSORT NT,Consort NT Société anonyme,970210800,Europe/Paris,CEST,7200000,68.0,none,112546000,32661000,0.2902,0.0,0.05568,EUR,
