,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1221 Page Street,Kewanee,IL,61443,United States,800 477 4581,309 852 0260,https://www.bossholdingsinc.com,Footwear & Accessories,Consumer Cyclical,"Boss Holdings, Inc., together with its subsidiaries, imports, markets, and distributes pet supplies and cell phone accessories worldwide. The company also provides custom imprinting of inflatable and other products for the advertising specialties industry. It offers its products through wholesale distribution channels, retailers, convenience stores, travel centers, manufactures, and representatives, as well as direct online marketing to professional groomers, boarders, veterinarians, website, and catalogs. The company was founded in 1893 and is based in Kewanee, Illinois.","{'maxAge': 1, 'name': 'Mr. Kevin M. Hackett', 'age': 60, 'title': 'Chief Financial Officer', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",1230681600,86400,2,19.242,19.242,19.242,19.242,19.242,19.242,19.242,19.242,0.0,0.616528,9.767513,104,104,58,0,0,0.0,0.0,0,0,40870972,18.11,21.0,0.6393782,19.6336,19.35965,0.0,0.0,USD,16690242,-0.03381,2124050,0.0,0.0,28.732,0.6697063,1672444800,1703980800,1672444800,-2151000,1.97,0.261,-15.256,PNK,EQUITY,BSHI,BSHI,BOSS HLDGS INC,"Boss Holdings, Inc.",929021400,America/New_York,EDT,-14400000,19.242,none,24429000,12.53,-1094000,3604000,5.276,9.381,63923000,6.434,31.724,-0.02647,-0.037520003,12940000,-6438000,-6460000,0.03,0.20243,-0.01711,-0.044510003,USD,
1,1221 Page Street,Kewanee,IL,61443,United States,800 477 4581,309 852 0260,https://www.bossholdingsinc.com,Footwear & Accessories,Consumer Cyclical,"Boss Holdings, Inc., together with its subsidiaries, imports, markets, and distributes pet supplies and cell phone accessories worldwide. The company also provides custom imprinting of inflatable and other products for the advertising specialties industry. It offers its products through wholesale distribution channels, retailers, convenience stores, travel centers, manufactures, and representatives, as well as direct online marketing to professional groomers, boarders, veterinarians, website, and catalogs. The company was founded in 1893 and is based in Kewanee, Illinois.","{'maxAge': 1, 'name': 'Mr. Steven G. Pont', 'age': 67, 'title': 'Principal Financial Officer, Chief Accounting Officer, VP of Fin. & Treasurer', 'yearBorn': 1955, 'fiscalYear': 2008, 'totalPay': 141154, 'exercisedValue': 0, 'unexercisedValue': 0}",1230681600,86400,2,19.242,19.242,19.242,19.242,19.242,19.242,19.242,19.242,0.0,0.616528,9.767513,104,104,58,0,0,0.0,0.0,0,0,40870972,18.11,21.0,0.6393782,19.6336,19.35965,0.0,0.0,USD,16690242,-0.03381,2124050,0.0,0.0,28.732,0.6697063,1672444800,1703980800,1672444800,-2151000,1.97,0.261,-15.256,PNK,EQUITY,BSHI,BSHI,BOSS HLDGS INC,"Boss Holdings, Inc.",929021400,America/New_York,EDT,-14400000,19.242,none,24429000,12.53,-1094000,3604000,5.276,9.381,63923000,6.434,31.724,-0.02647,-0.037520003,12940000,-6438000,-6460000,0.03,0.20243,-0.01711,-0.044510003,USD,
2,1221 Page Street,Kewanee,IL,61443,United States,800 477 4581,309 852 0260,https://www.bossholdingsinc.com,Footwear & Accessories,Consumer Cyclical,"Boss Holdings, Inc., together with its subsidiaries, imports, markets, and distributes pet supplies and cell phone accessories worldwide. The company also provides custom imprinting of inflatable and other products for the advertising specialties industry. It offers its products through wholesale distribution channels, retailers, convenience stores, travel centers, manufactures, and representatives, as well as direct online marketing to professional groomers, boarders, veterinarians, website, and catalogs. The company was founded in 1893 and is based in Kewanee, Illinois.","{'maxAge': 1, 'name': 'Mr. Terrence J. Brizz', 'age': 67, 'title': 'Pres of Galaxy Balloons Incorporated', 'yearBorn': 1955, 'fiscalYear': 2008, 'totalPay': 175000, 'exercisedValue': 0, 'unexercisedValue': 0}",1230681600,86400,2,19.242,19.242,19.242,19.242,19.242,19.242,19.242,19.242,0.0,0.616528,9.767513,104,104,58,0,0,0.0,0.0,0,0,40870972,18.11,21.0,0.6393782,19.6336,19.35965,0.0,0.0,USD,16690242,-0.03381,2124050,0.0,0.0,28.732,0.6697063,1672444800,1703980800,1672444800,-2151000,1.97,0.261,-15.256,PNK,EQUITY,BSHI,BSHI,BOSS HLDGS INC,"Boss Holdings, Inc.",929021400,America/New_York,EDT,-14400000,19.242,none,24429000,12.53,-1094000,3604000,5.276,9.381,63923000,6.434,31.724,-0.02647,-0.037520003,12940000,-6438000,-6460000,0.03,0.20243,-0.01711,-0.044510003,USD,
