,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,returnOnAssets,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,145 Wellington Street West,Suite 1001,Toronto,ON,M5J 1H8,Canada,416-364-4986,416-364-2753,https://macdonaldmines.com,Gold,Basic Materials,"MacDonald Mines Exploration Ltd. engages in the acquisition, exploration, and development of mineral properties in Canada. The company explores for gold, silver, copper, cobalt, and nickel deposits. It owns 100% interest in the Scadding-Powerline-Jovan property that covers an area of 19,710 hectares located to the east of Sudbury in Northern Ontario. The company was formerly known as MacDonald Mines Limited. MacDonald Mines Exploration Ltd. was incorporated in 1936 and is based in Toronto, Canada.",3,"{'maxAge': 1, 'name': 'Ms. Fiona  Fitzmaurice ACCA, B.A., BA, C.P.A., CGA', 'title': 'Chief Financial Officer', 'fiscalYear': 2021, 'totalPay': 120000, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.05,0.045,0.045,0.05,0.05,0.045,0.045,0.05,0.0,0.693371,10416,10416,22533,63020,63020,0.045,0.055,0,0,1893860,0.045,0.2,0.0652,0.07125,0.0,0.0,CAD,1498299,0.0,36904851,37877200,9002,31450,1690761600,1693440000,0.0002,0.08534,0.01096,0.53,-0.008,1672444800,1703980800,1688083200,-990806,-0.03,1:10,1479772800,-1.213,VAN,EQUITY,BMK.V,BMK.V,MACDONALD MINES EXPL LTD.,MacDonald Mines Exploration Ltd.,838819800,America/Toronto,EDT,-14400000,0.05,none,395558,0.01,-1234843,0,0.561,0.578,-1.67013,-239336,-601946,0.0,0.0,0.0,CAD,
1,145 Wellington Street West,Suite 1001,Toronto,ON,M5J 1H8,Canada,416-364-4986,416-364-2753,https://macdonaldmines.com,Gold,Basic Materials,"MacDonald Mines Exploration Ltd. engages in the acquisition, exploration, and development of mineral properties in Canada. The company explores for gold, silver, copper, cobalt, and nickel deposits. It owns 100% interest in the Scadding-Powerline-Jovan property that covers an area of 19,710 hectares located to the east of Sudbury in Northern Ontario. The company was formerly known as MacDonald Mines Limited. MacDonald Mines Exploration Ltd. was incorporated in 1936 and is based in Toronto, Canada.",3,"{'maxAge': 1, 'name': 'Mr. Michael Bruno John Franz England', 'age': 58, 'title': 'Interim CEO & Director', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.05,0.045,0.045,0.05,0.05,0.045,0.045,0.05,0.0,0.693371,10416,10416,22533,63020,63020,0.045,0.055,0,0,1893860,0.045,0.2,0.0652,0.07125,0.0,0.0,CAD,1498299,0.0,36904851,37877200,9002,31450,1690761600,1693440000,0.0002,0.08534,0.01096,0.53,-0.008,1672444800,1703980800,1688083200,-990806,-0.03,1:10,1479772800,-1.213,VAN,EQUITY,BMK.V,BMK.V,MACDONALD MINES EXPL LTD.,MacDonald Mines Exploration Ltd.,838819800,America/Toronto,EDT,-14400000,0.05,none,395558,0.01,-1234843,0,0.561,0.578,-1.67013,-239336,-601946,0.0,0.0,0.0,CAD,
2,145 Wellington Street West,Suite 1001,Toronto,ON,M5J 1H8,Canada,416-364-4986,416-364-2753,https://macdonaldmines.com,Gold,Basic Materials,"MacDonald Mines Exploration Ltd. engages in the acquisition, exploration, and development of mineral properties in Canada. The company explores for gold, silver, copper, cobalt, and nickel deposits. It owns 100% interest in the Scadding-Powerline-Jovan property that covers an area of 19,710 hectares located to the east of Sudbury in Northern Ontario. The company was formerly known as MacDonald Mines Limited. MacDonald Mines Exploration Ltd. was incorporated in 1936 and is based in Toronto, Canada.",3,"{'maxAge': 1, 'name': 'Mr. Brent A. Nykoliation B.Com.', 'age': 53, 'title': 'Sr. VP of Bus. Devel.', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.05,0.045,0.045,0.05,0.05,0.045,0.045,0.05,0.0,0.693371,10416,10416,22533,63020,63020,0.045,0.055,0,0,1893860,0.045,0.2,0.0652,0.07125,0.0,0.0,CAD,1498299,0.0,36904851,37877200,9002,31450,1690761600,1693440000,0.0002,0.08534,0.01096,0.53,-0.008,1672444800,1703980800,1688083200,-990806,-0.03,1:10,1479772800,-1.213,VAN,EQUITY,BMK.V,BMK.V,MACDONALD MINES EXPL LTD.,MacDonald Mines Exploration Ltd.,838819800,America/Toronto,EDT,-14400000,0.05,none,395558,0.01,-1234843,0,0.561,0.578,-1.67013,-239336,-601946,0.0,0.0,0.0,CAD,
3,145 Wellington Street West,Suite 1001,Toronto,ON,M5J 1H8,Canada,416-364-4986,416-364-2753,https://macdonaldmines.com,Gold,Basic Materials,"MacDonald Mines Exploration Ltd. engages in the acquisition, exploration, and development of mineral properties in Canada. The company explores for gold, silver, copper, cobalt, and nickel deposits. It owns 100% interest in the Scadding-Powerline-Jovan property that covers an area of 19,710 hectares located to the east of Sudbury in Northern Ontario. The company was formerly known as MacDonald Mines Limited. MacDonald Mines Exploration Ltd. was incorporated in 1936 and is based in Toronto, Canada.",3,"{'maxAge': 1, 'name': 'Dr. Jean-Francois  Montreuil P.Geo., Ph.D.', 'title': 'Chief Geologist', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.05,0.045,0.045,0.05,0.05,0.045,0.045,0.05,0.0,0.693371,10416,10416,22533,63020,63020,0.045,0.055,0,0,1893860,0.045,0.2,0.0652,0.07125,0.0,0.0,CAD,1498299,0.0,36904851,37877200,9002,31450,1690761600,1693440000,0.0002,0.08534,0.01096,0.53,-0.008,1672444800,1703980800,1688083200,-990806,-0.03,1:10,1479772800,-1.213,VAN,EQUITY,BMK.V,BMK.V,MACDONALD MINES EXPL LTD.,MacDonald Mines Exploration Ltd.,838819800,America/Toronto,EDT,-14400000,0.05,none,395558,0.01,-1234843,0,0.561,0.578,-1.67013,-239336,-601946,0.0,0.0,0.0,CAD,
