,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2595 Kimhae-daero,Gimhae-si,50932,South Korea,82 5 5333 0771,82 5 5333 0778,https://www.nexencorp.com,Auto Parts,Consumer Cyclical,"Nexen Corporation manufactures and sells rubber products in South Korea. The company offers tubes and flaps, solid tires, carbon masterbatch pellets and sheets, golf balls, and bladders for tires. It also provides logistics services, including sea, bulk, air, inland transport and distribution, warehouse, and knock down. The company also exports and distributes its products to approximately 140 countries. Nexen Corporation was founded in 1968 and is headquartered in Gimhae, South Korea.","{'maxAge': 1, 'name': 'Mr. Ho-Chan  Kang', 'age': 51, 'title': 'CEO, Pres & Director', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,4240.0,4220.0,4155.0,4240.0,4240.0,4220.0,4155.0,4240.0,110.0,0.026199998,1672185600,0.28129998,1.92,0.788231,7991,7991,26199,6681,6681,4005.0,4205.0,0,0,217979158528,3705.0,4640.0,0.069870204,4162.6,4166.025,KRW,2881347125248,0.00685,20758091,49489100,0.59369,0.042,1672444800,1703980800,1688083200,1.44,19703519232,10:1,1463702400,0.924,9.556,KSC,EQUITY,005720.KS,005720.KS,NEXEN,Nexen Corporation,946944000,Asia/Seoul,KST,32400000,4200.0,none,347955200000,6893.198,301512228864,1982930092032,0.648,1.17,3119772598272,91.127,59638.25,0.01201,0.022650002,-286735007744,21453496320,1.504,0.025,0.20979999,0.09665,0.03001,KRW,
1,2595 Kimhae-daero,Gimhae-si,50932,South Korea,82 5 5333 0771,82 5 5333 0778,https://www.nexencorp.com,Auto Parts,Consumer Cyclical,"Nexen Corporation manufactures and sells rubber products in South Korea. The company offers tubes and flaps, solid tires, carbon masterbatch pellets and sheets, golf balls, and bladders for tires. It also provides logistics services, including sea, bulk, air, inland transport and distribution, warehouse, and knock down. The company also exports and distributes its products to approximately 140 countries. Nexen Corporation was founded in 1968 and is headquartered in Gimhae, South Korea.","{'maxAge': 1, 'name': 'Mr. Joong-Yeol  Bae', 'age': 64, 'title': 'VP, Gen. Director of Management, Production & Research and Director', 'yearBorn': 1958, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,4240.0,4220.0,4155.0,4240.0,4240.0,4220.0,4155.0,4240.0,110.0,0.026199998,1672185600,0.28129998,1.92,0.788231,7991,7991,26199,6681,6681,4005.0,4205.0,0,0,217979158528,3705.0,4640.0,0.069870204,4162.6,4166.025,KRW,2881347125248,0.00685,20758091,49489100,0.59369,0.042,1672444800,1703980800,1688083200,1.44,19703519232,10:1,1463702400,0.924,9.556,KSC,EQUITY,005720.KS,005720.KS,NEXEN,Nexen Corporation,946944000,Asia/Seoul,KST,32400000,4200.0,none,347955200000,6893.198,301512228864,1982930092032,0.648,1.17,3119772598272,91.127,59638.25,0.01201,0.022650002,-286735007744,21453496320,1.504,0.025,0.20979999,0.09665,0.03001,KRW,
