,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,ThinkPark Tower,1-1 Osaki 2-chome Shinagawa-ku,Tokyo,141-6025,Japan,81 3 6737 2343,81 3 6866-5104,https://www.shi.co.jp,Specialty Industrial Machinery,Industrials,"Sumitomo Heavy Industries, Ltd. manufactures and sells general machinery, advanced precision machinery, construction machinery, ships, and environmental plant facilities in Japan and internationally. Its Mechatronics segment offers gearmotors, gearboxes, motion control drives, motors and inverters, drive solutions, precision positioning equipment, laser systems, control systems, motion components, and collaborative robot. The company's Industrial Machinery segment provides injection molding machines, cryocoolers, ion implanters, PET tracer production systems, vacuum coasting equipment, steel tube air forming, non-destructive inspections, clean room system, cast iron and steel rolls for hot rolling, and coolant systems. Its Logistics & Construction segment offers hydraulic excavators, crawler cranes, material handing systems, parking systems, transfer molding presses, cryopumps, proton therapy systems, forging presses, lifting magnets, spinning machines, dust collectors, surface grinding machines, extrusion coating line, road machinery, foundation machines, logistics systems, and forklifts. The company's Energy & Lifelines segment provides circulating fluidized bed (CFB) boilers, liquid air energy storage, electrostatic precipitators, evaporation and crystallization facilities, waste heat boilers, CFB scrubbers, flue gas denitrification systems, industrial wastewater treatment facilities, steam turbines, distillation technology and extractors, mixing vessels, and food and beverage manufacturing facilities. This segment also offers bubbling fluidized bed boilers, rotary kiln-type recycling facilities, ash handling systems, fluidized bed gasifiers, waste-to-energy plants baghouses, digital services, water and sewage treatment systems, process pumps, reactor vessels, coke oven machines, and oils tankers. The company provides IT solutions and security services. Sumitomo Heavy Industries, Ltd. was founded in 1888 and is headquartered in Tokyo, Japan.",25211,"{'maxAge': 1, 'name': 'Mr. Shinji  Shimomura', 'age': 65, 'title': 'Pres, CEO & Representative Director', 'yearBorn': 1957, 'exercisedValue': 0, 'unexercisedValue': 0}",1,9,5,1,9,1693526400,86400,2,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,0.91,0.038599998,1703721600,0.3377,1.007882,9.380952,1,1,8,0,0,3161991680,18.955,23.64,0.0028308805,22.376,20.954,125.0,5.287648,USD,83288678400,0.019270001,119150181,122495000,0.05649,0.53578997,4994.543,0.0047331657,1672444800,1703980800,1688083200,21526999040,2.52,1:5,1506470400,0.075,0.78,PNK,EQUITY,SOHVF,SOHVF,SUMITOMO HEAVY INDUSTRIES,"Sumitomo Heavy Industries, Ltd.",1292509800,America/New_York,EDT,-14400000,23.64,none,90771996672,741.053,106764001280,162943991808,0.937,1.701,1116963995648,26.281,9118.169,0.03746,0.036429998,247875000000,-23738624000,43208998912,0.22192,0.09558,0.05939,JPY,
1,ThinkPark Tower,1-1 Osaki 2-chome Shinagawa-ku,Tokyo,141-6025,Japan,81 3 6737 2343,81 3 6866-5104,https://www.shi.co.jp,Specialty Industrial Machinery,Industrials,"Sumitomo Heavy Industries, Ltd. manufactures and sells general machinery, advanced precision machinery, construction machinery, ships, and environmental plant facilities in Japan and internationally. Its Mechatronics segment offers gearmotors, gearboxes, motion control drives, motors and inverters, drive solutions, precision positioning equipment, laser systems, control systems, motion components, and collaborative robot. The company's Industrial Machinery segment provides injection molding machines, cryocoolers, ion implanters, PET tracer production systems, vacuum coasting equipment, steel tube air forming, non-destructive inspections, clean room system, cast iron and steel rolls for hot rolling, and coolant systems. Its Logistics & Construction segment offers hydraulic excavators, crawler cranes, material handing systems, parking systems, transfer molding presses, cryopumps, proton therapy systems, forging presses, lifting magnets, spinning machines, dust collectors, surface grinding machines, extrusion coating line, road machinery, foundation machines, logistics systems, and forklifts. The company's Energy & Lifelines segment provides circulating fluidized bed (CFB) boilers, liquid air energy storage, electrostatic precipitators, evaporation and crystallization facilities, waste heat boilers, CFB scrubbers, flue gas denitrification systems, industrial wastewater treatment facilities, steam turbines, distillation technology and extractors, mixing vessels, and food and beverage manufacturing facilities. This segment also offers bubbling fluidized bed boilers, rotary kiln-type recycling facilities, ash handling systems, fluidized bed gasifiers, waste-to-energy plants baghouses, digital services, water and sewage treatment systems, process pumps, reactor vessels, coke oven machines, and oils tankers. The company provides IT solutions and security services. Sumitomo Heavy Industries, Ltd. was founded in 1888 and is headquartered in Tokyo, Japan.",25211,"{'maxAge': 1, 'name': 'Mr. Toshiro  Watanabe', 'age': 59, 'title': 'Director, Managing Exec. Officer and GM of Fin. & Accounting Headquarters', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",1,9,5,1,9,1693526400,86400,2,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,0.91,0.038599998,1703721600,0.3377,1.007882,9.380952,1,1,8,0,0,3161991680,18.955,23.64,0.0028308805,22.376,20.954,125.0,5.287648,USD,83288678400,0.019270001,119150181,122495000,0.05649,0.53578997,4994.543,0.0047331657,1672444800,1703980800,1688083200,21526999040,2.52,1:5,1506470400,0.075,0.78,PNK,EQUITY,SOHVF,SOHVF,SUMITOMO HEAVY INDUSTRIES,"Sumitomo Heavy Industries, Ltd.",1292509800,America/New_York,EDT,-14400000,23.64,none,90771996672,741.053,106764001280,162943991808,0.937,1.701,1116963995648,26.281,9118.169,0.03746,0.036429998,247875000000,-23738624000,43208998912,0.22192,0.09558,0.05939,JPY,
2,ThinkPark Tower,1-1 Osaki 2-chome Shinagawa-ku,Tokyo,141-6025,Japan,81 3 6737 2343,81 3 6866-5104,https://www.shi.co.jp,Specialty Industrial Machinery,Industrials,"Sumitomo Heavy Industries, Ltd. manufactures and sells general machinery, advanced precision machinery, construction machinery, ships, and environmental plant facilities in Japan and internationally. Its Mechatronics segment offers gearmotors, gearboxes, motion control drives, motors and inverters, drive solutions, precision positioning equipment, laser systems, control systems, motion components, and collaborative robot. The company's Industrial Machinery segment provides injection molding machines, cryocoolers, ion implanters, PET tracer production systems, vacuum coasting equipment, steel tube air forming, non-destructive inspections, clean room system, cast iron and steel rolls for hot rolling, and coolant systems. Its Logistics & Construction segment offers hydraulic excavators, crawler cranes, material handing systems, parking systems, transfer molding presses, cryopumps, proton therapy systems, forging presses, lifting magnets, spinning machines, dust collectors, surface grinding machines, extrusion coating line, road machinery, foundation machines, logistics systems, and forklifts. The company's Energy & Lifelines segment provides circulating fluidized bed (CFB) boilers, liquid air energy storage, electrostatic precipitators, evaporation and crystallization facilities, waste heat boilers, CFB scrubbers, flue gas denitrification systems, industrial wastewater treatment facilities, steam turbines, distillation technology and extractors, mixing vessels, and food and beverage manufacturing facilities. This segment also offers bubbling fluidized bed boilers, rotary kiln-type recycling facilities, ash handling systems, fluidized bed gasifiers, waste-to-energy plants baghouses, digital services, water and sewage treatment systems, process pumps, reactor vessels, coke oven machines, and oils tankers. The company provides IT solutions and security services. Sumitomo Heavy Industries, Ltd. was founded in 1888 and is headquartered in Tokyo, Japan.",25211,"{'maxAge': 1, 'name': 'Mr. Toshihiko  Chijiiwa', 'age': 62, 'title': 'Director, Sr. Managing Exec. Officer & GM of Technology Headquarters', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",1,9,5,1,9,1693526400,86400,2,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,0.91,0.038599998,1703721600,0.3377,1.007882,9.380952,1,1,8,0,0,3161991680,18.955,23.64,0.0028308805,22.376,20.954,125.0,5.287648,USD,83288678400,0.019270001,119150181,122495000,0.05649,0.53578997,4994.543,0.0047331657,1672444800,1703980800,1688083200,21526999040,2.52,1:5,1506470400,0.075,0.78,PNK,EQUITY,SOHVF,SOHVF,SUMITOMO HEAVY INDUSTRIES,"Sumitomo Heavy Industries, Ltd.",1292509800,America/New_York,EDT,-14400000,23.64,none,90771996672,741.053,106764001280,162943991808,0.937,1.701,1116963995648,26.281,9118.169,0.03746,0.036429998,247875000000,-23738624000,43208998912,0.22192,0.09558,0.05939,JPY,
3,ThinkPark Tower,1-1 Osaki 2-chome Shinagawa-ku,Tokyo,141-6025,Japan,81 3 6737 2343,81 3 6866-5104,https://www.shi.co.jp,Specialty Industrial Machinery,Industrials,"Sumitomo Heavy Industries, Ltd. manufactures and sells general machinery, advanced precision machinery, construction machinery, ships, and environmental plant facilities in Japan and internationally. Its Mechatronics segment offers gearmotors, gearboxes, motion control drives, motors and inverters, drive solutions, precision positioning equipment, laser systems, control systems, motion components, and collaborative robot. The company's Industrial Machinery segment provides injection molding machines, cryocoolers, ion implanters, PET tracer production systems, vacuum coasting equipment, steel tube air forming, non-destructive inspections, clean room system, cast iron and steel rolls for hot rolling, and coolant systems. Its Logistics & Construction segment offers hydraulic excavators, crawler cranes, material handing systems, parking systems, transfer molding presses, cryopumps, proton therapy systems, forging presses, lifting magnets, spinning machines, dust collectors, surface grinding machines, extrusion coating line, road machinery, foundation machines, logistics systems, and forklifts. The company's Energy & Lifelines segment provides circulating fluidized bed (CFB) boilers, liquid air energy storage, electrostatic precipitators, evaporation and crystallization facilities, waste heat boilers, CFB scrubbers, flue gas denitrification systems, industrial wastewater treatment facilities, steam turbines, distillation technology and extractors, mixing vessels, and food and beverage manufacturing facilities. This segment also offers bubbling fluidized bed boilers, rotary kiln-type recycling facilities, ash handling systems, fluidized bed gasifiers, waste-to-energy plants baghouses, digital services, water and sewage treatment systems, process pumps, reactor vessels, coke oven machines, and oils tankers. The company provides IT solutions and security services. Sumitomo Heavy Industries, Ltd. was founded in 1888 and is headquartered in Tokyo, Japan.",25211,"{'maxAge': 1, 'name': 'Kazutoshi  Shiraishi', 'title': 'Managing Exec. Officer & GM of HR Headquarters', 'exercisedValue': 0, 'unexercisedValue': 0}",1,9,5,1,9,1693526400,86400,2,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,0.91,0.038599998,1703721600,0.3377,1.007882,9.380952,1,1,8,0,0,3161991680,18.955,23.64,0.0028308805,22.376,20.954,125.0,5.287648,USD,83288678400,0.019270001,119150181,122495000,0.05649,0.53578997,4994.543,0.0047331657,1672444800,1703980800,1688083200,21526999040,2.52,1:5,1506470400,0.075,0.78,PNK,EQUITY,SOHVF,SOHVF,SUMITOMO HEAVY INDUSTRIES,"Sumitomo Heavy Industries, Ltd.",1292509800,America/New_York,EDT,-14400000,23.64,none,90771996672,741.053,106764001280,162943991808,0.937,1.701,1116963995648,26.281,9118.169,0.03746,0.036429998,247875000000,-23738624000,43208998912,0.22192,0.09558,0.05939,JPY,
4,ThinkPark Tower,1-1 Osaki 2-chome Shinagawa-ku,Tokyo,141-6025,Japan,81 3 6737 2343,81 3 6866-5104,https://www.shi.co.jp,Specialty Industrial Machinery,Industrials,"Sumitomo Heavy Industries, Ltd. manufactures and sells general machinery, advanced precision machinery, construction machinery, ships, and environmental plant facilities in Japan and internationally. Its Mechatronics segment offers gearmotors, gearboxes, motion control drives, motors and inverters, drive solutions, precision positioning equipment, laser systems, control systems, motion components, and collaborative robot. The company's Industrial Machinery segment provides injection molding machines, cryocoolers, ion implanters, PET tracer production systems, vacuum coasting equipment, steel tube air forming, non-destructive inspections, clean room system, cast iron and steel rolls for hot rolling, and coolant systems. Its Logistics & Construction segment offers hydraulic excavators, crawler cranes, material handing systems, parking systems, transfer molding presses, cryopumps, proton therapy systems, forging presses, lifting magnets, spinning machines, dust collectors, surface grinding machines, extrusion coating line, road machinery, foundation machines, logistics systems, and forklifts. The company's Energy & Lifelines segment provides circulating fluidized bed (CFB) boilers, liquid air energy storage, electrostatic precipitators, evaporation and crystallization facilities, waste heat boilers, CFB scrubbers, flue gas denitrification systems, industrial wastewater treatment facilities, steam turbines, distillation technology and extractors, mixing vessels, and food and beverage manufacturing facilities. This segment also offers bubbling fluidized bed boilers, rotary kiln-type recycling facilities, ash handling systems, fluidized bed gasifiers, waste-to-energy plants baghouses, digital services, water and sewage treatment systems, process pumps, reactor vessels, coke oven machines, and oils tankers. The company provides IT solutions and security services. Sumitomo Heavy Industries, Ltd. was founded in 1888 and is headquartered in Tokyo, Japan.",25211,"{'maxAge': 1, 'name': 'Mr. Kazuo  Hiraoka', 'age': 60, 'title': 'Director, Sr. Managing Exec. Officer & Head of Industrial Machinery Segment', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",1,9,5,1,9,1693526400,86400,2,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,0.91,0.038599998,1703721600,0.3377,1.007882,9.380952,1,1,8,0,0,3161991680,18.955,23.64,0.0028308805,22.376,20.954,125.0,5.287648,USD,83288678400,0.019270001,119150181,122495000,0.05649,0.53578997,4994.543,0.0047331657,1672444800,1703980800,1688083200,21526999040,2.52,1:5,1506470400,0.075,0.78,PNK,EQUITY,SOHVF,SOHVF,SUMITOMO HEAVY INDUSTRIES,"Sumitomo Heavy Industries, Ltd.",1292509800,America/New_York,EDT,-14400000,23.64,none,90771996672,741.053,106764001280,162943991808,0.937,1.701,1116963995648,26.281,9118.169,0.03746,0.036429998,247875000000,-23738624000,43208998912,0.22192,0.09558,0.05939,JPY,
5,ThinkPark Tower,1-1 Osaki 2-chome Shinagawa-ku,Tokyo,141-6025,Japan,81 3 6737 2343,81 3 6866-5104,https://www.shi.co.jp,Specialty Industrial Machinery,Industrials,"Sumitomo Heavy Industries, Ltd. manufactures and sells general machinery, advanced precision machinery, construction machinery, ships, and environmental plant facilities in Japan and internationally. Its Mechatronics segment offers gearmotors, gearboxes, motion control drives, motors and inverters, drive solutions, precision positioning equipment, laser systems, control systems, motion components, and collaborative robot. The company's Industrial Machinery segment provides injection molding machines, cryocoolers, ion implanters, PET tracer production systems, vacuum coasting equipment, steel tube air forming, non-destructive inspections, clean room system, cast iron and steel rolls for hot rolling, and coolant systems. Its Logistics & Construction segment offers hydraulic excavators, crawler cranes, material handing systems, parking systems, transfer molding presses, cryopumps, proton therapy systems, forging presses, lifting magnets, spinning machines, dust collectors, surface grinding machines, extrusion coating line, road machinery, foundation machines, logistics systems, and forklifts. The company's Energy & Lifelines segment provides circulating fluidized bed (CFB) boilers, liquid air energy storage, electrostatic precipitators, evaporation and crystallization facilities, waste heat boilers, CFB scrubbers, flue gas denitrification systems, industrial wastewater treatment facilities, steam turbines, distillation technology and extractors, mixing vessels, and food and beverage manufacturing facilities. This segment also offers bubbling fluidized bed boilers, rotary kiln-type recycling facilities, ash handling systems, fluidized bed gasifiers, waste-to-energy plants baghouses, digital services, water and sewage treatment systems, process pumps, reactor vessels, coke oven machines, and oils tankers. The company provides IT solutions and security services. Sumitomo Heavy Industries, Ltd. was founded in 1888 and is headquartered in Tokyo, Japan.",25211,"{'maxAge': 1, 'name': 'Mr. Shaun  Dean', 'age': 56, 'title': 'Managing Exec. Officer and GM of Europe Bus. Section, Power Transmission & Control Bus. Unit', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",1,9,5,1,9,1693526400,86400,2,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,0.91,0.038599998,1703721600,0.3377,1.007882,9.380952,1,1,8,0,0,3161991680,18.955,23.64,0.0028308805,22.376,20.954,125.0,5.287648,USD,83288678400,0.019270001,119150181,122495000,0.05649,0.53578997,4994.543,0.0047331657,1672444800,1703980800,1688083200,21526999040,2.52,1:5,1506470400,0.075,0.78,PNK,EQUITY,SOHVF,SOHVF,SUMITOMO HEAVY INDUSTRIES,"Sumitomo Heavy Industries, Ltd.",1292509800,America/New_York,EDT,-14400000,23.64,none,90771996672,741.053,106764001280,162943991808,0.937,1.701,1116963995648,26.281,9118.169,0.03746,0.036429998,247875000000,-23738624000,43208998912,0.22192,0.09558,0.05939,JPY,
6,ThinkPark Tower,1-1 Osaki 2-chome Shinagawa-ku,Tokyo,141-6025,Japan,81 3 6737 2343,81 3 6866-5104,https://www.shi.co.jp,Specialty Industrial Machinery,Industrials,"Sumitomo Heavy Industries, Ltd. manufactures and sells general machinery, advanced precision machinery, construction machinery, ships, and environmental plant facilities in Japan and internationally. Its Mechatronics segment offers gearmotors, gearboxes, motion control drives, motors and inverters, drive solutions, precision positioning equipment, laser systems, control systems, motion components, and collaborative robot. The company's Industrial Machinery segment provides injection molding machines, cryocoolers, ion implanters, PET tracer production systems, vacuum coasting equipment, steel tube air forming, non-destructive inspections, clean room system, cast iron and steel rolls for hot rolling, and coolant systems. Its Logistics & Construction segment offers hydraulic excavators, crawler cranes, material handing systems, parking systems, transfer molding presses, cryopumps, proton therapy systems, forging presses, lifting magnets, spinning machines, dust collectors, surface grinding machines, extrusion coating line, road machinery, foundation machines, logistics systems, and forklifts. The company's Energy & Lifelines segment provides circulating fluidized bed (CFB) boilers, liquid air energy storage, electrostatic precipitators, evaporation and crystallization facilities, waste heat boilers, CFB scrubbers, flue gas denitrification systems, industrial wastewater treatment facilities, steam turbines, distillation technology and extractors, mixing vessels, and food and beverage manufacturing facilities. This segment also offers bubbling fluidized bed boilers, rotary kiln-type recycling facilities, ash handling systems, fluidized bed gasifiers, waste-to-energy plants baghouses, digital services, water and sewage treatment systems, process pumps, reactor vessels, coke oven machines, and oils tankers. The company provides IT solutions and security services. Sumitomo Heavy Industries, Ltd. was founded in 1888 and is headquartered in Tokyo, Japan.",25211,"{'maxAge': 1, 'name': 'Mr. Toshiharu  Tanaka', 'age': 63, 'title': 'Sr. Managing Exec. Officer & GM of Global Promotion Office', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}",1,9,5,1,9,1693526400,86400,2,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,0.91,0.038599998,1703721600,0.3377,1.007882,9.380952,1,1,8,0,0,3161991680,18.955,23.64,0.0028308805,22.376,20.954,125.0,5.287648,USD,83288678400,0.019270001,119150181,122495000,0.05649,0.53578997,4994.543,0.0047331657,1672444800,1703980800,1688083200,21526999040,2.52,1:5,1506470400,0.075,0.78,PNK,EQUITY,SOHVF,SOHVF,SUMITOMO HEAVY INDUSTRIES,"Sumitomo Heavy Industries, Ltd.",1292509800,America/New_York,EDT,-14400000,23.64,none,90771996672,741.053,106764001280,162943991808,0.937,1.701,1116963995648,26.281,9118.169,0.03746,0.036429998,247875000000,-23738624000,43208998912,0.22192,0.09558,0.05939,JPY,
7,ThinkPark Tower,1-1 Osaki 2-chome Shinagawa-ku,Tokyo,141-6025,Japan,81 3 6737 2343,81 3 6866-5104,https://www.shi.co.jp,Specialty Industrial Machinery,Industrials,"Sumitomo Heavy Industries, Ltd. manufactures and sells general machinery, advanced precision machinery, construction machinery, ships, and environmental plant facilities in Japan and internationally. Its Mechatronics segment offers gearmotors, gearboxes, motion control drives, motors and inverters, drive solutions, precision positioning equipment, laser systems, control systems, motion components, and collaborative robot. The company's Industrial Machinery segment provides injection molding machines, cryocoolers, ion implanters, PET tracer production systems, vacuum coasting equipment, steel tube air forming, non-destructive inspections, clean room system, cast iron and steel rolls for hot rolling, and coolant systems. Its Logistics & Construction segment offers hydraulic excavators, crawler cranes, material handing systems, parking systems, transfer molding presses, cryopumps, proton therapy systems, forging presses, lifting magnets, spinning machines, dust collectors, surface grinding machines, extrusion coating line, road machinery, foundation machines, logistics systems, and forklifts. The company's Energy & Lifelines segment provides circulating fluidized bed (CFB) boilers, liquid air energy storage, electrostatic precipitators, evaporation and crystallization facilities, waste heat boilers, CFB scrubbers, flue gas denitrification systems, industrial wastewater treatment facilities, steam turbines, distillation technology and extractors, mixing vessels, and food and beverage manufacturing facilities. This segment also offers bubbling fluidized bed boilers, rotary kiln-type recycling facilities, ash handling systems, fluidized bed gasifiers, waste-to-energy plants baghouses, digital services, water and sewage treatment systems, process pumps, reactor vessels, coke oven machines, and oils tankers. The company provides IT solutions and security services. Sumitomo Heavy Industries, Ltd. was founded in 1888 and is headquartered in Tokyo, Japan.",25211,"{'maxAge': 1, 'name': 'Mr. Tatsuya  Endo', 'title': 'Sr. Managing Exec. Officer and GM of Ehime Works, Logistics & Construction Segment', 'exercisedValue': 0, 'unexercisedValue': 0}",1,9,5,1,9,1693526400,86400,2,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,0.91,0.038599998,1703721600,0.3377,1.007882,9.380952,1,1,8,0,0,3161991680,18.955,23.64,0.0028308805,22.376,20.954,125.0,5.287648,USD,83288678400,0.019270001,119150181,122495000,0.05649,0.53578997,4994.543,0.0047331657,1672444800,1703980800,1688083200,21526999040,2.52,1:5,1506470400,0.075,0.78,PNK,EQUITY,SOHVF,SOHVF,SUMITOMO HEAVY INDUSTRIES,"Sumitomo Heavy Industries, Ltd.",1292509800,America/New_York,EDT,-14400000,23.64,none,90771996672,741.053,106764001280,162943991808,0.937,1.701,1116963995648,26.281,9118.169,0.03746,0.036429998,247875000000,-23738624000,43208998912,0.22192,0.09558,0.05939,JPY,
8,ThinkPark Tower,1-1 Osaki 2-chome Shinagawa-ku,Tokyo,141-6025,Japan,81 3 6737 2343,81 3 6866-5104,https://www.shi.co.jp,Specialty Industrial Machinery,Industrials,"Sumitomo Heavy Industries, Ltd. manufactures and sells general machinery, advanced precision machinery, construction machinery, ships, and environmental plant facilities in Japan and internationally. Its Mechatronics segment offers gearmotors, gearboxes, motion control drives, motors and inverters, drive solutions, precision positioning equipment, laser systems, control systems, motion components, and collaborative robot. The company's Industrial Machinery segment provides injection molding machines, cryocoolers, ion implanters, PET tracer production systems, vacuum coasting equipment, steel tube air forming, non-destructive inspections, clean room system, cast iron and steel rolls for hot rolling, and coolant systems. Its Logistics & Construction segment offers hydraulic excavators, crawler cranes, material handing systems, parking systems, transfer molding presses, cryopumps, proton therapy systems, forging presses, lifting magnets, spinning machines, dust collectors, surface grinding machines, extrusion coating line, road machinery, foundation machines, logistics systems, and forklifts. The company's Energy & Lifelines segment provides circulating fluidized bed (CFB) boilers, liquid air energy storage, electrostatic precipitators, evaporation and crystallization facilities, waste heat boilers, CFB scrubbers, flue gas denitrification systems, industrial wastewater treatment facilities, steam turbines, distillation technology and extractors, mixing vessels, and food and beverage manufacturing facilities. This segment also offers bubbling fluidized bed boilers, rotary kiln-type recycling facilities, ash handling systems, fluidized bed gasifiers, waste-to-energy plants baghouses, digital services, water and sewage treatment systems, process pumps, reactor vessels, coke oven machines, and oils tankers. The company provides IT solutions and security services. Sumitomo Heavy Industries, Ltd. was founded in 1888 and is headquartered in Tokyo, Japan.",25211,"{'maxAge': 1, 'name': 'Hiroo  Morita', 'title': 'Managing Exec. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,9,5,1,9,1693526400,86400,2,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,0.91,0.038599998,1703721600,0.3377,1.007882,9.380952,1,1,8,0,0,3161991680,18.955,23.64,0.0028308805,22.376,20.954,125.0,5.287648,USD,83288678400,0.019270001,119150181,122495000,0.05649,0.53578997,4994.543,0.0047331657,1672444800,1703980800,1688083200,21526999040,2.52,1:5,1506470400,0.075,0.78,PNK,EQUITY,SOHVF,SOHVF,SUMITOMO HEAVY INDUSTRIES,"Sumitomo Heavy Industries, Ltd.",1292509800,America/New_York,EDT,-14400000,23.64,none,90771996672,741.053,106764001280,162943991808,0.937,1.701,1116963995648,26.281,9118.169,0.03746,0.036429998,247875000000,-23738624000,43208998912,0.22192,0.09558,0.05939,JPY,
9,ThinkPark Tower,1-1 Osaki 2-chome Shinagawa-ku,Tokyo,141-6025,Japan,81 3 6737 2343,81 3 6866-5104,https://www.shi.co.jp,Specialty Industrial Machinery,Industrials,"Sumitomo Heavy Industries, Ltd. manufactures and sells general machinery, advanced precision machinery, construction machinery, ships, and environmental plant facilities in Japan and internationally. Its Mechatronics segment offers gearmotors, gearboxes, motion control drives, motors and inverters, drive solutions, precision positioning equipment, laser systems, control systems, motion components, and collaborative robot. The company's Industrial Machinery segment provides injection molding machines, cryocoolers, ion implanters, PET tracer production systems, vacuum coasting equipment, steel tube air forming, non-destructive inspections, clean room system, cast iron and steel rolls for hot rolling, and coolant systems. Its Logistics & Construction segment offers hydraulic excavators, crawler cranes, material handing systems, parking systems, transfer molding presses, cryopumps, proton therapy systems, forging presses, lifting magnets, spinning machines, dust collectors, surface grinding machines, extrusion coating line, road machinery, foundation machines, logistics systems, and forklifts. The company's Energy & Lifelines segment provides circulating fluidized bed (CFB) boilers, liquid air energy storage, electrostatic precipitators, evaporation and crystallization facilities, waste heat boilers, CFB scrubbers, flue gas denitrification systems, industrial wastewater treatment facilities, steam turbines, distillation technology and extractors, mixing vessels, and food and beverage manufacturing facilities. This segment also offers bubbling fluidized bed boilers, rotary kiln-type recycling facilities, ash handling systems, fluidized bed gasifiers, waste-to-energy plants baghouses, digital services, water and sewage treatment systems, process pumps, reactor vessels, coke oven machines, and oils tankers. The company provides IT solutions and security services. Sumitomo Heavy Industries, Ltd. was founded in 1888 and is headquartered in Tokyo, Japan.",25211,"{'maxAge': 1, 'name': 'Taiji  Tsuchiya', 'title': 'Sr. Managing Exec. Officer of Mechatronics Segment Length', 'exercisedValue': 0, 'unexercisedValue': 0}",1,9,5,1,9,1693526400,86400,2,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,0.91,0.038599998,1703721600,0.3377,1.007882,9.380952,1,1,8,0,0,3161991680,18.955,23.64,0.0028308805,22.376,20.954,125.0,5.287648,USD,83288678400,0.019270001,119150181,122495000,0.05649,0.53578997,4994.543,0.0047331657,1672444800,1703980800,1688083200,21526999040,2.52,1:5,1506470400,0.075,0.78,PNK,EQUITY,SOHVF,SOHVF,SUMITOMO HEAVY INDUSTRIES,"Sumitomo Heavy Industries, Ltd.",1292509800,America/New_York,EDT,-14400000,23.64,none,90771996672,741.053,106764001280,162943991808,0.937,1.701,1116963995648,26.281,9118.169,0.03746,0.036429998,247875000000,-23738624000,43208998912,0.22192,0.09558,0.05939,JPY,
