,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1 Choice Hotels Circle,Suite 400,Rockville,MD,20850,United States,301 592 5000,301 592 6269,https://www.choicehotels.com,Lodging,Consumer Cyclical,"Choice Hotels International, Inc. together with its subsidiaries, operates as a hotel franchisor. The company operates through Hotel Franchising & Management and Other segments. It franchises lodging properties under the brand names of Comfort Inn, Comfort Suites, Quality, Clarion, Clarion Pointe, Sleep Inn, Econo Lodge, Rodeway Inn, MainStay Suites, Suburban Extended Stay Hotel, WoodSpring Suites, Everhome Suites, Cambria Hotels, Ascend Hotel Collection, Radisson Blu, Radisson RED, Radisson, Park Plaza, Country Inn & Suites, Radisson Inn & Suites , Park Inn by Radisson, Radisson Individuals, and Radisson Collection. The company also develops and markets cloud-based property management software to non-franchised hoteliers. Choice Hotels International, Inc. was founded in 1939 and is headquartered in Rockville, Maryland.",1789,"{'maxAge': 1, 'name': 'Mr. Patrick S. Pacious', 'age': 56, 'title': 'Pres, CEO & Director', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 5985719, 'exercisedValue': 0, 'unexercisedValue': 10452123}",5,5,9,5,7,1693526400,1672444800,86400,2,126.48,126.265,124.84,127.33,126.48,126.265,124.84,127.33,1.15,0.0092,1695945600,0.1885,1.282503,22.51885,18.472754,597035,597035,435127,388550,388550,124.98,125.05,900,800,6318862336,104.15,136.02,8.262013,127.0284,121.2849,1.05,0.008301707,USD,7695447552,0.38717997,38663648,50377600,4724192,4585454,1690761600,1693440000,0.0938,0.38271,0.62169,10.08,0.1535,1.089,115.17906,1672444800,1703980800,1688083200,-0.202,294411008,5.57,6.79,3.94,2:1,1130112000,10.062,14.83,NYQ,EQUITY,CHH,CHH,"Choice Hotels International, In","Choice Hotels International, Inc.",845472600,America/New_York,EDT,-14400000,125.43,142.0,104.0,128.0,128.0,3.0,hold,11,36167000,0.723,518928000,1457494016,0.643,0.856,764809024,2664.961,14.609,0.13884,1.25631,700052000,456875008,333451008,-0.127,0.193,0.91463995,0.67850995,0.6139,USD,1.5304
1,1 Choice Hotels Circle,Suite 400,Rockville,MD,20850,United States,301 592 5000,301 592 6269,https://www.choicehotels.com,Lodging,Consumer Cyclical,"Choice Hotels International, Inc. together with its subsidiaries, operates as a hotel franchisor. The company operates through Hotel Franchising & Management and Other segments. It franchises lodging properties under the brand names of Comfort Inn, Comfort Suites, Quality, Clarion, Clarion Pointe, Sleep Inn, Econo Lodge, Rodeway Inn, MainStay Suites, Suburban Extended Stay Hotel, WoodSpring Suites, Everhome Suites, Cambria Hotels, Ascend Hotel Collection, Radisson Blu, Radisson RED, Radisson, Park Plaza, Country Inn & Suites, Radisson Inn & Suites , Park Inn by Radisson, Radisson Individuals, and Radisson Collection. The company also develops and markets cloud-based property management software to non-franchised hoteliers. Choice Hotels International, Inc. was founded in 1939 and is headquartered in Rockville, Maryland.",1789,"{'maxAge': 1, 'name': 'Mr. Dominic E. Dragisich', 'age': 39, 'title': 'Exec. VP of Operations & Chief Global Brand Officer', 'yearBorn': 1983, 'fiscalYear': 2022, 'totalPay': 2012296, 'exercisedValue': 0, 'unexercisedValue': 1195954}",5,5,9,5,7,1693526400,1672444800,86400,2,126.48,126.265,124.84,127.33,126.48,126.265,124.84,127.33,1.15,0.0092,1695945600,0.1885,1.282503,22.51885,18.472754,597035,597035,435127,388550,388550,124.98,125.05,900,800,6318862336,104.15,136.02,8.262013,127.0284,121.2849,1.05,0.008301707,USD,7695447552,0.38717997,38663648,50377600,4724192,4585454,1690761600,1693440000,0.0938,0.38271,0.62169,10.08,0.1535,1.089,115.17906,1672444800,1703980800,1688083200,-0.202,294411008,5.57,6.79,3.94,2:1,1130112000,10.062,14.83,NYQ,EQUITY,CHH,CHH,"Choice Hotels International, In","Choice Hotels International, Inc.",845472600,America/New_York,EDT,-14400000,125.43,142.0,104.0,128.0,128.0,3.0,hold,11,36167000,0.723,518928000,1457494016,0.643,0.856,764809024,2664.961,14.609,0.13884,1.25631,700052000,456875008,333451008,-0.127,0.193,0.91463995,0.67850995,0.6139,USD,1.5304
2,1 Choice Hotels Circle,Suite 400,Rockville,MD,20850,United States,301 592 5000,301 592 6269,https://www.choicehotels.com,Lodging,Consumer Cyclical,"Choice Hotels International, Inc. together with its subsidiaries, operates as a hotel franchisor. The company operates through Hotel Franchising & Management and Other segments. It franchises lodging properties under the brand names of Comfort Inn, Comfort Suites, Quality, Clarion, Clarion Pointe, Sleep Inn, Econo Lodge, Rodeway Inn, MainStay Suites, Suburban Extended Stay Hotel, WoodSpring Suites, Everhome Suites, Cambria Hotels, Ascend Hotel Collection, Radisson Blu, Radisson RED, Radisson, Park Plaza, Country Inn & Suites, Radisson Inn & Suites , Park Inn by Radisson, Radisson Individuals, and Radisson Collection. The company also develops and markets cloud-based property management software to non-franchised hoteliers. Choice Hotels International, Inc. was founded in 1939 and is headquartered in Rockville, Maryland.",1789,"{'maxAge': 1, 'name': 'Ms. Simone  Wu', 'age': 57, 'title': 'Sr. VP of External Affairs, Gen. Counsel & Corp. Sec.', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 1274338, 'exercisedValue': 439707, 'unexercisedValue': 2040561}",5,5,9,5,7,1693526400,1672444800,86400,2,126.48,126.265,124.84,127.33,126.48,126.265,124.84,127.33,1.15,0.0092,1695945600,0.1885,1.282503,22.51885,18.472754,597035,597035,435127,388550,388550,124.98,125.05,900,800,6318862336,104.15,136.02,8.262013,127.0284,121.2849,1.05,0.008301707,USD,7695447552,0.38717997,38663648,50377600,4724192,4585454,1690761600,1693440000,0.0938,0.38271,0.62169,10.08,0.1535,1.089,115.17906,1672444800,1703980800,1688083200,-0.202,294411008,5.57,6.79,3.94,2:1,1130112000,10.062,14.83,NYQ,EQUITY,CHH,CHH,"Choice Hotels International, In","Choice Hotels International, Inc.",845472600,America/New_York,EDT,-14400000,125.43,142.0,104.0,128.0,128.0,3.0,hold,11,36167000,0.723,518928000,1457494016,0.643,0.856,764809024,2664.961,14.609,0.13884,1.25631,700052000,456875008,333451008,-0.127,0.193,0.91463995,0.67850995,0.6139,USD,1.5304
3,1 Choice Hotels Circle,Suite 400,Rockville,MD,20850,United States,301 592 5000,301 592 6269,https://www.choicehotels.com,Lodging,Consumer Cyclical,"Choice Hotels International, Inc. together with its subsidiaries, operates as a hotel franchisor. The company operates through Hotel Franchising & Management and Other segments. It franchises lodging properties under the brand names of Comfort Inn, Comfort Suites, Quality, Clarion, Clarion Pointe, Sleep Inn, Econo Lodge, Rodeway Inn, MainStay Suites, Suburban Extended Stay Hotel, WoodSpring Suites, Everhome Suites, Cambria Hotels, Ascend Hotel Collection, Radisson Blu, Radisson RED, Radisson, Park Plaza, Country Inn & Suites, Radisson Inn & Suites , Park Inn by Radisson, Radisson Individuals, and Radisson Collection. The company also develops and markets cloud-based property management software to non-franchised hoteliers. Choice Hotels International, Inc. was founded in 1939 and is headquartered in Rockville, Maryland.",1789,"{'maxAge': 1, 'name': 'Mr. David A. Pepper', 'age': 55, 'title': 'Chief Devel. Officer', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 1156960, 'exercisedValue': 2805347, 'unexercisedValue': 2203707}",5,5,9,5,7,1693526400,1672444800,86400,2,126.48,126.265,124.84,127.33,126.48,126.265,124.84,127.33,1.15,0.0092,1695945600,0.1885,1.282503,22.51885,18.472754,597035,597035,435127,388550,388550,124.98,125.05,900,800,6318862336,104.15,136.02,8.262013,127.0284,121.2849,1.05,0.008301707,USD,7695447552,0.38717997,38663648,50377600,4724192,4585454,1690761600,1693440000,0.0938,0.38271,0.62169,10.08,0.1535,1.089,115.17906,1672444800,1703980800,1688083200,-0.202,294411008,5.57,6.79,3.94,2:1,1130112000,10.062,14.83,NYQ,EQUITY,CHH,CHH,"Choice Hotels International, In","Choice Hotels International, Inc.",845472600,America/New_York,EDT,-14400000,125.43,142.0,104.0,128.0,128.0,3.0,hold,11,36167000,0.723,518928000,1457494016,0.643,0.856,764809024,2664.961,14.609,0.13884,1.25631,700052000,456875008,333451008,-0.127,0.193,0.91463995,0.67850995,0.6139,USD,1.5304
4,1 Choice Hotels Circle,Suite 400,Rockville,MD,20850,United States,301 592 5000,301 592 6269,https://www.choicehotels.com,Lodging,Consumer Cyclical,"Choice Hotels International, Inc. together with its subsidiaries, operates as a hotel franchisor. The company operates through Hotel Franchising & Management and Other segments. It franchises lodging properties under the brand names of Comfort Inn, Comfort Suites, Quality, Clarion, Clarion Pointe, Sleep Inn, Econo Lodge, Rodeway Inn, MainStay Suites, Suburban Extended Stay Hotel, WoodSpring Suites, Everhome Suites, Cambria Hotels, Ascend Hotel Collection, Radisson Blu, Radisson RED, Radisson, Park Plaza, Country Inn & Suites, Radisson Inn & Suites , Park Inn by Radisson, Radisson Individuals, and Radisson Collection. The company also develops and markets cloud-based property management software to non-franchised hoteliers. Choice Hotels International, Inc. was founded in 1939 and is headquartered in Rockville, Maryland.",1789,"{'maxAge': 1, 'name': 'Mr. Scott E. Oaksmith', 'age': 50, 'title': 'Chief Financial Officer', 'yearBorn': 1972, 'fiscalYear': 2017, 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,9,5,7,1693526400,1672444800,86400,2,126.48,126.265,124.84,127.33,126.48,126.265,124.84,127.33,1.15,0.0092,1695945600,0.1885,1.282503,22.51885,18.472754,597035,597035,435127,388550,388550,124.98,125.05,900,800,6318862336,104.15,136.02,8.262013,127.0284,121.2849,1.05,0.008301707,USD,7695447552,0.38717997,38663648,50377600,4724192,4585454,1690761600,1693440000,0.0938,0.38271,0.62169,10.08,0.1535,1.089,115.17906,1672444800,1703980800,1688083200,-0.202,294411008,5.57,6.79,3.94,2:1,1130112000,10.062,14.83,NYQ,EQUITY,CHH,CHH,"Choice Hotels International, In","Choice Hotels International, Inc.",845472600,America/New_York,EDT,-14400000,125.43,142.0,104.0,128.0,128.0,3.0,hold,11,36167000,0.723,518928000,1457494016,0.643,0.856,764809024,2664.961,14.609,0.13884,1.25631,700052000,456875008,333451008,-0.127,0.193,0.91463995,0.67850995,0.6139,USD,1.5304
5,1 Choice Hotels Circle,Suite 400,Rockville,MD,20850,United States,301 592 5000,301 592 6269,https://www.choicehotels.com,Lodging,Consumer Cyclical,"Choice Hotels International, Inc. together with its subsidiaries, operates as a hotel franchisor. The company operates through Hotel Franchising & Management and Other segments. It franchises lodging properties under the brand names of Comfort Inn, Comfort Suites, Quality, Clarion, Clarion Pointe, Sleep Inn, Econo Lodge, Rodeway Inn, MainStay Suites, Suburban Extended Stay Hotel, WoodSpring Suites, Everhome Suites, Cambria Hotels, Ascend Hotel Collection, Radisson Blu, Radisson RED, Radisson, Park Plaza, Country Inn & Suites, Radisson Inn & Suites , Park Inn by Radisson, Radisson Individuals, and Radisson Collection. The company also develops and markets cloud-based property management software to non-franchised hoteliers. Choice Hotels International, Inc. was founded in 1939 and is headquartered in Rockville, Maryland.",1789,"{'maxAge': 1, 'name': 'Ms. Anna  Scozzafava', 'title': 'Chief Strategy Officer & Sr. VP of Technology', 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,9,5,7,1693526400,1672444800,86400,2,126.48,126.265,124.84,127.33,126.48,126.265,124.84,127.33,1.15,0.0092,1695945600,0.1885,1.282503,22.51885,18.472754,597035,597035,435127,388550,388550,124.98,125.05,900,800,6318862336,104.15,136.02,8.262013,127.0284,121.2849,1.05,0.008301707,USD,7695447552,0.38717997,38663648,50377600,4724192,4585454,1690761600,1693440000,0.0938,0.38271,0.62169,10.08,0.1535,1.089,115.17906,1672444800,1703980800,1688083200,-0.202,294411008,5.57,6.79,3.94,2:1,1130112000,10.062,14.83,NYQ,EQUITY,CHH,CHH,"Choice Hotels International, In","Choice Hotels International, Inc.",845472600,America/New_York,EDT,-14400000,125.43,142.0,104.0,128.0,128.0,3.0,hold,11,36167000,0.723,518928000,1457494016,0.643,0.856,764809024,2664.961,14.609,0.13884,1.25631,700052000,456875008,333451008,-0.127,0.193,0.91463995,0.67850995,0.6139,USD,1.5304
6,1 Choice Hotels Circle,Suite 400,Rockville,MD,20850,United States,301 592 5000,301 592 6269,https://www.choicehotels.com,Lodging,Consumer Cyclical,"Choice Hotels International, Inc. together with its subsidiaries, operates as a hotel franchisor. The company operates through Hotel Franchising & Management and Other segments. It franchises lodging properties under the brand names of Comfort Inn, Comfort Suites, Quality, Clarion, Clarion Pointe, Sleep Inn, Econo Lodge, Rodeway Inn, MainStay Suites, Suburban Extended Stay Hotel, WoodSpring Suites, Everhome Suites, Cambria Hotels, Ascend Hotel Collection, Radisson Blu, Radisson RED, Radisson, Park Plaza, Country Inn & Suites, Radisson Inn & Suites , Park Inn by Radisson, Radisson Individuals, and Radisson Collection. The company also develops and markets cloud-based property management software to non-franchised hoteliers. Choice Hotels International, Inc. was founded in 1939 and is headquartered in Rockville, Maryland.",1789,"{'maxAge': 1, 'name': 'Mr. Brian  Kirkland M.B.A.', 'title': 'Chief Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,9,5,7,1693526400,1672444800,86400,2,126.48,126.265,124.84,127.33,126.48,126.265,124.84,127.33,1.15,0.0092,1695945600,0.1885,1.282503,22.51885,18.472754,597035,597035,435127,388550,388550,124.98,125.05,900,800,6318862336,104.15,136.02,8.262013,127.0284,121.2849,1.05,0.008301707,USD,7695447552,0.38717997,38663648,50377600,4724192,4585454,1690761600,1693440000,0.0938,0.38271,0.62169,10.08,0.1535,1.089,115.17906,1672444800,1703980800,1688083200,-0.202,294411008,5.57,6.79,3.94,2:1,1130112000,10.062,14.83,NYQ,EQUITY,CHH,CHH,"Choice Hotels International, In","Choice Hotels International, Inc.",845472600,America/New_York,EDT,-14400000,125.43,142.0,104.0,128.0,128.0,3.0,hold,11,36167000,0.723,518928000,1457494016,0.643,0.856,764809024,2664.961,14.609,0.13884,1.25631,700052000,456875008,333451008,-0.127,0.193,0.91463995,0.67850995,0.6139,USD,1.5304
7,1 Choice Hotels Circle,Suite 400,Rockville,MD,20850,United States,301 592 5000,301 592 6269,https://www.choicehotels.com,Lodging,Consumer Cyclical,"Choice Hotels International, Inc. together with its subsidiaries, operates as a hotel franchisor. The company operates through Hotel Franchising & Management and Other segments. It franchises lodging properties under the brand names of Comfort Inn, Comfort Suites, Quality, Clarion, Clarion Pointe, Sleep Inn, Econo Lodge, Rodeway Inn, MainStay Suites, Suburban Extended Stay Hotel, WoodSpring Suites, Everhome Suites, Cambria Hotels, Ascend Hotel Collection, Radisson Blu, Radisson RED, Radisson, Park Plaza, Country Inn & Suites, Radisson Inn & Suites , Park Inn by Radisson, Radisson Individuals, and Radisson Collection. The company also develops and markets cloud-based property management software to non-franchised hoteliers. Choice Hotels International, Inc. was founded in 1939 and is headquartered in Rockville, Maryland.",1789,"{'maxAge': 1, 'name': 'Mr. Chad  Fletcher', 'title': 'VP of Global Sales', 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,9,5,7,1693526400,1672444800,86400,2,126.48,126.265,124.84,127.33,126.48,126.265,124.84,127.33,1.15,0.0092,1695945600,0.1885,1.282503,22.51885,18.472754,597035,597035,435127,388550,388550,124.98,125.05,900,800,6318862336,104.15,136.02,8.262013,127.0284,121.2849,1.05,0.008301707,USD,7695447552,0.38717997,38663648,50377600,4724192,4585454,1690761600,1693440000,0.0938,0.38271,0.62169,10.08,0.1535,1.089,115.17906,1672444800,1703980800,1688083200,-0.202,294411008,5.57,6.79,3.94,2:1,1130112000,10.062,14.83,NYQ,EQUITY,CHH,CHH,"Choice Hotels International, In","Choice Hotels International, Inc.",845472600,America/New_York,EDT,-14400000,125.43,142.0,104.0,128.0,128.0,3.0,hold,11,36167000,0.723,518928000,1457494016,0.643,0.856,764809024,2664.961,14.609,0.13884,1.25631,700052000,456875008,333451008,-0.127,0.193,0.91463995,0.67850995,0.6139,USD,1.5304
8,1 Choice Hotels Circle,Suite 400,Rockville,MD,20850,United States,301 592 5000,301 592 6269,https://www.choicehotels.com,Lodging,Consumer Cyclical,"Choice Hotels International, Inc. together with its subsidiaries, operates as a hotel franchisor. The company operates through Hotel Franchising & Management and Other segments. It franchises lodging properties under the brand names of Comfort Inn, Comfort Suites, Quality, Clarion, Clarion Pointe, Sleep Inn, Econo Lodge, Rodeway Inn, MainStay Suites, Suburban Extended Stay Hotel, WoodSpring Suites, Everhome Suites, Cambria Hotels, Ascend Hotel Collection, Radisson Blu, Radisson RED, Radisson, Park Plaza, Country Inn & Suites, Radisson Inn & Suites , Park Inn by Radisson, Radisson Individuals, and Radisson Collection. The company also develops and markets cloud-based property management software to non-franchised hoteliers. Choice Hotels International, Inc. was founded in 1939 and is headquartered in Rockville, Maryland.",1789,"{'maxAge': 1, 'name': 'Ms. Noha  Abdalla', 'title': 'Chief Marketing Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,9,5,7,1693526400,1672444800,86400,2,126.48,126.265,124.84,127.33,126.48,126.265,124.84,127.33,1.15,0.0092,1695945600,0.1885,1.282503,22.51885,18.472754,597035,597035,435127,388550,388550,124.98,125.05,900,800,6318862336,104.15,136.02,8.262013,127.0284,121.2849,1.05,0.008301707,USD,7695447552,0.38717997,38663648,50377600,4724192,4585454,1690761600,1693440000,0.0938,0.38271,0.62169,10.08,0.1535,1.089,115.17906,1672444800,1703980800,1688083200,-0.202,294411008,5.57,6.79,3.94,2:1,1130112000,10.062,14.83,NYQ,EQUITY,CHH,CHH,"Choice Hotels International, In","Choice Hotels International, Inc.",845472600,America/New_York,EDT,-14400000,125.43,142.0,104.0,128.0,128.0,3.0,hold,11,36167000,0.723,518928000,1457494016,0.643,0.856,764809024,2664.961,14.609,0.13884,1.25631,700052000,456875008,333451008,-0.127,0.193,0.91463995,0.67850995,0.6139,USD,1.5304
9,1 Choice Hotels Circle,Suite 400,Rockville,MD,20850,United States,301 592 5000,301 592 6269,https://www.choicehotels.com,Lodging,Consumer Cyclical,"Choice Hotels International, Inc. together with its subsidiaries, operates as a hotel franchisor. The company operates through Hotel Franchising & Management and Other segments. It franchises lodging properties under the brand names of Comfort Inn, Comfort Suites, Quality, Clarion, Clarion Pointe, Sleep Inn, Econo Lodge, Rodeway Inn, MainStay Suites, Suburban Extended Stay Hotel, WoodSpring Suites, Everhome Suites, Cambria Hotels, Ascend Hotel Collection, Radisson Blu, Radisson RED, Radisson, Park Plaza, Country Inn & Suites, Radisson Inn & Suites , Park Inn by Radisson, Radisson Individuals, and Radisson Collection. The company also develops and markets cloud-based property management software to non-franchised hoteliers. Choice Hotels International, Inc. was founded in 1939 and is headquartered in Rockville, Maryland.",1789,"{'maxAge': 1, 'name': 'Mr. Patrick J. Cimerola', 'age': 53, 'title': 'Chief HR Officer', 'yearBorn': 1969, 'fiscalYear': 2018, 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,9,5,7,1693526400,1672444800,86400,2,126.48,126.265,124.84,127.33,126.48,126.265,124.84,127.33,1.15,0.0092,1695945600,0.1885,1.282503,22.51885,18.472754,597035,597035,435127,388550,388550,124.98,125.05,900,800,6318862336,104.15,136.02,8.262013,127.0284,121.2849,1.05,0.008301707,USD,7695447552,0.38717997,38663648,50377600,4724192,4585454,1690761600,1693440000,0.0938,0.38271,0.62169,10.08,0.1535,1.089,115.17906,1672444800,1703980800,1688083200,-0.202,294411008,5.57,6.79,3.94,2:1,1130112000,10.062,14.83,NYQ,EQUITY,CHH,CHH,"Choice Hotels International, In","Choice Hotels International, Inc.",845472600,America/New_York,EDT,-14400000,125.43,142.0,104.0,128.0,128.0,3.0,hold,11,36167000,0.723,518928000,1457494016,0.643,0.856,764809024,2664.961,14.609,0.13884,1.25631,700052000,456875008,333451008,-0.127,0.193,0.91463995,0.67850995,0.6139,USD,1.5304
