,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,10 Holker Street,Newington,NSW,2127,Australia,61 2 9739 8000,61 2 9739 9514,https://www.agtslots.com,Gambling,Consumer Cyclical,"Ainsworth Game Technology Limited designs, develops, manufactures, sells, distributes, and services electronic gaming machines, and other related equipment and services. The company also provides online real money and social games. It has operations in Australia, North America, Latin America, Europe, New Zealand, South Africa, Asia, and internationally. The company was incorporated in 1995 and is headquartered in Newington, Australia. Ainsworth Game Technology Limited is a subsidiary of Novomatic AG.","{'maxAge': 1, 'name': 'Magistrate Harald Michael Karl Neumann', 'age': 60, 'title': 'Chief Exec. Officer', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 934409, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.05,1.045,0.955,1.045,1.05,1.045,0.955,1.045,1538611200,0.0,1.280405,33.166668,12.4375,80185,80185,26835,35363,35363,1.0,1.03,0,0,353633952,0.77,1.35,1.4516219,1.03565,1.0311625,0.0,0.0,AUD,319851968,0.03522,108794543,336793984,0.66775,0.16263,0.974,1.0215605,1656547200,1688083200,1688083200,8580000,0.03,0.08,0.52,1:1,1195776000,1.313,13.825,ASX,EQUITY,AGI.AX,AGI.AX,AINSWORTH FPO,Ainsworth Game Technology Limited,1008543600,Australia/Sydney,AEST,36000000,0.995,1.35,1.35,1.35,1.35,2.0,buy,1,28040000,0.083,23135000,12782000,1.345,2.463,243612992,3.898,0.689,0.01713,0.027590001,138018000,16345125,12337000,0.6511,0.094969995,0.04541,AUD,
1,10 Holker Street,Newington,NSW,2127,Australia,61 2 9739 8000,61 2 9739 9514,https://www.agtslots.com,Gambling,Consumer Cyclical,"Ainsworth Game Technology Limited designs, develops, manufactures, sells, distributes, and services electronic gaming machines, and other related equipment and services. The company also provides online real money and social games. It has operations in Australia, North America, Latin America, Europe, New Zealand, South Africa, Asia, and internationally. The company was incorporated in 1995 and is headquartered in Newington, Australia. Ainsworth Game Technology Limited is a subsidiary of Novomatic AG.","{'maxAge': 1, 'name': 'Mr. Ryan  Comstock', 'title': 'Chief Operating Officer', 'fiscalYear': 2022, 'totalPay': 480553, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.05,1.045,0.955,1.045,1.05,1.045,0.955,1.045,1538611200,0.0,1.280405,33.166668,12.4375,80185,80185,26835,35363,35363,1.0,1.03,0,0,353633952,0.77,1.35,1.4516219,1.03565,1.0311625,0.0,0.0,AUD,319851968,0.03522,108794543,336793984,0.66775,0.16263,0.974,1.0215605,1656547200,1688083200,1688083200,8580000,0.03,0.08,0.52,1:1,1195776000,1.313,13.825,ASX,EQUITY,AGI.AX,AGI.AX,AINSWORTH FPO,Ainsworth Game Technology Limited,1008543600,Australia/Sydney,AEST,36000000,0.995,1.35,1.35,1.35,1.35,2.0,buy,1,28040000,0.083,23135000,12782000,1.345,2.463,243612992,3.898,0.689,0.01713,0.027590001,138018000,16345125,12337000,0.6511,0.094969995,0.04541,AUD,
2,10 Holker Street,Newington,NSW,2127,Australia,61 2 9739 8000,61 2 9739 9514,https://www.agtslots.com,Gambling,Consumer Cyclical,"Ainsworth Game Technology Limited designs, develops, manufactures, sells, distributes, and services electronic gaming machines, and other related equipment and services. The company also provides online real money and social games. It has operations in Australia, North America, Latin America, Europe, New Zealand, South Africa, Asia, and internationally. The company was incorporated in 1995 and is headquartered in Newington, Australia. Ainsworth Game Technology Limited is a subsidiary of Novomatic AG.","{'maxAge': 1, 'name': 'Mr. David  Bollesen', 'title': 'Chief Technology Officer', 'fiscalYear': 2022, 'totalPay': 370927, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.05,1.045,0.955,1.045,1.05,1.045,0.955,1.045,1538611200,0.0,1.280405,33.166668,12.4375,80185,80185,26835,35363,35363,1.0,1.03,0,0,353633952,0.77,1.35,1.4516219,1.03565,1.0311625,0.0,0.0,AUD,319851968,0.03522,108794543,336793984,0.66775,0.16263,0.974,1.0215605,1656547200,1688083200,1688083200,8580000,0.03,0.08,0.52,1:1,1195776000,1.313,13.825,ASX,EQUITY,AGI.AX,AGI.AX,AINSWORTH FPO,Ainsworth Game Technology Limited,1008543600,Australia/Sydney,AEST,36000000,0.995,1.35,1.35,1.35,1.35,2.0,buy,1,28040000,0.083,23135000,12782000,1.345,2.463,243612992,3.898,0.689,0.01713,0.027590001,138018000,16345125,12337000,0.6511,0.094969995,0.04541,AUD,
3,10 Holker Street,Newington,NSW,2127,Australia,61 2 9739 8000,61 2 9739 9514,https://www.agtslots.com,Gambling,Consumer Cyclical,"Ainsworth Game Technology Limited designs, develops, manufactures, sells, distributes, and services electronic gaming machines, and other related equipment and services. The company also provides online real money and social games. It has operations in Australia, North America, Latin America, Europe, New Zealand, South Africa, Asia, and internationally. The company was incorporated in 1995 and is headquartered in Newington, Australia. Ainsworth Game Technology Limited is a subsidiary of Novomatic AG.","{'maxAge': 1, 'name': 'Mr. Mark L. Ludski', 'title': 'Company Sec.', 'fiscalYear': 2022, 'totalPay': 499255, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.05,1.045,0.955,1.045,1.05,1.045,0.955,1.045,1538611200,0.0,1.280405,33.166668,12.4375,80185,80185,26835,35363,35363,1.0,1.03,0,0,353633952,0.77,1.35,1.4516219,1.03565,1.0311625,0.0,0.0,AUD,319851968,0.03522,108794543,336793984,0.66775,0.16263,0.974,1.0215605,1656547200,1688083200,1688083200,8580000,0.03,0.08,0.52,1:1,1195776000,1.313,13.825,ASX,EQUITY,AGI.AX,AGI.AX,AINSWORTH FPO,Ainsworth Game Technology Limited,1008543600,Australia/Sydney,AEST,36000000,0.995,1.35,1.35,1.35,1.35,2.0,buy,1,28040000,0.083,23135000,12782000,1.345,2.463,243612992,3.898,0.689,0.01713,0.027590001,138018000,16345125,12337000,0.6511,0.094969995,0.04541,AUD,
4,10 Holker Street,Newington,NSW,2127,Australia,61 2 9739 8000,61 2 9739 9514,https://www.agtslots.com,Gambling,Consumer Cyclical,"Ainsworth Game Technology Limited designs, develops, manufactures, sells, distributes, and services electronic gaming machines, and other related equipment and services. The company also provides online real money and social games. It has operations in Australia, North America, Latin America, Europe, New Zealand, South Africa, Asia, and internationally. The company was incorporated in 1995 and is headquartered in Newington, Australia. Ainsworth Game Technology Limited is a subsidiary of Novomatic AG.","{'maxAge': 1, 'name': 'Ms. Lynn  Mah', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.05,1.045,0.955,1.045,1.05,1.045,0.955,1.045,1538611200,0.0,1.280405,33.166668,12.4375,80185,80185,26835,35363,35363,1.0,1.03,0,0,353633952,0.77,1.35,1.4516219,1.03565,1.0311625,0.0,0.0,AUD,319851968,0.03522,108794543,336793984,0.66775,0.16263,0.974,1.0215605,1656547200,1688083200,1688083200,8580000,0.03,0.08,0.52,1:1,1195776000,1.313,13.825,ASX,EQUITY,AGI.AX,AGI.AX,AINSWORTH FPO,Ainsworth Game Technology Limited,1008543600,Australia/Sydney,AEST,36000000,0.995,1.35,1.35,1.35,1.35,2.0,buy,1,28040000,0.083,23135000,12782000,1.345,2.463,243612992,3.898,0.689,0.01713,0.027590001,138018000,16345125,12337000,0.6511,0.094969995,0.04541,AUD,
