,address1,city,state,zip,country,phone,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,returnOnAssets,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1024 Iron Point Road,Folsom,CA,95630,United States,800 838 5173,Other Precious Metals & Mining,Basic Materials,"Ensurge, Inc. engages in the exploration, development, and evaluation of mining properties. It explores for gold and diamond. The company was formerly known as iShopper.com, Inc. and changed its name to Ensurge, Inc. in October 2000. Ensurge, Inc. was incorporated in 1985 and is based in Folsom, California.",2,"{'maxAge': 1, 'name': 'Mr. Jeff A. Hanks CPA', 'age': 56, 'title': 'Pres, Sec. and Director', 'yearBorn': 1966, 'fiscalYear': 2013, 'totalPay': 155000, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,4,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0,-3.463692,0.000116279065,10500,10500,211,0,0,0.0,0.0,0,0,11521279,0.0001,0.0004,0.0002,0.00024,0.0,0.0,USD,1686115,0.0,288032000,0.0,0.0,-0.037,1388448000,1419984000,1380499200,384695,-0.0,1.72,1:3000,1147046400,-1.876,PNK,EQUITY,ESGI,ESGI,ENSURGE INC,"Ensurge, Inc.",945959400,America/New_York,EDT,-14400000,0.0002,none,240,0.0,-898861,1714500,0.0,0.0,-17.43075,-876771,-81051,0.0,0.0,0.0,USD,
1,1024 Iron Point Road,Folsom,CA,95630,United States,800 838 5173,Other Precious Metals & Mining,Basic Materials,"Ensurge, Inc. engages in the exploration, development, and evaluation of mining properties. It explores for gold and diamond. The company was formerly known as iShopper.com, Inc. and changed its name to Ensurge, Inc. in October 2000. Ensurge, Inc. was incorporated in 1985 and is based in Folsom, California.",2,"{'maxAge': 1, 'name': 'Mr. Jason G. Otteson', 'age': 49, 'title': 'CEO & Director', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,4,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0,-3.463692,0.000116279065,10500,10500,211,0,0,0.0,0.0,0,0,11521279,0.0001,0.0004,0.0002,0.00024,0.0,0.0,USD,1686115,0.0,288032000,0.0,0.0,-0.037,1388448000,1419984000,1380499200,384695,-0.0,1.72,1:3000,1147046400,-1.876,PNK,EQUITY,ESGI,ESGI,ENSURGE INC,"Ensurge, Inc.",945959400,America/New_York,EDT,-14400000,0.0002,none,240,0.0,-898861,1714500,0.0,0.0,-17.43075,-876771,-81051,0.0,0.0,0.0,USD,
2,1024 Iron Point Road,Folsom,CA,95630,United States,800 838 5173,Other Precious Metals & Mining,Basic Materials,"Ensurge, Inc. engages in the exploration, development, and evaluation of mining properties. It explores for gold and diamond. The company was formerly known as iShopper.com, Inc. and changed its name to Ensurge, Inc. in October 2000. Ensurge, Inc. was incorporated in 1985 and is based in Folsom, California.",2,"{'maxAge': 1, 'name': 'Mr. Bruce Michael Smith CPA', 'age': 63, 'title': 'Chief Financial Officer', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,4,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0,-3.463692,0.000116279065,10500,10500,211,0,0,0.0,0.0,0,0,11521279,0.0001,0.0004,0.0002,0.00024,0.0,0.0,USD,1686115,0.0,288032000,0.0,0.0,-0.037,1388448000,1419984000,1380499200,384695,-0.0,1.72,1:3000,1147046400,-1.876,PNK,EQUITY,ESGI,ESGI,ENSURGE INC,"Ensurge, Inc.",945959400,America/New_York,EDT,-14400000,0.0002,none,240,0.0,-898861,1714500,0.0,0.0,-17.43075,-876771,-81051,0.0,0.0,0.0,USD,
