,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,9357 Spectrum Center Boulevard,San Diego,CA,92123,United States,858 571 2121,https://www.jackinthebox.com,Restaurants,Consumer Cyclical,"Jack in the Box Inc. operates and franchises Jack in the Box quick-service restaurants. The company was founded in 1951 and is headquartered in San Diego, California.",1030,"{'maxAge': 1, 'name': 'Mr. Darin S. Harris', 'age': 53, 'title': 'CEO & Director', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 2005428, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,3,1,1,1693526400,1672444800,86400,2,73.46,73.46,71.71,73.57,73.46,73.46,71.71,73.57,1.76,0.024400001,1693872000,0.2385,1.99,1.697786,9.760162,10.530702,594657,594657,330372,462710,462710,71.62,72.69,1000,1800,1448379264,65.72,99.56,0.84083194,87.4372,83.93745,1.76,0.023958618,USD,4438045696,0.08986,18897062,20108000,1206832,1128285,1690761600,1693440000,0.06,0.01327,1.04698,3.13,0.0836,-35.082,1664668800,1696204800,1688860800,0.276,154787008,7.38,6.84,1.67,2:1,1192492800,2.576,13.092,NMS,EQUITY,JACK,JACK,Jack In The Box Inc.,Jack in the Box Inc.,699805800,America/New_York,EDT,-14400000,72.03,133.0,88.0,101.81,99.5,2.6,hold,16,154072992,7.662,338999008,3143741952,0.448,0.564,1722555008,82.685,0.058140002,433011000,200639376,241140992,0.31,-0.003,0.29486,0.19680001,0.15703,USD,0.6439
1,9357 Spectrum Center Boulevard,San Diego,CA,92123,United States,858 571 2121,https://www.jackinthebox.com,Restaurants,Consumer Cyclical,"Jack in the Box Inc. operates and franchises Jack in the Box quick-service restaurants. The company was founded in 1951 and is headquartered in San Diego, California.",1030,"{'maxAge': 1, 'name': 'Mr. Richard  Cook', 'age': 48, 'title': 'Sr. VP & CTO', 'yearBorn': 1974, 'fiscalYear': 2022, 'totalPay': 670694, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,3,1,1,1693526400,1672444800,86400,2,73.46,73.46,71.71,73.57,73.46,73.46,71.71,73.57,1.76,0.024400001,1693872000,0.2385,1.99,1.697786,9.760162,10.530702,594657,594657,330372,462710,462710,71.62,72.69,1000,1800,1448379264,65.72,99.56,0.84083194,87.4372,83.93745,1.76,0.023958618,USD,4438045696,0.08986,18897062,20108000,1206832,1128285,1690761600,1693440000,0.06,0.01327,1.04698,3.13,0.0836,-35.082,1664668800,1696204800,1688860800,0.276,154787008,7.38,6.84,1.67,2:1,1192492800,2.576,13.092,NMS,EQUITY,JACK,JACK,Jack In The Box Inc.,Jack in the Box Inc.,699805800,America/New_York,EDT,-14400000,72.03,133.0,88.0,101.81,99.5,2.6,hold,16,154072992,7.662,338999008,3143741952,0.448,0.564,1722555008,82.685,0.058140002,433011000,200639376,241140992,0.31,-0.003,0.29486,0.19680001,0.15703,USD,0.6439
2,9357 Spectrum Center Boulevard,San Diego,CA,92123,United States,858 571 2121,https://www.jackinthebox.com,Restaurants,Consumer Cyclical,"Jack in the Box Inc. operates and franchises Jack in the Box quick-service restaurants. The company was founded in 1951 and is headquartered in San Diego, California.",1030,"{'maxAge': 1, 'name': 'Mr. Ryan Lee Ostrom', 'age': 45, 'title': 'Exec. VP & Chief Marketing Officer', 'yearBorn': 1977, 'fiscalYear': 2022, 'totalPay': 804219, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,3,1,1,1693526400,1672444800,86400,2,73.46,73.46,71.71,73.57,73.46,73.46,71.71,73.57,1.76,0.024400001,1693872000,0.2385,1.99,1.697786,9.760162,10.530702,594657,594657,330372,462710,462710,71.62,72.69,1000,1800,1448379264,65.72,99.56,0.84083194,87.4372,83.93745,1.76,0.023958618,USD,4438045696,0.08986,18897062,20108000,1206832,1128285,1690761600,1693440000,0.06,0.01327,1.04698,3.13,0.0836,-35.082,1664668800,1696204800,1688860800,0.276,154787008,7.38,6.84,1.67,2:1,1192492800,2.576,13.092,NMS,EQUITY,JACK,JACK,Jack In The Box Inc.,Jack in the Box Inc.,699805800,America/New_York,EDT,-14400000,72.03,133.0,88.0,101.81,99.5,2.6,hold,16,154072992,7.662,338999008,3143741952,0.448,0.564,1722555008,82.685,0.058140002,433011000,200639376,241140992,0.31,-0.003,0.29486,0.19680001,0.15703,USD,0.6439
3,9357 Spectrum Center Boulevard,San Diego,CA,92123,United States,858 571 2121,https://www.jackinthebox.com,Restaurants,Consumer Cyclical,"Jack in the Box Inc. operates and franchises Jack in the Box quick-service restaurants. The company was founded in 1951 and is headquartered in San Diego, California.",1030,"{'maxAge': 1, 'name': 'Mr. Steven  Piano', 'age': 56, 'title': 'Sr. VP & Chief People Officer', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 651511, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,3,1,1,1693526400,1672444800,86400,2,73.46,73.46,71.71,73.57,73.46,73.46,71.71,73.57,1.76,0.024400001,1693872000,0.2385,1.99,1.697786,9.760162,10.530702,594657,594657,330372,462710,462710,71.62,72.69,1000,1800,1448379264,65.72,99.56,0.84083194,87.4372,83.93745,1.76,0.023958618,USD,4438045696,0.08986,18897062,20108000,1206832,1128285,1690761600,1693440000,0.06,0.01327,1.04698,3.13,0.0836,-35.082,1664668800,1696204800,1688860800,0.276,154787008,7.38,6.84,1.67,2:1,1192492800,2.576,13.092,NMS,EQUITY,JACK,JACK,Jack In The Box Inc.,Jack in the Box Inc.,699805800,America/New_York,EDT,-14400000,72.03,133.0,88.0,101.81,99.5,2.6,hold,16,154072992,7.662,338999008,3143741952,0.448,0.564,1722555008,82.685,0.058140002,433011000,200639376,241140992,0.31,-0.003,0.29486,0.19680001,0.15703,USD,0.6439
4,9357 Spectrum Center Boulevard,San Diego,CA,92123,United States,858 571 2121,https://www.jackinthebox.com,Restaurants,Consumer Cyclical,"Jack in the Box Inc. operates and franchises Jack in the Box quick-service restaurants. The company was founded in 1951 and is headquartered in San Diego, California.",1030,"{'maxAge': 1, 'name': 'Mr. Brian M. Scott', 'age': 52, 'title': 'Exec. VP & CFO', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,3,1,1,1693526400,1672444800,86400,2,73.46,73.46,71.71,73.57,73.46,73.46,71.71,73.57,1.76,0.024400001,1693872000,0.2385,1.99,1.697786,9.760162,10.530702,594657,594657,330372,462710,462710,71.62,72.69,1000,1800,1448379264,65.72,99.56,0.84083194,87.4372,83.93745,1.76,0.023958618,USD,4438045696,0.08986,18897062,20108000,1206832,1128285,1690761600,1693440000,0.06,0.01327,1.04698,3.13,0.0836,-35.082,1664668800,1696204800,1688860800,0.276,154787008,7.38,6.84,1.67,2:1,1192492800,2.576,13.092,NMS,EQUITY,JACK,JACK,Jack In The Box Inc.,Jack in the Box Inc.,699805800,America/New_York,EDT,-14400000,72.03,133.0,88.0,101.81,99.5,2.6,hold,16,154072992,7.662,338999008,3143741952,0.448,0.564,1722555008,82.685,0.058140002,433011000,200639376,241140992,0.31,-0.003,0.29486,0.19680001,0.15703,USD,0.6439
5,9357 Spectrum Center Boulevard,San Diego,CA,92123,United States,858 571 2121,https://www.jackinthebox.com,Restaurants,Consumer Cyclical,"Jack in the Box Inc. operates and franchises Jack in the Box quick-service restaurants. The company was founded in 1951 and is headquartered in San Diego, California.",1030,"{'maxAge': 1, 'name': 'Mr. Tony  Darden', 'age': 52, 'title': 'COO & Sr. VP', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,3,1,1,1693526400,1672444800,86400,2,73.46,73.46,71.71,73.57,73.46,73.46,71.71,73.57,1.76,0.024400001,1693872000,0.2385,1.99,1.697786,9.760162,10.530702,594657,594657,330372,462710,462710,71.62,72.69,1000,1800,1448379264,65.72,99.56,0.84083194,87.4372,83.93745,1.76,0.023958618,USD,4438045696,0.08986,18897062,20108000,1206832,1128285,1690761600,1693440000,0.06,0.01327,1.04698,3.13,0.0836,-35.082,1664668800,1696204800,1688860800,0.276,154787008,7.38,6.84,1.67,2:1,1192492800,2.576,13.092,NMS,EQUITY,JACK,JACK,Jack In The Box Inc.,Jack in the Box Inc.,699805800,America/New_York,EDT,-14400000,72.03,133.0,88.0,101.81,99.5,2.6,hold,16,154072992,7.662,338999008,3143741952,0.448,0.564,1722555008,82.685,0.058140002,433011000,200639376,241140992,0.31,-0.003,0.29486,0.19680001,0.15703,USD,0.6439
6,9357 Spectrum Center Boulevard,San Diego,CA,92123,United States,858 571 2121,https://www.jackinthebox.com,Restaurants,Consumer Cyclical,"Jack in the Box Inc. operates and franchises Jack in the Box quick-service restaurants. The company was founded in 1951 and is headquartered in San Diego, California.",1030,"{'maxAge': 1, 'name': 'Mr. Carlson  Choi', 'age': 49, 'title': 'Chief Information Officer', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,3,1,1,1693526400,1672444800,86400,2,73.46,73.46,71.71,73.57,73.46,73.46,71.71,73.57,1.76,0.024400001,1693872000,0.2385,1.99,1.697786,9.760162,10.530702,594657,594657,330372,462710,462710,71.62,72.69,1000,1800,1448379264,65.72,99.56,0.84083194,87.4372,83.93745,1.76,0.023958618,USD,4438045696,0.08986,18897062,20108000,1206832,1128285,1690761600,1693440000,0.06,0.01327,1.04698,3.13,0.0836,-35.082,1664668800,1696204800,1688860800,0.276,154787008,7.38,6.84,1.67,2:1,1192492800,2.576,13.092,NMS,EQUITY,JACK,JACK,Jack In The Box Inc.,Jack in the Box Inc.,699805800,America/New_York,EDT,-14400000,72.03,133.0,88.0,101.81,99.5,2.6,hold,16,154072992,7.662,338999008,3143741952,0.448,0.564,1722555008,82.685,0.058140002,433011000,200639376,241140992,0.31,-0.003,0.29486,0.19680001,0.15703,USD,0.6439
7,9357 Spectrum Center Boulevard,San Diego,CA,92123,United States,858 571 2121,https://www.jackinthebox.com,Restaurants,Consumer Cyclical,"Jack in the Box Inc. operates and franchises Jack in the Box quick-service restaurants. The company was founded in 1951 and is headquartered in San Diego, California.",1030,"{'maxAge': 1, 'name': 'Chris  Brandon', 'title': 'VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,3,1,1,1693526400,1672444800,86400,2,73.46,73.46,71.71,73.57,73.46,73.46,71.71,73.57,1.76,0.024400001,1693872000,0.2385,1.99,1.697786,9.760162,10.530702,594657,594657,330372,462710,462710,71.62,72.69,1000,1800,1448379264,65.72,99.56,0.84083194,87.4372,83.93745,1.76,0.023958618,USD,4438045696,0.08986,18897062,20108000,1206832,1128285,1690761600,1693440000,0.06,0.01327,1.04698,3.13,0.0836,-35.082,1664668800,1696204800,1688860800,0.276,154787008,7.38,6.84,1.67,2:1,1192492800,2.576,13.092,NMS,EQUITY,JACK,JACK,Jack In The Box Inc.,Jack in the Box Inc.,699805800,America/New_York,EDT,-14400000,72.03,133.0,88.0,101.81,99.5,2.6,hold,16,154072992,7.662,338999008,3143741952,0.448,0.564,1722555008,82.685,0.058140002,433011000,200639376,241140992,0.31,-0.003,0.29486,0.19680001,0.15703,USD,0.6439
8,9357 Spectrum Center Boulevard,San Diego,CA,92123,United States,858 571 2121,https://www.jackinthebox.com,Restaurants,Consumer Cyclical,"Jack in the Box Inc. operates and franchises Jack in the Box quick-service restaurants. The company was founded in 1951 and is headquartered in San Diego, California.",1030,"{'maxAge': 1, 'name': 'Ms. Sarah L. Super', 'age': 45, 'title': 'Sr. VP, Chief Legal & Risk Officer and Corp. Sec.', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,3,1,1,1693526400,1672444800,86400,2,73.46,73.46,71.71,73.57,73.46,73.46,71.71,73.57,1.76,0.024400001,1693872000,0.2385,1.99,1.697786,9.760162,10.530702,594657,594657,330372,462710,462710,71.62,72.69,1000,1800,1448379264,65.72,99.56,0.84083194,87.4372,83.93745,1.76,0.023958618,USD,4438045696,0.08986,18897062,20108000,1206832,1128285,1690761600,1693440000,0.06,0.01327,1.04698,3.13,0.0836,-35.082,1664668800,1696204800,1688860800,0.276,154787008,7.38,6.84,1.67,2:1,1192492800,2.576,13.092,NMS,EQUITY,JACK,JACK,Jack In The Box Inc.,Jack in the Box Inc.,699805800,America/New_York,EDT,-14400000,72.03,133.0,88.0,101.81,99.5,2.6,hold,16,154072992,7.662,338999008,3143741952,0.448,0.564,1722555008,82.685,0.058140002,433011000,200639376,241140992,0.31,-0.003,0.29486,0.19680001,0.15703,USD,0.6439
9,9357 Spectrum Center Boulevard,San Diego,CA,92123,United States,858 571 2121,https://www.jackinthebox.com,Restaurants,Consumer Cyclical,"Jack in the Box Inc. operates and franchises Jack in the Box quick-service restaurants. The company was founded in 1951 and is headquartered in San Diego, California.",1030,"{'maxAge': 1, 'name': 'Mr. Dean C. Gordon', 'age': 60, 'title': 'Sr. VP & Chief Supply Chain Officer', 'yearBorn': 1962, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,3,1,1,1693526400,1672444800,86400,2,73.46,73.46,71.71,73.57,73.46,73.46,71.71,73.57,1.76,0.024400001,1693872000,0.2385,1.99,1.697786,9.760162,10.530702,594657,594657,330372,462710,462710,71.62,72.69,1000,1800,1448379264,65.72,99.56,0.84083194,87.4372,83.93745,1.76,0.023958618,USD,4438045696,0.08986,18897062,20108000,1206832,1128285,1690761600,1693440000,0.06,0.01327,1.04698,3.13,0.0836,-35.082,1664668800,1696204800,1688860800,0.276,154787008,7.38,6.84,1.67,2:1,1192492800,2.576,13.092,NMS,EQUITY,JACK,JACK,Jack In The Box Inc.,Jack in the Box Inc.,699805800,America/New_York,EDT,-14400000,72.03,133.0,88.0,101.81,99.5,2.6,hold,16,154072992,7.662,338999008,3143741952,0.448,0.564,1722555008,82.685,0.058140002,433011000,200639376,241140992,0.31,-0.003,0.29486,0.19680001,0.15703,USD,0.6439
