,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,One Independent Drive,Suite 114,Jacksonville,FL,32202-5019,United States,904 598 7000,904 634 3428,https://www.regencycenters.com,REIT—Retail,Real Estate,"Regency Centers is a preeminent national owner, operator, and developer of shopping centers located in suburban trade areas with compelling demographics. Our portfolio includes thriving properties merchandised with highly productive grocers, restaurants, service providers, and best-in-class retailers that connect to their neighborhoods, communities, and customers. Operating as a fully integrated real estate company, Regency Centers is a qualified real estate investment trust (REIT) that is self-administered, self-managed, and an S&P 500 Index member.",440,"{'maxAge': 1, 'name': 'Mr. Martin E. Stein Jr.', 'age': 69, 'title': 'Non Independent Exec. Chairman', 'yearBorn': 1953, 'fiscalYear': 2022, 'totalPay': 540554, 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,1,1693526400,1672444800,86400,2,64.14,64.16,63.45,64.23,64.14,64.16,63.45,64.23,2.6,0.040799998,1694563200,1.2033,4.08,1.184647,29.771027,31.078049,1448513,1448513,1036243,1023950,1023950,63.7,65.42,800,800,11603947520,51.97,68.56,9.030696,63.6448,62.16475,2.575,0.040146556,USD,14876796928,0.28554,169225277,181056992,2559698,4024219,1690761600,1693440000,0.014099999,0.00874,1.0154799,2.07,0.0189,35.415,1.7989552,1672444800,1703980800,1688083200,-0.172,366904000,2.14,2.05,-46.48,11.578,18.557,NMS,EQUITY,REG,REG,Regency Centers Corporation,Regency Centers Corporation,751901400,America/New_York,EDT,-14400000,63.71,75.0,65.0,69.6,69.0,2.3,buy,15,45764000,0.268,801660032,3952560896,0.713,0.862,1284945024,64.334,7.51,0.028619999,0.06022,925155000,477946368,662734976,-0.167,0.001,0.71939003,0.62389,0.38724998,USD,4.8536
1,One Independent Drive,Suite 114,Jacksonville,FL,32202-5019,United States,904 598 7000,904 634 3428,https://www.regencycenters.com,REIT—Retail,Real Estate,"Regency Centers is a preeminent national owner, operator, and developer of shopping centers located in suburban trade areas with compelling demographics. Our portfolio includes thriving properties merchandised with highly productive grocers, restaurants, service providers, and best-in-class retailers that connect to their neighborhoods, communities, and customers. Operating as a fully integrated real estate company, Regency Centers is a qualified real estate investment trust (REIT) that is self-administered, self-managed, and an S&P 500 Index member.",440,"{'maxAge': 1, 'name': 'Ms. Lisa  Palmer', 'age': 54, 'title': 'Pres, CEO & Non Independent Director', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 3465636, 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,1,1693526400,1672444800,86400,2,64.14,64.16,63.45,64.23,64.14,64.16,63.45,64.23,2.6,0.040799998,1694563200,1.2033,4.08,1.184647,29.771027,31.078049,1448513,1448513,1036243,1023950,1023950,63.7,65.42,800,800,11603947520,51.97,68.56,9.030696,63.6448,62.16475,2.575,0.040146556,USD,14876796928,0.28554,169225277,181056992,2559698,4024219,1690761600,1693440000,0.014099999,0.00874,1.0154799,2.07,0.0189,35.415,1.7989552,1672444800,1703980800,1688083200,-0.172,366904000,2.14,2.05,-46.48,11.578,18.557,NMS,EQUITY,REG,REG,Regency Centers Corporation,Regency Centers Corporation,751901400,America/New_York,EDT,-14400000,63.71,75.0,65.0,69.6,69.0,2.3,buy,15,45764000,0.268,801660032,3952560896,0.713,0.862,1284945024,64.334,7.51,0.028619999,0.06022,925155000,477946368,662734976,-0.167,0.001,0.71939003,0.62389,0.38724998,USD,4.8536
2,One Independent Drive,Suite 114,Jacksonville,FL,32202-5019,United States,904 598 7000,904 634 3428,https://www.regencycenters.com,REIT—Retail,Real Estate,"Regency Centers is a preeminent national owner, operator, and developer of shopping centers located in suburban trade areas with compelling demographics. Our portfolio includes thriving properties merchandised with highly productive grocers, restaurants, service providers, and best-in-class retailers that connect to their neighborhoods, communities, and customers. Operating as a fully integrated real estate company, Regency Centers is a qualified real estate investment trust (REIT) that is self-administered, self-managed, and an S&P 500 Index member.",440,"{'maxAge': 1, 'name': 'Mr. Michael J. Mas', 'age': 46, 'title': 'Exec. VP & CFO', 'yearBorn': 1976, 'fiscalYear': 2022, 'totalPay': 1382970, 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,1,1693526400,1672444800,86400,2,64.14,64.16,63.45,64.23,64.14,64.16,63.45,64.23,2.6,0.040799998,1694563200,1.2033,4.08,1.184647,29.771027,31.078049,1448513,1448513,1036243,1023950,1023950,63.7,65.42,800,800,11603947520,51.97,68.56,9.030696,63.6448,62.16475,2.575,0.040146556,USD,14876796928,0.28554,169225277,181056992,2559698,4024219,1690761600,1693440000,0.014099999,0.00874,1.0154799,2.07,0.0189,35.415,1.7989552,1672444800,1703980800,1688083200,-0.172,366904000,2.14,2.05,-46.48,11.578,18.557,NMS,EQUITY,REG,REG,Regency Centers Corporation,Regency Centers Corporation,751901400,America/New_York,EDT,-14400000,63.71,75.0,65.0,69.6,69.0,2.3,buy,15,45764000,0.268,801660032,3952560896,0.713,0.862,1284945024,64.334,7.51,0.028619999,0.06022,925155000,477946368,662734976,-0.167,0.001,0.71939003,0.62389,0.38724998,USD,4.8536
3,One Independent Drive,Suite 114,Jacksonville,FL,32202-5019,United States,904 598 7000,904 634 3428,https://www.regencycenters.com,REIT—Retail,Real Estate,"Regency Centers is a preeminent national owner, operator, and developer of shopping centers located in suburban trade areas with compelling demographics. Our portfolio includes thriving properties merchandised with highly productive grocers, restaurants, service providers, and best-in-class retailers that connect to their neighborhoods, communities, and customers. Operating as a fully integrated real estate company, Regency Centers is a qualified real estate investment trust (REIT) that is self-administered, self-managed, and an S&P 500 Index member.",440,"{'maxAge': 1, 'name': 'Mr. Alan Todd Roth', 'age': 47, 'title': 'Exec. VP of National Property Operations & East Region Pres', 'yearBorn': 1975, 'fiscalYear': 2022, 'totalPay': 985210, 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,1,1693526400,1672444800,86400,2,64.14,64.16,63.45,64.23,64.14,64.16,63.45,64.23,2.6,0.040799998,1694563200,1.2033,4.08,1.184647,29.771027,31.078049,1448513,1448513,1036243,1023950,1023950,63.7,65.42,800,800,11603947520,51.97,68.56,9.030696,63.6448,62.16475,2.575,0.040146556,USD,14876796928,0.28554,169225277,181056992,2559698,4024219,1690761600,1693440000,0.014099999,0.00874,1.0154799,2.07,0.0189,35.415,1.7989552,1672444800,1703980800,1688083200,-0.172,366904000,2.14,2.05,-46.48,11.578,18.557,NMS,EQUITY,REG,REG,Regency Centers Corporation,Regency Centers Corporation,751901400,America/New_York,EDT,-14400000,63.71,75.0,65.0,69.6,69.0,2.3,buy,15,45764000,0.268,801660032,3952560896,0.713,0.862,1284945024,64.334,7.51,0.028619999,0.06022,925155000,477946368,662734976,-0.167,0.001,0.71939003,0.62389,0.38724998,USD,4.8536
4,One Independent Drive,Suite 114,Jacksonville,FL,32202-5019,United States,904 598 7000,904 634 3428,https://www.regencycenters.com,REIT—Retail,Real Estate,"Regency Centers is a preeminent national owner, operator, and developer of shopping centers located in suburban trade areas with compelling demographics. Our portfolio includes thriving properties merchandised with highly productive grocers, restaurants, service providers, and best-in-class retailers that connect to their neighborhoods, communities, and customers. Operating as a fully integrated real estate company, Regency Centers is a qualified real estate investment trust (REIT) that is self-administered, self-managed, and an S&P 500 Index member.",440,"{'maxAge': 1, 'name': 'Mr. Chris  Widmayer', 'title': 'Sr. VP of Investments', 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,1,1693526400,1672444800,86400,2,64.14,64.16,63.45,64.23,64.14,64.16,63.45,64.23,2.6,0.040799998,1694563200,1.2033,4.08,1.184647,29.771027,31.078049,1448513,1448513,1036243,1023950,1023950,63.7,65.42,800,800,11603947520,51.97,68.56,9.030696,63.6448,62.16475,2.575,0.040146556,USD,14876796928,0.28554,169225277,181056992,2559698,4024219,1690761600,1693440000,0.014099999,0.00874,1.0154799,2.07,0.0189,35.415,1.7989552,1672444800,1703980800,1688083200,-0.172,366904000,2.14,2.05,-46.48,11.578,18.557,NMS,EQUITY,REG,REG,Regency Centers Corporation,Regency Centers Corporation,751901400,America/New_York,EDT,-14400000,63.71,75.0,65.0,69.6,69.0,2.3,buy,15,45764000,0.268,801660032,3952560896,0.713,0.862,1284945024,64.334,7.51,0.028619999,0.06022,925155000,477946368,662734976,-0.167,0.001,0.71939003,0.62389,0.38724998,USD,4.8536
5,One Independent Drive,Suite 114,Jacksonville,FL,32202-5019,United States,904 598 7000,904 634 3428,https://www.regencycenters.com,REIT—Retail,Real Estate,"Regency Centers is a preeminent national owner, operator, and developer of shopping centers located in suburban trade areas with compelling demographics. Our portfolio includes thriving properties merchandised with highly productive grocers, restaurants, service providers, and best-in-class retailers that connect to their neighborhoods, communities, and customers. Operating as a fully integrated real estate company, Regency Centers is a qualified real estate investment trust (REIT) that is self-administered, self-managed, and an S&P 500 Index member.",440,"{'maxAge': 1, 'name': 'Ms. Terah L. Devereaux', 'age': 46, 'title': 'Sr. VP, Chief Accounting Officer & Principal Accounting Officer', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,1,1693526400,1672444800,86400,2,64.14,64.16,63.45,64.23,64.14,64.16,63.45,64.23,2.6,0.040799998,1694563200,1.2033,4.08,1.184647,29.771027,31.078049,1448513,1448513,1036243,1023950,1023950,63.7,65.42,800,800,11603947520,51.97,68.56,9.030696,63.6448,62.16475,2.575,0.040146556,USD,14876796928,0.28554,169225277,181056992,2559698,4024219,1690761600,1693440000,0.014099999,0.00874,1.0154799,2.07,0.0189,35.415,1.7989552,1672444800,1703980800,1688083200,-0.172,366904000,2.14,2.05,-46.48,11.578,18.557,NMS,EQUITY,REG,REG,Regency Centers Corporation,Regency Centers Corporation,751901400,America/New_York,EDT,-14400000,63.71,75.0,65.0,69.6,69.0,2.3,buy,15,45764000,0.268,801660032,3952560896,0.713,0.862,1284945024,64.334,7.51,0.028619999,0.06022,925155000,477946368,662734976,-0.167,0.001,0.71939003,0.62389,0.38724998,USD,4.8536
6,One Independent Drive,Suite 114,Jacksonville,FL,32202-5019,United States,904 598 7000,904 634 3428,https://www.regencycenters.com,REIT—Retail,Real Estate,"Regency Centers is a preeminent national owner, operator, and developer of shopping centers located in suburban trade areas with compelling demographics. Our portfolio includes thriving properties merchandised with highly productive grocers, restaurants, service providers, and best-in-class retailers that connect to their neighborhoods, communities, and customers. Operating as a fully integrated real estate company, Regency Centers is a qualified real estate investment trust (REIT) that is self-administered, self-managed, and an S&P 500 Index member.",440,"{'maxAge': 1, 'name': 'Mr. Michael R. Herman', 'age': 59, 'title': 'Sr. VP, Gen. Counsel & Sec.', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,1,1693526400,1672444800,86400,2,64.14,64.16,63.45,64.23,64.14,64.16,63.45,64.23,2.6,0.040799998,1694563200,1.2033,4.08,1.184647,29.771027,31.078049,1448513,1448513,1036243,1023950,1023950,63.7,65.42,800,800,11603947520,51.97,68.56,9.030696,63.6448,62.16475,2.575,0.040146556,USD,14876796928,0.28554,169225277,181056992,2559698,4024219,1690761600,1693440000,0.014099999,0.00874,1.0154799,2.07,0.0189,35.415,1.7989552,1672444800,1703980800,1688083200,-0.172,366904000,2.14,2.05,-46.48,11.578,18.557,NMS,EQUITY,REG,REG,Regency Centers Corporation,Regency Centers Corporation,751901400,America/New_York,EDT,-14400000,63.71,75.0,65.0,69.6,69.0,2.3,buy,15,45764000,0.268,801660032,3952560896,0.713,0.862,1284945024,64.334,7.51,0.028619999,0.06022,925155000,477946368,662734976,-0.167,0.001,0.71939003,0.62389,0.38724998,USD,4.8536
7,One Independent Drive,Suite 114,Jacksonville,FL,32202-5019,United States,904 598 7000,904 634 3428,https://www.regencycenters.com,REIT—Retail,Real Estate,"Regency Centers is a preeminent national owner, operator, and developer of shopping centers located in suburban trade areas with compelling demographics. Our portfolio includes thriving properties merchandised with highly productive grocers, restaurants, service providers, and best-in-class retailers that connect to their neighborhoods, communities, and customers. Operating as a fully integrated real estate company, Regency Centers is a qualified real estate investment trust (REIT) that is self-administered, self-managed, and an S&P 500 Index member.",440,"{'maxAge': 1, 'name': 'Mr. Jan X. Hanak', 'title': 'VP of Marketing & Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,1,1693526400,1672444800,86400,2,64.14,64.16,63.45,64.23,64.14,64.16,63.45,64.23,2.6,0.040799998,1694563200,1.2033,4.08,1.184647,29.771027,31.078049,1448513,1448513,1036243,1023950,1023950,63.7,65.42,800,800,11603947520,51.97,68.56,9.030696,63.6448,62.16475,2.575,0.040146556,USD,14876796928,0.28554,169225277,181056992,2559698,4024219,1690761600,1693440000,0.014099999,0.00874,1.0154799,2.07,0.0189,35.415,1.7989552,1672444800,1703980800,1688083200,-0.172,366904000,2.14,2.05,-46.48,11.578,18.557,NMS,EQUITY,REG,REG,Regency Centers Corporation,Regency Centers Corporation,751901400,America/New_York,EDT,-14400000,63.71,75.0,65.0,69.6,69.0,2.3,buy,15,45764000,0.268,801660032,3952560896,0.713,0.862,1284945024,64.334,7.51,0.028619999,0.06022,925155000,477946368,662734976,-0.167,0.001,0.71939003,0.62389,0.38724998,USD,4.8536
8,One Independent Drive,Suite 114,Jacksonville,FL,32202-5019,United States,904 598 7000,904 634 3428,https://www.regencycenters.com,REIT—Retail,Real Estate,"Regency Centers is a preeminent national owner, operator, and developer of shopping centers located in suburban trade areas with compelling demographics. Our portfolio includes thriving properties merchandised with highly productive grocers, restaurants, service providers, and best-in-class retailers that connect to their neighborhoods, communities, and customers. Operating as a fully integrated real estate company, Regency Centers is a qualified real estate investment trust (REIT) that is self-administered, self-managed, and an S&P 500 Index member.",440,"{'maxAge': 1, 'name': ""Ms. Amy L. D'Olimpio"", 'title': 'Sr. VP of HR', 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,1,1693526400,1672444800,86400,2,64.14,64.16,63.45,64.23,64.14,64.16,63.45,64.23,2.6,0.040799998,1694563200,1.2033,4.08,1.184647,29.771027,31.078049,1448513,1448513,1036243,1023950,1023950,63.7,65.42,800,800,11603947520,51.97,68.56,9.030696,63.6448,62.16475,2.575,0.040146556,USD,14876796928,0.28554,169225277,181056992,2559698,4024219,1690761600,1693440000,0.014099999,0.00874,1.0154799,2.07,0.0189,35.415,1.7989552,1672444800,1703980800,1688083200,-0.172,366904000,2.14,2.05,-46.48,11.578,18.557,NMS,EQUITY,REG,REG,Regency Centers Corporation,Regency Centers Corporation,751901400,America/New_York,EDT,-14400000,63.71,75.0,65.0,69.6,69.0,2.3,buy,15,45764000,0.268,801660032,3952560896,0.713,0.862,1284945024,64.334,7.51,0.028619999,0.06022,925155000,477946368,662734976,-0.167,0.001,0.71939003,0.62389,0.38724998,USD,4.8536
9,One Independent Drive,Suite 114,Jacksonville,FL,32202-5019,United States,904 598 7000,904 634 3428,https://www.regencycenters.com,REIT—Retail,Real Estate,"Regency Centers is a preeminent national owner, operator, and developer of shopping centers located in suburban trade areas with compelling demographics. Our portfolio includes thriving properties merchandised with highly productive grocers, restaurants, service providers, and best-in-class retailers that connect to their neighborhoods, communities, and customers. Operating as a fully integrated real estate company, Regency Centers is a qualified real estate investment trust (REIT) that is self-administered, self-managed, and an S&P 500 Index member.",440,"{'maxAge': 1, 'name': 'Mr. Nicholas Andrew Wibbenmeyer', 'title': 'Exec. VP & West Region Pres', 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,1,1693526400,1672444800,86400,2,64.14,64.16,63.45,64.23,64.14,64.16,63.45,64.23,2.6,0.040799998,1694563200,1.2033,4.08,1.184647,29.771027,31.078049,1448513,1448513,1036243,1023950,1023950,63.7,65.42,800,800,11603947520,51.97,68.56,9.030696,63.6448,62.16475,2.575,0.040146556,USD,14876796928,0.28554,169225277,181056992,2559698,4024219,1690761600,1693440000,0.014099999,0.00874,1.0154799,2.07,0.0189,35.415,1.7989552,1672444800,1703980800,1688083200,-0.172,366904000,2.14,2.05,-46.48,11.578,18.557,NMS,EQUITY,REG,REG,Regency Centers Corporation,Regency Centers Corporation,751901400,America/New_York,EDT,-14400000,63.71,75.0,65.0,69.6,69.0,2.3,buy,15,45764000,0.268,801660032,3952560896,0.713,0.862,1284945024,64.334,7.51,0.028619999,0.06022,925155000,477946368,662734976,-0.167,0.001,0.71939003,0.62389,0.38724998,USD,4.8536
