,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,520 Whitley Street,London,KY,40743,United States,606-864-3161,https://www.psss.co,Oil & Gas E&P,Energy,"Puissant Industries, Inc. explores, develops, and produces oil and natural gas properties focusing on the onshore United States. The company holds oil and gas interests in the Raccoon Mountain, Wofford, Woodbine, and Rockholds Fields located in Clay and Whitley counties in Kentucky. It has 39 wells with an area of approximately 4,685 acres available for drilling and exploration. The company was formerly known as American Resource Management, Inc. and changed its name to Puissant Industries, Inc. in March 2011. Puissant Industries, Inc. was founded in 2009 and is based in London, Kentucky.",3,"{'maxAge': 1, 'name': 'Mr. Mark E. Holbrook', 'age': 71, 'title': 'Co-Founder, CEO, Pres & Director', 'yearBorn': 1951, 'fiscalYear': 2013, 'totalPay': 81000, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,4,0.073175,0.073175,0.073175,0.073175,0.073175,0.073175,0.073175,0.073175,0.0,3.404564,Infinity,3380,3380,14343,12920,12920,1027011,0.043,0.15,1.5985179,0.06589,0.083614,0.0,0.0,USD,1068368,-0.0195,14035000,0.074,0.9888513,1388448000,1419984000,1412035200,-12530,0.0,1:1,1409616000,1.663,576.251,PNK,EQUITY,PSSS,PSSS,PUISSANT INDS INC,"Puissant Industries, Inc.",1344000600,America/New_York,EDT,-14400000,0.073175,none,31137,0.002,1854,72491,1.518,4.704,642477,8.434,0.058,-0.0025,-0.01602,386665,-94065,218421,0.318,0.82134,0.0028799998,-0.00558,USD,
1,520 Whitley Street,London,KY,40743,United States,606-864-3161,https://www.psss.co,Oil & Gas E&P,Energy,"Puissant Industries, Inc. explores, develops, and produces oil and natural gas properties focusing on the onshore United States. The company holds oil and gas interests in the Raccoon Mountain, Wofford, Woodbine, and Rockholds Fields located in Clay and Whitley counties in Kentucky. It has 39 wells with an area of approximately 4,685 acres available for drilling and exploration. The company was formerly known as American Resource Management, Inc. and changed its name to Puissant Industries, Inc. in March 2011. Puissant Industries, Inc. was founded in 2009 and is based in London, Kentucky.",3,"{'maxAge': 1, 'name': 'Mr. Marshall E. Holbrook', 'age': 44, 'title': 'Co-Founder, VP & Director', 'yearBorn': 1978, 'fiscalYear': 2013, 'totalPay': 48000, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,4,0.073175,0.073175,0.073175,0.073175,0.073175,0.073175,0.073175,0.073175,0.0,3.404564,Infinity,3380,3380,14343,12920,12920,1027011,0.043,0.15,1.5985179,0.06589,0.083614,0.0,0.0,USD,1068368,-0.0195,14035000,0.074,0.9888513,1388448000,1419984000,1412035200,-12530,0.0,1:1,1409616000,1.663,576.251,PNK,EQUITY,PSSS,PSSS,PUISSANT INDS INC,"Puissant Industries, Inc.",1344000600,America/New_York,EDT,-14400000,0.073175,none,31137,0.002,1854,72491,1.518,4.704,642477,8.434,0.058,-0.0025,-0.01602,386665,-94065,218421,0.318,0.82134,0.0028799998,-0.00558,USD,
2,520 Whitley Street,London,KY,40743,United States,606-864-3161,https://www.psss.co,Oil & Gas E&P,Energy,"Puissant Industries, Inc. explores, develops, and produces oil and natural gas properties focusing on the onshore United States. The company holds oil and gas interests in the Raccoon Mountain, Wofford, Woodbine, and Rockholds Fields located in Clay and Whitley counties in Kentucky. It has 39 wells with an area of approximately 4,685 acres available for drilling and exploration. The company was formerly known as American Resource Management, Inc. and changed its name to Puissant Industries, Inc. in March 2011. Puissant Industries, Inc. was founded in 2009 and is based in London, Kentucky.",3,"{'maxAge': 1, 'name': 'Ms. Cora J. Holbrook', 'age': 73, 'title': 'Co-Founder, CFO, Treasurer, Sec. & Director', 'yearBorn': 1949, 'fiscalYear': 2013, 'totalPay': 33000, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,4,0.073175,0.073175,0.073175,0.073175,0.073175,0.073175,0.073175,0.073175,0.0,3.404564,Infinity,3380,3380,14343,12920,12920,1027011,0.043,0.15,1.5985179,0.06589,0.083614,0.0,0.0,USD,1068368,-0.0195,14035000,0.074,0.9888513,1388448000,1419984000,1412035200,-12530,0.0,1:1,1409616000,1.663,576.251,PNK,EQUITY,PSSS,PSSS,PUISSANT INDS INC,"Puissant Industries, Inc.",1344000600,America/New_York,EDT,-14400000,0.073175,none,31137,0.002,1854,72491,1.518,4.704,642477,8.434,0.058,-0.0025,-0.01602,386665,-94065,218421,0.318,0.82134,0.0028799998,-0.00558,USD,
