,address1,city,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Oguzlar Mah. Ceyhun Atif Kansu Cad. No:66 Kat: 2 Balgat,Ankara,Turkey,90 312 201 88 00,90 312 286 96 58,https://www.eurotrendyo.com,Asset Management,Financial Services,"Euro Trend Yatirim Ortakligi A.S. manages the portfolio of capital market instruments. It also monitors the developments related to securities, financial markets, institutions, and partnerships for portfolio management. The company was founded in 2007 and is based in Ankara, Turkey.",6,"{'maxAge': 1, 'name': 'Mr. Orkun  Sahin', 'age': 37, 'title': 'Exec. Chairman', 'yearBorn': 1985, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,8.96,9.09,9.02,9.77,8.96,9.09,9.02,9.77,0.06,0.0061000003,1691452800,0.10560001,1.76,0.177859,33.27586,424184,424184,1039233,393119,393119,9.6,9.65,0,0,193000000,3.44,12.18,2.8195477,9.0412,5.93915,0.055,0.0061383927,TRY,137428160,0.08453,18754000,20000000,0.11343,0.0,2.397,4.0258656,1672444800,1703980800,1688083200,4.309,5785836,0.29,1:1,1421020800,2.008,22.463,IST,EQUITY,ETYAT.IS,ETYAT.IS,EURO TREND YAT. ORT.,Euro Trend Yatirim Ortakligi A.S.,1266823800,Europe/Istanbul,TRT,10800000,9.65,none,48765032,2.438,6118065,2193186,48.464,48.595,68450696,4.575,3.423,0.08064,0.12774,8943896,4267156,-21933096,5.333,4.79,0.14909,0.089379996,0.08883,TRY,
1,Oguzlar Mah. Ceyhun Atif Kansu Cad. No:66 Kat: 2 Balgat,Ankara,Turkey,90 312 201 88 00,90 312 286 96 58,https://www.eurotrendyo.com,Asset Management,Financial Services,"Euro Trend Yatirim Ortakligi A.S. manages the portfolio of capital market instruments. It also monitors the developments related to securities, financial markets, institutions, and partnerships for portfolio management. The company was founded in 2007 and is based in Ankara, Turkey.",6,"{'maxAge': 1, 'name': 'Ms. Sibel Ünal Aksoy', 'title': 'GM & Portfolio Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,8.96,9.09,9.02,9.77,8.96,9.09,9.02,9.77,0.06,0.0061000003,1691452800,0.10560001,1.76,0.177859,33.27586,424184,424184,1039233,393119,393119,9.6,9.65,0,0,193000000,3.44,12.18,2.8195477,9.0412,5.93915,0.055,0.0061383927,TRY,137428160,0.08453,18754000,20000000,0.11343,0.0,2.397,4.0258656,1672444800,1703980800,1688083200,4.309,5785836,0.29,1:1,1421020800,2.008,22.463,IST,EQUITY,ETYAT.IS,ETYAT.IS,EURO TREND YAT. ORT.,Euro Trend Yatirim Ortakligi A.S.,1266823800,Europe/Istanbul,TRT,10800000,9.65,none,48765032,2.438,6118065,2193186,48.464,48.595,68450696,4.575,3.423,0.08064,0.12774,8943896,4267156,-21933096,5.333,4.79,0.14909,0.089379996,0.08883,TRY,
2,Oguzlar Mah. Ceyhun Atif Kansu Cad. No:66 Kat: 2 Balgat,Ankara,Turkey,90 312 201 88 00,90 312 286 96 58,https://www.eurotrendyo.com,Asset Management,Financial Services,"Euro Trend Yatirim Ortakligi A.S. manages the portfolio of capital market instruments. It also monitors the developments related to securities, financial markets, institutions, and partnerships for portfolio management. The company was founded in 2007 and is based in Ankara, Turkey.",6,"{'maxAge': 1, 'name': 'Selina Ozlem Sahin', 'title': 'Exec. Vice Chairman', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,8.96,9.09,9.02,9.77,8.96,9.09,9.02,9.77,0.06,0.0061000003,1691452800,0.10560001,1.76,0.177859,33.27586,424184,424184,1039233,393119,393119,9.6,9.65,0,0,193000000,3.44,12.18,2.8195477,9.0412,5.93915,0.055,0.0061383927,TRY,137428160,0.08453,18754000,20000000,0.11343,0.0,2.397,4.0258656,1672444800,1703980800,1688083200,4.309,5785836,0.29,1:1,1421020800,2.008,22.463,IST,EQUITY,ETYAT.IS,ETYAT.IS,EURO TREND YAT. ORT.,Euro Trend Yatirim Ortakligi A.S.,1266823800,Europe/Istanbul,TRT,10800000,9.65,none,48765032,2.438,6118065,2193186,48.464,48.595,68450696,4.575,3.423,0.08064,0.12774,8943896,4267156,-21933096,5.333,4.79,0.14909,0.089379996,0.08883,TRY,
3,Oguzlar Mah. Ceyhun Atif Kansu Cad. No:66 Kat: 2 Balgat,Ankara,Turkey,90 312 201 88 00,90 312 286 96 58,https://www.eurotrendyo.com,Asset Management,Financial Services,"Euro Trend Yatirim Ortakligi A.S. manages the portfolio of capital market instruments. It also monitors the developments related to securities, financial markets, institutions, and partnerships for portfolio management. The company was founded in 2007 and is based in Ankara, Turkey.",6,"{'maxAge': 1, 'name': 'Mr. Ali Gökhan Kargi', 'title': 'Investor Relations Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,8.96,9.09,9.02,9.77,8.96,9.09,9.02,9.77,0.06,0.0061000003,1691452800,0.10560001,1.76,0.177859,33.27586,424184,424184,1039233,393119,393119,9.6,9.65,0,0,193000000,3.44,12.18,2.8195477,9.0412,5.93915,0.055,0.0061383927,TRY,137428160,0.08453,18754000,20000000,0.11343,0.0,2.397,4.0258656,1672444800,1703980800,1688083200,4.309,5785836,0.29,1:1,1421020800,2.008,22.463,IST,EQUITY,ETYAT.IS,ETYAT.IS,EURO TREND YAT. ORT.,Euro Trend Yatirim Ortakligi A.S.,1266823800,Europe/Istanbul,TRT,10800000,9.65,none,48765032,2.438,6118065,2193186,48.464,48.595,68450696,4.575,3.423,0.08064,0.12774,8943896,4267156,-21933096,5.333,4.79,0.14909,0.089379996,0.08883,TRY,
4,Oguzlar Mah. Ceyhun Atif Kansu Cad. No:66 Kat: 2 Balgat,Ankara,Turkey,90 312 201 88 00,90 312 286 96 58,https://www.eurotrendyo.com,Asset Management,Financial Services,"Euro Trend Yatirim Ortakligi A.S. manages the portfolio of capital market instruments. It also monitors the developments related to securities, financial markets, institutions, and partnerships for portfolio management. The company was founded in 2007 and is based in Ankara, Turkey.",6,"{'maxAge': 1, 'name': 'Michael Burak Sahin', 'title': 'Exec. Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,8.96,9.09,9.02,9.77,8.96,9.09,9.02,9.77,0.06,0.0061000003,1691452800,0.10560001,1.76,0.177859,33.27586,424184,424184,1039233,393119,393119,9.6,9.65,0,0,193000000,3.44,12.18,2.8195477,9.0412,5.93915,0.055,0.0061383927,TRY,137428160,0.08453,18754000,20000000,0.11343,0.0,2.397,4.0258656,1672444800,1703980800,1688083200,4.309,5785836,0.29,1:1,1421020800,2.008,22.463,IST,EQUITY,ETYAT.IS,ETYAT.IS,EURO TREND YAT. ORT.,Euro Trend Yatirim Ortakligi A.S.,1266823800,Europe/Istanbul,TRT,10800000,9.65,none,48765032,2.438,6118065,2193186,48.464,48.595,68450696,4.575,3.423,0.08064,0.12774,8943896,4267156,-21933096,5.333,4.79,0.14909,0.089379996,0.08883,TRY,
