,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,561 Shady Elm Road,Winchester,VA,22602,United States,540 665 9100,https://www.americanwoodmark.com,"Furnishings, Fixtures & Appliances","Furnishings, Fixtures & Appliances",Consumer Cyclical,Consumer Cyclical,"American Woodmark Corporation manufactures and distributes kitchen, bath, office, home organization, and hardware products for the remodelling and new home construction markets in the United States. The company offers made-to-order and cash and carry products. It also provides turnkey installation services to its direct builder customers through a network of eight service centers. The company sells its products under the American Woodmark, Timberlake, Shenandoah Cabinetry, Waypoint Living Spaces, Estate, Stor-It-All, and Professional Cabinet Solutions brands, as well as Hampton Bay, Glacier Bay, Style Selections, Allen + Roth, Home Decorators Collection, and Project Source. It markets its products directly to home centers and builders, as well as through independent dealers and distributors. The company was incorporated in 1980 and is based in Winchester, Virginia.",8800,"{'maxAge': 1, 'name': 'Mr. M. Scott Culbreth', 'age': 51, 'title': 'Pres, CEO & Director', 'yearBorn': 1971, 'fiscalYear': 2023, 'totalPay': 2467155, 'exercisedValue': 0, 'unexercisedValue': 0}",8,3,3,4,4,1693526400,1703980800,86400,2,77.67,78.09,74.75,78.21,77.67,78.09,74.75,78.21,1307577600,0.0,1.854771,11.612655,8.361111,432634,432634,114661,161350,161350,72.71,79.91,800,800,1235650176,41.05,80.27,0.6112354,75.4328,60.81425,0.0,0.0,USD,1620577536,0.055159997,16261174,16420600,555218,461298,1690761600,1693440000,0.033800002,0.012619999,0.93483,4.87,0.040999997,16420600,54.492,1.3809366,1682812800,1714435200,1690761600,0.886,111503000,6.48,9.0,0.3,2:1,1096243200,0.802,6.702,0.5083183,0.14113986,0.09,1307577600,NMS,EQUITY,AMWD,AMWD,American Woodmark Corporation,American Woodmark Corporation,522077400,America/New_York,EDT,b2a58174-48dc-3712-96e5-606f3c6d4f66,finmb_250549,-14400000,75.25,86.0,57.0,79.67,84.0,3.2,hold,6,89650000,5.46,241790000,474576000,1.182,2.246,2021561984,53.063,121.849,0.061669998,0.1322,204241632,248263008,0.884,-0.082,0.18816,0.1196,0.07753,USD,
1,561 Shady Elm Road,Winchester,VA,22602,United States,540 665 9100,https://www.americanwoodmark.com,"Furnishings, Fixtures & Appliances","Furnishings, Fixtures & Appliances",Consumer Cyclical,Consumer Cyclical,"American Woodmark Corporation manufactures and distributes kitchen, bath, office, home organization, and hardware products for the remodelling and new home construction markets in the United States. The company offers made-to-order and cash and carry products. It also provides turnkey installation services to its direct builder customers through a network of eight service centers. The company sells its products under the American Woodmark, Timberlake, Shenandoah Cabinetry, Waypoint Living Spaces, Estate, Stor-It-All, and Professional Cabinet Solutions brands, as well as Hampton Bay, Glacier Bay, Style Selections, Allen + Roth, Home Decorators Collection, and Project Source. It markets its products directly to home centers and builders, as well as through independent dealers and distributors. The company was incorporated in 1980 and is based in Winchester, Virginia.",8800,"{'maxAge': 1, 'name': 'Mr. Paul  Joachimczyk', 'age': 49, 'title': 'Sr. VP, CFO & Corp. Sec.', 'yearBorn': 1973, 'fiscalYear': 2023, 'totalPay': 995923, 'exercisedValue': 0, 'unexercisedValue': 0}",8,3,3,4,4,1693526400,1703980800,86400,2,77.67,78.09,74.75,78.21,77.67,78.09,74.75,78.21,1307577600,0.0,1.854771,11.612655,8.361111,432634,432634,114661,161350,161350,72.71,79.91,800,800,1235650176,41.05,80.27,0.6112354,75.4328,60.81425,0.0,0.0,USD,1620577536,0.055159997,16261174,16420600,555218,461298,1690761600,1693440000,0.033800002,0.012619999,0.93483,4.87,0.040999997,16420600,54.492,1.3809366,1682812800,1714435200,1690761600,0.886,111503000,6.48,9.0,0.3,2:1,1096243200,0.802,6.702,0.5083183,0.14113986,0.09,1307577600,NMS,EQUITY,AMWD,AMWD,American Woodmark Corporation,American Woodmark Corporation,522077400,America/New_York,EDT,b2a58174-48dc-3712-96e5-606f3c6d4f66,finmb_250549,-14400000,75.25,86.0,57.0,79.67,84.0,3.2,hold,6,89650000,5.46,241790000,474576000,1.182,2.246,2021561984,53.063,121.849,0.061669998,0.1322,204241632,248263008,0.884,-0.082,0.18816,0.1196,0.07753,USD,
2,561 Shady Elm Road,Winchester,VA,22602,United States,540 665 9100,https://www.americanwoodmark.com,"Furnishings, Fixtures & Appliances","Furnishings, Fixtures & Appliances",Consumer Cyclical,Consumer Cyclical,"American Woodmark Corporation manufactures and distributes kitchen, bath, office, home organization, and hardware products for the remodelling and new home construction markets in the United States. The company offers made-to-order and cash and carry products. It also provides turnkey installation services to its direct builder customers through a network of eight service centers. The company sells its products under the American Woodmark, Timberlake, Shenandoah Cabinetry, Waypoint Living Spaces, Estate, Stor-It-All, and Professional Cabinet Solutions brands, as well as Hampton Bay, Glacier Bay, Style Selections, Allen + Roth, Home Decorators Collection, and Project Source. It markets its products directly to home centers and builders, as well as through independent dealers and distributors. The company was incorporated in 1980 and is based in Winchester, Virginia.",8800,"{'maxAge': 1, 'name': 'Mr. Robert J. Adams Jr.', 'age': 56, 'title': 'Sr. VP of Manufacturing & Technical Operations', 'yearBorn': 1966, 'fiscalYear': 2023, 'totalPay': 976763, 'exercisedValue': 0, 'unexercisedValue': 0}",8,3,3,4,4,1693526400,1703980800,86400,2,77.67,78.09,74.75,78.21,77.67,78.09,74.75,78.21,1307577600,0.0,1.854771,11.612655,8.361111,432634,432634,114661,161350,161350,72.71,79.91,800,800,1235650176,41.05,80.27,0.6112354,75.4328,60.81425,0.0,0.0,USD,1620577536,0.055159997,16261174,16420600,555218,461298,1690761600,1693440000,0.033800002,0.012619999,0.93483,4.87,0.040999997,16420600,54.492,1.3809366,1682812800,1714435200,1690761600,0.886,111503000,6.48,9.0,0.3,2:1,1096243200,0.802,6.702,0.5083183,0.14113986,0.09,1307577600,NMS,EQUITY,AMWD,AMWD,American Woodmark Corporation,American Woodmark Corporation,522077400,America/New_York,EDT,b2a58174-48dc-3712-96e5-606f3c6d4f66,finmb_250549,-14400000,75.25,86.0,57.0,79.67,84.0,3.2,hold,6,89650000,5.46,241790000,474576000,1.182,2.246,2021561984,53.063,121.849,0.061669998,0.1322,204241632,248263008,0.884,-0.082,0.18816,0.1196,0.07753,USD,
3,561 Shady Elm Road,Winchester,VA,22602,United States,540 665 9100,https://www.americanwoodmark.com,"Furnishings, Fixtures & Appliances","Furnishings, Fixtures & Appliances",Consumer Cyclical,Consumer Cyclical,"American Woodmark Corporation manufactures and distributes kitchen, bath, office, home organization, and hardware products for the remodelling and new home construction markets in the United States. The company offers made-to-order and cash and carry products. It also provides turnkey installation services to its direct builder customers through a network of eight service centers. The company sells its products under the American Woodmark, Timberlake, Shenandoah Cabinetry, Waypoint Living Spaces, Estate, Stor-It-All, and Professional Cabinet Solutions brands, as well as Hampton Bay, Glacier Bay, Style Selections, Allen + Roth, Home Decorators Collection, and Project Source. It markets its products directly to home centers and builders, as well as through independent dealers and distributors. The company was incorporated in 1980 and is based in Winchester, Virginia.",8800,"{'maxAge': 1, 'name': 'Mr. Kevin  Dunnigan', 'title': 'VP & Treasurer', 'exercisedValue': 0, 'unexercisedValue': 0}",8,3,3,4,4,1693526400,1703980800,86400,2,77.67,78.09,74.75,78.21,77.67,78.09,74.75,78.21,1307577600,0.0,1.854771,11.612655,8.361111,432634,432634,114661,161350,161350,72.71,79.91,800,800,1235650176,41.05,80.27,0.6112354,75.4328,60.81425,0.0,0.0,USD,1620577536,0.055159997,16261174,16420600,555218,461298,1690761600,1693440000,0.033800002,0.012619999,0.93483,4.87,0.040999997,16420600,54.492,1.3809366,1682812800,1714435200,1690761600,0.886,111503000,6.48,9.0,0.3,2:1,1096243200,0.802,6.702,0.5083183,0.14113986,0.09,1307577600,NMS,EQUITY,AMWD,AMWD,American Woodmark Corporation,American Woodmark Corporation,522077400,America/New_York,EDT,b2a58174-48dc-3712-96e5-606f3c6d4f66,finmb_250549,-14400000,75.25,86.0,57.0,79.67,84.0,3.2,hold,6,89650000,5.46,241790000,474576000,1.182,2.246,2021561984,53.063,121.849,0.061669998,0.1322,204241632,248263008,0.884,-0.082,0.18816,0.1196,0.07753,USD,
