,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Kuehne + Nagel House,PO Box 67,Schindellegi,8834,Switzerland,41 44 786 95 11,https://www.kuehne-nagel.com,Integrated Freight & Logistics,Industrials,"Kuehne + Nagel International AG, together with its subsidiaries, provides integrated logistics services worldwide. The company operates through Sea Logistics, Air Logistics, Road Logistics, and Contract Logistics segments. It provides less-than-container load, reefer and project logistics, cargo insurance, full container shipping solutions, and customs clearance services. In addition, the company offers time-critical solutions, sea-air and time-defined products, airside and charter services, and time-critical solutions. Further, it provides aftermarket, production, and e-commerce logistics, distribution, packaging, and process solutions. In addition, the company offers supply chain consulting and order management services. It serves aerospace, automotive, mobility, consumer, healthcare, high-tech, industrial, and perishables industries. The company was founded in 1890 and is based in Schindellegi, Switzerland. Kuehne + Nagel International AG is a subsidiary of Kuehne Holding AG.",74553,"{'maxAge': 1, 'name': 'Mr. Stefan  Paul', 'age': 53, 'title': 'CEO & Member of Management Board', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 4969105, 'exercisedValue': 0, 'unexercisedValue': 0}",8,7,10,6,9,1693526400,1672444800,86400,2,58.81,59.115,58.9,59.17,58.81,59.115,58.9,59.17,3.12,0.052800003,1683763200,0.8618,0.921546,16.084469,3579,3579,4751,4690,4690,35305488384,39.39,63.85,1.1212363,61.0812,55.6334,14.0,0.23805475,USD,34652078080,0.062340003,275507418,598094016,0.0,8.9999994e-05,4.4906,13.145236,1672444800,1703980800,1688083200,-0.469,1963000064,3.67,1.1,11.892,PNK,EQUITY,KHNGY,KHNGY,KUEHNE & NAGEL INTERNATIONAL AG,Kuehne + Nagel International AG,1331731800,America/New_York,EDT,-14400000,59.03,none,2030000000,3.421,2913999872,1772999936,1.045,1.078,31488000000,66.355,52.8398,0.12678,0.73059,11109000000,2462500096,3190000128,-0.466,-0.43,0.31314,0.092539996,0.08489,CHF,
1,Kuehne + Nagel House,PO Box 67,Schindellegi,8834,Switzerland,41 44 786 95 11,https://www.kuehne-nagel.com,Integrated Freight & Logistics,Industrials,"Kuehne + Nagel International AG, together with its subsidiaries, provides integrated logistics services worldwide. The company operates through Sea Logistics, Air Logistics, Road Logistics, and Contract Logistics segments. It provides less-than-container load, reefer and project logistics, cargo insurance, full container shipping solutions, and customs clearance services. In addition, the company offers time-critical solutions, sea-air and time-defined products, airside and charter services, and time-critical solutions. Further, it provides aftermarket, production, and e-commerce logistics, distribution, packaging, and process solutions. In addition, the company offers supply chain consulting and order management services. It serves aerospace, automotive, mobility, consumer, healthcare, high-tech, industrial, and perishables industries. The company was founded in 1890 and is based in Schindellegi, Switzerland. Kuehne + Nagel International AG is a subsidiary of Kuehne Holding AG.",74553,"{'maxAge': 1, 'name': 'Mr. Markus  Blanka-Graff', 'age': 55, 'title': 'CFO & Member of the Management Board', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",8,7,10,6,9,1693526400,1672444800,86400,2,58.81,59.115,58.9,59.17,58.81,59.115,58.9,59.17,3.12,0.052800003,1683763200,0.8618,0.921546,16.084469,3579,3579,4751,4690,4690,35305488384,39.39,63.85,1.1212363,61.0812,55.6334,14.0,0.23805475,USD,34652078080,0.062340003,275507418,598094016,0.0,8.9999994e-05,4.4906,13.145236,1672444800,1703980800,1688083200,-0.469,1963000064,3.67,1.1,11.892,PNK,EQUITY,KHNGY,KHNGY,KUEHNE & NAGEL INTERNATIONAL AG,Kuehne + Nagel International AG,1331731800,America/New_York,EDT,-14400000,59.03,none,2030000000,3.421,2913999872,1772999936,1.045,1.078,31488000000,66.355,52.8398,0.12678,0.73059,11109000000,2462500096,3190000128,-0.466,-0.43,0.31314,0.092539996,0.08489,CHF,
2,Kuehne + Nagel House,PO Box 67,Schindellegi,8834,Switzerland,41 44 786 95 11,https://www.kuehne-nagel.com,Integrated Freight & Logistics,Industrials,"Kuehne + Nagel International AG, together with its subsidiaries, provides integrated logistics services worldwide. The company operates through Sea Logistics, Air Logistics, Road Logistics, and Contract Logistics segments. It provides less-than-container load, reefer and project logistics, cargo insurance, full container shipping solutions, and customs clearance services. In addition, the company offers time-critical solutions, sea-air and time-defined products, airside and charter services, and time-critical solutions. Further, it provides aftermarket, production, and e-commerce logistics, distribution, packaging, and process solutions. In addition, the company offers supply chain consulting and order management services. It serves aerospace, automotive, mobility, consumer, healthcare, high-tech, industrial, and perishables industries. The company was founded in 1890 and is based in Schindellegi, Switzerland. Kuehne + Nagel International AG is a subsidiary of Kuehne Holding AG.",74553,"{'maxAge': 1, 'name': 'Mr. Martin  Kolbe', 'age': 61, 'title': 'Chief Information Officer & Member of Management Board', 'yearBorn': 1961, 'fiscalYear': 2011, 'exercisedValue': 0, 'unexercisedValue': 0}",8,7,10,6,9,1693526400,1672444800,86400,2,58.81,59.115,58.9,59.17,58.81,59.115,58.9,59.17,3.12,0.052800003,1683763200,0.8618,0.921546,16.084469,3579,3579,4751,4690,4690,35305488384,39.39,63.85,1.1212363,61.0812,55.6334,14.0,0.23805475,USD,34652078080,0.062340003,275507418,598094016,0.0,8.9999994e-05,4.4906,13.145236,1672444800,1703980800,1688083200,-0.469,1963000064,3.67,1.1,11.892,PNK,EQUITY,KHNGY,KHNGY,KUEHNE & NAGEL INTERNATIONAL AG,Kuehne + Nagel International AG,1331731800,America/New_York,EDT,-14400000,59.03,none,2030000000,3.421,2913999872,1772999936,1.045,1.078,31488000000,66.355,52.8398,0.12678,0.73059,11109000000,2462500096,3190000128,-0.466,-0.43,0.31314,0.092539996,0.08489,CHF,
3,Kuehne + Nagel House,PO Box 67,Schindellegi,8834,Switzerland,41 44 786 95 11,https://www.kuehne-nagel.com,Integrated Freight & Logistics,Industrials,"Kuehne + Nagel International AG, together with its subsidiaries, provides integrated logistics services worldwide. The company operates through Sea Logistics, Air Logistics, Road Logistics, and Contract Logistics segments. It provides less-than-container load, reefer and project logistics, cargo insurance, full container shipping solutions, and customs clearance services. In addition, the company offers time-critical solutions, sea-air and time-defined products, airside and charter services, and time-critical solutions. Further, it provides aftermarket, production, and e-commerce logistics, distribution, packaging, and process solutions. In addition, the company offers supply chain consulting and order management services. It serves aerospace, automotive, mobility, consumer, healthcare, high-tech, industrial, and perishables industries. The company was founded in 1890 and is based in Schindellegi, Switzerland. Kuehne + Nagel International AG is a subsidiary of Kuehne Holding AG.",74553,"{'maxAge': 1, 'name': 'Mr. Horst-Joachim  Schacht', 'age': 63, 'title': 'Exec. VP of Sea Logistics & Member of Management Board', 'yearBorn': 1959, 'fiscalYear': 2011, 'exercisedValue': 0, 'unexercisedValue': 0}",8,7,10,6,9,1693526400,1672444800,86400,2,58.81,59.115,58.9,59.17,58.81,59.115,58.9,59.17,3.12,0.052800003,1683763200,0.8618,0.921546,16.084469,3579,3579,4751,4690,4690,35305488384,39.39,63.85,1.1212363,61.0812,55.6334,14.0,0.23805475,USD,34652078080,0.062340003,275507418,598094016,0.0,8.9999994e-05,4.4906,13.145236,1672444800,1703980800,1688083200,-0.469,1963000064,3.67,1.1,11.892,PNK,EQUITY,KHNGY,KHNGY,KUEHNE & NAGEL INTERNATIONAL AG,Kuehne + Nagel International AG,1331731800,America/New_York,EDT,-14400000,59.03,none,2030000000,3.421,2913999872,1772999936,1.045,1.078,31488000000,66.355,52.8398,0.12678,0.73059,11109000000,2462500096,3190000128,-0.466,-0.43,0.31314,0.092539996,0.08489,CHF,
4,Kuehne + Nagel House,PO Box 67,Schindellegi,8834,Switzerland,41 44 786 95 11,https://www.kuehne-nagel.com,Integrated Freight & Logistics,Industrials,"Kuehne + Nagel International AG, together with its subsidiaries, provides integrated logistics services worldwide. The company operates through Sea Logistics, Air Logistics, Road Logistics, and Contract Logistics segments. It provides less-than-container load, reefer and project logistics, cargo insurance, full container shipping solutions, and customs clearance services. In addition, the company offers time-critical solutions, sea-air and time-defined products, airside and charter services, and time-critical solutions. Further, it provides aftermarket, production, and e-commerce logistics, distribution, packaging, and process solutions. In addition, the company offers supply chain consulting and order management services. It serves aerospace, automotive, mobility, consumer, healthcare, high-tech, industrial, and perishables industries. The company was founded in 1890 and is based in Schindellegi, Switzerland. Kuehne + Nagel International AG is a subsidiary of Kuehne Holding AG.",74553,"{'maxAge': 1, 'name': 'Mr. Gianfranco  Sgro', 'age': 55, 'title': 'Exec. VP of Contract Logistics & Member of Management Board', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",8,7,10,6,9,1693526400,1672444800,86400,2,58.81,59.115,58.9,59.17,58.81,59.115,58.9,59.17,3.12,0.052800003,1683763200,0.8618,0.921546,16.084469,3579,3579,4751,4690,4690,35305488384,39.39,63.85,1.1212363,61.0812,55.6334,14.0,0.23805475,USD,34652078080,0.062340003,275507418,598094016,0.0,8.9999994e-05,4.4906,13.145236,1672444800,1703980800,1688083200,-0.469,1963000064,3.67,1.1,11.892,PNK,EQUITY,KHNGY,KHNGY,KUEHNE & NAGEL INTERNATIONAL AG,Kuehne + Nagel International AG,1331731800,America/New_York,EDT,-14400000,59.03,none,2030000000,3.421,2913999872,1772999936,1.045,1.078,31488000000,66.355,52.8398,0.12678,0.73059,11109000000,2462500096,3190000128,-0.466,-0.43,0.31314,0.092539996,0.08489,CHF,
5,Kuehne + Nagel House,PO Box 67,Schindellegi,8834,Switzerland,41 44 786 95 11,https://www.kuehne-nagel.com,Integrated Freight & Logistics,Industrials,"Kuehne + Nagel International AG, together with its subsidiaries, provides integrated logistics services worldwide. The company operates through Sea Logistics, Air Logistics, Road Logistics, and Contract Logistics segments. It provides less-than-container load, reefer and project logistics, cargo insurance, full container shipping solutions, and customs clearance services. In addition, the company offers time-critical solutions, sea-air and time-defined products, airside and charter services, and time-critical solutions. Further, it provides aftermarket, production, and e-commerce logistics, distribution, packaging, and process solutions. In addition, the company offers supply chain consulting and order management services. It serves aerospace, automotive, mobility, consumer, healthcare, high-tech, industrial, and perishables industries. The company was founded in 1890 and is based in Schindellegi, Switzerland. Kuehne + Nagel International AG is a subsidiary of Kuehne Holding AG.",74553,"{'maxAge': 1, 'name': 'Mr. Yngve  Ruud', 'age': 58, 'title': 'Exec. VP of Air Logistics & Member of the Management Board', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",8,7,10,6,9,1693526400,1672444800,86400,2,58.81,59.115,58.9,59.17,58.81,59.115,58.9,59.17,3.12,0.052800003,1683763200,0.8618,0.921546,16.084469,3579,3579,4751,4690,4690,35305488384,39.39,63.85,1.1212363,61.0812,55.6334,14.0,0.23805475,USD,34652078080,0.062340003,275507418,598094016,0.0,8.9999994e-05,4.4906,13.145236,1672444800,1703980800,1688083200,-0.469,1963000064,3.67,1.1,11.892,PNK,EQUITY,KHNGY,KHNGY,KUEHNE & NAGEL INTERNATIONAL AG,Kuehne + Nagel International AG,1331731800,America/New_York,EDT,-14400000,59.03,none,2030000000,3.421,2913999872,1772999936,1.045,1.078,31488000000,66.355,52.8398,0.12678,0.73059,11109000000,2462500096,3190000128,-0.466,-0.43,0.31314,0.092539996,0.08489,CHF,
6,Kuehne + Nagel House,PO Box 67,Schindellegi,8834,Switzerland,41 44 786 95 11,https://www.kuehne-nagel.com,Integrated Freight & Logistics,Industrials,"Kuehne + Nagel International AG, together with its subsidiaries, provides integrated logistics services worldwide. The company operates through Sea Logistics, Air Logistics, Road Logistics, and Contract Logistics segments. It provides less-than-container load, reefer and project logistics, cargo insurance, full container shipping solutions, and customs clearance services. In addition, the company offers time-critical solutions, sea-air and time-defined products, airside and charter services, and time-critical solutions. Further, it provides aftermarket, production, and e-commerce logistics, distribution, packaging, and process solutions. In addition, the company offers supply chain consulting and order management services. It serves aerospace, automotive, mobility, consumer, healthcare, high-tech, industrial, and perishables industries. The company was founded in 1890 and is based in Schindellegi, Switzerland. Kuehne + Nagel International AG is a subsidiary of Kuehne Holding AG.",74553,"{'maxAge': 1, 'name': 'Dr. Hansjoerg  Rodi', 'title': 'Exec. VP Road Logistics & Member of Management Board', 'exercisedValue': 0, 'unexercisedValue': 0}",8,7,10,6,9,1693526400,1672444800,86400,2,58.81,59.115,58.9,59.17,58.81,59.115,58.9,59.17,3.12,0.052800003,1683763200,0.8618,0.921546,16.084469,3579,3579,4751,4690,4690,35305488384,39.39,63.85,1.1212363,61.0812,55.6334,14.0,0.23805475,USD,34652078080,0.062340003,275507418,598094016,0.0,8.9999994e-05,4.4906,13.145236,1672444800,1703980800,1688083200,-0.469,1963000064,3.67,1.1,11.892,PNK,EQUITY,KHNGY,KHNGY,KUEHNE & NAGEL INTERNATIONAL AG,Kuehne + Nagel International AG,1331731800,America/New_York,EDT,-14400000,59.03,none,2030000000,3.421,2913999872,1772999936,1.045,1.078,31488000000,66.355,52.8398,0.12678,0.73059,11109000000,2462500096,3190000128,-0.466,-0.43,0.31314,0.092539996,0.08489,CHF,
7,Kuehne + Nagel House,PO Box 67,Schindellegi,8834,Switzerland,41 44 786 95 11,https://www.kuehne-nagel.com,Integrated Freight & Logistics,Industrials,"Kuehne + Nagel International AG, together with its subsidiaries, provides integrated logistics services worldwide. The company operates through Sea Logistics, Air Logistics, Road Logistics, and Contract Logistics segments. It provides less-than-container load, reefer and project logistics, cargo insurance, full container shipping solutions, and customs clearance services. In addition, the company offers time-critical solutions, sea-air and time-defined products, airside and charter services, and time-critical solutions. Further, it provides aftermarket, production, and e-commerce logistics, distribution, packaging, and process solutions. In addition, the company offers supply chain consulting and order management services. It serves aerospace, automotive, mobility, consumer, healthcare, high-tech, industrial, and perishables industries. The company was founded in 1890 and is based in Schindellegi, Switzerland. Kuehne + Nagel International AG is a subsidiary of Kuehne Holding AG.",74553,"{'maxAge': 1, 'name': 'Dr. Marc  Pfeffer', 'title': 'Chief Legal Officer & Member of the Management Board', 'exercisedValue': 0, 'unexercisedValue': 0}",8,7,10,6,9,1693526400,1672444800,86400,2,58.81,59.115,58.9,59.17,58.81,59.115,58.9,59.17,3.12,0.052800003,1683763200,0.8618,0.921546,16.084469,3579,3579,4751,4690,4690,35305488384,39.39,63.85,1.1212363,61.0812,55.6334,14.0,0.23805475,USD,34652078080,0.062340003,275507418,598094016,0.0,8.9999994e-05,4.4906,13.145236,1672444800,1703980800,1688083200,-0.469,1963000064,3.67,1.1,11.892,PNK,EQUITY,KHNGY,KHNGY,KUEHNE & NAGEL INTERNATIONAL AG,Kuehne + Nagel International AG,1331731800,America/New_York,EDT,-14400000,59.03,none,2030000000,3.421,2913999872,1772999936,1.045,1.078,31488000000,66.355,52.8398,0.12678,0.73059,11109000000,2462500096,3190000128,-0.466,-0.43,0.31314,0.092539996,0.08489,CHF,
8,Kuehne + Nagel House,PO Box 67,Schindellegi,8834,Switzerland,41 44 786 95 11,https://www.kuehne-nagel.com,Integrated Freight & Logistics,Industrials,"Kuehne + Nagel International AG, together with its subsidiaries, provides integrated logistics services worldwide. The company operates through Sea Logistics, Air Logistics, Road Logistics, and Contract Logistics segments. It provides less-than-container load, reefer and project logistics, cargo insurance, full container shipping solutions, and customs clearance services. In addition, the company offers time-critical solutions, sea-air and time-defined products, airside and charter services, and time-critical solutions. Further, it provides aftermarket, production, and e-commerce logistics, distribution, packaging, and process solutions. In addition, the company offers supply chain consulting and order management services. It serves aerospace, automotive, mobility, consumer, healthcare, high-tech, industrial, and perishables industries. The company was founded in 1890 and is based in Schindellegi, Switzerland. Kuehne + Nagel International AG is a subsidiary of Kuehne Holding AG.",74553,"{'maxAge': 1, 'name': 'Ms. Sarah  Kreienbuhl', 'age': 52, 'title': 'CHRO & Member of Management Board', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",8,7,10,6,9,1693526400,1672444800,86400,2,58.81,59.115,58.9,59.17,58.81,59.115,58.9,59.17,3.12,0.052800003,1683763200,0.8618,0.921546,16.084469,3579,3579,4751,4690,4690,35305488384,39.39,63.85,1.1212363,61.0812,55.6334,14.0,0.23805475,USD,34652078080,0.062340003,275507418,598094016,0.0,8.9999994e-05,4.4906,13.145236,1672444800,1703980800,1688083200,-0.469,1963000064,3.67,1.1,11.892,PNK,EQUITY,KHNGY,KHNGY,KUEHNE & NAGEL INTERNATIONAL AG,Kuehne + Nagel International AG,1331731800,America/New_York,EDT,-14400000,59.03,none,2030000000,3.421,2913999872,1772999936,1.045,1.078,31488000000,66.355,52.8398,0.12678,0.73059,11109000000,2462500096,3190000128,-0.466,-0.43,0.31314,0.092539996,0.08489,CHF,
9,Kuehne + Nagel House,PO Box 67,Schindellegi,8834,Switzerland,41 44 786 95 11,https://www.kuehne-nagel.com,Integrated Freight & Logistics,Industrials,"Kuehne + Nagel International AG, together with its subsidiaries, provides integrated logistics services worldwide. The company operates through Sea Logistics, Air Logistics, Road Logistics, and Contract Logistics segments. It provides less-than-container load, reefer and project logistics, cargo insurance, full container shipping solutions, and customs clearance services. In addition, the company offers time-critical solutions, sea-air and time-defined products, airside and charter services, and time-critical solutions. Further, it provides aftermarket, production, and e-commerce logistics, distribution, packaging, and process solutions. In addition, the company offers supply chain consulting and order management services. It serves aerospace, automotive, mobility, consumer, healthcare, high-tech, industrial, and perishables industries. The company was founded in 1890 and is based in Schindellegi, Switzerland. Kuehne + Nagel International AG is a subsidiary of Kuehne Holding AG.",74553,"{'maxAge': 1, 'name': 'Mr. Tobias  Jerschke', 'title': 'Sr. VP of Global Integrated Logistics', 'exercisedValue': 0, 'unexercisedValue': 0}",8,7,10,6,9,1693526400,1672444800,86400,2,58.81,59.115,58.9,59.17,58.81,59.115,58.9,59.17,3.12,0.052800003,1683763200,0.8618,0.921546,16.084469,3579,3579,4751,4690,4690,35305488384,39.39,63.85,1.1212363,61.0812,55.6334,14.0,0.23805475,USD,34652078080,0.062340003,275507418,598094016,0.0,8.9999994e-05,4.4906,13.145236,1672444800,1703980800,1688083200,-0.469,1963000064,3.67,1.1,11.892,PNK,EQUITY,KHNGY,KHNGY,KUEHNE & NAGEL INTERNATIONAL AG,Kuehne + Nagel International AG,1331731800,America/New_York,EDT,-14400000,59.03,none,2030000000,3.421,2913999872,1772999936,1.045,1.078,31488000000,66.355,52.8398,0.12678,0.73059,11109000000,2462500096,3190000128,-0.466,-0.43,0.31314,0.092539996,0.08489,CHF,
