,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,profitMargins,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,grossMargins,ebitdaMargins,operatingMargins,trailingPegRatio
0,123 South Woodward Street,Winter Garden,FL,34787,United States,407-877-3309,407-877-9171,https://www.digitalholding.com,Shell Companies,Financial Services,"International Digital Holding Inc. is a holding company that offers advertising material distribution services. The company was founded in 1988 and is based in Winter Garden, Florida.","{'maxAge': 1, 'name': 'Mr. Stephen  Froelicher', 'title': 'Chief Exec. Officer and Pres', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.0622,0.0201,0.0622,0.0622,0.0622,0.0201,0.0622,0.0622,10100,10100,890,0,0,0.0,0.0,0,0,0.0075,0.55,0.063324,0.1159305,0.0,0.0,USD,0.0,PNK,EQUITY,IDIG,IDIG,INTERNATIONAL DIGITAL HLDGS,International Digital Holding Inc.,870183000,America/New_York,EDT,-14400000,0.0622,none,0.0,0.0,0.0,
