,address1,address2,city,state,zip,country,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,debtToEquity,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,945 Princess Street,Box 116,Kingston,ON,K7L 0E9,Canada,https://www.focusgraphite.com,Other Industrial Metals & Mining,Basic Materials,"Focus Graphite Inc., an exploration stage company, acquires, explores, and develops mineral properties in Quebec, Canada. The company explores for graphite, iron, copper, rare-earth elements, and gold deposits. Its flagship project is the Lac Knife property in which it holds 100% interests that consists of 57 claims covering an area of 29,863 hectares located in the Côte Nord region of Québec. The company was formerly known as Focus Metals Inc. and changed its name to Focus Graphite Inc. in May 2012. The company was incorporated in 1998 and is based in Kingston, Canada.","{'maxAge': 1, 'name': 'Mr. Marc R. Roy', 'age': 55, 'title': 'Pres, CEO & Director', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 129097, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.185,0.1679,0.1679,0.1679,0.185,0.1679,0.1679,0.1679,0.0,3.188841,193,193,13716,5100,5100,0.0,0.0,0,0,9725540,0.07,0.46,0.1942,0.27475,0.0,0.0,USD,12887023,0.0,52241619,57924600,0.076079994,0.0,0.582,0.28848797,1664496000,1696032000,1688083200,-1580910,-0.02,PNK,EQUITY,FCSMF,FCSMF,FOCUS GRAPHITE INC,Focus Graphite Inc.,1294842600,America/New_York,EDT,-14400000,0.1679,none,189028,0.003,2360000,0.189,0.207,6.995,-0.03179,-0.04718,-6677269,-989587,0.0,0.0,0.0,CAD,
1,945 Princess Street,Box 116,Kingston,ON,K7L 0E9,Canada,https://www.focusgraphite.com,Other Industrial Metals & Mining,Basic Materials,"Focus Graphite Inc., an exploration stage company, acquires, explores, and develops mineral properties in Quebec, Canada. The company explores for graphite, iron, copper, rare-earth elements, and gold deposits. Its flagship project is the Lac Knife property in which it holds 100% interests that consists of 57 claims covering an area of 29,863 hectares located in the Côte Nord region of Québec. The company was formerly known as Focus Metals Inc. and changed its name to Focus Graphite Inc. in May 2012. The company was incorporated in 1998 and is based in Kingston, Canada.","{'maxAge': 1, 'name': 'Ms. Judith T. Mazvihwa-MacLean BSc, CMA, MBA, MSc', 'age': 47, 'title': 'Chief Financial Officer', 'yearBorn': 1975, 'fiscalYear': 2022, 'totalPay': 72898, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.185,0.1679,0.1679,0.1679,0.185,0.1679,0.1679,0.1679,0.0,3.188841,193,193,13716,5100,5100,0.0,0.0,0,0,9725540,0.07,0.46,0.1942,0.27475,0.0,0.0,USD,12887023,0.0,52241619,57924600,0.076079994,0.0,0.582,0.28848797,1664496000,1696032000,1688083200,-1580910,-0.02,PNK,EQUITY,FCSMF,FCSMF,FOCUS GRAPHITE INC,Focus Graphite Inc.,1294842600,America/New_York,EDT,-14400000,0.1679,none,189028,0.003,2360000,0.189,0.207,6.995,-0.03179,-0.04718,-6677269,-989587,0.0,0.0,0.0,CAD,
2,945 Princess Street,Box 116,Kingston,ON,K7L 0E9,Canada,https://www.focusgraphite.com,Other Industrial Metals & Mining,Basic Materials,"Focus Graphite Inc., an exploration stage company, acquires, explores, and develops mineral properties in Quebec, Canada. The company explores for graphite, iron, copper, rare-earth elements, and gold deposits. Its flagship project is the Lac Knife property in which it holds 100% interests that consists of 57 claims covering an area of 29,863 hectares located in the Côte Nord region of Québec. The company was formerly known as Focus Metals Inc. and changed its name to Focus Graphite Inc. in May 2012. The company was incorporated in 1998 and is based in Kingston, Canada.","{'maxAge': 1, 'name': 'Dr. Joseph E. Doninger MSc, BSc', 'title': 'Director of Manufacturing & Technology', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.185,0.1679,0.1679,0.1679,0.185,0.1679,0.1679,0.1679,0.0,3.188841,193,193,13716,5100,5100,0.0,0.0,0,0,9725540,0.07,0.46,0.1942,0.27475,0.0,0.0,USD,12887023,0.0,52241619,57924600,0.076079994,0.0,0.582,0.28848797,1664496000,1696032000,1688083200,-1580910,-0.02,PNK,EQUITY,FCSMF,FCSMF,FOCUS GRAPHITE INC,Focus Graphite Inc.,1294842600,America/New_York,EDT,-14400000,0.1679,none,189028,0.003,2360000,0.189,0.207,6.995,-0.03179,-0.04718,-6677269,-989587,0.0,0.0,0.0,CAD,
