,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"106, Mira street",Kemerovsky region,Mezhdurechensk,652870,Russia,7 3843 99 71 13,https://www.raspadskaya.com,Coking Coal,Basic Materials,"Public Joint Stock Company Raspadskaya, together with its subsidiaries, engages in the mining of coking coal. Its flagship asset is the Raspadskaya Mine. The company also holds various coal assets located in the Kemerovo region, including mines, open pits, and washing plants. In addition, it is involved in managing, coal processing, and trading activities. The company was founded in 1973 and is based in Mezhdurechensk, Russia. Public Joint Stock Company Raspadskaya operates as a subsidiary of EVRAZ plc.","{'maxAge': 1, 'name': 'Mr. Vladimir  Melnichenko', 'title': 'Gen. Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,279.3,279.3,279.05,302.0,279.3,279.3,279.05,302.0,56.7,0.15020001,1642377600,0.3003,0.401595,3.6534448,743.75,1902880,1902880,0,0,0,297.65,297.4,112000,337000,198055870464,279.05,377.5,83.321785,377.5,377.5,0.0,0.0,RUB,197757845504,0.18174,10079212,665734016,0.9324,0.0046900003,3.275,90.83969,1672444800,1703980800,1688083200,-0.213,432000000,81.43,0.4,83.196,296.934,MCX,EQUITY,RASP.ME,RASP.ME,RASPADSKAYA PJSC,Public Joint Stock Company Raspadskaya,1267597800,Europe/Moscow,MSK,10800000,297.5,12.5,12.5,12.5,12.5,1.0,strong_buy,1,332000000,0.499,666000000,23000000,2.556,3.432,2376999936,1.05,3.57,0.07442,0.16364999,620249984,548000000,-0.232,-0.233,0.52755,0.28018,0.17922,USD,
1,"106, Mira street",Kemerovsky region,Mezhdurechensk,652870,Russia,7 3843 99 71 13,https://www.raspadskaya.com,Coking Coal,Basic Materials,"Public Joint Stock Company Raspadskaya, together with its subsidiaries, engages in the mining of coking coal. Its flagship asset is the Raspadskaya Mine. The company also holds various coal assets located in the Kemerovo region, including mines, open pits, and washing plants. In addition, it is involved in managing, coal processing, and trading activities. The company was founded in 1973 and is based in Mezhdurechensk, Russia. Public Joint Stock Company Raspadskaya operates as a subsidiary of EVRAZ plc.","{'maxAge': 1, 'name': 'Mr. Evgeny  Terekhov', 'title': 'VP of Fin.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,279.3,279.3,279.05,302.0,279.3,279.3,279.05,302.0,56.7,0.15020001,1642377600,0.3003,0.401595,3.6534448,743.75,1902880,1902880,0,0,0,297.65,297.4,112000,337000,198055870464,279.05,377.5,83.321785,377.5,377.5,0.0,0.0,RUB,197757845504,0.18174,10079212,665734016,0.9324,0.0046900003,3.275,90.83969,1672444800,1703980800,1688083200,-0.213,432000000,81.43,0.4,83.196,296.934,MCX,EQUITY,RASP.ME,RASP.ME,RASPADSKAYA PJSC,Public Joint Stock Company Raspadskaya,1267597800,Europe/Moscow,MSK,10800000,297.5,12.5,12.5,12.5,12.5,1.0,strong_buy,1,332000000,0.499,666000000,23000000,2.556,3.432,2376999936,1.05,3.57,0.07442,0.16364999,620249984,548000000,-0.232,-0.233,0.52755,0.28018,0.17922,USD,
2,"106, Mira street",Kemerovsky region,Mezhdurechensk,652870,Russia,7 3843 99 71 13,https://www.raspadskaya.com,Coking Coal,Basic Materials,"Public Joint Stock Company Raspadskaya, together with its subsidiaries, engages in the mining of coking coal. Its flagship asset is the Raspadskaya Mine. The company also holds various coal assets located in the Kemerovo region, including mines, open pits, and washing plants. In addition, it is involved in managing, coal processing, and trading activities. The company was founded in 1973 and is based in Mezhdurechensk, Russia. Public Joint Stock Company Raspadskaya operates as a subsidiary of EVRAZ plc.","{'maxAge': 1, 'name': 'Mr. Oleg  Dohno', 'title': 'Investment Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,279.3,279.3,279.05,302.0,279.3,279.3,279.05,302.0,56.7,0.15020001,1642377600,0.3003,0.401595,3.6534448,743.75,1902880,1902880,0,0,0,297.65,297.4,112000,337000,198055870464,279.05,377.5,83.321785,377.5,377.5,0.0,0.0,RUB,197757845504,0.18174,10079212,665734016,0.9324,0.0046900003,3.275,90.83969,1672444800,1703980800,1688083200,-0.213,432000000,81.43,0.4,83.196,296.934,MCX,EQUITY,RASP.ME,RASP.ME,RASPADSKAYA PJSC,Public Joint Stock Company Raspadskaya,1267597800,Europe/Moscow,MSK,10800000,297.5,12.5,12.5,12.5,12.5,1.0,strong_buy,1,332000000,0.499,666000000,23000000,2.556,3.432,2376999936,1.05,3.57,0.07442,0.16364999,620249984,548000000,-0.232,-0.233,0.52755,0.28018,0.17922,USD,
3,"106, Mira street",Kemerovsky region,Mezhdurechensk,652870,Russia,7 3843 99 71 13,https://www.raspadskaya.com,Coking Coal,Basic Materials,"Public Joint Stock Company Raspadskaya, together with its subsidiaries, engages in the mining of coking coal. Its flagship asset is the Raspadskaya Mine. The company also holds various coal assets located in the Kemerovo region, including mines, open pits, and washing plants. In addition, it is involved in managing, coal processing, and trading activities. The company was founded in 1973 and is based in Mezhdurechensk, Russia. Public Joint Stock Company Raspadskaya operates as a subsidiary of EVRAZ plc.","{'maxAge': 1, 'name': 'Mr. Maxim  Sidorov', 'title': 'Technical Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,279.3,279.3,279.05,302.0,279.3,279.3,279.05,302.0,56.7,0.15020001,1642377600,0.3003,0.401595,3.6534448,743.75,1902880,1902880,0,0,0,297.65,297.4,112000,337000,198055870464,279.05,377.5,83.321785,377.5,377.5,0.0,0.0,RUB,197757845504,0.18174,10079212,665734016,0.9324,0.0046900003,3.275,90.83969,1672444800,1703980800,1688083200,-0.213,432000000,81.43,0.4,83.196,296.934,MCX,EQUITY,RASP.ME,RASP.ME,RASPADSKAYA PJSC,Public Joint Stock Company Raspadskaya,1267597800,Europe/Moscow,MSK,10800000,297.5,12.5,12.5,12.5,12.5,1.0,strong_buy,1,332000000,0.499,666000000,23000000,2.556,3.432,2376999936,1.05,3.57,0.07442,0.16364999,620249984,548000000,-0.232,-0.233,0.52755,0.28018,0.17922,USD,
4,"106, Mira street",Kemerovsky region,Mezhdurechensk,652870,Russia,7 3843 99 71 13,https://www.raspadskaya.com,Coking Coal,Basic Materials,"Public Joint Stock Company Raspadskaya, together with its subsidiaries, engages in the mining of coking coal. Its flagship asset is the Raspadskaya Mine. The company also holds various coal assets located in the Kemerovo region, including mines, open pits, and washing plants. In addition, it is involved in managing, coal processing, and trading activities. The company was founded in 1973 and is based in Mezhdurechensk, Russia. Public Joint Stock Company Raspadskaya operates as a subsidiary of EVRAZ plc.","{'maxAge': 1, 'name': 'Kirill  Vinokurov', 'title': 'Investor Relations Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,279.3,279.3,279.05,302.0,279.3,279.3,279.05,302.0,56.7,0.15020001,1642377600,0.3003,0.401595,3.6534448,743.75,1902880,1902880,0,0,0,297.65,297.4,112000,337000,198055870464,279.05,377.5,83.321785,377.5,377.5,0.0,0.0,RUB,197757845504,0.18174,10079212,665734016,0.9324,0.0046900003,3.275,90.83969,1672444800,1703980800,1688083200,-0.213,432000000,81.43,0.4,83.196,296.934,MCX,EQUITY,RASP.ME,RASP.ME,RASPADSKAYA PJSC,Public Joint Stock Company Raspadskaya,1267597800,Europe/Moscow,MSK,10800000,297.5,12.5,12.5,12.5,12.5,1.0,strong_buy,1,332000000,0.499,666000000,23000000,2.556,3.432,2376999936,1.05,3.57,0.07442,0.16364999,620249984,548000000,-0.232,-0.233,0.52755,0.28018,0.17922,USD,
5,"106, Mira street",Kemerovsky region,Mezhdurechensk,652870,Russia,7 3843 99 71 13,https://www.raspadskaya.com,Coking Coal,Basic Materials,"Public Joint Stock Company Raspadskaya, together with its subsidiaries, engages in the mining of coking coal. Its flagship asset is the Raspadskaya Mine. The company also holds various coal assets located in the Kemerovo region, including mines, open pits, and washing plants. In addition, it is involved in managing, coal processing, and trading activities. The company was founded in 1973 and is based in Mezhdurechensk, Russia. Public Joint Stock Company Raspadskaya operates as a subsidiary of EVRAZ plc.","{'maxAge': 1, 'name': 'Ms. Irina  Zamyatina', 'title': 'Legal Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,279.3,279.3,279.05,302.0,279.3,279.3,279.05,302.0,56.7,0.15020001,1642377600,0.3003,0.401595,3.6534448,743.75,1902880,1902880,0,0,0,297.65,297.4,112000,337000,198055870464,279.05,377.5,83.321785,377.5,377.5,0.0,0.0,RUB,197757845504,0.18174,10079212,665734016,0.9324,0.0046900003,3.275,90.83969,1672444800,1703980800,1688083200,-0.213,432000000,81.43,0.4,83.196,296.934,MCX,EQUITY,RASP.ME,RASP.ME,RASPADSKAYA PJSC,Public Joint Stock Company Raspadskaya,1267597800,Europe/Moscow,MSK,10800000,297.5,12.5,12.5,12.5,12.5,1.0,strong_buy,1,332000000,0.499,666000000,23000000,2.556,3.432,2376999936,1.05,3.57,0.07442,0.16364999,620249984,548000000,-0.232,-0.233,0.52755,0.28018,0.17922,USD,
6,"106, Mira street",Kemerovsky region,Mezhdurechensk,652870,Russia,7 3843 99 71 13,https://www.raspadskaya.com,Coking Coal,Basic Materials,"Public Joint Stock Company Raspadskaya, together with its subsidiaries, engages in the mining of coking coal. Its flagship asset is the Raspadskaya Mine. The company also holds various coal assets located in the Kemerovo region, including mines, open pits, and washing plants. In addition, it is involved in managing, coal processing, and trading activities. The company was founded in 1973 and is based in Mezhdurechensk, Russia. Public Joint Stock Company Raspadskaya operates as a subsidiary of EVRAZ plc.","{'maxAge': 1, 'name': 'Mr. Artem  Scherbakov', 'title': 'VP of Sales', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,279.3,279.3,279.05,302.0,279.3,279.3,279.05,302.0,56.7,0.15020001,1642377600,0.3003,0.401595,3.6534448,743.75,1902880,1902880,0,0,0,297.65,297.4,112000,337000,198055870464,279.05,377.5,83.321785,377.5,377.5,0.0,0.0,RUB,197757845504,0.18174,10079212,665734016,0.9324,0.0046900003,3.275,90.83969,1672444800,1703980800,1688083200,-0.213,432000000,81.43,0.4,83.196,296.934,MCX,EQUITY,RASP.ME,RASP.ME,RASPADSKAYA PJSC,Public Joint Stock Company Raspadskaya,1267597800,Europe/Moscow,MSK,10800000,297.5,12.5,12.5,12.5,12.5,1.0,strong_buy,1,332000000,0.499,666000000,23000000,2.556,3.432,2376999936,1.05,3.57,0.07442,0.16364999,620249984,548000000,-0.232,-0.233,0.52755,0.28018,0.17922,USD,
7,"106, Mira street",Kemerovsky region,Mezhdurechensk,652870,Russia,7 3843 99 71 13,https://www.raspadskaya.com,Coking Coal,Basic Materials,"Public Joint Stock Company Raspadskaya, together with its subsidiaries, engages in the mining of coking coal. Its flagship asset is the Raspadskaya Mine. The company also holds various coal assets located in the Kemerovo region, including mines, open pits, and washing plants. In addition, it is involved in managing, coal processing, and trading activities. The company was founded in 1973 and is based in Mezhdurechensk, Russia. Public Joint Stock Company Raspadskaya operates as a subsidiary of EVRAZ plc.","{'maxAge': 1, 'name': 'Irina  Tikhonova-Bykodorova', 'title': 'VP of HR', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,279.3,279.3,279.05,302.0,279.3,279.3,279.05,302.0,56.7,0.15020001,1642377600,0.3003,0.401595,3.6534448,743.75,1902880,1902880,0,0,0,297.65,297.4,112000,337000,198055870464,279.05,377.5,83.321785,377.5,377.5,0.0,0.0,RUB,197757845504,0.18174,10079212,665734016,0.9324,0.0046900003,3.275,90.83969,1672444800,1703980800,1688083200,-0.213,432000000,81.43,0.4,83.196,296.934,MCX,EQUITY,RASP.ME,RASP.ME,RASPADSKAYA PJSC,Public Joint Stock Company Raspadskaya,1267597800,Europe/Moscow,MSK,10800000,297.5,12.5,12.5,12.5,12.5,1.0,strong_buy,1,332000000,0.499,666000000,23000000,2.556,3.432,2376999936,1.05,3.57,0.07442,0.16364999,620249984,548000000,-0.232,-0.233,0.52755,0.28018,0.17922,USD,
8,"106, Mira street",Kemerovsky region,Mezhdurechensk,652870,Russia,7 3843 99 71 13,https://www.raspadskaya.com,Coking Coal,Basic Materials,"Public Joint Stock Company Raspadskaya, together with its subsidiaries, engages in the mining of coking coal. Its flagship asset is the Raspadskaya Mine. The company also holds various coal assets located in the Kemerovo region, including mines, open pits, and washing plants. In addition, it is involved in managing, coal processing, and trading activities. The company was founded in 1973 and is based in Mezhdurechensk, Russia. Public Joint Stock Company Raspadskaya operates as a subsidiary of EVRAZ plc.","{'maxAge': 1, 'name': 'Mr. Ilya  Shirokobrod', 'age': 50, 'title': 'Chief Exec. Officer of Raspadskaya Coal Company', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,279.3,279.3,279.05,302.0,279.3,279.3,279.05,302.0,56.7,0.15020001,1642377600,0.3003,0.401595,3.6534448,743.75,1902880,1902880,0,0,0,297.65,297.4,112000,337000,198055870464,279.05,377.5,83.321785,377.5,377.5,0.0,0.0,RUB,197757845504,0.18174,10079212,665734016,0.9324,0.0046900003,3.275,90.83969,1672444800,1703980800,1688083200,-0.213,432000000,81.43,0.4,83.196,296.934,MCX,EQUITY,RASP.ME,RASP.ME,RASPADSKAYA PJSC,Public Joint Stock Company Raspadskaya,1267597800,Europe/Moscow,MSK,10800000,297.5,12.5,12.5,12.5,12.5,1.0,strong_buy,1,332000000,0.499,666000000,23000000,2.556,3.432,2376999936,1.05,3.57,0.07442,0.16364999,620249984,548000000,-0.232,-0.233,0.52755,0.28018,0.17922,USD,
9,"106, Mira street",Kemerovsky region,Mezhdurechensk,652870,Russia,7 3843 99 71 13,https://www.raspadskaya.com,Coking Coal,Basic Materials,"Public Joint Stock Company Raspadskaya, together with its subsidiaries, engages in the mining of coking coal. Its flagship asset is the Raspadskaya Mine. The company also holds various coal assets located in the Kemerovo region, including mines, open pits, and washing plants. In addition, it is involved in managing, coal processing, and trading activities. The company was founded in 1973 and is based in Mezhdurechensk, Russia. Public Joint Stock Company Raspadskaya operates as a subsidiary of EVRAZ plc.","{'maxAge': 1, 'name': 'Olga Aleksandrovna Kuligina', 'age': 51, 'title': 'Corp. Sec.', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,279.3,279.3,279.05,302.0,279.3,279.3,279.05,302.0,56.7,0.15020001,1642377600,0.3003,0.401595,3.6534448,743.75,1902880,1902880,0,0,0,297.65,297.4,112000,337000,198055870464,279.05,377.5,83.321785,377.5,377.5,0.0,0.0,RUB,197757845504,0.18174,10079212,665734016,0.9324,0.0046900003,3.275,90.83969,1672444800,1703980800,1688083200,-0.213,432000000,81.43,0.4,83.196,296.934,MCX,EQUITY,RASP.ME,RASP.ME,RASPADSKAYA PJSC,Public Joint Stock Company Raspadskaya,1267597800,Europe/Moscow,MSK,10800000,297.5,12.5,12.5,12.5,12.5,1.0,strong_buy,1,332000000,0.499,666000000,23000000,2.556,3.432,2376999936,1.05,3.57,0.07442,0.16364999,620249984,548000000,-0.232,-0.233,0.52755,0.28018,0.17922,USD,
