,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,14901 South Orange Blossom Trail,Orlando,FL,32837,United States,407 826 5050,https://www.tupperwarebrands.com,Packaging & Containers,Consumer Cyclical,"Tupperware Brands Corporation operates as a consumer products company worldwide. The company manufactures, markets, and sells design-centric preparation, storage, and serving solutions for the kitchen and home, as well as a line of cookware, knives, microwave products, microfiber textiles, water-filtration related items, and an array of products for on-the-go consumers under the Tupperware brand name. It distributes its products to approximately 70 countries primarily through independent sales force members, including independent distributors, directors, managers, and dealers. The company was formerly known as Tupperware Corporation and changed its name to Tupperware Brands Corporation in December 2005. Tupperware Brands Corporation was founded in 1946 and is headquartered in Orlando, Florida.","{'maxAge': 1, 'name': 'Mr. Miguel Angel Fernandez', 'age': 50, 'title': 'Pres, CEO & Director', 'yearBorn': 1972, 'fiscalYear': 2021, 'totalPay': 2433621, 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,3,2,3,1693526400,1640908800,86400,4,2.18,2.18,1.87,2.18,2.18,2.18,1.87,2.18,1568678400,0.0,2.775242,2.313253,8646209,8646209,22740930,2953020,2953020,1.94,1.92,3000,3200,85397760,0.61,8.8,0.065408826,2.4538,2.59325,0.0,0.0,USD,696760000,-0.010880001,38807560,44478000,8675646,9692172,1689292800,1692057600,0.19510001,0.1129,0.60817003,0.15,0.24219999,-4.213,1672444800,1703980800,1672444800,-28400000,-0.64,0.83,0.534,5.376,NYQ,EQUITY,TUP,TUP,Tupperware Brands Corporation,Tupperware Brands Corporation,831562200,America/New_York,EDT,-14400000,1.92,4.0,4.0,4.0,4.0,3.0,hold,1,110100000,2.474,129600000,705400000,0.336,1.314,1305600000,28.632,0.05294,836400000,-115375000,-49800000,-0.206,0.64062,0.099259995,0.071609996,USD,
1,14901 South Orange Blossom Trail,Orlando,FL,32837,United States,407 826 5050,https://www.tupperwarebrands.com,Packaging & Containers,Consumer Cyclical,"Tupperware Brands Corporation operates as a consumer products company worldwide. The company manufactures, markets, and sells design-centric preparation, storage, and serving solutions for the kitchen and home, as well as a line of cookware, knives, microwave products, microfiber textiles, water-filtration related items, and an array of products for on-the-go consumers under the Tupperware brand name. It distributes its products to approximately 70 countries primarily through independent sales force members, including independent distributors, directors, managers, and dealers. The company was formerly known as Tupperware Corporation and changed its name to Tupperware Brands Corporation in December 2005. Tupperware Brands Corporation was founded in 1946 and is headquartered in Orlando, Florida.","{'maxAge': 1, 'name': 'Mr. Richard P. Goudis', 'age': 61, 'title': 'Exec. Vice Chairman', 'yearBorn': 1961, 'fiscalYear': 2021, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,3,2,3,1693526400,1640908800,86400,4,2.18,2.18,1.87,2.18,2.18,2.18,1.87,2.18,1568678400,0.0,2.775242,2.313253,8646209,8646209,22740930,2953020,2953020,1.94,1.92,3000,3200,85397760,0.61,8.8,0.065408826,2.4538,2.59325,0.0,0.0,USD,696760000,-0.010880001,38807560,44478000,8675646,9692172,1689292800,1692057600,0.19510001,0.1129,0.60817003,0.15,0.24219999,-4.213,1672444800,1703980800,1672444800,-28400000,-0.64,0.83,0.534,5.376,NYQ,EQUITY,TUP,TUP,Tupperware Brands Corporation,Tupperware Brands Corporation,831562200,America/New_York,EDT,-14400000,1.92,4.0,4.0,4.0,4.0,3.0,hold,1,110100000,2.474,129600000,705400000,0.336,1.314,1305600000,28.632,0.05294,836400000,-115375000,-49800000,-0.206,0.64062,0.099259995,0.071609996,USD,
2,14901 South Orange Blossom Trail,Orlando,FL,32837,United States,407 826 5050,https://www.tupperwarebrands.com,Packaging & Containers,Consumer Cyclical,"Tupperware Brands Corporation operates as a consumer products company worldwide. The company manufactures, markets, and sells design-centric preparation, storage, and serving solutions for the kitchen and home, as well as a line of cookware, knives, microwave products, microfiber textiles, water-filtration related items, and an array of products for on-the-go consumers under the Tupperware brand name. It distributes its products to approximately 70 countries primarily through independent sales force members, including independent distributors, directors, managers, and dealers. The company was formerly known as Tupperware Corporation and changed its name to Tupperware Brands Corporation in December 2005. Tupperware Brands Corporation was founded in 1946 and is headquartered in Orlando, Florida.","{'maxAge': 1, 'name': 'Ms. Karen Marie Sheehan', 'age': 48, 'title': 'Exec. VP, Chief Legal Officer & Sec.', 'yearBorn': 1974, 'fiscalYear': 2021, 'totalPay': 668825, 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,3,2,3,1693526400,1640908800,86400,4,2.18,2.18,1.87,2.18,2.18,2.18,1.87,2.18,1568678400,0.0,2.775242,2.313253,8646209,8646209,22740930,2953020,2953020,1.94,1.92,3000,3200,85397760,0.61,8.8,0.065408826,2.4538,2.59325,0.0,0.0,USD,696760000,-0.010880001,38807560,44478000,8675646,9692172,1689292800,1692057600,0.19510001,0.1129,0.60817003,0.15,0.24219999,-4.213,1672444800,1703980800,1672444800,-28400000,-0.64,0.83,0.534,5.376,NYQ,EQUITY,TUP,TUP,Tupperware Brands Corporation,Tupperware Brands Corporation,831562200,America/New_York,EDT,-14400000,1.92,4.0,4.0,4.0,4.0,3.0,hold,1,110100000,2.474,129600000,705400000,0.336,1.314,1305600000,28.632,0.05294,836400000,-115375000,-49800000,-0.206,0.64062,0.099259995,0.071609996,USD,
3,14901 South Orange Blossom Trail,Orlando,FL,32837,United States,407 826 5050,https://www.tupperwarebrands.com,Packaging & Containers,Consumer Cyclical,"Tupperware Brands Corporation operates as a consumer products company worldwide. The company manufactures, markets, and sells design-centric preparation, storage, and serving solutions for the kitchen and home, as well as a line of cookware, knives, microwave products, microfiber textiles, water-filtration related items, and an array of products for on-the-go consumers under the Tupperware brand name. It distributes its products to approximately 70 countries primarily through independent sales force members, including independent distributors, directors, managers, and dealers. The company was formerly known as Tupperware Corporation and changed its name to Tupperware Brands Corporation in December 2005. Tupperware Brands Corporation was founded in 1946 and is headquartered in Orlando, Florida.","{'maxAge': 1, 'name': 'Mr. Hector  Lezama', 'title': 'Chief Commercial Officer', 'fiscalYear': 2021, 'totalPay': 707991, 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,3,2,3,1693526400,1640908800,86400,4,2.18,2.18,1.87,2.18,2.18,2.18,1.87,2.18,1568678400,0.0,2.775242,2.313253,8646209,8646209,22740930,2953020,2953020,1.94,1.92,3000,3200,85397760,0.61,8.8,0.065408826,2.4538,2.59325,0.0,0.0,USD,696760000,-0.010880001,38807560,44478000,8675646,9692172,1689292800,1692057600,0.19510001,0.1129,0.60817003,0.15,0.24219999,-4.213,1672444800,1703980800,1672444800,-28400000,-0.64,0.83,0.534,5.376,NYQ,EQUITY,TUP,TUP,Tupperware Brands Corporation,Tupperware Brands Corporation,831562200,America/New_York,EDT,-14400000,1.92,4.0,4.0,4.0,4.0,3.0,hold,1,110100000,2.474,129600000,705400000,0.336,1.314,1305600000,28.632,0.05294,836400000,-115375000,-49800000,-0.206,0.64062,0.099259995,0.071609996,USD,
4,14901 South Orange Blossom Trail,Orlando,FL,32837,United States,407 826 5050,https://www.tupperwarebrands.com,Packaging & Containers,Consumer Cyclical,"Tupperware Brands Corporation operates as a consumer products company worldwide. The company manufactures, markets, and sells design-centric preparation, storage, and serving solutions for the kitchen and home, as well as a line of cookware, knives, microwave products, microfiber textiles, water-filtration related items, and an array of products for on-the-go consumers under the Tupperware brand name. It distributes its products to approximately 70 countries primarily through independent sales force members, including independent distributors, directors, managers, and dealers. The company was formerly known as Tupperware Corporation and changed its name to Tupperware Brands Corporation in December 2005. Tupperware Brands Corporation was founded in 1946 and is headquartered in Orlando, Florida.","{'maxAge': 1, 'name': 'Ms. Mariela Irene Matute', 'age': 44, 'title': 'Exec. VP & CFO', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,3,2,3,1693526400,1640908800,86400,4,2.18,2.18,1.87,2.18,2.18,2.18,1.87,2.18,1568678400,0.0,2.775242,2.313253,8646209,8646209,22740930,2953020,2953020,1.94,1.92,3000,3200,85397760,0.61,8.8,0.065408826,2.4538,2.59325,0.0,0.0,USD,696760000,-0.010880001,38807560,44478000,8675646,9692172,1689292800,1692057600,0.19510001,0.1129,0.60817003,0.15,0.24219999,-4.213,1672444800,1703980800,1672444800,-28400000,-0.64,0.83,0.534,5.376,NYQ,EQUITY,TUP,TUP,Tupperware Brands Corporation,Tupperware Brands Corporation,831562200,America/New_York,EDT,-14400000,1.92,4.0,4.0,4.0,4.0,3.0,hold,1,110100000,2.474,129600000,705400000,0.336,1.314,1305600000,28.632,0.05294,836400000,-115375000,-49800000,-0.206,0.64062,0.099259995,0.071609996,USD,
5,14901 South Orange Blossom Trail,Orlando,FL,32837,United States,407 826 5050,https://www.tupperwarebrands.com,Packaging & Containers,Consumer Cyclical,"Tupperware Brands Corporation operates as a consumer products company worldwide. The company manufactures, markets, and sells design-centric preparation, storage, and serving solutions for the kitchen and home, as well as a line of cookware, knives, microwave products, microfiber textiles, water-filtration related items, and an array of products for on-the-go consumers under the Tupperware brand name. It distributes its products to approximately 70 countries primarily through independent sales force members, including independent distributors, directors, managers, and dealers. The company was formerly known as Tupperware Corporation and changed its name to Tupperware Brands Corporation in December 2005. Tupperware Brands Corporation was founded in 1946 and is headquartered in Orlando, Florida.","{'maxAge': 1, 'name': 'Ms. Madeline  Otero', 'age': 45, 'title': 'Sr. VP & Chief Accounting Officer', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,3,2,3,1693526400,1640908800,86400,4,2.18,2.18,1.87,2.18,2.18,2.18,1.87,2.18,1568678400,0.0,2.775242,2.313253,8646209,8646209,22740930,2953020,2953020,1.94,1.92,3000,3200,85397760,0.61,8.8,0.065408826,2.4538,2.59325,0.0,0.0,USD,696760000,-0.010880001,38807560,44478000,8675646,9692172,1689292800,1692057600,0.19510001,0.1129,0.60817003,0.15,0.24219999,-4.213,1672444800,1703980800,1672444800,-28400000,-0.64,0.83,0.534,5.376,NYQ,EQUITY,TUP,TUP,Tupperware Brands Corporation,Tupperware Brands Corporation,831562200,America/New_York,EDT,-14400000,1.92,4.0,4.0,4.0,4.0,3.0,hold,1,110100000,2.474,129600000,705400000,0.336,1.314,1305600000,28.632,0.05294,836400000,-115375000,-49800000,-0.206,0.64062,0.099259995,0.071609996,USD,
6,14901 South Orange Blossom Trail,Orlando,FL,32837,United States,407 826 5050,https://www.tupperwarebrands.com,Packaging & Containers,Consumer Cyclical,"Tupperware Brands Corporation operates as a consumer products company worldwide. The company manufactures, markets, and sells design-centric preparation, storage, and serving solutions for the kitchen and home, as well as a line of cookware, knives, microwave products, microfiber textiles, water-filtration related items, and an array of products for on-the-go consumers under the Tupperware brand name. It distributes its products to approximately 70 countries primarily through independent sales force members, including independent distributors, directors, managers, and dealers. The company was formerly known as Tupperware Corporation and changed its name to Tupperware Brands Corporation in December 2005. Tupperware Brands Corporation was founded in 1946 and is headquartered in Orlando, Florida.","{'maxAge': 1, 'name': 'Mr. Douglas Matthai Lane C.F.A.', 'title': 'VP of Investor Relations & Strategy', 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,3,2,3,1693526400,1640908800,86400,4,2.18,2.18,1.87,2.18,2.18,2.18,1.87,2.18,1568678400,0.0,2.775242,2.313253,8646209,8646209,22740930,2953020,2953020,1.94,1.92,3000,3200,85397760,0.61,8.8,0.065408826,2.4538,2.59325,0.0,0.0,USD,696760000,-0.010880001,38807560,44478000,8675646,9692172,1689292800,1692057600,0.19510001,0.1129,0.60817003,0.15,0.24219999,-4.213,1672444800,1703980800,1672444800,-28400000,-0.64,0.83,0.534,5.376,NYQ,EQUITY,TUP,TUP,Tupperware Brands Corporation,Tupperware Brands Corporation,831562200,America/New_York,EDT,-14400000,1.92,4.0,4.0,4.0,4.0,3.0,hold,1,110100000,2.474,129600000,705400000,0.336,1.314,1305600000,28.632,0.05294,836400000,-115375000,-49800000,-0.206,0.64062,0.099259995,0.071609996,USD,
7,14901 South Orange Blossom Trail,Orlando,FL,32837,United States,407 826 5050,https://www.tupperwarebrands.com,Packaging & Containers,Consumer Cyclical,"Tupperware Brands Corporation operates as a consumer products company worldwide. The company manufactures, markets, and sells design-centric preparation, storage, and serving solutions for the kitchen and home, as well as a line of cookware, knives, microwave products, microfiber textiles, water-filtration related items, and an array of products for on-the-go consumers under the Tupperware brand name. It distributes its products to approximately 70 countries primarily through independent sales force members, including independent distributors, directors, managers, and dealers. The company was formerly known as Tupperware Corporation and changed its name to Tupperware Brands Corporation in December 2005. Tupperware Brands Corporation was founded in 1946 and is headquartered in Orlando, Florida.","{'maxAge': 1, 'name': 'Mr. Luis  Vazquez', 'title': 'Sr. VP of Sales & Marketing', 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,3,2,3,1693526400,1640908800,86400,4,2.18,2.18,1.87,2.18,2.18,2.18,1.87,2.18,1568678400,0.0,2.775242,2.313253,8646209,8646209,22740930,2953020,2953020,1.94,1.92,3000,3200,85397760,0.61,8.8,0.065408826,2.4538,2.59325,0.0,0.0,USD,696760000,-0.010880001,38807560,44478000,8675646,9692172,1689292800,1692057600,0.19510001,0.1129,0.60817003,0.15,0.24219999,-4.213,1672444800,1703980800,1672444800,-28400000,-0.64,0.83,0.534,5.376,NYQ,EQUITY,TUP,TUP,Tupperware Brands Corporation,Tupperware Brands Corporation,831562200,America/New_York,EDT,-14400000,1.92,4.0,4.0,4.0,4.0,3.0,hold,1,110100000,2.474,129600000,705400000,0.336,1.314,1305600000,28.632,0.05294,836400000,-115375000,-49800000,-0.206,0.64062,0.099259995,0.071609996,USD,
8,14901 South Orange Blossom Trail,Orlando,FL,32837,United States,407 826 5050,https://www.tupperwarebrands.com,Packaging & Containers,Consumer Cyclical,"Tupperware Brands Corporation operates as a consumer products company worldwide. The company manufactures, markets, and sells design-centric preparation, storage, and serving solutions for the kitchen and home, as well as a line of cookware, knives, microwave products, microfiber textiles, water-filtration related items, and an array of products for on-the-go consumers under the Tupperware brand name. It distributes its products to approximately 70 countries primarily through independent sales force members, including independent distributors, directors, managers, and dealers. The company was formerly known as Tupperware Corporation and changed its name to Tupperware Brands Corporation in December 2005. Tupperware Brands Corporation was founded in 1946 and is headquartered in Orlando, Florida.","{'maxAge': 1, 'name': 'Ms. Beatriz  Díaz de la Fuente', 'title': 'Exec. VP & Chief HR Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,3,2,3,1693526400,1640908800,86400,4,2.18,2.18,1.87,2.18,2.18,2.18,1.87,2.18,1568678400,0.0,2.775242,2.313253,8646209,8646209,22740930,2953020,2953020,1.94,1.92,3000,3200,85397760,0.61,8.8,0.065408826,2.4538,2.59325,0.0,0.0,USD,696760000,-0.010880001,38807560,44478000,8675646,9692172,1689292800,1692057600,0.19510001,0.1129,0.60817003,0.15,0.24219999,-4.213,1672444800,1703980800,1672444800,-28400000,-0.64,0.83,0.534,5.376,NYQ,EQUITY,TUP,TUP,Tupperware Brands Corporation,Tupperware Brands Corporation,831562200,America/New_York,EDT,-14400000,1.92,4.0,4.0,4.0,4.0,3.0,hold,1,110100000,2.474,129600000,705400000,0.336,1.314,1305600000,28.632,0.05294,836400000,-115375000,-49800000,-0.206,0.64062,0.099259995,0.071609996,USD,
9,14901 South Orange Blossom Trail,Orlando,FL,32837,United States,407 826 5050,https://www.tupperwarebrands.com,Packaging & Containers,Consumer Cyclical,"Tupperware Brands Corporation operates as a consumer products company worldwide. The company manufactures, markets, and sells design-centric preparation, storage, and serving solutions for the kitchen and home, as well as a line of cookware, knives, microwave products, microfiber textiles, water-filtration related items, and an array of products for on-the-go consumers under the Tupperware brand name. It distributes its products to approximately 70 countries primarily through independent sales force members, including independent distributors, directors, managers, and dealers. The company was formerly known as Tupperware Corporation and changed its name to Tupperware Brands Corporation in December 2005. Tupperware Brands Corporation was founded in 1946 and is headquartered in Orlando, Florida.","{'maxAge': 1, 'name': 'Mr. Jim  Van Ingen', 'title': 'Exec. VP of Supply Chain', 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,3,2,3,1693526400,1640908800,86400,4,2.18,2.18,1.87,2.18,2.18,2.18,1.87,2.18,1568678400,0.0,2.775242,2.313253,8646209,8646209,22740930,2953020,2953020,1.94,1.92,3000,3200,85397760,0.61,8.8,0.065408826,2.4538,2.59325,0.0,0.0,USD,696760000,-0.010880001,38807560,44478000,8675646,9692172,1689292800,1692057600,0.19510001,0.1129,0.60817003,0.15,0.24219999,-4.213,1672444800,1703980800,1672444800,-28400000,-0.64,0.83,0.534,5.376,NYQ,EQUITY,TUP,TUP,Tupperware Brands Corporation,Tupperware Brands Corporation,831562200,America/New_York,EDT,-14400000,1.92,4.0,4.0,4.0,4.0,3.0,hold,1,110100000,2.474,129600000,705400000,0.336,1.314,1305600000,28.632,0.05294,836400000,-115375000,-49800000,-0.206,0.64062,0.099259995,0.071609996,USD,
