,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Bakrie Tower Building,12th Floor Komplek Rasuna Epicentrum Jalan H. R. Rasuna Said,Jakarta Selatan,12940,Indonesia,62 21 5794 2080,62 21 5794 2070,https://www.bumiresources.com,Thermal Coal,Energy,"PT Bumi Resources Tbk, together with its subsidiaries, engages in the mining activities in Indonesia. It operates through Coal, Services, Oil and Gas, and Gold segments. The Coal segment engages in the exploration, exploitation, and sale of coal deposits. The Services segment offers marketing and management services. The Oil and Gas segment explores for oil and gas properties. The Gold segment explores for gold properties. The company also exports its products. PT Bumi Resources Tbk was formerly known as PT Bumi Modern Tbk. and changed its name to PT Bumi Resources Tbk in September 2000. PT Bumi Resources Tbk was founded in 1973 and is headquartered in Jakarta Selatan, Indonesia. PT Bumi Resources Tbk is a subsidiary of Long Haul Holdings Ltd.",821,"{'maxAge': 1, 'name': 'Mr. Adika Nuraga Bakrie', 'age': 41, 'title': 'Pres Director', 'yearBorn': 1981, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,136.0,136.0,130.0,138.0,136.0,136.0,130.0,138.0,1340150400,0.0,0.759973,4.5865417,3196318604,3196318604,766378911,1644637230,1644637230,135.0,136.0,0,0,50870976774144,90.0,199.0,29108.023,136.3,137.455,0.0,0.0,IDR,50872302174208,0.25144,119572693432,371321012224,0.68369,0.11455,0.004,34250.0,1672444800,1703980800,1688083200,-0.827,439431232,29.87,29108.781,372294.75,JKT,EQUITY,BUMI.JK,BUMI.JK,Bumi Resources Tbk,PT Bumi Resources Tbk,991879200,Asia/Jakarta,WIB,25200000,137.0,none,87218584,0.0,136645232,227503264,0.452,0.865,1747661696,8.016,0.008,0.0176,0.25199,370640946,-832247872,-819510464,-0.93,-0.303,0.15187,0.07819,0.07113,USD,
1,Bakrie Tower Building,12th Floor Komplek Rasuna Epicentrum Jalan H. R. Rasuna Said,Jakarta Selatan,12940,Indonesia,62 21 5794 2080,62 21 5794 2070,https://www.bumiresources.com,Thermal Coal,Energy,"PT Bumi Resources Tbk, together with its subsidiaries, engages in the mining activities in Indonesia. It operates through Coal, Services, Oil and Gas, and Gold segments. The Coal segment engages in the exploration, exploitation, and sale of coal deposits. The Services segment offers marketing and management services. The Oil and Gas segment explores for oil and gas properties. The Gold segment explores for gold properties. The company also exports its products. PT Bumi Resources Tbk was formerly known as PT Bumi Modern Tbk. and changed its name to PT Bumi Resources Tbk in September 2000. PT Bumi Resources Tbk was founded in 1973 and is headquartered in Jakarta Selatan, Indonesia. PT Bumi Resources Tbk is a subsidiary of Long Haul Holdings Ltd.",821,"{'maxAge': 1, 'name': 'Mr. Andrew Christopher Beckham', 'age': 55, 'title': 'CFO & Director', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,136.0,136.0,130.0,138.0,136.0,136.0,130.0,138.0,1340150400,0.0,0.759973,4.5865417,3196318604,3196318604,766378911,1644637230,1644637230,135.0,136.0,0,0,50870976774144,90.0,199.0,29108.023,136.3,137.455,0.0,0.0,IDR,50872302174208,0.25144,119572693432,371321012224,0.68369,0.11455,0.004,34250.0,1672444800,1703980800,1688083200,-0.827,439431232,29.87,29108.781,372294.75,JKT,EQUITY,BUMI.JK,BUMI.JK,Bumi Resources Tbk,PT Bumi Resources Tbk,991879200,Asia/Jakarta,WIB,25200000,137.0,none,87218584,0.0,136645232,227503264,0.452,0.865,1747661696,8.016,0.008,0.0176,0.25199,370640946,-832247872,-819510464,-0.93,-0.303,0.15187,0.07819,0.07113,USD,
2,Bakrie Tower Building,12th Floor Komplek Rasuna Epicentrum Jalan H. R. Rasuna Said,Jakarta Selatan,12940,Indonesia,62 21 5794 2080,62 21 5794 2070,https://www.bumiresources.com,Thermal Coal,Energy,"PT Bumi Resources Tbk, together with its subsidiaries, engages in the mining activities in Indonesia. It operates through Coal, Services, Oil and Gas, and Gold segments. The Coal segment engages in the exploration, exploitation, and sale of coal deposits. The Services segment offers marketing and management services. The Oil and Gas segment explores for oil and gas properties. The Gold segment explores for gold properties. The company also exports its products. PT Bumi Resources Tbk was formerly known as PT Bumi Modern Tbk. and changed its name to PT Bumi Resources Tbk in September 2000. PT Bumi Resources Tbk was founded in 1973 and is headquartered in Jakarta Selatan, Indonesia. PT Bumi Resources Tbk is a subsidiary of Long Haul Holdings Ltd.",821,"{'maxAge': 1, 'name': 'Mr. Ashok  Mitra', 'age': 65, 'title': 'COO & Director', 'yearBorn': 1957, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,136.0,136.0,130.0,138.0,136.0,136.0,130.0,138.0,1340150400,0.0,0.759973,4.5865417,3196318604,3196318604,766378911,1644637230,1644637230,135.0,136.0,0,0,50870976774144,90.0,199.0,29108.023,136.3,137.455,0.0,0.0,IDR,50872302174208,0.25144,119572693432,371321012224,0.68369,0.11455,0.004,34250.0,1672444800,1703980800,1688083200,-0.827,439431232,29.87,29108.781,372294.75,JKT,EQUITY,BUMI.JK,BUMI.JK,Bumi Resources Tbk,PT Bumi Resources Tbk,991879200,Asia/Jakarta,WIB,25200000,137.0,none,87218584,0.0,136645232,227503264,0.452,0.865,1747661696,8.016,0.008,0.0176,0.25199,370640946,-832247872,-819510464,-0.93,-0.303,0.15187,0.07819,0.07113,USD,
3,Bakrie Tower Building,12th Floor Komplek Rasuna Epicentrum Jalan H. R. Rasuna Said,Jakarta Selatan,12940,Indonesia,62 21 5794 2080,62 21 5794 2070,https://www.bumiresources.com,Thermal Coal,Energy,"PT Bumi Resources Tbk, together with its subsidiaries, engages in the mining activities in Indonesia. It operates through Coal, Services, Oil and Gas, and Gold segments. The Coal segment engages in the exploration, exploitation, and sale of coal deposits. The Services segment offers marketing and management services. The Oil and Gas segment explores for oil and gas properties. The Gold segment explores for gold properties. The company also exports its products. PT Bumi Resources Tbk was formerly known as PT Bumi Modern Tbk. and changed its name to PT Bumi Resources Tbk in September 2000. PT Bumi Resources Tbk was founded in 1973 and is headquartered in Jakarta Selatan, Indonesia. PT Bumi Resources Tbk is a subsidiary of Long Haul Holdings Ltd.",821,"{'maxAge': 1, 'name': 'Mr. Achmad Widjaja Reza', 'title': 'Chief Economist & VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,136.0,136.0,130.0,138.0,136.0,136.0,130.0,138.0,1340150400,0.0,0.759973,4.5865417,3196318604,3196318604,766378911,1644637230,1644637230,135.0,136.0,0,0,50870976774144,90.0,199.0,29108.023,136.3,137.455,0.0,0.0,IDR,50872302174208,0.25144,119572693432,371321012224,0.68369,0.11455,0.004,34250.0,1672444800,1703980800,1688083200,-0.827,439431232,29.87,29108.781,372294.75,JKT,EQUITY,BUMI.JK,BUMI.JK,Bumi Resources Tbk,PT Bumi Resources Tbk,991879200,Asia/Jakarta,WIB,25200000,137.0,none,87218584,0.0,136645232,227503264,0.452,0.865,1747661696,8.016,0.008,0.0176,0.25199,370640946,-832247872,-819510464,-0.93,-0.303,0.15187,0.07819,0.07113,USD,
4,Bakrie Tower Building,12th Floor Komplek Rasuna Epicentrum Jalan H. R. Rasuna Said,Jakarta Selatan,12940,Indonesia,62 21 5794 2080,62 21 5794 2070,https://www.bumiresources.com,Thermal Coal,Energy,"PT Bumi Resources Tbk, together with its subsidiaries, engages in the mining activities in Indonesia. It operates through Coal, Services, Oil and Gas, and Gold segments. The Coal segment engages in the exploration, exploitation, and sale of coal deposits. The Services segment offers marketing and management services. The Oil and Gas segment explores for oil and gas properties. The Gold segment explores for gold properties. The company also exports its products. PT Bumi Resources Tbk was formerly known as PT Bumi Modern Tbk. and changed its name to PT Bumi Resources Tbk in September 2000. PT Bumi Resources Tbk was founded in 1973 and is headquartered in Jakarta Selatan, Indonesia. PT Bumi Resources Tbk is a subsidiary of Long Haul Holdings Ltd.",821,"{'maxAge': 1, 'name': 'Ms. Raden Ajeng Sri Dharmayanti', 'age': 60, 'title': 'Chief Legal Officer & Director', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,136.0,136.0,130.0,138.0,136.0,136.0,130.0,138.0,1340150400,0.0,0.759973,4.5865417,3196318604,3196318604,766378911,1644637230,1644637230,135.0,136.0,0,0,50870976774144,90.0,199.0,29108.023,136.3,137.455,0.0,0.0,IDR,50872302174208,0.25144,119572693432,371321012224,0.68369,0.11455,0.004,34250.0,1672444800,1703980800,1688083200,-0.827,439431232,29.87,29108.781,372294.75,JKT,EQUITY,BUMI.JK,BUMI.JK,Bumi Resources Tbk,PT Bumi Resources Tbk,991879200,Asia/Jakarta,WIB,25200000,137.0,none,87218584,0.0,136645232,227503264,0.452,0.865,1747661696,8.016,0.008,0.0176,0.25199,370640946,-832247872,-819510464,-0.93,-0.303,0.15187,0.07819,0.07113,USD,
5,Bakrie Tower Building,12th Floor Komplek Rasuna Epicentrum Jalan H. R. Rasuna Said,Jakarta Selatan,12940,Indonesia,62 21 5794 2080,62 21 5794 2070,https://www.bumiresources.com,Thermal Coal,Energy,"PT Bumi Resources Tbk, together with its subsidiaries, engages in the mining activities in Indonesia. It operates through Coal, Services, Oil and Gas, and Gold segments. The Coal segment engages in the exploration, exploitation, and sale of coal deposits. The Services segment offers marketing and management services. The Oil and Gas segment explores for oil and gas properties. The Gold segment explores for gold properties. The company also exports its products. PT Bumi Resources Tbk was formerly known as PT Bumi Modern Tbk. and changed its name to PT Bumi Resources Tbk in September 2000. PT Bumi Resources Tbk was founded in 1973 and is headquartered in Jakarta Selatan, Indonesia. PT Bumi Resources Tbk is a subsidiary of Long Haul Holdings Ltd.",821,"{'maxAge': 1, 'name': 'Christopher K. Fong', 'title': 'Sr. VP of Communication & Public Affairs', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,136.0,136.0,130.0,138.0,136.0,136.0,130.0,138.0,1340150400,0.0,0.759973,4.5865417,3196318604,3196318604,766378911,1644637230,1644637230,135.0,136.0,0,0,50870976774144,90.0,199.0,29108.023,136.3,137.455,0.0,0.0,IDR,50872302174208,0.25144,119572693432,371321012224,0.68369,0.11455,0.004,34250.0,1672444800,1703980800,1688083200,-0.827,439431232,29.87,29108.781,372294.75,JKT,EQUITY,BUMI.JK,BUMI.JK,Bumi Resources Tbk,PT Bumi Resources Tbk,991879200,Asia/Jakarta,WIB,25200000,137.0,none,87218584,0.0,136645232,227503264,0.452,0.865,1747661696,8.016,0.008,0.0176,0.25199,370640946,-832247872,-819510464,-0.93,-0.303,0.15187,0.07819,0.07113,USD,
6,Bakrie Tower Building,12th Floor Komplek Rasuna Epicentrum Jalan H. R. Rasuna Said,Jakarta Selatan,12940,Indonesia,62 21 5794 2080,62 21 5794 2070,https://www.bumiresources.com,Thermal Coal,Energy,"PT Bumi Resources Tbk, together with its subsidiaries, engages in the mining activities in Indonesia. It operates through Coal, Services, Oil and Gas, and Gold segments. The Coal segment engages in the exploration, exploitation, and sale of coal deposits. The Services segment offers marketing and management services. The Oil and Gas segment explores for oil and gas properties. The Gold segment explores for gold properties. The company also exports its products. PT Bumi Resources Tbk was formerly known as PT Bumi Modern Tbk. and changed its name to PT Bumi Resources Tbk in September 2000. PT Bumi Resources Tbk was founded in 1973 and is headquartered in Jakarta Selatan, Indonesia. PT Bumi Resources Tbk is a subsidiary of Long Haul Holdings Ltd.",821,"{'maxAge': 1, 'name': 'Mr. Maringan M. I. H. Hutabarat', 'age': 57, 'title': 'Chief Marketing Officer & Director', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,136.0,136.0,130.0,138.0,136.0,136.0,130.0,138.0,1340150400,0.0,0.759973,4.5865417,3196318604,3196318604,766378911,1644637230,1644637230,135.0,136.0,0,0,50870976774144,90.0,199.0,29108.023,136.3,137.455,0.0,0.0,IDR,50872302174208,0.25144,119572693432,371321012224,0.68369,0.11455,0.004,34250.0,1672444800,1703980800,1688083200,-0.827,439431232,29.87,29108.781,372294.75,JKT,EQUITY,BUMI.JK,BUMI.JK,Bumi Resources Tbk,PT Bumi Resources Tbk,991879200,Asia/Jakarta,WIB,25200000,137.0,none,87218584,0.0,136645232,227503264,0.452,0.865,1747661696,8.016,0.008,0.0176,0.25199,370640946,-832247872,-819510464,-0.93,-0.303,0.15187,0.07819,0.07113,USD,
7,Bakrie Tower Building,12th Floor Komplek Rasuna Epicentrum Jalan H. R. Rasuna Said,Jakarta Selatan,12940,Indonesia,62 21 5794 2080,62 21 5794 2070,https://www.bumiresources.com,Thermal Coal,Energy,"PT Bumi Resources Tbk, together with its subsidiaries, engages in the mining activities in Indonesia. It operates through Coal, Services, Oil and Gas, and Gold segments. The Coal segment engages in the exploration, exploitation, and sale of coal deposits. The Services segment offers marketing and management services. The Oil and Gas segment explores for oil and gas properties. The Gold segment explores for gold properties. The company also exports its products. PT Bumi Resources Tbk was formerly known as PT Bumi Modern Tbk. and changed its name to PT Bumi Resources Tbk in September 2000. PT Bumi Resources Tbk was founded in 1973 and is headquartered in Jakarta Selatan, Indonesia. PT Bumi Resources Tbk is a subsidiary of Long Haul Holdings Ltd.",821,"{'maxAge': 1, 'name': 'Mr. Mahmud  Samuri', 'age': 52, 'title': 'VP of HR & Gen. Affairs', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,136.0,136.0,130.0,138.0,136.0,136.0,130.0,138.0,1340150400,0.0,0.759973,4.5865417,3196318604,3196318604,766378911,1644637230,1644637230,135.0,136.0,0,0,50870976774144,90.0,199.0,29108.023,136.3,137.455,0.0,0.0,IDR,50872302174208,0.25144,119572693432,371321012224,0.68369,0.11455,0.004,34250.0,1672444800,1703980800,1688083200,-0.827,439431232,29.87,29108.781,372294.75,JKT,EQUITY,BUMI.JK,BUMI.JK,Bumi Resources Tbk,PT Bumi Resources Tbk,991879200,Asia/Jakarta,WIB,25200000,137.0,none,87218584,0.0,136645232,227503264,0.452,0.865,1747661696,8.016,0.008,0.0176,0.25199,370640946,-832247872,-819510464,-0.93,-0.303,0.15187,0.07819,0.07113,USD,
8,Bakrie Tower Building,12th Floor Komplek Rasuna Epicentrum Jalan H. R. Rasuna Said,Jakarta Selatan,12940,Indonesia,62 21 5794 2080,62 21 5794 2070,https://www.bumiresources.com,Thermal Coal,Energy,"PT Bumi Resources Tbk, together with its subsidiaries, engages in the mining activities in Indonesia. It operates through Coal, Services, Oil and Gas, and Gold segments. The Coal segment engages in the exploration, exploitation, and sale of coal deposits. The Services segment offers marketing and management services. The Oil and Gas segment explores for oil and gas properties. The Gold segment explores for gold properties. The company also exports its products. PT Bumi Resources Tbk was formerly known as PT Bumi Modern Tbk. and changed its name to PT Bumi Resources Tbk in September 2000. PT Bumi Resources Tbk was founded in 1973 and is headquartered in Jakarta Selatan, Indonesia. PT Bumi Resources Tbk is a subsidiary of Long Haul Holdings Ltd.",821,"{'maxAge': 1, 'name': 'Mr. Nalinkant Amratlal Rathod', 'age': 72, 'title': 'Deputy CEO & Director', 'yearBorn': 1950, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,136.0,136.0,130.0,138.0,136.0,136.0,130.0,138.0,1340150400,0.0,0.759973,4.5865417,3196318604,3196318604,766378911,1644637230,1644637230,135.0,136.0,0,0,50870976774144,90.0,199.0,29108.023,136.3,137.455,0.0,0.0,IDR,50872302174208,0.25144,119572693432,371321012224,0.68369,0.11455,0.004,34250.0,1672444800,1703980800,1688083200,-0.827,439431232,29.87,29108.781,372294.75,JKT,EQUITY,BUMI.JK,BUMI.JK,Bumi Resources Tbk,PT Bumi Resources Tbk,991879200,Asia/Jakarta,WIB,25200000,137.0,none,87218584,0.0,136645232,227503264,0.452,0.865,1747661696,8.016,0.008,0.0176,0.25199,370640946,-832247872,-819510464,-0.93,-0.303,0.15187,0.07819,0.07113,USD,
9,Bakrie Tower Building,12th Floor Komplek Rasuna Epicentrum Jalan H. R. Rasuna Said,Jakarta Selatan,12940,Indonesia,62 21 5794 2080,62 21 5794 2070,https://www.bumiresources.com,Thermal Coal,Energy,"PT Bumi Resources Tbk, together with its subsidiaries, engages in the mining activities in Indonesia. It operates through Coal, Services, Oil and Gas, and Gold segments. The Coal segment engages in the exploration, exploitation, and sale of coal deposits. The Services segment offers marketing and management services. The Oil and Gas segment explores for oil and gas properties. The Gold segment explores for gold properties. The company also exports its products. PT Bumi Resources Tbk was formerly known as PT Bumi Modern Tbk. and changed its name to PT Bumi Resources Tbk in September 2000. PT Bumi Resources Tbk was founded in 1973 and is headquartered in Jakarta Selatan, Indonesia. PT Bumi Resources Tbk is a subsidiary of Long Haul Holdings Ltd.",821,"{'maxAge': 1, 'name': 'Mr. Kenneth Patrick Farrell', 'age': 67, 'title': 'Managing Director', 'yearBorn': 1955, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,136.0,136.0,130.0,138.0,136.0,136.0,130.0,138.0,1340150400,0.0,0.759973,4.5865417,3196318604,3196318604,766378911,1644637230,1644637230,135.0,136.0,0,0,50870976774144,90.0,199.0,29108.023,136.3,137.455,0.0,0.0,IDR,50872302174208,0.25144,119572693432,371321012224,0.68369,0.11455,0.004,34250.0,1672444800,1703980800,1688083200,-0.827,439431232,29.87,29108.781,372294.75,JKT,EQUITY,BUMI.JK,BUMI.JK,Bumi Resources Tbk,PT Bumi Resources Tbk,991879200,Asia/Jakarta,WIB,25200000,137.0,none,87218584,0.0,136645232,227503264,0.452,0.865,1747661696,8.016,0.008,0.0176,0.25199,370640946,-832247872,-819510464,-0.93,-0.303,0.15187,0.07819,0.07113,USD,
