,address1,address2,city,zip,country,phone,website,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Keilalahdentie 2-4,P.O.Box 2,Espoo,02101,Finland,358 207 2010,https://www.tietoevry.com,"TietoEVRY Oyj operates as a software and services company. It operates through six segments: Tietoevry Create, Tietoevry Banking, Tietoevry Care, Tietoevry Industry, Tietoevry Transform, and Tietoevry Connect. The Tietoevry Create segment provides digital agenda to create competitive products, as well as uses design, data, and cloud technologies for data-driven businesses. This segment also offers software and data engineering services. The Tietoevry Banking segment provides software products for digital transformation and financial institutions. The Tietoevry Care segment offers modular and interoperable software, reinventing Nordic health, and social care services. The Tietoevry Industry segment offers software and data solutions across various industries, such as public sector, pulp and paper, and utilities. The Tietoevry Transform segment provides enterprise-wide transformation across customers' business processes, applications and infrastructure. The Tietoevry Connect segment operates a cloud platform that provides a range of infrastructure choices ensuring security, resilience, and compliance for the customer's business. The company was formerly known as Tieto Oyj and changed its name to TietoEVRY Oyj in December 2019. TietoEVRY Oyj was founded in 1968 and is headquartered in Espoo, Finland.",23958,"{'maxAge': 1, 'name': 'Mr. Kimmo  Alkio', 'age': 59, 'title': 'CEO & Pres', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 1542949, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,24.74162,25.74,25.74,26.8,24.74162,25.74,25.74,26.8,0.977102,10.897858,4460,4460,55251,59486,59486,1945304832,22.38,30.52,0.6710724,27.78664,26.841328,1.45,0.058605704,EUR,3410935296,0.07162,99220022,73826304,0.12274,0.51543,11.97,2.2105262,1672444800,1703980800,1688083200,0.161,207600000,2.428,1.177,9.358,LSE,EQUITY,0KG0.L,0KG0.L,TietoEVRY Oyj,1194508800,Europe/London,BST,3600000,26.46,none,213900000,1.807,364500000,956300032,0.861,0.868,2898800128,67.483,24.486,0.05348,0.13599,785500000,171737504,321700000,0.167,-0.059,0.2709,0.12574,0.097449996,EUR,
1,Keilalahdentie 2-4,P.O.Box 2,Espoo,02101,Finland,358 207 2010,https://www.tietoevry.com,"TietoEVRY Oyj operates as a software and services company. It operates through six segments: Tietoevry Create, Tietoevry Banking, Tietoevry Care, Tietoevry Industry, Tietoevry Transform, and Tietoevry Connect. The Tietoevry Create segment provides digital agenda to create competitive products, as well as uses design, data, and cloud technologies for data-driven businesses. This segment also offers software and data engineering services. The Tietoevry Banking segment provides software products for digital transformation and financial institutions. The Tietoevry Care segment offers modular and interoperable software, reinventing Nordic health, and social care services. The Tietoevry Industry segment offers software and data solutions across various industries, such as public sector, pulp and paper, and utilities. The Tietoevry Transform segment provides enterprise-wide transformation across customers' business processes, applications and infrastructure. The Tietoevry Connect segment operates a cloud platform that provides a range of infrastructure choices ensuring security, resilience, and compliance for the customer's business. The company was formerly known as Tieto Oyj and changed its name to TietoEVRY Oyj in December 2019. TietoEVRY Oyj was founded in 1968 and is headquartered in Espoo, Finland.",23958,"{'maxAge': 1, 'name': 'Mr. Tomi  Hyrylainen', 'age': 52, 'title': 'Chief Financial Officer', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,24.74162,25.74,25.74,26.8,24.74162,25.74,25.74,26.8,0.977102,10.897858,4460,4460,55251,59486,59486,1945304832,22.38,30.52,0.6710724,27.78664,26.841328,1.45,0.058605704,EUR,3410935296,0.07162,99220022,73826304,0.12274,0.51543,11.97,2.2105262,1672444800,1703980800,1688083200,0.161,207600000,2.428,1.177,9.358,LSE,EQUITY,0KG0.L,0KG0.L,TietoEVRY Oyj,1194508800,Europe/London,BST,3600000,26.46,none,213900000,1.807,364500000,956300032,0.861,0.868,2898800128,67.483,24.486,0.05348,0.13599,785500000,171737504,321700000,0.167,-0.059,0.2709,0.12574,0.097449996,EUR,
2,Keilalahdentie 2-4,P.O.Box 2,Espoo,02101,Finland,358 207 2010,https://www.tietoevry.com,"TietoEVRY Oyj operates as a software and services company. It operates through six segments: Tietoevry Create, Tietoevry Banking, Tietoevry Care, Tietoevry Industry, Tietoevry Transform, and Tietoevry Connect. The Tietoevry Create segment provides digital agenda to create competitive products, as well as uses design, data, and cloud technologies for data-driven businesses. This segment also offers software and data engineering services. The Tietoevry Banking segment provides software products for digital transformation and financial institutions. The Tietoevry Care segment offers modular and interoperable software, reinventing Nordic health, and social care services. The Tietoevry Industry segment offers software and data solutions across various industries, such as public sector, pulp and paper, and utilities. The Tietoevry Transform segment provides enterprise-wide transformation across customers' business processes, applications and infrastructure. The Tietoevry Connect segment operates a cloud platform that provides a range of infrastructure choices ensuring security, resilience, and compliance for the customer's business. The company was formerly known as Tieto Oyj and changed its name to TietoEVRY Oyj in December 2019. TietoEVRY Oyj was founded in 1968 and is headquartered in Espoo, Finland.",23958,"{'maxAge': 1, 'name': 'Mr. Tommi  Jarvenpaa M.Sc.', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,24.74162,25.74,25.74,26.8,24.74162,25.74,25.74,26.8,0.977102,10.897858,4460,4460,55251,59486,59486,1945304832,22.38,30.52,0.6710724,27.78664,26.841328,1.45,0.058605704,EUR,3410935296,0.07162,99220022,73826304,0.12274,0.51543,11.97,2.2105262,1672444800,1703980800,1688083200,0.161,207600000,2.428,1.177,9.358,LSE,EQUITY,0KG0.L,0KG0.L,TietoEVRY Oyj,1194508800,Europe/London,BST,3600000,26.46,none,213900000,1.807,364500000,956300032,0.861,0.868,2898800128,67.483,24.486,0.05348,0.13599,785500000,171737504,321700000,0.167,-0.059,0.2709,0.12574,0.097449996,EUR,
3,Keilalahdentie 2-4,P.O.Box 2,Espoo,02101,Finland,358 207 2010,https://www.tietoevry.com,"TietoEVRY Oyj operates as a software and services company. It operates through six segments: Tietoevry Create, Tietoevry Banking, Tietoevry Care, Tietoevry Industry, Tietoevry Transform, and Tietoevry Connect. The Tietoevry Create segment provides digital agenda to create competitive products, as well as uses design, data, and cloud technologies for data-driven businesses. This segment also offers software and data engineering services. The Tietoevry Banking segment provides software products for digital transformation and financial institutions. The Tietoevry Care segment offers modular and interoperable software, reinventing Nordic health, and social care services. The Tietoevry Industry segment offers software and data solutions across various industries, such as public sector, pulp and paper, and utilities. The Tietoevry Transform segment provides enterprise-wide transformation across customers' business processes, applications and infrastructure. The Tietoevry Connect segment operates a cloud platform that provides a range of infrastructure choices ensuring security, resilience, and compliance for the customer's business. The company was formerly known as Tieto Oyj and changed its name to TietoEVRY Oyj in December 2019. TietoEVRY Oyj was founded in 1968 and is headquartered in Espoo, Finland.",23958,"{'maxAge': 1, 'name': 'Mr. Jussi  Tokola', 'title': 'Gen. Counsel', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,24.74162,25.74,25.74,26.8,24.74162,25.74,25.74,26.8,0.977102,10.897858,4460,4460,55251,59486,59486,1945304832,22.38,30.52,0.6710724,27.78664,26.841328,1.45,0.058605704,EUR,3410935296,0.07162,99220022,73826304,0.12274,0.51543,11.97,2.2105262,1672444800,1703980800,1688083200,0.161,207600000,2.428,1.177,9.358,LSE,EQUITY,0KG0.L,0KG0.L,TietoEVRY Oyj,1194508800,Europe/London,BST,3600000,26.46,none,213900000,1.807,364500000,956300032,0.861,0.868,2898800128,67.483,24.486,0.05348,0.13599,785500000,171737504,321700000,0.167,-0.059,0.2709,0.12574,0.097449996,EUR,
4,Keilalahdentie 2-4,P.O.Box 2,Espoo,02101,Finland,358 207 2010,https://www.tietoevry.com,"TietoEVRY Oyj operates as a software and services company. It operates through six segments: Tietoevry Create, Tietoevry Banking, Tietoevry Care, Tietoevry Industry, Tietoevry Transform, and Tietoevry Connect. The Tietoevry Create segment provides digital agenda to create competitive products, as well as uses design, data, and cloud technologies for data-driven businesses. This segment also offers software and data engineering services. The Tietoevry Banking segment provides software products for digital transformation and financial institutions. The Tietoevry Care segment offers modular and interoperable software, reinventing Nordic health, and social care services. The Tietoevry Industry segment offers software and data solutions across various industries, such as public sector, pulp and paper, and utilities. The Tietoevry Transform segment provides enterprise-wide transformation across customers' business processes, applications and infrastructure. The Tietoevry Connect segment operates a cloud platform that provides a range of infrastructure choices ensuring security, resilience, and compliance for the customer's business. The company was formerly known as Tieto Oyj and changed its name to TietoEVRY Oyj in December 2019. TietoEVRY Oyj was founded in 1968 and is headquartered in Espoo, Finland.",23958,"{'maxAge': 1, 'name': 'Ms. Kia  Haring', 'title': 'Head of Communications & Sustainability', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,24.74162,25.74,25.74,26.8,24.74162,25.74,25.74,26.8,0.977102,10.897858,4460,4460,55251,59486,59486,1945304832,22.38,30.52,0.6710724,27.78664,26.841328,1.45,0.058605704,EUR,3410935296,0.07162,99220022,73826304,0.12274,0.51543,11.97,2.2105262,1672444800,1703980800,1688083200,0.161,207600000,2.428,1.177,9.358,LSE,EQUITY,0KG0.L,0KG0.L,TietoEVRY Oyj,1194508800,Europe/London,BST,3600000,26.46,none,213900000,1.807,364500000,956300032,0.861,0.868,2898800128,67.483,24.486,0.05348,0.13599,785500000,171737504,321700000,0.167,-0.059,0.2709,0.12574,0.097449996,EUR,
5,Keilalahdentie 2-4,P.O.Box 2,Espoo,02101,Finland,358 207 2010,https://www.tietoevry.com,"TietoEVRY Oyj operates as a software and services company. It operates through six segments: Tietoevry Create, Tietoevry Banking, Tietoevry Care, Tietoevry Industry, Tietoevry Transform, and Tietoevry Connect. The Tietoevry Create segment provides digital agenda to create competitive products, as well as uses design, data, and cloud technologies for data-driven businesses. This segment also offers software and data engineering services. The Tietoevry Banking segment provides software products for digital transformation and financial institutions. The Tietoevry Care segment offers modular and interoperable software, reinventing Nordic health, and social care services. The Tietoevry Industry segment offers software and data solutions across various industries, such as public sector, pulp and paper, and utilities. The Tietoevry Transform segment provides enterprise-wide transformation across customers' business processes, applications and infrastructure. The Tietoevry Connect segment operates a cloud platform that provides a range of infrastructure choices ensuring security, resilience, and compliance for the customer's business. The company was formerly known as Tieto Oyj and changed its name to TietoEVRY Oyj in December 2019. TietoEVRY Oyj was founded in 1968 and is headquartered in Espoo, Finland.",23958,"{'maxAge': 1, 'name': 'Mr. Trond  Vinje', 'age': 54, 'title': 'Head of HR', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,24.74162,25.74,25.74,26.8,24.74162,25.74,25.74,26.8,0.977102,10.897858,4460,4460,55251,59486,59486,1945304832,22.38,30.52,0.6710724,27.78664,26.841328,1.45,0.058605704,EUR,3410935296,0.07162,99220022,73826304,0.12274,0.51543,11.97,2.2105262,1672444800,1703980800,1688083200,0.161,207600000,2.428,1.177,9.358,LSE,EQUITY,0KG0.L,0KG0.L,TietoEVRY Oyj,1194508800,Europe/London,BST,3600000,26.46,none,213900000,1.807,364500000,956300032,0.861,0.868,2898800128,67.483,24.486,0.05348,0.13599,785500000,171737504,321700000,0.167,-0.059,0.2709,0.12574,0.097449996,EUR,
6,Keilalahdentie 2-4,P.O.Box 2,Espoo,02101,Finland,358 207 2010,https://www.tietoevry.com,"TietoEVRY Oyj operates as a software and services company. It operates through six segments: Tietoevry Create, Tietoevry Banking, Tietoevry Care, Tietoevry Industry, Tietoevry Transform, and Tietoevry Connect. The Tietoevry Create segment provides digital agenda to create competitive products, as well as uses design, data, and cloud technologies for data-driven businesses. This segment also offers software and data engineering services. The Tietoevry Banking segment provides software products for digital transformation and financial institutions. The Tietoevry Care segment offers modular and interoperable software, reinventing Nordic health, and social care services. The Tietoevry Industry segment offers software and data solutions across various industries, such as public sector, pulp and paper, and utilities. The Tietoevry Transform segment provides enterprise-wide transformation across customers' business processes, applications and infrastructure. The Tietoevry Connect segment operates a cloud platform that provides a range of infrastructure choices ensuring security, resilience, and compliance for the customer's business. The company was formerly known as Tieto Oyj and changed its name to TietoEVRY Oyj in December 2019. TietoEVRY Oyj was founded in 1968 and is headquartered in Espoo, Finland.",23958,"{'maxAge': 1, 'name': 'Mr. Ari  Jarvela M.Sc.', 'age': 53, 'title': 'Managing Director of Care & Industry', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,24.74162,25.74,25.74,26.8,24.74162,25.74,25.74,26.8,0.977102,10.897858,4460,4460,55251,59486,59486,1945304832,22.38,30.52,0.6710724,27.78664,26.841328,1.45,0.058605704,EUR,3410935296,0.07162,99220022,73826304,0.12274,0.51543,11.97,2.2105262,1672444800,1703980800,1688083200,0.161,207600000,2.428,1.177,9.358,LSE,EQUITY,0KG0.L,0KG0.L,TietoEVRY Oyj,1194508800,Europe/London,BST,3600000,26.46,none,213900000,1.807,364500000,956300032,0.861,0.868,2898800128,67.483,24.486,0.05348,0.13599,785500000,171737504,321700000,0.167,-0.059,0.2709,0.12574,0.097449996,EUR,
7,Keilalahdentie 2-4,P.O.Box 2,Espoo,02101,Finland,358 207 2010,https://www.tietoevry.com,"TietoEVRY Oyj operates as a software and services company. It operates through six segments: Tietoevry Create, Tietoevry Banking, Tietoevry Care, Tietoevry Industry, Tietoevry Transform, and Tietoevry Connect. The Tietoevry Create segment provides digital agenda to create competitive products, as well as uses design, data, and cloud technologies for data-driven businesses. This segment also offers software and data engineering services. The Tietoevry Banking segment provides software products for digital transformation and financial institutions. The Tietoevry Care segment offers modular and interoperable software, reinventing Nordic health, and social care services. The Tietoevry Industry segment offers software and data solutions across various industries, such as public sector, pulp and paper, and utilities. The Tietoevry Transform segment provides enterprise-wide transformation across customers' business processes, applications and infrastructure. The Tietoevry Connect segment operates a cloud platform that provides a range of infrastructure choices ensuring security, resilience, and compliance for the customer's business. The company was formerly known as Tieto Oyj and changed its name to TietoEVRY Oyj in December 2019. TietoEVRY Oyj was founded in 1968 and is headquartered in Espoo, Finland.",23958,"{'maxAge': 1, 'name': 'Ms. Tanja  Lounevirta', 'title': 'Head of Financial Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,24.74162,25.74,25.74,26.8,24.74162,25.74,25.74,26.8,0.977102,10.897858,4460,4460,55251,59486,59486,1945304832,22.38,30.52,0.6710724,27.78664,26.841328,1.45,0.058605704,EUR,3410935296,0.07162,99220022,73826304,0.12274,0.51543,11.97,2.2105262,1672444800,1703980800,1688083200,0.161,207600000,2.428,1.177,9.358,LSE,EQUITY,0KG0.L,0KG0.L,TietoEVRY Oyj,1194508800,Europe/London,BST,3600000,26.46,none,213900000,1.807,364500000,956300032,0.861,0.868,2898800128,67.483,24.486,0.05348,0.13599,785500000,171737504,321700000,0.167,-0.059,0.2709,0.12574,0.097449996,EUR,
8,Keilalahdentie 2-4,P.O.Box 2,Espoo,02101,Finland,358 207 2010,https://www.tietoevry.com,"TietoEVRY Oyj operates as a software and services company. It operates through six segments: Tietoevry Create, Tietoevry Banking, Tietoevry Care, Tietoevry Industry, Tietoevry Transform, and Tietoevry Connect. The Tietoevry Create segment provides digital agenda to create competitive products, as well as uses design, data, and cloud technologies for data-driven businesses. This segment also offers software and data engineering services. The Tietoevry Banking segment provides software products for digital transformation and financial institutions. The Tietoevry Care segment offers modular and interoperable software, reinventing Nordic health, and social care services. The Tietoevry Industry segment offers software and data solutions across various industries, such as public sector, pulp and paper, and utilities. The Tietoevry Transform segment provides enterprise-wide transformation across customers' business processes, applications and infrastructure. The Tietoevry Connect segment operates a cloud platform that provides a range of infrastructure choices ensuring security, resilience, and compliance for the customer's business. The company was formerly known as Tieto Oyj and changed its name to TietoEVRY Oyj in December 2019. TietoEVRY Oyj was founded in 1968 and is headquartered in Espoo, Finland.",23958,"{'maxAge': 1, 'name': 'Ms. Satu  Kiiskinen', 'age': 57, 'title': 'Managing Director of Tietoevry Tech Services', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,24.74162,25.74,25.74,26.8,24.74162,25.74,25.74,26.8,0.977102,10.897858,4460,4460,55251,59486,59486,1945304832,22.38,30.52,0.6710724,27.78664,26.841328,1.45,0.058605704,EUR,3410935296,0.07162,99220022,73826304,0.12274,0.51543,11.97,2.2105262,1672444800,1703980800,1688083200,0.161,207600000,2.428,1.177,9.358,LSE,EQUITY,0KG0.L,0KG0.L,TietoEVRY Oyj,1194508800,Europe/London,BST,3600000,26.46,none,213900000,1.807,364500000,956300032,0.861,0.868,2898800128,67.483,24.486,0.05348,0.13599,785500000,171737504,321700000,0.167,-0.059,0.2709,0.12574,0.097449996,EUR,
9,Keilalahdentie 2-4,P.O.Box 2,Espoo,02101,Finland,358 207 2010,https://www.tietoevry.com,"TietoEVRY Oyj operates as a software and services company. It operates through six segments: Tietoevry Create, Tietoevry Banking, Tietoevry Care, Tietoevry Industry, Tietoevry Transform, and Tietoevry Connect. The Tietoevry Create segment provides digital agenda to create competitive products, as well as uses design, data, and cloud technologies for data-driven businesses. This segment also offers software and data engineering services. The Tietoevry Banking segment provides software products for digital transformation and financial institutions. The Tietoevry Care segment offers modular and interoperable software, reinventing Nordic health, and social care services. The Tietoevry Industry segment offers software and data solutions across various industries, such as public sector, pulp and paper, and utilities. The Tietoevry Transform segment provides enterprise-wide transformation across customers' business processes, applications and infrastructure. The Tietoevry Connect segment operates a cloud platform that provides a range of infrastructure choices ensuring security, resilience, and compliance for the customer's business. The company was formerly known as Tieto Oyj and changed its name to TietoEVRY Oyj in December 2019. TietoEVRY Oyj was founded in 1968 and is headquartered in Espoo, Finland.",23958,"{'maxAge': 1, 'name': 'Ms. Päivi  Huuhtanen', 'title': 'Head of Stakeholder Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,24.74162,25.74,25.74,26.8,24.74162,25.74,25.74,26.8,0.977102,10.897858,4460,4460,55251,59486,59486,1945304832,22.38,30.52,0.6710724,27.78664,26.841328,1.45,0.058605704,EUR,3410935296,0.07162,99220022,73826304,0.12274,0.51543,11.97,2.2105262,1672444800,1703980800,1688083200,0.161,207600000,2.428,1.177,9.358,LSE,EQUITY,0KG0.L,0KG0.L,TietoEVRY Oyj,1194508800,Europe/London,BST,3600000,26.46,none,213900000,1.807,364500000,956300032,0.861,0.868,2898800128,67.483,24.486,0.05348,0.13599,785500000,171737504,321700000,0.167,-0.059,0.2709,0.12574,0.097449996,EUR,
