,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,debtToEquity,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1100 – 1199 West Hastings Street,Vancouver,BC,V6E 3T5,Canada,709-682-3543,https://www.searchminerals.ca,Other Industrial Metals & Mining,Basic Materials,"Search Minerals Inc. engages in the acquisition, evaluation, and exploration of mineral resource properties in Canada. It explores for rare earth elements, zirconium, and hafnium deposits. The company's flagship project is the 100% owned Deep Fox and Foxtrot project located in the Port of St. Lewis, Labrador. Search Minerals Inc. was incorporated in 2006 and is headquartered in North Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Matthew James Anderson C.A., CPA, CA', 'age': 39, 'title': 'Chief Financial Officer', 'yearBorn': 1983, 'fiscalYear': 2021, 'totalPay': 51088, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.03,0.035,0.035,0.035,0.03,0.035,0.035,0.035,0.0,0.668097,4000,4000,92648,135790,135790,0.03,0.035,0,0,14577045,0.025,0.105,0.0312,0.05605,0.0,0.0,CAD,14653539,0.0,295930683,416487008,4195,31389,1690761600,1693440000,0.0,0.25823,0.0,0.1,0.062,0.5645161,1669766400,1701302400,1685491200,-1063934,-0.0,-7.45,VAN,EQUITY,SMY.V,SMY.V,SEARCH MINERALS INC.,Search Minerals Inc.,1326724200,America/Toronto,EDT,-14400000,0.035,none,3506,0.0,-1967016,80000,0.014,0.033,0.308,-0.04869,-0.04157,-5364838,-909598,0.0,0.0,0.0,CAD,
1,1100 – 1199 West Hastings Street,Vancouver,BC,V6E 3T5,Canada,709-682-3543,https://www.searchminerals.ca,Other Industrial Metals & Mining,Basic Materials,"Search Minerals Inc. engages in the acquisition, evaluation, and exploration of mineral resource properties in Canada. It explores for rare earth elements, zirconium, and hafnium deposits. The company's flagship project is the 100% owned Deep Fox and Foxtrot project located in the Port of St. Lewis, Labrador. Search Minerals Inc. was incorporated in 2006 and is headquartered in North Vancouver, Canada.","{'maxAge': 1, 'name': 'Dr. David Bruce Dreisinger FCAE, FCIM, P.Eng', 'age': 64, 'title': 'VP of Metallurgy & Director', 'yearBorn': 1958, 'fiscalYear': 2021, 'totalPay': 177250, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.03,0.035,0.035,0.035,0.03,0.035,0.035,0.035,0.0,0.668097,4000,4000,92648,135790,135790,0.03,0.035,0,0,14577045,0.025,0.105,0.0312,0.05605,0.0,0.0,CAD,14653539,0.0,295930683,416487008,4195,31389,1690761600,1693440000,0.0,0.25823,0.0,0.1,0.062,0.5645161,1669766400,1701302400,1685491200,-1063934,-0.0,-7.45,VAN,EQUITY,SMY.V,SMY.V,SEARCH MINERALS INC.,Search Minerals Inc.,1326724200,America/Toronto,EDT,-14400000,0.035,none,3506,0.0,-1967016,80000,0.014,0.033,0.308,-0.04869,-0.04157,-5364838,-909598,0.0,0.0,0.0,CAD,
2,1100 – 1199 West Hastings Street,Vancouver,BC,V6E 3T5,Canada,709-682-3543,https://www.searchminerals.ca,Other Industrial Metals & Mining,Basic Materials,"Search Minerals Inc. engages in the acquisition, evaluation, and exploration of mineral resource properties in Canada. It explores for rare earth elements, zirconium, and hafnium deposits. The company's flagship project is the 100% owned Deep Fox and Foxtrot project located in the Port of St. Lewis, Labrador. Search Minerals Inc. was incorporated in 2006 and is headquartered in North Vancouver, Canada.","{'maxAge': 1, 'name': 'Dr. Randy  Miller P.Geo.', 'title': 'Vice-Pres of Exploration', 'fiscalYear': 2021, 'totalPay': 190833, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.03,0.035,0.035,0.035,0.03,0.035,0.035,0.035,0.0,0.668097,4000,4000,92648,135790,135790,0.03,0.035,0,0,14577045,0.025,0.105,0.0312,0.05605,0.0,0.0,CAD,14653539,0.0,295930683,416487008,4195,31389,1690761600,1693440000,0.0,0.25823,0.0,0.1,0.062,0.5645161,1669766400,1701302400,1685491200,-1063934,-0.0,-7.45,VAN,EQUITY,SMY.V,SMY.V,SEARCH MINERALS INC.,Search Minerals Inc.,1326724200,America/Toronto,EDT,-14400000,0.035,none,3506,0.0,-1967016,80000,0.014,0.033,0.308,-0.04869,-0.04157,-5364838,-909598,0.0,0.0,0.0,CAD,
