,address1,address2,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,11 Preston Street,Suite 14,Como,WA,6152,Australia,61 8 9367 9572,61 8 9367 3311,https://www.ultimaunited.com,Real Estate—Development,Real Estate—Development,Real Estate,Real Estate,"Ultima United Limited engages in property development business in Australia. It develops residential apartment projects in Cannington and Bentley, Western Australia. The company was formerly known as United Uranium Limited and changed its name to Ultima United Limited in November 2014. Ultima United Limited was incorporated in 2007 and is based in Como, Australia.","{'maxAge': 1, 'name': 'Mr. Jonathan  Cheng', 'title': 'Exec. Chairman & MD', 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.0,0.932248,40000,40000,0,0,0,0.072,0.083,5624600,0.066,0.095,19.674551,0.08,0.08,0.0,0.0,AUD,-0.05104,70307504,0.47283,0.02046,70307504,0.33,0.24242423,1656547200,1688083200,1656547200,-14593,-0.01,9:20,1410912000,0.17647064,0.14113986,ASX,EQUITY,UUL.AX,UUL.AX,ULTIMA UTD FPO,Ultima United Limited,1180569600,Australia/Sydney,AEST,b40e0dea-c253-3580-9f34-f2241f55a752,finmb_34177628,36000000,0.08,none,12927723,2664771,4.127,5.019,285882,11.495,0.00086000003,-0.00107,262224,-9385605,588099,-0.281,0.91725,0.0,0.081470005,AUD,
1,11 Preston Street,Suite 14,Como,WA,6152,Australia,61 8 9367 9572,61 8 9367 3311,https://www.ultimaunited.com,Real Estate—Development,Real Estate—Development,Real Estate,Real Estate,"Ultima United Limited engages in property development business in Australia. It develops residential apartment projects in Cannington and Bentley, Western Australia. The company was formerly known as United Uranium Limited and changed its name to Ultima United Limited in November 2014. Ultima United Limited was incorporated in 2007 and is based in Como, Australia.","{'maxAge': 1, 'name': 'Mr. Cheng Yan Goh', 'title': 'Company Sec. & Exec. Director', 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.0,0.932248,40000,40000,0,0,0,0.072,0.083,5624600,0.066,0.095,19.674551,0.08,0.08,0.0,0.0,AUD,-0.05104,70307504,0.47283,0.02046,70307504,0.33,0.24242423,1656547200,1688083200,1656547200,-14593,-0.01,9:20,1410912000,0.17647064,0.14113986,ASX,EQUITY,UUL.AX,UUL.AX,ULTIMA UTD FPO,Ultima United Limited,1180569600,Australia/Sydney,AEST,b40e0dea-c253-3580-9f34-f2241f55a752,finmb_34177628,36000000,0.08,none,12927723,2664771,4.127,5.019,285882,11.495,0.00086000003,-0.00107,262224,-9385605,588099,-0.281,0.91725,0.0,0.081470005,AUD,
2,11 Preston Street,Suite 14,Como,WA,6152,Australia,61 8 9367 9572,61 8 9367 3311,https://www.ultimaunited.com,Real Estate—Development,Real Estate—Development,Real Estate,Real Estate,"Ultima United Limited engages in property development business in Australia. It develops residential apartment projects in Cannington and Bentley, Western Australia. The company was formerly known as United Uranium Limited and changed its name to Ultima United Limited in November 2014. Ultima United Limited was incorporated in 2007 and is based in Como, Australia.","{'maxAge': 1, 'name': 'Mr. Yicheng  Chen', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.0,0.932248,40000,40000,0,0,0,0.072,0.083,5624600,0.066,0.095,19.674551,0.08,0.08,0.0,0.0,AUD,-0.05104,70307504,0.47283,0.02046,70307504,0.33,0.24242423,1656547200,1688083200,1656547200,-14593,-0.01,9:20,1410912000,0.17647064,0.14113986,ASX,EQUITY,UUL.AX,UUL.AX,ULTIMA UTD FPO,Ultima United Limited,1180569600,Australia/Sydney,AEST,b40e0dea-c253-3580-9f34-f2241f55a752,finmb_34177628,36000000,0.08,none,12927723,2664771,4.127,5.019,285882,11.495,0.00086000003,-0.00107,262224,-9385605,588099,-0.281,0.91725,0.0,0.081470005,AUD,
