,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,19003 IH-10 West,San Antonio,TX,78257,United States,210 918 2000,https://www.nustarenergy.com,Oil & Gas Midstream,Energy,"NuStar Energy L.P. engages in the transportation terminalling and storage of petroleum products and renewable fuels, and transportation of anhydrous ammonia in the United States and internationally. It operates through Pipeline, Storage, and Fuels Marketing segments. The Pipeline segment engages in the transportation of refined products, crude oil, and anhydrous ammonia. Storage segment offers storage, handling, and other services for refined products, crude oil, specialty chemicals, renewable fuels, and other liquids. The Fuels Marketing segment provides bunkering operations in the Gulf Coast, and blending operations with Central East System primarily for ship owners, including cruise line companies, marketers, and traders. The company was incorporated in 1999 and is headquartered in San Antonio, Texas.",1167,"{'maxAge': 1, 'name': 'Mr. Bradley C. Barron', 'age': 57, 'title': 'Pres, CEO & Chairman of NuStar GP LLC', 'yearBorn': 1965, 'fiscalYear': 2016, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.51,17.53,17.33,17.8,17.51,17.53,17.33,17.8,1.6,0.090100005,1691366400,2.0,11.17,1.792531,22.2,14.095239,3582353,3582353,537198,870470,870470,17.83,17.9,1200,800,2200588288,12.8,18.16,1.3622526,16.8774,16.3822,1.6,0.09137636,USD,6431138304,0.18776,99961742,123907000,1225882,1628057,1690761600,1693440000,0.0119,0.11098,0.56786996,1.65,0.014099999,1.019,17.42885,1672444800,1703980800,1688083200,-0.221,88211000,0.8,1.26,0.17,3.981,8.86,NYQ,EQUITY,NS,NS,Nustar Energy L.P.,NuStar Energy L.P.,986909400,America/New_York,EDT,-14400000,17.76,20.0,17.0,18.83,19.5,2.6,hold,6,3813000,0.034,725844992,3478674944,0.723,0.918,1615404032,316.364,14.597,0.05908,0.22719999,831287000,340652992,557566976,-0.12,0.52173,0.44932997,0.2901,USD,
1,19003 IH-10 West,San Antonio,TX,78257,United States,210 918 2000,https://www.nustarenergy.com,Oil & Gas Midstream,Energy,"NuStar Energy L.P. engages in the transportation terminalling and storage of petroleum products and renewable fuels, and transportation of anhydrous ammonia in the United States and internationally. It operates through Pipeline, Storage, and Fuels Marketing segments. The Pipeline segment engages in the transportation of refined products, crude oil, and anhydrous ammonia. Storage segment offers storage, handling, and other services for refined products, crude oil, specialty chemicals, renewable fuels, and other liquids. The Fuels Marketing segment provides bunkering operations in the Gulf Coast, and blending operations with Central East System primarily for ship owners, including cruise line companies, marketers, and traders. The company was incorporated in 1999 and is headquartered in San Antonio, Texas.",1167,"{'maxAge': 1, 'name': 'Mr. Thomas R. Shoaf', 'age': 64, 'title': 'Exec. VP & CFO of NuStar GP LLC', 'yearBorn': 1958, 'fiscalYear': 2022, 'totalPay': 1439016, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.51,17.53,17.33,17.8,17.51,17.53,17.33,17.8,1.6,0.090100005,1691366400,2.0,11.17,1.792531,22.2,14.095239,3582353,3582353,537198,870470,870470,17.83,17.9,1200,800,2200588288,12.8,18.16,1.3622526,16.8774,16.3822,1.6,0.09137636,USD,6431138304,0.18776,99961742,123907000,1225882,1628057,1690761600,1693440000,0.0119,0.11098,0.56786996,1.65,0.014099999,1.019,17.42885,1672444800,1703980800,1688083200,-0.221,88211000,0.8,1.26,0.17,3.981,8.86,NYQ,EQUITY,NS,NS,Nustar Energy L.P.,NuStar Energy L.P.,986909400,America/New_York,EDT,-14400000,17.76,20.0,17.0,18.83,19.5,2.6,hold,6,3813000,0.034,725844992,3478674944,0.723,0.918,1615404032,316.364,14.597,0.05908,0.22719999,831287000,340652992,557566976,-0.12,0.52173,0.44932997,0.2901,USD,
2,19003 IH-10 West,San Antonio,TX,78257,United States,210 918 2000,https://www.nustarenergy.com,Oil & Gas Midstream,Energy,"NuStar Energy L.P. engages in the transportation terminalling and storage of petroleum products and renewable fuels, and transportation of anhydrous ammonia in the United States and internationally. It operates through Pipeline, Storage, and Fuels Marketing segments. The Pipeline segment engages in the transportation of refined products, crude oil, and anhydrous ammonia. Storage segment offers storage, handling, and other services for refined products, crude oil, specialty chemicals, renewable fuels, and other liquids. The Fuels Marketing segment provides bunkering operations in the Gulf Coast, and blending operations with Central East System primarily for ship owners, including cruise line companies, marketers, and traders. The company was incorporated in 1999 and is headquartered in San Antonio, Texas.",1167,"{'maxAge': 1, 'name': 'Ms. Mary Rose Brown', 'age': 66, 'title': 'Exec. VP & Chief Admin. Officer of NuStar GP LLC', 'yearBorn': 1956, 'fiscalYear': 2016, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.51,17.53,17.33,17.8,17.51,17.53,17.33,17.8,1.6,0.090100005,1691366400,2.0,11.17,1.792531,22.2,14.095239,3582353,3582353,537198,870470,870470,17.83,17.9,1200,800,2200588288,12.8,18.16,1.3622526,16.8774,16.3822,1.6,0.09137636,USD,6431138304,0.18776,99961742,123907000,1225882,1628057,1690761600,1693440000,0.0119,0.11098,0.56786996,1.65,0.014099999,1.019,17.42885,1672444800,1703980800,1688083200,-0.221,88211000,0.8,1.26,0.17,3.981,8.86,NYQ,EQUITY,NS,NS,Nustar Energy L.P.,NuStar Energy L.P.,986909400,America/New_York,EDT,-14400000,17.76,20.0,17.0,18.83,19.5,2.6,hold,6,3813000,0.034,725844992,3478674944,0.723,0.918,1615404032,316.364,14.597,0.05908,0.22719999,831287000,340652992,557566976,-0.12,0.52173,0.44932997,0.2901,USD,
3,19003 IH-10 West,San Antonio,TX,78257,United States,210 918 2000,https://www.nustarenergy.com,Oil & Gas Midstream,Energy,"NuStar Energy L.P. engages in the transportation terminalling and storage of petroleum products and renewable fuels, and transportation of anhydrous ammonia in the United States and internationally. It operates through Pipeline, Storage, and Fuels Marketing segments. The Pipeline segment engages in the transportation of refined products, crude oil, and anhydrous ammonia. Storage segment offers storage, handling, and other services for refined products, crude oil, specialty chemicals, renewable fuels, and other liquids. The Fuels Marketing segment provides bunkering operations in the Gulf Coast, and blending operations with Central East System primarily for ship owners, including cruise line companies, marketers, and traders. The company was incorporated in 1999 and is headquartered in San Antonio, Texas.",1167,"{'maxAge': 1, 'name': 'Ms. Amy L. Perry', 'age': 53, 'title': 'Exec. VP of Strategic Devel. & Gen. Counsel - Nustar GP LLC', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 1183303, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.51,17.53,17.33,17.8,17.51,17.53,17.33,17.8,1.6,0.090100005,1691366400,2.0,11.17,1.792531,22.2,14.095239,3582353,3582353,537198,870470,870470,17.83,17.9,1200,800,2200588288,12.8,18.16,1.3622526,16.8774,16.3822,1.6,0.09137636,USD,6431138304,0.18776,99961742,123907000,1225882,1628057,1690761600,1693440000,0.0119,0.11098,0.56786996,1.65,0.014099999,1.019,17.42885,1672444800,1703980800,1688083200,-0.221,88211000,0.8,1.26,0.17,3.981,8.86,NYQ,EQUITY,NS,NS,Nustar Energy L.P.,NuStar Energy L.P.,986909400,America/New_York,EDT,-14400000,17.76,20.0,17.0,18.83,19.5,2.6,hold,6,3813000,0.034,725844992,3478674944,0.723,0.918,1615404032,316.364,14.597,0.05908,0.22719999,831287000,340652992,557566976,-0.12,0.52173,0.44932997,0.2901,USD,
4,19003 IH-10 West,San Antonio,TX,78257,United States,210 918 2000,https://www.nustarenergy.com,Oil & Gas Midstream,Energy,"NuStar Energy L.P. engages in the transportation terminalling and storage of petroleum products and renewable fuels, and transportation of anhydrous ammonia in the United States and internationally. It operates through Pipeline, Storage, and Fuels Marketing segments. The Pipeline segment engages in the transportation of refined products, crude oil, and anhydrous ammonia. Storage segment offers storage, handling, and other services for refined products, crude oil, specialty chemicals, renewable fuels, and other liquids. The Fuels Marketing segment provides bunkering operations in the Gulf Coast, and blending operations with Central East System primarily for ship owners, including cruise line companies, marketers, and traders. The company was incorporated in 1999 and is headquartered in San Antonio, Texas.",1167,"{'maxAge': 1, 'name': 'Mr. Daniel S. Oliver', 'age': 56, 'title': 'Exec. VP of Bus. Devel. & Engineering at NuStar GP Holdings, LLC', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 1172635, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.51,17.53,17.33,17.8,17.51,17.53,17.33,17.8,1.6,0.090100005,1691366400,2.0,11.17,1.792531,22.2,14.095239,3582353,3582353,537198,870470,870470,17.83,17.9,1200,800,2200588288,12.8,18.16,1.3622526,16.8774,16.3822,1.6,0.09137636,USD,6431138304,0.18776,99961742,123907000,1225882,1628057,1690761600,1693440000,0.0119,0.11098,0.56786996,1.65,0.014099999,1.019,17.42885,1672444800,1703980800,1688083200,-0.221,88211000,0.8,1.26,0.17,3.981,8.86,NYQ,EQUITY,NS,NS,Nustar Energy L.P.,NuStar Energy L.P.,986909400,America/New_York,EDT,-14400000,17.76,20.0,17.0,18.83,19.5,2.6,hold,6,3813000,0.034,725844992,3478674944,0.723,0.918,1615404032,316.364,14.597,0.05908,0.22719999,831287000,340652992,557566976,-0.12,0.52173,0.44932997,0.2901,USD,
5,19003 IH-10 West,San Antonio,TX,78257,United States,210 918 2000,https://www.nustarenergy.com,Oil & Gas Midstream,Energy,"NuStar Energy L.P. engages in the transportation terminalling and storage of petroleum products and renewable fuels, and transportation of anhydrous ammonia in the United States and internationally. It operates through Pipeline, Storage, and Fuels Marketing segments. The Pipeline segment engages in the transportation of refined products, crude oil, and anhydrous ammonia. Storage segment offers storage, handling, and other services for refined products, crude oil, specialty chemicals, renewable fuels, and other liquids. The Fuels Marketing segment provides bunkering operations in the Gulf Coast, and blending operations with Central East System primarily for ship owners, including cruise line companies, marketers, and traders. The company was incorporated in 1999 and is headquartered in San Antonio, Texas.",1167,"{'maxAge': 1, 'name': 'Mr. Mark  Trexler', 'age': 52, 'title': 'Sr. VP of Operations & HSE - NuStar GP LLC', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.51,17.53,17.33,17.8,17.51,17.53,17.33,17.8,1.6,0.090100005,1691366400,2.0,11.17,1.792531,22.2,14.095239,3582353,3582353,537198,870470,870470,17.83,17.9,1200,800,2200588288,12.8,18.16,1.3622526,16.8774,16.3822,1.6,0.09137636,USD,6431138304,0.18776,99961742,123907000,1225882,1628057,1690761600,1693440000,0.0119,0.11098,0.56786996,1.65,0.014099999,1.019,17.42885,1672444800,1703980800,1688083200,-0.221,88211000,0.8,1.26,0.17,3.981,8.86,NYQ,EQUITY,NS,NS,Nustar Energy L.P.,NuStar Energy L.P.,986909400,America/New_York,EDT,-14400000,17.76,20.0,17.0,18.83,19.5,2.6,hold,6,3813000,0.034,725844992,3478674944,0.723,0.918,1615404032,316.364,14.597,0.05908,0.22719999,831287000,340652992,557566976,-0.12,0.52173,0.44932997,0.2901,USD,
6,19003 IH-10 West,San Antonio,TX,78257,United States,210 918 2000,https://www.nustarenergy.com,Oil & Gas Midstream,Energy,"NuStar Energy L.P. engages in the transportation terminalling and storage of petroleum products and renewable fuels, and transportation of anhydrous ammonia in the United States and internationally. It operates through Pipeline, Storage, and Fuels Marketing segments. The Pipeline segment engages in the transportation of refined products, crude oil, and anhydrous ammonia. Storage segment offers storage, handling, and other services for refined products, crude oil, specialty chemicals, renewable fuels, and other liquids. The Fuels Marketing segment provides bunkering operations in the Gulf Coast, and blending operations with Central East System primarily for ship owners, including cruise line companies, marketers, and traders. The company was incorporated in 1999 and is headquartered in San Antonio, Texas.",1167,"{'maxAge': 1, 'name': 'Mr. Jorge A. del Alamo', 'age': 53, 'title': 'Sr. VP, Chief Information Officer & Controller of NuStar GP LLC', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.51,17.53,17.33,17.8,17.51,17.53,17.33,17.8,1.6,0.090100005,1691366400,2.0,11.17,1.792531,22.2,14.095239,3582353,3582353,537198,870470,870470,17.83,17.9,1200,800,2200588288,12.8,18.16,1.3622526,16.8774,16.3822,1.6,0.09137636,USD,6431138304,0.18776,99961742,123907000,1225882,1628057,1690761600,1693440000,0.0119,0.11098,0.56786996,1.65,0.014099999,1.019,17.42885,1672444800,1703980800,1688083200,-0.221,88211000,0.8,1.26,0.17,3.981,8.86,NYQ,EQUITY,NS,NS,Nustar Energy L.P.,NuStar Energy L.P.,986909400,America/New_York,EDT,-14400000,17.76,20.0,17.0,18.83,19.5,2.6,hold,6,3813000,0.034,725844992,3478674944,0.723,0.918,1615404032,316.364,14.597,0.05908,0.22719999,831287000,340652992,557566976,-0.12,0.52173,0.44932997,0.2901,USD,
7,19003 IH-10 West,San Antonio,TX,78257,United States,210 918 2000,https://www.nustarenergy.com,Oil & Gas Midstream,Energy,"NuStar Energy L.P. engages in the transportation terminalling and storage of petroleum products and renewable fuels, and transportation of anhydrous ammonia in the United States and internationally. It operates through Pipeline, Storage, and Fuels Marketing segments. The Pipeline segment engages in the transportation of refined products, crude oil, and anhydrous ammonia. Storage segment offers storage, handling, and other services for refined products, crude oil, specialty chemicals, renewable fuels, and other liquids. The Fuels Marketing segment provides bunkering operations in the Gulf Coast, and blending operations with Central East System primarily for ship owners, including cruise line companies, marketers, and traders. The company was incorporated in 1999 and is headquartered in San Antonio, Texas.",1167,"{'maxAge': 1, 'name': 'Ms. Pam  Schmidt', 'title': 'VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.51,17.53,17.33,17.8,17.51,17.53,17.33,17.8,1.6,0.090100005,1691366400,2.0,11.17,1.792531,22.2,14.095239,3582353,3582353,537198,870470,870470,17.83,17.9,1200,800,2200588288,12.8,18.16,1.3622526,16.8774,16.3822,1.6,0.09137636,USD,6431138304,0.18776,99961742,123907000,1225882,1628057,1690761600,1693440000,0.0119,0.11098,0.56786996,1.65,0.014099999,1.019,17.42885,1672444800,1703980800,1688083200,-0.221,88211000,0.8,1.26,0.17,3.981,8.86,NYQ,EQUITY,NS,NS,Nustar Energy L.P.,NuStar Energy L.P.,986909400,America/New_York,EDT,-14400000,17.76,20.0,17.0,18.83,19.5,2.6,hold,6,3813000,0.034,725844992,3478674944,0.723,0.918,1615404032,316.364,14.597,0.05908,0.22719999,831287000,340652992,557566976,-0.12,0.52173,0.44932997,0.2901,USD,
8,19003 IH-10 West,San Antonio,TX,78257,United States,210 918 2000,https://www.nustarenergy.com,Oil & Gas Midstream,Energy,"NuStar Energy L.P. engages in the transportation terminalling and storage of petroleum products and renewable fuels, and transportation of anhydrous ammonia in the United States and internationally. It operates through Pipeline, Storage, and Fuels Marketing segments. The Pipeline segment engages in the transportation of refined products, crude oil, and anhydrous ammonia. Storage segment offers storage, handling, and other services for refined products, crude oil, specialty chemicals, renewable fuels, and other liquids. The Fuels Marketing segment provides bunkering operations in the Gulf Coast, and blending operations with Central East System primarily for ship owners, including cruise line companies, marketers, and traders. The company was incorporated in 1999 and is headquartered in San Antonio, Texas.",1167,"{'maxAge': 1, 'name': 'Mr. Robert K. Grimes', 'title': 'VP of HR - NuStar GP LLC', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.51,17.53,17.33,17.8,17.51,17.53,17.33,17.8,1.6,0.090100005,1691366400,2.0,11.17,1.792531,22.2,14.095239,3582353,3582353,537198,870470,870470,17.83,17.9,1200,800,2200588288,12.8,18.16,1.3622526,16.8774,16.3822,1.6,0.09137636,USD,6431138304,0.18776,99961742,123907000,1225882,1628057,1690761600,1693440000,0.0119,0.11098,0.56786996,1.65,0.014099999,1.019,17.42885,1672444800,1703980800,1688083200,-0.221,88211000,0.8,1.26,0.17,3.981,8.86,NYQ,EQUITY,NS,NS,Nustar Energy L.P.,NuStar Energy L.P.,986909400,America/New_York,EDT,-14400000,17.76,20.0,17.0,18.83,19.5,2.6,hold,6,3813000,0.034,725844992,3478674944,0.723,0.918,1615404032,316.364,14.597,0.05908,0.22719999,831287000,340652992,557566976,-0.12,0.52173,0.44932997,0.2901,USD,
9,19003 IH-10 West,San Antonio,TX,78257,United States,210 918 2000,https://www.nustarenergy.com,Oil & Gas Midstream,Energy,"NuStar Energy L.P. engages in the transportation terminalling and storage of petroleum products and renewable fuels, and transportation of anhydrous ammonia in the United States and internationally. It operates through Pipeline, Storage, and Fuels Marketing segments. The Pipeline segment engages in the transportation of refined products, crude oil, and anhydrous ammonia. Storage segment offers storage, handling, and other services for refined products, crude oil, specialty chemicals, renewable fuels, and other liquids. The Fuels Marketing segment provides bunkering operations in the Gulf Coast, and blending operations with Central East System primarily for ship owners, including cruise line companies, marketers, and traders. The company was incorporated in 1999 and is headquartered in San Antonio, Texas.",1167,"{'maxAge': 1, 'name': 'Ms. Joanna  Weidman', 'title': 'Sr. VP of Admin. - NuStar GP LLC', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.51,17.53,17.33,17.8,17.51,17.53,17.33,17.8,1.6,0.090100005,1691366400,2.0,11.17,1.792531,22.2,14.095239,3582353,3582353,537198,870470,870470,17.83,17.9,1200,800,2200588288,12.8,18.16,1.3622526,16.8774,16.3822,1.6,0.09137636,USD,6431138304,0.18776,99961742,123907000,1225882,1628057,1690761600,1693440000,0.0119,0.11098,0.56786996,1.65,0.014099999,1.019,17.42885,1672444800,1703980800,1688083200,-0.221,88211000,0.8,1.26,0.17,3.981,8.86,NYQ,EQUITY,NS,NS,Nustar Energy L.P.,NuStar Energy L.P.,986909400,America/New_York,EDT,-14400000,17.76,20.0,17.0,18.83,19.5,2.6,hold,6,3813000,0.034,725844992,3478674944,0.723,0.918,1615404032,316.364,14.597,0.05908,0.22719999,831287000,340652992,557566976,-0.12,0.52173,0.44932997,0.2901,USD,
