,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationMean,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,grossProfits,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Belgharia,24 Paragnas (North),Kolkata,700056,India,91 33 2569 1500,91 33 2541 2448,https://www.texmaco.in,Specialty Industrial Machinery,Industrials,"Texmaco Rail & Engineering Limited operates as an engineering and infrastructure company in India and internationally. It operates through three segments: Heavy Engineering, Steel Foundry, and Rail EPC. The company offers payload stainless/high tensile steel freight, commodity-specific, special purpose freight, bottom discharge coal hopper, container flat and tank wagons, defense equipment and auto car wagons, and high capacity parcel and brake vans. It provides various domestic steel foundaries; industrial casting for earth moving equipment, hydro power projects, defence, and steel plant; and exports axel bogies, wear resistance shroud and pointer casting center plates, AAR yokes and couplers, follower and knuckles, car cushion yokes ends, articulated couplers, and mark 390 locomotive yokes. The company also constructs railway tracks, metro signaling and telecommunication, overhead and general electrification, railway civil works, metro track and automatic fare collection system, and other power supply installing, railway buildings, platforms, and foot over bridges, as well as rail connectivity and feeder separation. In addition, it provides various gates; bifurcation, trifurcation, transition, expansion joints, manifolds, reducers, dismantling joints, fixed and rocker, and supports and specials; stoplogs/bulkhead gates, hydraulics, rope drums, hoists, screw hoists, travelling hoists, etc.; knife edge gate value/filling-in valves; trashracks/screens; trash rack cleaning machines; goliath/EOT cranes/lifting beams; refurbishment/replacement and overhauling of HM equipment of old hydro projects/barrages; and automation of dam and barrage. Additionally, it offers fabricated bogie, front end and fuel tank, loco components, bolster assembly, APU base frame, snow plow, brake lever, retention tank, and floor and ballast assembly; and bridges and steel structures. The company was incorporated in 1998 and is based in Kolkata, India.",1894,"{'maxAge': 1, 'name': 'Mr. Saroj Kumar Poddar', 'age': 77, 'title': 'Exec. Chairman', 'yearBorn': 1945, 'fiscalYear': 2023, 'totalPay': 38487818, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,143.05,144.0,139.1,146.4,143.05,144.0,139.1,146.4,0.15,0.0011,1694995200,0.0541,0.48,0.726728,76.21622,27.115385,3054753,3054753,6829830,5641647,5641647,0.0,0.0,0,0,45383671808,40.6,163.8,1.7445879,116.226,70.281,0.0,0.0,INR,53234757632,0.0228,132474152,321870016,0.6056,0.087,43.303,3.2561255,1680220800,1711843200,1688083200,593219968,1.85,5.2,2.046,30.838,NSI,EQUITY,TEXRAIL.NS,TEXRAIL.NS,TEXMACO RAIL & ENG,Texmaco Rail & Engineering Limited,1094701500,Asia/Kolkata,IST,19800000,141.0,1.0,strong_buy,1531917056,4.805,1726280960,9840003072,26013978624,70.803,81.1,6157914000,-1028388992,1.199,0.16986999,0.066360004,0.05288,INR,
1,Belgharia,24 Paragnas (North),Kolkata,700056,India,91 33 2569 1500,91 33 2541 2448,https://www.texmaco.in,Specialty Industrial Machinery,Industrials,"Texmaco Rail & Engineering Limited operates as an engineering and infrastructure company in India and internationally. It operates through three segments: Heavy Engineering, Steel Foundry, and Rail EPC. The company offers payload stainless/high tensile steel freight, commodity-specific, special purpose freight, bottom discharge coal hopper, container flat and tank wagons, defense equipment and auto car wagons, and high capacity parcel and brake vans. It provides various domestic steel foundaries; industrial casting for earth moving equipment, hydro power projects, defence, and steel plant; and exports axel bogies, wear resistance shroud and pointer casting center plates, AAR yokes and couplers, follower and knuckles, car cushion yokes ends, articulated couplers, and mark 390 locomotive yokes. The company also constructs railway tracks, metro signaling and telecommunication, overhead and general electrification, railway civil works, metro track and automatic fare collection system, and other power supply installing, railway buildings, platforms, and foot over bridges, as well as rail connectivity and feeder separation. In addition, it provides various gates; bifurcation, trifurcation, transition, expansion joints, manifolds, reducers, dismantling joints, fixed and rocker, and supports and specials; stoplogs/bulkhead gates, hydraulics, rope drums, hoists, screw hoists, travelling hoists, etc.; knife edge gate value/filling-in valves; trashracks/screens; trash rack cleaning machines; goliath/EOT cranes/lifting beams; refurbishment/replacement and overhauling of HM equipment of old hydro projects/barrages; and automation of dam and barrage. Additionally, it offers fabricated bogie, front end and fuel tank, loco components, bolster assembly, APU base frame, snow plow, brake lever, retention tank, and floor and ballast assembly; and bridges and steel structures. The company was incorporated in 1998 and is based in Kolkata, India.",1894,"{'maxAge': 1, 'name': 'Mr. Indrajit  Mookerjee', 'age': 74, 'title': 'Vice Chairman', 'yearBorn': 1948, 'fiscalYear': 2023, 'totalPay': 10469355, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,143.05,144.0,139.1,146.4,143.05,144.0,139.1,146.4,0.15,0.0011,1694995200,0.0541,0.48,0.726728,76.21622,27.115385,3054753,3054753,6829830,5641647,5641647,0.0,0.0,0,0,45383671808,40.6,163.8,1.7445879,116.226,70.281,0.0,0.0,INR,53234757632,0.0228,132474152,321870016,0.6056,0.087,43.303,3.2561255,1680220800,1711843200,1688083200,593219968,1.85,5.2,2.046,30.838,NSI,EQUITY,TEXRAIL.NS,TEXRAIL.NS,TEXMACO RAIL & ENG,Texmaco Rail & Engineering Limited,1094701500,Asia/Kolkata,IST,19800000,141.0,1.0,strong_buy,1531917056,4.805,1726280960,9840003072,26013978624,70.803,81.1,6157914000,-1028388992,1.199,0.16986999,0.066360004,0.05288,INR,
2,Belgharia,24 Paragnas (North),Kolkata,700056,India,91 33 2569 1500,91 33 2541 2448,https://www.texmaco.in,Specialty Industrial Machinery,Industrials,"Texmaco Rail & Engineering Limited operates as an engineering and infrastructure company in India and internationally. It operates through three segments: Heavy Engineering, Steel Foundry, and Rail EPC. The company offers payload stainless/high tensile steel freight, commodity-specific, special purpose freight, bottom discharge coal hopper, container flat and tank wagons, defense equipment and auto car wagons, and high capacity parcel and brake vans. It provides various domestic steel foundaries; industrial casting for earth moving equipment, hydro power projects, defence, and steel plant; and exports axel bogies, wear resistance shroud and pointer casting center plates, AAR yokes and couplers, follower and knuckles, car cushion yokes ends, articulated couplers, and mark 390 locomotive yokes. The company also constructs railway tracks, metro signaling and telecommunication, overhead and general electrification, railway civil works, metro track and automatic fare collection system, and other power supply installing, railway buildings, platforms, and foot over bridges, as well as rail connectivity and feeder separation. In addition, it provides various gates; bifurcation, trifurcation, transition, expansion joints, manifolds, reducers, dismantling joints, fixed and rocker, and supports and specials; stoplogs/bulkhead gates, hydraulics, rope drums, hoists, screw hoists, travelling hoists, etc.; knife edge gate value/filling-in valves; trashracks/screens; trash rack cleaning machines; goliath/EOT cranes/lifting beams; refurbishment/replacement and overhauling of HM equipment of old hydro projects/barrages; and automation of dam and barrage. Additionally, it offers fabricated bogie, front end and fuel tank, loco components, bolster assembly, APU base frame, snow plow, brake lever, retention tank, and floor and ballast assembly; and bridges and steel structures. The company was incorporated in 1998 and is based in Kolkata, India.",1894,"{'maxAge': 1, 'name': 'Mr. Ashok Kumar Vijay', 'age': 68, 'title': 'Exec. Director', 'yearBorn': 1954, 'fiscalYear': 2023, 'totalPay': 9178335, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,143.05,144.0,139.1,146.4,143.05,144.0,139.1,146.4,0.15,0.0011,1694995200,0.0541,0.48,0.726728,76.21622,27.115385,3054753,3054753,6829830,5641647,5641647,0.0,0.0,0,0,45383671808,40.6,163.8,1.7445879,116.226,70.281,0.0,0.0,INR,53234757632,0.0228,132474152,321870016,0.6056,0.087,43.303,3.2561255,1680220800,1711843200,1688083200,593219968,1.85,5.2,2.046,30.838,NSI,EQUITY,TEXRAIL.NS,TEXRAIL.NS,TEXMACO RAIL & ENG,Texmaco Rail & Engineering Limited,1094701500,Asia/Kolkata,IST,19800000,141.0,1.0,strong_buy,1531917056,4.805,1726280960,9840003072,26013978624,70.803,81.1,6157914000,-1028388992,1.199,0.16986999,0.066360004,0.05288,INR,
3,Belgharia,24 Paragnas (North),Kolkata,700056,India,91 33 2569 1500,91 33 2541 2448,https://www.texmaco.in,Specialty Industrial Machinery,Industrials,"Texmaco Rail & Engineering Limited operates as an engineering and infrastructure company in India and internationally. It operates through three segments: Heavy Engineering, Steel Foundry, and Rail EPC. The company offers payload stainless/high tensile steel freight, commodity-specific, special purpose freight, bottom discharge coal hopper, container flat and tank wagons, defense equipment and auto car wagons, and high capacity parcel and brake vans. It provides various domestic steel foundaries; industrial casting for earth moving equipment, hydro power projects, defence, and steel plant; and exports axel bogies, wear resistance shroud and pointer casting center plates, AAR yokes and couplers, follower and knuckles, car cushion yokes ends, articulated couplers, and mark 390 locomotive yokes. The company also constructs railway tracks, metro signaling and telecommunication, overhead and general electrification, railway civil works, metro track and automatic fare collection system, and other power supply installing, railway buildings, platforms, and foot over bridges, as well as rail connectivity and feeder separation. In addition, it provides various gates; bifurcation, trifurcation, transition, expansion joints, manifolds, reducers, dismantling joints, fixed and rocker, and supports and specials; stoplogs/bulkhead gates, hydraulics, rope drums, hoists, screw hoists, travelling hoists, etc.; knife edge gate value/filling-in valves; trashracks/screens; trash rack cleaning machines; goliath/EOT cranes/lifting beams; refurbishment/replacement and overhauling of HM equipment of old hydro projects/barrages; and automation of dam and barrage. Additionally, it offers fabricated bogie, front end and fuel tank, loco components, bolster assembly, APU base frame, snow plow, brake lever, retention tank, and floor and ballast assembly; and bridges and steel structures. The company was incorporated in 1998 and is based in Kolkata, India.",1894,"{'maxAge': 1, 'name': 'Mr. Damodar Hazarimal Kela', 'age': 80, 'title': 'CEO of Steel Foundry & Exec. Director', 'yearBorn': 1942, 'fiscalYear': 2023, 'totalPay': 15251347, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,143.05,144.0,139.1,146.4,143.05,144.0,139.1,146.4,0.15,0.0011,1694995200,0.0541,0.48,0.726728,76.21622,27.115385,3054753,3054753,6829830,5641647,5641647,0.0,0.0,0,0,45383671808,40.6,163.8,1.7445879,116.226,70.281,0.0,0.0,INR,53234757632,0.0228,132474152,321870016,0.6056,0.087,43.303,3.2561255,1680220800,1711843200,1688083200,593219968,1.85,5.2,2.046,30.838,NSI,EQUITY,TEXRAIL.NS,TEXRAIL.NS,TEXMACO RAIL & ENG,Texmaco Rail & Engineering Limited,1094701500,Asia/Kolkata,IST,19800000,141.0,1.0,strong_buy,1531917056,4.805,1726280960,9840003072,26013978624,70.803,81.1,6157914000,-1028388992,1.199,0.16986999,0.066360004,0.05288,INR,
4,Belgharia,24 Paragnas (North),Kolkata,700056,India,91 33 2569 1500,91 33 2541 2448,https://www.texmaco.in,Specialty Industrial Machinery,Industrials,"Texmaco Rail & Engineering Limited operates as an engineering and infrastructure company in India and internationally. It operates through three segments: Heavy Engineering, Steel Foundry, and Rail EPC. The company offers payload stainless/high tensile steel freight, commodity-specific, special purpose freight, bottom discharge coal hopper, container flat and tank wagons, defense equipment and auto car wagons, and high capacity parcel and brake vans. It provides various domestic steel foundaries; industrial casting for earth moving equipment, hydro power projects, defence, and steel plant; and exports axel bogies, wear resistance shroud and pointer casting center plates, AAR yokes and couplers, follower and knuckles, car cushion yokes ends, articulated couplers, and mark 390 locomotive yokes. The company also constructs railway tracks, metro signaling and telecommunication, overhead and general electrification, railway civil works, metro track and automatic fare collection system, and other power supply installing, railway buildings, platforms, and foot over bridges, as well as rail connectivity and feeder separation. In addition, it provides various gates; bifurcation, trifurcation, transition, expansion joints, manifolds, reducers, dismantling joints, fixed and rocker, and supports and specials; stoplogs/bulkhead gates, hydraulics, rope drums, hoists, screw hoists, travelling hoists, etc.; knife edge gate value/filling-in valves; trashracks/screens; trash rack cleaning machines; goliath/EOT cranes/lifting beams; refurbishment/replacement and overhauling of HM equipment of old hydro projects/barrages; and automation of dam and barrage. Additionally, it offers fabricated bogie, front end and fuel tank, loco components, bolster assembly, APU base frame, snow plow, brake lever, retention tank, and floor and ballast assembly; and bridges and steel structures. The company was incorporated in 1998 and is based in Kolkata, India.",1894,"{'maxAge': 1, 'name': 'Mr. Udyavar Vittal Kamath', 'age': 58, 'title': 'Chief Exec. Officer of Rail EPC Division - Bright Power', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,143.05,144.0,139.1,146.4,143.05,144.0,139.1,146.4,0.15,0.0011,1694995200,0.0541,0.48,0.726728,76.21622,27.115385,3054753,3054753,6829830,5641647,5641647,0.0,0.0,0,0,45383671808,40.6,163.8,1.7445879,116.226,70.281,0.0,0.0,INR,53234757632,0.0228,132474152,321870016,0.6056,0.087,43.303,3.2561255,1680220800,1711843200,1688083200,593219968,1.85,5.2,2.046,30.838,NSI,EQUITY,TEXRAIL.NS,TEXRAIL.NS,TEXMACO RAIL & ENG,Texmaco Rail & Engineering Limited,1094701500,Asia/Kolkata,IST,19800000,141.0,1.0,strong_buy,1531917056,4.805,1726280960,9840003072,26013978624,70.803,81.1,6157914000,-1028388992,1.199,0.16986999,0.066360004,0.05288,INR,
5,Belgharia,24 Paragnas (North),Kolkata,700056,India,91 33 2569 1500,91 33 2541 2448,https://www.texmaco.in,Specialty Industrial Machinery,Industrials,"Texmaco Rail & Engineering Limited operates as an engineering and infrastructure company in India and internationally. It operates through three segments: Heavy Engineering, Steel Foundry, and Rail EPC. The company offers payload stainless/high tensile steel freight, commodity-specific, special purpose freight, bottom discharge coal hopper, container flat and tank wagons, defense equipment and auto car wagons, and high capacity parcel and brake vans. It provides various domestic steel foundaries; industrial casting for earth moving equipment, hydro power projects, defence, and steel plant; and exports axel bogies, wear resistance shroud and pointer casting center plates, AAR yokes and couplers, follower and knuckles, car cushion yokes ends, articulated couplers, and mark 390 locomotive yokes. The company also constructs railway tracks, metro signaling and telecommunication, overhead and general electrification, railway civil works, metro track and automatic fare collection system, and other power supply installing, railway buildings, platforms, and foot over bridges, as well as rail connectivity and feeder separation. In addition, it provides various gates; bifurcation, trifurcation, transition, expansion joints, manifolds, reducers, dismantling joints, fixed and rocker, and supports and specials; stoplogs/bulkhead gates, hydraulics, rope drums, hoists, screw hoists, travelling hoists, etc.; knife edge gate value/filling-in valves; trashracks/screens; trash rack cleaning machines; goliath/EOT cranes/lifting beams; refurbishment/replacement and overhauling of HM equipment of old hydro projects/barrages; and automation of dam and barrage. Additionally, it offers fabricated bogie, front end and fuel tank, loco components, bolster assembly, APU base frame, snow plow, brake lever, retention tank, and floor and ballast assembly; and bridges and steel structures. The company was incorporated in 1998 and is based in Kolkata, India.",1894,"{'maxAge': 1, 'name': 'Mr. Hemant  Bhuwania', 'age': 37, 'title': 'Chief Financial Officer', 'yearBorn': 1985, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,143.05,144.0,139.1,146.4,143.05,144.0,139.1,146.4,0.15,0.0011,1694995200,0.0541,0.48,0.726728,76.21622,27.115385,3054753,3054753,6829830,5641647,5641647,0.0,0.0,0,0,45383671808,40.6,163.8,1.7445879,116.226,70.281,0.0,0.0,INR,53234757632,0.0228,132474152,321870016,0.6056,0.087,43.303,3.2561255,1680220800,1711843200,1688083200,593219968,1.85,5.2,2.046,30.838,NSI,EQUITY,TEXRAIL.NS,TEXRAIL.NS,TEXMACO RAIL & ENG,Texmaco Rail & Engineering Limited,1094701500,Asia/Kolkata,IST,19800000,141.0,1.0,strong_buy,1531917056,4.805,1726280960,9840003072,26013978624,70.803,81.1,6157914000,-1028388992,1.199,0.16986999,0.066360004,0.05288,INR,
6,Belgharia,24 Paragnas (North),Kolkata,700056,India,91 33 2569 1500,91 33 2541 2448,https://www.texmaco.in,Specialty Industrial Machinery,Industrials,"Texmaco Rail & Engineering Limited operates as an engineering and infrastructure company in India and internationally. It operates through three segments: Heavy Engineering, Steel Foundry, and Rail EPC. The company offers payload stainless/high tensile steel freight, commodity-specific, special purpose freight, bottom discharge coal hopper, container flat and tank wagons, defense equipment and auto car wagons, and high capacity parcel and brake vans. It provides various domestic steel foundaries; industrial casting for earth moving equipment, hydro power projects, defence, and steel plant; and exports axel bogies, wear resistance shroud and pointer casting center plates, AAR yokes and couplers, follower and knuckles, car cushion yokes ends, articulated couplers, and mark 390 locomotive yokes. The company also constructs railway tracks, metro signaling and telecommunication, overhead and general electrification, railway civil works, metro track and automatic fare collection system, and other power supply installing, railway buildings, platforms, and foot over bridges, as well as rail connectivity and feeder separation. In addition, it provides various gates; bifurcation, trifurcation, transition, expansion joints, manifolds, reducers, dismantling joints, fixed and rocker, and supports and specials; stoplogs/bulkhead gates, hydraulics, rope drums, hoists, screw hoists, travelling hoists, etc.; knife edge gate value/filling-in valves; trashracks/screens; trash rack cleaning machines; goliath/EOT cranes/lifting beams; refurbishment/replacement and overhauling of HM equipment of old hydro projects/barrages; and automation of dam and barrage. Additionally, it offers fabricated bogie, front end and fuel tank, loco components, bolster assembly, APU base frame, snow plow, brake lever, retention tank, and floor and ballast assembly; and bridges and steel structures. The company was incorporated in 1998 and is based in Kolkata, India.",1894,"{'maxAge': 1, 'name': 'Mr. K. K. Rajgaria', 'title': 'Company Sec. & Compliance Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,143.05,144.0,139.1,146.4,143.05,144.0,139.1,146.4,0.15,0.0011,1694995200,0.0541,0.48,0.726728,76.21622,27.115385,3054753,3054753,6829830,5641647,5641647,0.0,0.0,0,0,45383671808,40.6,163.8,1.7445879,116.226,70.281,0.0,0.0,INR,53234757632,0.0228,132474152,321870016,0.6056,0.087,43.303,3.2561255,1680220800,1711843200,1688083200,593219968,1.85,5.2,2.046,30.838,NSI,EQUITY,TEXRAIL.NS,TEXRAIL.NS,TEXMACO RAIL & ENG,Texmaco Rail & Engineering Limited,1094701500,Asia/Kolkata,IST,19800000,141.0,1.0,strong_buy,1531917056,4.805,1726280960,9840003072,26013978624,70.803,81.1,6157914000,-1028388992,1.199,0.16986999,0.066360004,0.05288,INR,
7,Belgharia,24 Paragnas (North),Kolkata,700056,India,91 33 2569 1500,91 33 2541 2448,https://www.texmaco.in,Specialty Industrial Machinery,Industrials,"Texmaco Rail & Engineering Limited operates as an engineering and infrastructure company in India and internationally. It operates through three segments: Heavy Engineering, Steel Foundry, and Rail EPC. The company offers payload stainless/high tensile steel freight, commodity-specific, special purpose freight, bottom discharge coal hopper, container flat and tank wagons, defense equipment and auto car wagons, and high capacity parcel and brake vans. It provides various domestic steel foundaries; industrial casting for earth moving equipment, hydro power projects, defence, and steel plant; and exports axel bogies, wear resistance shroud and pointer casting center plates, AAR yokes and couplers, follower and knuckles, car cushion yokes ends, articulated couplers, and mark 390 locomotive yokes. The company also constructs railway tracks, metro signaling and telecommunication, overhead and general electrification, railway civil works, metro track and automatic fare collection system, and other power supply installing, railway buildings, platforms, and foot over bridges, as well as rail connectivity and feeder separation. In addition, it provides various gates; bifurcation, trifurcation, transition, expansion joints, manifolds, reducers, dismantling joints, fixed and rocker, and supports and specials; stoplogs/bulkhead gates, hydraulics, rope drums, hoists, screw hoists, travelling hoists, etc.; knife edge gate value/filling-in valves; trashracks/screens; trash rack cleaning machines; goliath/EOT cranes/lifting beams; refurbishment/replacement and overhauling of HM equipment of old hydro projects/barrages; and automation of dam and barrage. Additionally, it offers fabricated bogie, front end and fuel tank, loco components, bolster assembly, APU base frame, snow plow, brake lever, retention tank, and floor and ballast assembly; and bridges and steel structures. The company was incorporated in 1998 and is based in Kolkata, India.",1894,"{'maxAge': 1, 'name': 'Dibyendu C. Thakur', 'title': 'Assistant Pres of HRD & Personnel', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,143.05,144.0,139.1,146.4,143.05,144.0,139.1,146.4,0.15,0.0011,1694995200,0.0541,0.48,0.726728,76.21622,27.115385,3054753,3054753,6829830,5641647,5641647,0.0,0.0,0,0,45383671808,40.6,163.8,1.7445879,116.226,70.281,0.0,0.0,INR,53234757632,0.0228,132474152,321870016,0.6056,0.087,43.303,3.2561255,1680220800,1711843200,1688083200,593219968,1.85,5.2,2.046,30.838,NSI,EQUITY,TEXRAIL.NS,TEXRAIL.NS,TEXMACO RAIL & ENG,Texmaco Rail & Engineering Limited,1094701500,Asia/Kolkata,IST,19800000,141.0,1.0,strong_buy,1531917056,4.805,1726280960,9840003072,26013978624,70.803,81.1,6157914000,-1028388992,1.199,0.16986999,0.066360004,0.05288,INR,
8,Belgharia,24 Paragnas (North),Kolkata,700056,India,91 33 2569 1500,91 33 2541 2448,https://www.texmaco.in,Specialty Industrial Machinery,Industrials,"Texmaco Rail & Engineering Limited operates as an engineering and infrastructure company in India and internationally. It operates through three segments: Heavy Engineering, Steel Foundry, and Rail EPC. The company offers payload stainless/high tensile steel freight, commodity-specific, special purpose freight, bottom discharge coal hopper, container flat and tank wagons, defense equipment and auto car wagons, and high capacity parcel and brake vans. It provides various domestic steel foundaries; industrial casting for earth moving equipment, hydro power projects, defence, and steel plant; and exports axel bogies, wear resistance shroud and pointer casting center plates, AAR yokes and couplers, follower and knuckles, car cushion yokes ends, articulated couplers, and mark 390 locomotive yokes. The company also constructs railway tracks, metro signaling and telecommunication, overhead and general electrification, railway civil works, metro track and automatic fare collection system, and other power supply installing, railway buildings, platforms, and foot over bridges, as well as rail connectivity and feeder separation. In addition, it provides various gates; bifurcation, trifurcation, transition, expansion joints, manifolds, reducers, dismantling joints, fixed and rocker, and supports and specials; stoplogs/bulkhead gates, hydraulics, rope drums, hoists, screw hoists, travelling hoists, etc.; knife edge gate value/filling-in valves; trashracks/screens; trash rack cleaning machines; goliath/EOT cranes/lifting beams; refurbishment/replacement and overhauling of HM equipment of old hydro projects/barrages; and automation of dam and barrage. Additionally, it offers fabricated bogie, front end and fuel tank, loco components, bolster assembly, APU base frame, snow plow, brake lever, retention tank, and floor and ballast assembly; and bridges and steel structures. The company was incorporated in 1998 and is based in Kolkata, India.",1894,"{'maxAge': 1, 'name': 'Mr. Udayan  Banerjee', 'title': 'Sr. VP of Engineering & Marketing - Hydro-mechanical Equipment & Structurals', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,143.05,144.0,139.1,146.4,143.05,144.0,139.1,146.4,0.15,0.0011,1694995200,0.0541,0.48,0.726728,76.21622,27.115385,3054753,3054753,6829830,5641647,5641647,0.0,0.0,0,0,45383671808,40.6,163.8,1.7445879,116.226,70.281,0.0,0.0,INR,53234757632,0.0228,132474152,321870016,0.6056,0.087,43.303,3.2561255,1680220800,1711843200,1688083200,593219968,1.85,5.2,2.046,30.838,NSI,EQUITY,TEXRAIL.NS,TEXRAIL.NS,TEXMACO RAIL & ENG,Texmaco Rail & Engineering Limited,1094701500,Asia/Kolkata,IST,19800000,141.0,1.0,strong_buy,1531917056,4.805,1726280960,9840003072,26013978624,70.803,81.1,6157914000,-1028388992,1.199,0.16986999,0.066360004,0.05288,INR,
9,Belgharia,24 Paragnas (North),Kolkata,700056,India,91 33 2569 1500,91 33 2541 2448,https://www.texmaco.in,Specialty Industrial Machinery,Industrials,"Texmaco Rail & Engineering Limited operates as an engineering and infrastructure company in India and internationally. It operates through three segments: Heavy Engineering, Steel Foundry, and Rail EPC. The company offers payload stainless/high tensile steel freight, commodity-specific, special purpose freight, bottom discharge coal hopper, container flat and tank wagons, defense equipment and auto car wagons, and high capacity parcel and brake vans. It provides various domestic steel foundaries; industrial casting for earth moving equipment, hydro power projects, defence, and steel plant; and exports axel bogies, wear resistance shroud and pointer casting center plates, AAR yokes and couplers, follower and knuckles, car cushion yokes ends, articulated couplers, and mark 390 locomotive yokes. The company also constructs railway tracks, metro signaling and telecommunication, overhead and general electrification, railway civil works, metro track and automatic fare collection system, and other power supply installing, railway buildings, platforms, and foot over bridges, as well as rail connectivity and feeder separation. In addition, it provides various gates; bifurcation, trifurcation, transition, expansion joints, manifolds, reducers, dismantling joints, fixed and rocker, and supports and specials; stoplogs/bulkhead gates, hydraulics, rope drums, hoists, screw hoists, travelling hoists, etc.; knife edge gate value/filling-in valves; trashracks/screens; trash rack cleaning machines; goliath/EOT cranes/lifting beams; refurbishment/replacement and overhauling of HM equipment of old hydro projects/barrages; and automation of dam and barrage. Additionally, it offers fabricated bogie, front end and fuel tank, loco components, bolster assembly, APU base frame, snow plow, brake lever, retention tank, and floor and ballast assembly; and bridges and steel structures. The company was incorporated in 1998 and is based in Kolkata, India.",1894,"{'maxAge': 1, 'name': 'Mr. Varun  Bharthuar', 'age': 70, 'title': 'Chief Exec. of Corp. Projects', 'yearBorn': 1952, 'fiscalYear': 2018, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,143.05,144.0,139.1,146.4,143.05,144.0,139.1,146.4,0.15,0.0011,1694995200,0.0541,0.48,0.726728,76.21622,27.115385,3054753,3054753,6829830,5641647,5641647,0.0,0.0,0,0,45383671808,40.6,163.8,1.7445879,116.226,70.281,0.0,0.0,INR,53234757632,0.0228,132474152,321870016,0.6056,0.087,43.303,3.2561255,1680220800,1711843200,1688083200,593219968,1.85,5.2,2.046,30.838,NSI,EQUITY,TEXRAIL.NS,TEXRAIL.NS,TEXMACO RAIL & ENG,Texmaco Rail & Engineering Limited,1094701500,Asia/Kolkata,IST,19800000,141.0,1.0,strong_buy,1531917056,4.805,1726280960,9840003072,26013978624,70.803,81.1,6157914000,-1028388992,1.199,0.16986999,0.066360004,0.05288,INR,
