,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,400 Collins Street,Level 6,Melbourne,VIC,3000,Australia,61 3 8692 9049,61 3 8692 9040,https://westwitsmining.com,Gold,Basic Materials,"West Wits Mining Limited explores for and develops gold and base metals mining tenements in South Africa and Western Australia. Its flagship project is the Witwatersrand Basin project located in South Africa. The company was incorporated in 2007 and is based in Melbourne, Australia.","{'maxAge': 1, 'name': 'Mr. Simon John Whyte', 'title': 'CFO & Joint Company Sec.', 'fiscalYear': 2022, 'totalPay': 224665, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.015,0.014,0.014,0.015,0.015,0.014,0.014,0.015,0.0,0.759009,2866460,2866460,4526440,1407584,1407584,0.014,0.015,0,0,34819500,0.01,0.024,552.6905,0.01682,0.0151025,0.0,0.0,AUD,23145566,0.0,1562408781,2321299968,0.23809,0.0,0.015,1.0,1656547200,1688083200,1672444800,-4522000,-0.0,367.39,-4.798,ASX,EQUITY,WWI.AX,WWI.AX,WEST WITS FPO,West Wits Mining Limited,1198018800,Australia/Sydney,AEST,36000000,0.015,none,1001000,0.0,-4824000,240000,0.36,0.36,63000,1.038,0.0,-0.15067,-0.20501,67000,-8562375,-3484000,1.0,0.0,-105.33333,AUD,
1,400 Collins Street,Level 6,Melbourne,VIC,3000,Australia,61 3 8692 9049,61 3 8692 9040,https://westwitsmining.com,Gold,Basic Materials,"West Wits Mining Limited explores for and develops gold and base metals mining tenements in South Africa and Western Australia. Its flagship project is the Witwatersrand Basin project located in South Africa. The company was incorporated in 2007 and is based in Melbourne, Australia.","{'maxAge': 1, 'name': 'Mr. Rudi  Deysel', 'title': 'COO & Country Mang. for South Africa', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.015,0.014,0.014,0.015,0.015,0.014,0.014,0.015,0.0,0.759009,2866460,2866460,4526440,1407584,1407584,0.014,0.015,0,0,34819500,0.01,0.024,552.6905,0.01682,0.0151025,0.0,0.0,AUD,23145566,0.0,1562408781,2321299968,0.23809,0.0,0.015,1.0,1656547200,1688083200,1672444800,-4522000,-0.0,367.39,-4.798,ASX,EQUITY,WWI.AX,WWI.AX,WEST WITS FPO,West Wits Mining Limited,1198018800,Australia/Sydney,AEST,36000000,0.015,none,1001000,0.0,-4824000,240000,0.36,0.36,63000,1.038,0.0,-0.15067,-0.20501,67000,-8562375,-3484000,1.0,0.0,-105.33333,AUD,
2,400 Collins Street,Level 6,Melbourne,VIC,3000,Australia,61 3 8692 9049,61 3 8692 9040,https://westwitsmining.com,Gold,Basic Materials,"West Wits Mining Limited explores for and develops gold and base metals mining tenements in South Africa and Western Australia. Its flagship project is the Witwatersrand Basin project located in South Africa. The company was incorporated in 2007 and is based in Melbourne, Australia.","{'maxAge': 1, 'name': 'Mr. Trevor Ian Neale', 'title': 'Chief Geologist of Indonesian Mining Operation', 'fiscalYear': 2017, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.015,0.014,0.014,0.015,0.015,0.014,0.014,0.015,0.0,0.759009,2866460,2866460,4526440,1407584,1407584,0.014,0.015,0,0,34819500,0.01,0.024,552.6905,0.01682,0.0151025,0.0,0.0,AUD,23145566,0.0,1562408781,2321299968,0.23809,0.0,0.015,1.0,1656547200,1688083200,1672444800,-4522000,-0.0,367.39,-4.798,ASX,EQUITY,WWI.AX,WWI.AX,WEST WITS FPO,West Wits Mining Limited,1198018800,Australia/Sydney,AEST,36000000,0.015,none,1001000,0.0,-4824000,240000,0.36,0.36,63000,1.038,0.0,-0.15067,-0.20501,67000,-8562375,-3484000,1.0,0.0,-105.33333,AUD,
3,400 Collins Street,Level 6,Melbourne,VIC,3000,Australia,61 3 8692 9049,61 3 8692 9040,https://westwitsmining.com,Gold,Basic Materials,"West Wits Mining Limited explores for and develops gold and base metals mining tenements in South Africa and Western Australia. Its flagship project is the Witwatersrand Basin project located in South Africa. The company was incorporated in 2007 and is based in Melbourne, Australia.","{'maxAge': 1, 'name': 'Ms. Tozama  Kulati-Siwisa', 'title': 'MLI WWI Exec. Director and Head of Corp. Affairs, Social & Community Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.015,0.014,0.014,0.015,0.015,0.014,0.014,0.015,0.0,0.759009,2866460,2866460,4526440,1407584,1407584,0.014,0.015,0,0,34819500,0.01,0.024,552.6905,0.01682,0.0151025,0.0,0.0,AUD,23145566,0.0,1562408781,2321299968,0.23809,0.0,0.015,1.0,1656547200,1688083200,1672444800,-4522000,-0.0,367.39,-4.798,ASX,EQUITY,WWI.AX,WWI.AX,WEST WITS FPO,West Wits Mining Limited,1198018800,Australia/Sydney,AEST,36000000,0.015,none,1001000,0.0,-4824000,240000,0.36,0.36,63000,1.038,0.0,-0.15067,-0.20501,67000,-8562375,-3484000,1.0,0.0,-105.33333,AUD,
4,400 Collins Street,Level 6,Melbourne,VIC,3000,Australia,61 3 8692 9049,61 3 8692 9040,https://westwitsmining.com,Gold,Basic Materials,"West Wits Mining Limited explores for and develops gold and base metals mining tenements in South Africa and Western Australia. Its flagship project is the Witwatersrand Basin project located in South Africa. The company was incorporated in 2007 and is based in Melbourne, Australia.","{'maxAge': 1, 'name': 'Martin  Bevenlander', 'title': 'Head of Exploration & Geology', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.015,0.014,0.014,0.015,0.015,0.014,0.014,0.015,0.0,0.759009,2866460,2866460,4526440,1407584,1407584,0.014,0.015,0,0,34819500,0.01,0.024,552.6905,0.01682,0.0151025,0.0,0.0,AUD,23145566,0.0,1562408781,2321299968,0.23809,0.0,0.015,1.0,1656547200,1688083200,1672444800,-4522000,-0.0,367.39,-4.798,ASX,EQUITY,WWI.AX,WWI.AX,WEST WITS FPO,West Wits Mining Limited,1198018800,Australia/Sydney,AEST,36000000,0.015,none,1001000,0.0,-4824000,240000,0.36,0.36,63000,1.038,0.0,-0.15067,-0.20501,67000,-8562375,-3484000,1.0,0.0,-105.33333,AUD,
5,400 Collins Street,Level 6,Melbourne,VIC,3000,Australia,61 3 8692 9049,61 3 8692 9040,https://westwitsmining.com,Gold,Basic Materials,"West Wits Mining Limited explores for and develops gold and base metals mining tenements in South Africa and Western Australia. Its flagship project is the Witwatersrand Basin project located in South Africa. The company was incorporated in 2007 and is based in Melbourne, Australia.","{'maxAge': 1, 'name': 'Mr. Paul  Godfrey', 'title': 'Joint Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.015,0.014,0.014,0.015,0.015,0.014,0.014,0.015,0.0,0.759009,2866460,2866460,4526440,1407584,1407584,0.014,0.015,0,0,34819500,0.01,0.024,552.6905,0.01682,0.0151025,0.0,0.0,AUD,23145566,0.0,1562408781,2321299968,0.23809,0.0,0.015,1.0,1656547200,1688083200,1672444800,-4522000,-0.0,367.39,-4.798,ASX,EQUITY,WWI.AX,WWI.AX,WEST WITS FPO,West Wits Mining Limited,1198018800,Australia/Sydney,AEST,36000000,0.015,none,1001000,0.0,-4824000,240000,0.36,0.36,63000,1.038,0.0,-0.15067,-0.20501,67000,-8562375,-3484000,1.0,0.0,-105.33333,AUD,
