,address1,city,country,phone,fax,website,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"78-40, Chilgoe-gil",Pyeongtaek-Si,South Korea,82 31 659 2000,82 31 659 2250,https://www.wonikholdings.kr,"Wonik Holdings CO., LTD manufactures and sells semiconductor and electronic equipment, and other products. The company provides gas supply systems, gas purifiers and chambers, precursor supply systems, gas piping products, and gas monitoring systems. It offers its products for the semiconductor, display, and solar processes. The company was formerly known as Wonik IPS Co., Ltd. and changed its name to Wonik Holdings CO., LTD in May 2016. The company was founded in 1991 and is headquartered in Pyeongtaek, South Korea.",381,"{'maxAge': 1, 'name': 'Mr. Sang-Joon  Park', 'age': 59, 'title': 'Sr. Managing Director and Head of Technology Devel. Division', 'yearBorn': 1963, 'fiscalYear': 2012, 'exercisedValue': 0, 'unexercisedValue': 0}",1356912000,86400,2,3345.0,3350.0,3310.0,3350.0,3345.0,3350.0,3310.0,3350.0,1.515233,102730,102730,227390,120063,120063,3345.0,3335.0,0,0,241964810240,2925.0,3970.0,0.25660536,3386.4,3532.8,KRW,778952835072,0.09601,39482375,72228304,0.48836,0.03835,1672444800,1703980800,1680220800,-0.967,63537020928,0.826,5.191,KOE,EQUITY,030530.KQ,030530.KQ,WONIK HOLDINGS,"Wonik Holdings Co., Ltd",970617600,Asia/Seoul,KST,32400000,3350.0,none,131063857152,1715.877,150048718848,417676394496,0.259,0.728,942945271808,31.627,12341.272,0.032899998,0.06661,210126446320,69878439936,85271347200,-0.967,0.41,0.22389,0.15913,0.107209995,KRW,
1,"78-40, Chilgoe-gil",Pyeongtaek-Si,South Korea,82 31 659 2000,82 31 659 2250,https://www.wonikholdings.kr,"Wonik Holdings CO., LTD manufactures and sells semiconductor and electronic equipment, and other products. The company provides gas supply systems, gas purifiers and chambers, precursor supply systems, gas piping products, and gas monitoring systems. It offers its products for the semiconductor, display, and solar processes. The company was formerly known as Wonik IPS Co., Ltd. and changed its name to Wonik Holdings CO., LTD in May 2016. The company was founded in 1991 and is headquartered in Pyeongtaek, South Korea.",381,"{'maxAge': 1, 'name': 'Mr. Sung-Il  An', 'age': 54, 'title': 'Managing Director and Head of Sales Team', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",1356912000,86400,2,3345.0,3350.0,3310.0,3350.0,3345.0,3350.0,3310.0,3350.0,1.515233,102730,102730,227390,120063,120063,3345.0,3335.0,0,0,241964810240,2925.0,3970.0,0.25660536,3386.4,3532.8,KRW,778952835072,0.09601,39482375,72228304,0.48836,0.03835,1672444800,1703980800,1680220800,-0.967,63537020928,0.826,5.191,KOE,EQUITY,030530.KQ,030530.KQ,WONIK HOLDINGS,"Wonik Holdings Co., Ltd",970617600,Asia/Seoul,KST,32400000,3350.0,none,131063857152,1715.877,150048718848,417676394496,0.259,0.728,942945271808,31.627,12341.272,0.032899998,0.06661,210126446320,69878439936,85271347200,-0.967,0.41,0.22389,0.15913,0.107209995,KRW,
