,address1,city,state,zip,country,website,industry,sector,longBusinessSummary,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,500 Kipling Avenue,Toronto,ON,M8Z 5E5,Canada,https://www.pizzapizza.ca,Restaurants,Consumer Cyclical,"Pizza Pizza Royalty Corp., through its subsidiary, Pizza Pizza Royalty Limited Partnership, owns and franchises quick service restaurants under the Pizza Pizza and Pizza 73 brands in Canada. It also distributes food. The company was founded in 1967 and is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': ""Ms. Christine  D'Sylva"", 'title': 'Chief Financial Officer', 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",9,10,5,7,9,1693526400,1672444800,86400,2,10.53,10.475,10.53,10.53,10.53,10.475,10.53,10.53,0.67,0.0633,1693353600,0.91580003,7.32,1.012398,15.485293,31,31,385,210,210,0.0,0.0,0,0,339025984,8.95,11.75,8.773964,11.0904,10.53145,0.843,0.08005698,USD,380320704,0.76509005,23973465,24618400,0.00475,0.16604,9.108,1.1561265,1672444800,1703980800,1688083200,0.127,29563000,0.68,9.843,PNK,EQUITY,PZRIF,PZRIF,PIZZA PIZZA ROYALTY CORP,Pizza Pizza Royalty Corp.,1264084200,America/New_York,EDT,-14400000,10.53,none,7162000,0.221,46968000,3.179,3.179,38640000,15.946,1.198,0.06461,0.100880004,36427000,22753500,29911000,0.121,0.109,1.0,0.0,0.98339,CAD,
1,500 Kipling Avenue,Toronto,ON,M8Z 5E5,Canada,https://www.pizzapizza.ca,Restaurants,Consumer Cyclical,"Pizza Pizza Royalty Corp., through its subsidiary, Pizza Pizza Royalty Limited Partnership, owns and franchises quick service restaurants under the Pizza Pizza and Pizza 73 brands in Canada. It also distributes food. The company was founded in 1967 and is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Paul  Goddard', 'title': 'Pres & CEO, Pizza Pizza Limited', 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",9,10,5,7,9,1693526400,1672444800,86400,2,10.53,10.475,10.53,10.53,10.53,10.475,10.53,10.53,0.67,0.0633,1693353600,0.91580003,7.32,1.012398,15.485293,31,31,385,210,210,0.0,0.0,0,0,339025984,8.95,11.75,8.773964,11.0904,10.53145,0.843,0.08005698,USD,380320704,0.76509005,23973465,24618400,0.00475,0.16604,9.108,1.1561265,1672444800,1703980800,1688083200,0.127,29563000,0.68,9.843,PNK,EQUITY,PZRIF,PZRIF,PIZZA PIZZA ROYALTY CORP,Pizza Pizza Royalty Corp.,1264084200,America/New_York,EDT,-14400000,10.53,none,7162000,0.221,46968000,3.179,3.179,38640000,15.946,1.198,0.06461,0.100880004,36427000,22753500,29911000,0.121,0.109,1.0,0.0,0.98339,CAD,
2,500 Kipling Avenue,Toronto,ON,M8Z 5E5,Canada,https://www.pizzapizza.ca,Restaurants,Consumer Cyclical,"Pizza Pizza Royalty Corp., through its subsidiary, Pizza Pizza Royalty Limited Partnership, owns and franchises quick service restaurants under the Pizza Pizza and Pizza 73 brands in Canada. It also distributes food. The company was founded in 1967 and is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Alexander  Sewrattan', 'title': 'Director of Fin.', 'exercisedValue': 0, 'unexercisedValue': 0}",9,10,5,7,9,1693526400,1672444800,86400,2,10.53,10.475,10.53,10.53,10.53,10.475,10.53,10.53,0.67,0.0633,1693353600,0.91580003,7.32,1.012398,15.485293,31,31,385,210,210,0.0,0.0,0,0,339025984,8.95,11.75,8.773964,11.0904,10.53145,0.843,0.08005698,USD,380320704,0.76509005,23973465,24618400,0.00475,0.16604,9.108,1.1561265,1672444800,1703980800,1688083200,0.127,29563000,0.68,9.843,PNK,EQUITY,PZRIF,PZRIF,PIZZA PIZZA ROYALTY CORP,Pizza Pizza Royalty Corp.,1264084200,America/New_York,EDT,-14400000,10.53,none,7162000,0.221,46968000,3.179,3.179,38640000,15.946,1.198,0.06461,0.100880004,36427000,22753500,29911000,0.121,0.109,1.0,0.0,0.98339,CAD,
