,address1,address2,city,state,zip,country,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,debtToEquity,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1100 Melville Street,Suite 838,Vancouver,BC,V6E 4A6,Canada,604 484 4710,https://www.platinumgroupmetals.net,Other Precious Metals & Mining,Basic Materials,"Platinum Group Metals Ltd. engages in the exploration and development of platinum and palladium properties. It explores for palladium, platinum, gold, copper, nickel, and rhodium deposits. The company holds 50.02% interest in the Waterberg project located on the Northern Limb of the Western Bushveld complex, South Africa. It also develops next-generation battery technology using platinum and palladium. Platinum Group Metals Ltd. was incorporated in 2000 and is headquartered in Vancouver, Canada.",13,"{'maxAge': 1, 'name': 'Mr. Frank R. Hallam B.B.A., C.A., CPA', 'age': 62, 'title': 'Pres, CEO & Director', 'yearBorn': 1960, 'fiscalYear': 2022, 'totalPay': 510500, 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,7,3,5,1693526400,1672444800,86400,4,1.63,1.64,1.62,1.69,1.63,1.64,1.62,1.69,0.0,1.520267,-18.0,8142,8142,8569,5730,5730,1.66,1.67,0,0,162408240,1.62,2.66,1.7452,2.0014,0.0,0.0,CAD,175436208,0.0,75164925,100252000,64036,69620,1690761600,1693440000,0.00059999997,0.24917999,0.20826,8.09,0.00090000004,0.252,6.428571,1661904000,1693440000,1685491200,-5032000,-0.07,-0.09,1:10,1545004800,-29.535,TOR,EQUITY,PTM.TO,PTM.TO,PLATINUM GROUP METALS LTD.,Platinum Group Metals Ltd.,898176600,America/Toronto,EDT,-14400000,1.62,8.14,3.24,4.96,3.49,2.3,buy,3,8218000,0.082,-5940000,346000,13.913,14.129,0.749,-0.07078,-0.098170005,-4533250,-3756000,0.0,0.0,0.0,USD,
1,1100 Melville Street,Suite 838,Vancouver,BC,V6E 4A6,Canada,604 484 4710,https://www.platinumgroupmetals.net,Other Precious Metals & Mining,Basic Materials,"Platinum Group Metals Ltd. engages in the exploration and development of platinum and palladium properties. It explores for palladium, platinum, gold, copper, nickel, and rhodium deposits. The company holds 50.02% interest in the Waterberg project located on the Northern Limb of the Western Bushveld complex, South Africa. It also develops next-generation battery technology using platinum and palladium. Platinum Group Metals Ltd. was incorporated in 2000 and is headquartered in Vancouver, Canada.",13,"{'maxAge': 1, 'name': 'Mr. Gregory  Blair C.A., CPA', 'age': 45, 'title': 'Chief Financial Officer', 'yearBorn': 1977, 'fiscalYear': 2022, 'totalPay': 169200, 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,7,3,5,1693526400,1672444800,86400,4,1.63,1.64,1.62,1.69,1.63,1.64,1.62,1.69,0.0,1.520267,-18.0,8142,8142,8569,5730,5730,1.66,1.67,0,0,162408240,1.62,2.66,1.7452,2.0014,0.0,0.0,CAD,175436208,0.0,75164925,100252000,64036,69620,1690761600,1693440000,0.00059999997,0.24917999,0.20826,8.09,0.00090000004,0.252,6.428571,1661904000,1693440000,1685491200,-5032000,-0.07,-0.09,1:10,1545004800,-29.535,TOR,EQUITY,PTM.TO,PTM.TO,PLATINUM GROUP METALS LTD.,Platinum Group Metals Ltd.,898176600,America/Toronto,EDT,-14400000,1.62,8.14,3.24,4.96,3.49,2.3,buy,3,8218000,0.082,-5940000,346000,13.913,14.129,0.749,-0.07078,-0.098170005,-4533250,-3756000,0.0,0.0,0.0,USD,
2,1100 Melville Street,Suite 838,Vancouver,BC,V6E 4A6,Canada,604 484 4710,https://www.platinumgroupmetals.net,Other Precious Metals & Mining,Basic Materials,"Platinum Group Metals Ltd. engages in the exploration and development of platinum and palladium properties. It explores for palladium, platinum, gold, copper, nickel, and rhodium deposits. The company holds 50.02% interest in the Waterberg project located on the Northern Limb of the Western Bushveld complex, South Africa. It also develops next-generation battery technology using platinum and palladium. Platinum Group Metals Ltd. was incorporated in 2000 and is headquartered in Vancouver, Canada.",13,"{'maxAge': 1, 'name': 'Mr. Kresimir  Begic', 'title': 'VP of Corp. Devel.', 'fiscalYear': 2022, 'totalPay': 249000, 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,7,3,5,1693526400,1672444800,86400,4,1.63,1.64,1.62,1.69,1.63,1.64,1.62,1.69,0.0,1.520267,-18.0,8142,8142,8569,5730,5730,1.66,1.67,0,0,162408240,1.62,2.66,1.7452,2.0014,0.0,0.0,CAD,175436208,0.0,75164925,100252000,64036,69620,1690761600,1693440000,0.00059999997,0.24917999,0.20826,8.09,0.00090000004,0.252,6.428571,1661904000,1693440000,1685491200,-5032000,-0.07,-0.09,1:10,1545004800,-29.535,TOR,EQUITY,PTM.TO,PTM.TO,PLATINUM GROUP METALS LTD.,Platinum Group Metals Ltd.,898176600,America/Toronto,EDT,-14400000,1.62,8.14,3.24,4.96,3.49,2.3,buy,3,8218000,0.082,-5940000,346000,13.913,14.129,0.749,-0.07078,-0.098170005,-4533250,-3756000,0.0,0.0,0.0,USD,
3,1100 Melville Street,Suite 838,Vancouver,BC,V6E 4A6,Canada,604 484 4710,https://www.platinumgroupmetals.net,Other Precious Metals & Mining,Basic Materials,"Platinum Group Metals Ltd. engages in the exploration and development of platinum and palladium properties. It explores for palladium, platinum, gold, copper, nickel, and rhodium deposits. The company holds 50.02% interest in the Waterberg project located on the Northern Limb of the Western Bushveld complex, South Africa. It also develops next-generation battery technology using platinum and palladium. Platinum Group Metals Ltd. was incorporated in 2000 and is headquartered in Vancouver, Canada.",13,"{'maxAge': 1, 'name': 'Mr. Schalk Willem-Burger Engelbrecht', 'title': 'Fin. Exec., PTM RSA', 'fiscalYear': 2022, 'totalPay': 226414, 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,7,3,5,1693526400,1672444800,86400,4,1.63,1.64,1.62,1.69,1.63,1.64,1.62,1.69,0.0,1.520267,-18.0,8142,8142,8569,5730,5730,1.66,1.67,0,0,162408240,1.62,2.66,1.7452,2.0014,0.0,0.0,CAD,175436208,0.0,75164925,100252000,64036,69620,1690761600,1693440000,0.00059999997,0.24917999,0.20826,8.09,0.00090000004,0.252,6.428571,1661904000,1693440000,1685491200,-5032000,-0.07,-0.09,1:10,1545004800,-29.535,TOR,EQUITY,PTM.TO,PTM.TO,PLATINUM GROUP METALS LTD.,Platinum Group Metals Ltd.,898176600,America/Toronto,EDT,-14400000,1.62,8.14,3.24,4.96,3.49,2.3,buy,3,8218000,0.082,-5940000,346000,13.913,14.129,0.749,-0.07078,-0.098170005,-4533250,-3756000,0.0,0.0,0.0,USD,
4,1100 Melville Street,Suite 838,Vancouver,BC,V6E 4A6,Canada,604 484 4710,https://www.platinumgroupmetals.net,Other Precious Metals & Mining,Basic Materials,"Platinum Group Metals Ltd. engages in the exploration and development of platinum and palladium properties. It explores for palladium, platinum, gold, copper, nickel, and rhodium deposits. The company holds 50.02% interest in the Waterberg project located on the Northern Limb of the Western Bushveld complex, South Africa. It also develops next-generation battery technology using platinum and palladium. Platinum Group Metals Ltd. was incorporated in 2000 and is headquartered in Vancouver, Canada.",13,"{'maxAge': 1, 'name': 'Ms. Vilma  Fernandez-Maldonado', 'age': 59, 'title': 'Corp. Sec.', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,7,3,5,1693526400,1672444800,86400,4,1.63,1.64,1.62,1.69,1.63,1.64,1.62,1.69,0.0,1.520267,-18.0,8142,8142,8569,5730,5730,1.66,1.67,0,0,162408240,1.62,2.66,1.7452,2.0014,0.0,0.0,CAD,175436208,0.0,75164925,100252000,64036,69620,1690761600,1693440000,0.00059999997,0.24917999,0.20826,8.09,0.00090000004,0.252,6.428571,1661904000,1693440000,1685491200,-5032000,-0.07,-0.09,1:10,1545004800,-29.535,TOR,EQUITY,PTM.TO,PTM.TO,PLATINUM GROUP METALS LTD.,Platinum Group Metals Ltd.,898176600,America/Toronto,EDT,-14400000,1.62,8.14,3.24,4.96,3.49,2.3,buy,3,8218000,0.082,-5940000,346000,13.913,14.129,0.749,-0.07078,-0.098170005,-4533250,-3756000,0.0,0.0,0.0,USD,
5,1100 Melville Street,Suite 838,Vancouver,BC,V6E 4A6,Canada,604 484 4710,https://www.platinumgroupmetals.net,Other Precious Metals & Mining,Basic Materials,"Platinum Group Metals Ltd. engages in the exploration and development of platinum and palladium properties. It explores for palladium, platinum, gold, copper, nickel, and rhodium deposits. The company holds 50.02% interest in the Waterberg project located on the Northern Limb of the Western Bushveld complex, South Africa. It also develops next-generation battery technology using platinum and palladium. Platinum Group Metals Ltd. was incorporated in 2000 and is headquartered in Vancouver, Canada.",13,"{'maxAge': 1, 'name': 'Mr. Amjad J. Ali', 'age': 78, 'title': 'Project Fin. Advisor & Member of Advisory Board', 'yearBorn': 1944, 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,7,3,5,1693526400,1672444800,86400,4,1.63,1.64,1.62,1.69,1.63,1.64,1.62,1.69,0.0,1.520267,-18.0,8142,8142,8569,5730,5730,1.66,1.67,0,0,162408240,1.62,2.66,1.7452,2.0014,0.0,0.0,CAD,175436208,0.0,75164925,100252000,64036,69620,1690761600,1693440000,0.00059999997,0.24917999,0.20826,8.09,0.00090000004,0.252,6.428571,1661904000,1693440000,1685491200,-5032000,-0.07,-0.09,1:10,1545004800,-29.535,TOR,EQUITY,PTM.TO,PTM.TO,PLATINUM GROUP METALS LTD.,Platinum Group Metals Ltd.,898176600,America/Toronto,EDT,-14400000,1.62,8.14,3.24,4.96,3.49,2.3,buy,3,8218000,0.082,-5940000,346000,13.913,14.129,0.749,-0.07078,-0.098170005,-4533250,-3756000,0.0,0.0,0.0,USD,
