,address1,address2,city,state,zip,country,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,debtToEquity,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,945 Princess Street,Box 116,Kingston,ON,K7L 0E9,Canada,https://www.focusgraphite.com,Other Industrial Metals & Mining,Basic Materials,"Focus Graphite Inc., an exploration stage company, acquires, explores, and develops mineral properties in Quebec, Canada. The company explores for graphite, iron, copper, rare-earth elements, and gold deposits. Its flagship project is the Lac Knife property in which it holds 100% interests that consists of 57 claims covering an area of 29,863 hectares located in the Côte Nord region of Québec. The company was formerly known as Focus Metals Inc. and changed its name to Focus Graphite Inc. in May 2012. The company was incorporated in 1998 and is based in Kingston, Canada.","{'maxAge': 1, 'name': 'Mr. Marc R. Roy', 'age': 55, 'title': 'Pres, CEO & Director', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 175000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.235,0.23,0.23,0.23,0.235,0.23,0.23,0.23,0.0,3.188841,-11.5,31500,31500,19372,8670,8670,0.23,0.24,0,0,13322658,0.09,0.62,0.2638,0.37405,0.0,0.0,CAD,15783253,0.0,52241619,57924600,8727,1797,1690761600,1693440000,0.0002,0.076079994,0.0,0.48,0.582,0.395189,1664496000,1696032000,1688083200,-1580910,-0.03,-0.02,VAN,EQUITY,FMS.V,FMS.V,FOCUS GRAPHITE INC,Focus Graphite Inc.,1274880600,America/Toronto,EDT,-14400000,0.23,none,189028,0.003,2360000,0.189,0.207,6.995,-0.03179,-0.04718,-6677269,-989587,0.0,0.0,0.0,CAD,
1,945 Princess Street,Box 116,Kingston,ON,K7L 0E9,Canada,https://www.focusgraphite.com,Other Industrial Metals & Mining,Basic Materials,"Focus Graphite Inc., an exploration stage company, acquires, explores, and develops mineral properties in Quebec, Canada. The company explores for graphite, iron, copper, rare-earth elements, and gold deposits. Its flagship project is the Lac Knife property in which it holds 100% interests that consists of 57 claims covering an area of 29,863 hectares located in the Côte Nord region of Québec. The company was formerly known as Focus Metals Inc. and changed its name to Focus Graphite Inc. in May 2012. The company was incorporated in 1998 and is based in Kingston, Canada.","{'maxAge': 1, 'name': 'Ms. Judith T. Mazvihwa-MacLean BSc, CMA, MBA, MSc', 'age': 47, 'title': 'Chief Financial Officer', 'yearBorn': 1975, 'fiscalYear': 2022, 'totalPay': 98818, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.235,0.23,0.23,0.23,0.235,0.23,0.23,0.23,0.0,3.188841,-11.5,31500,31500,19372,8670,8670,0.23,0.24,0,0,13322658,0.09,0.62,0.2638,0.37405,0.0,0.0,CAD,15783253,0.0,52241619,57924600,8727,1797,1690761600,1693440000,0.0002,0.076079994,0.0,0.48,0.582,0.395189,1664496000,1696032000,1688083200,-1580910,-0.03,-0.02,VAN,EQUITY,FMS.V,FMS.V,FOCUS GRAPHITE INC,Focus Graphite Inc.,1274880600,America/Toronto,EDT,-14400000,0.23,none,189028,0.003,2360000,0.189,0.207,6.995,-0.03179,-0.04718,-6677269,-989587,0.0,0.0,0.0,CAD,
2,945 Princess Street,Box 116,Kingston,ON,K7L 0E9,Canada,https://www.focusgraphite.com,Other Industrial Metals & Mining,Basic Materials,"Focus Graphite Inc., an exploration stage company, acquires, explores, and develops mineral properties in Quebec, Canada. The company explores for graphite, iron, copper, rare-earth elements, and gold deposits. Its flagship project is the Lac Knife property in which it holds 100% interests that consists of 57 claims covering an area of 29,863 hectares located in the Côte Nord region of Québec. The company was formerly known as Focus Metals Inc. and changed its name to Focus Graphite Inc. in May 2012. The company was incorporated in 1998 and is based in Kingston, Canada.","{'maxAge': 1, 'name': 'Dr. Joseph E. Doninger MSc, BSc', 'title': 'Director of Manufacturing & Technology', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.235,0.23,0.23,0.23,0.235,0.23,0.23,0.23,0.0,3.188841,-11.5,31500,31500,19372,8670,8670,0.23,0.24,0,0,13322658,0.09,0.62,0.2638,0.37405,0.0,0.0,CAD,15783253,0.0,52241619,57924600,8727,1797,1690761600,1693440000,0.0002,0.076079994,0.0,0.48,0.582,0.395189,1664496000,1696032000,1688083200,-1580910,-0.03,-0.02,VAN,EQUITY,FMS.V,FMS.V,FOCUS GRAPHITE INC,Focus Graphite Inc.,1274880600,America/Toronto,EDT,-14400000,0.23,none,189028,0.003,2360000,0.189,0.207,6.995,-0.03179,-0.04718,-6677269,-989587,0.0,0.0,0.0,CAD,
