,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Energy Center II,Suite 210 575 N. Dairy Ashford,Houston,TX,77079,United States,713 221 1768,713 236 8441,https://www.pedevco.com,Oil & Gas E&P,Energy,"PEDEVCO Corp., an oil and gas company, focuses on the acquisition, development, and production of oil and natural gas assets in the United States. The company is headquartered in Houston, Texas. PEDEVCO Corp. is a subsidiary of SK Energy LLC.",14,"{'maxAge': 1, 'name': 'Dr. Simon Gregory Kukes', 'age': 75, 'title': 'CEO & Director', 'yearBorn': 1947, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.09,1.09,1.0701,1.13,1.09,1.09,1.0701,1.13,0.0,1.319156,27.000002,13.500001,150870,150870,107412,172920,172920,1.05,1.09,900,900,94003536,0.8,1.31,2.8949997,0.94298,0.96768,0.0,0.0,USD,81560488,0.11324,25254733,87040304,25420,19206,1690761600,1693440000,0.00029999999,0.71129,0.03022,0.27,0.001,1.182,0.9137056,1672444800,1703980800,1688083200,0.128,3677000,0.04,0.08,1:10,1499644800,2.512,5.044,ASE,EQUITY,PED,PED,Pedevco Corp.,PEDEVCO Corp.,1051882200,America/New_York,EDT,-14400000,1.08,2.5,2.15,2.33,2.33,2.0,buy,2,12464000,0.143,16171000,21000,4.643,4.655,32471000,0.02,0.376,0.01951,0.036760002,19637000,-11652500,17224000,0.065,0.143,0.67620003,0.49800998,0.10212,USD,
1,Energy Center II,Suite 210 575 N. Dairy Ashford,Houston,TX,77079,United States,713 221 1768,713 236 8441,https://www.pedevco.com,Oil & Gas E&P,Energy,"PEDEVCO Corp., an oil and gas company, focuses on the acquisition, development, and production of oil and natural gas assets in the United States. The company is headquartered in Houston, Texas. PEDEVCO Corp. is a subsidiary of SK Energy LLC.",14,"{'maxAge': 1, 'name': 'Mr. John Douglas Schick', 'age': 46, 'title': 'Pres', 'yearBorn': 1976, 'fiscalYear': 2022, 'totalPay': 394150, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.09,1.09,1.0701,1.13,1.09,1.09,1.0701,1.13,0.0,1.319156,27.000002,13.500001,150870,150870,107412,172920,172920,1.05,1.09,900,900,94003536,0.8,1.31,2.8949997,0.94298,0.96768,0.0,0.0,USD,81560488,0.11324,25254733,87040304,25420,19206,1690761600,1693440000,0.00029999999,0.71129,0.03022,0.27,0.001,1.182,0.9137056,1672444800,1703980800,1688083200,0.128,3677000,0.04,0.08,1:10,1499644800,2.512,5.044,ASE,EQUITY,PED,PED,Pedevco Corp.,PEDEVCO Corp.,1051882200,America/New_York,EDT,-14400000,1.08,2.5,2.15,2.33,2.33,2.0,buy,2,12464000,0.143,16171000,21000,4.643,4.655,32471000,0.02,0.376,0.01951,0.036760002,19637000,-11652500,17224000,0.065,0.143,0.67620003,0.49800998,0.10212,USD,
2,Energy Center II,Suite 210 575 N. Dairy Ashford,Houston,TX,77079,United States,713 221 1768,713 236 8441,https://www.pedevco.com,Oil & Gas E&P,Energy,"PEDEVCO Corp., an oil and gas company, focuses on the acquisition, development, and production of oil and natural gas assets in the United States. The company is headquartered in Houston, Texas. PEDEVCO Corp. is a subsidiary of SK Energy LLC.",14,"{'maxAge': 1, 'name': 'Mr. Paul Anthony Pinkston', 'age': 55, 'title': 'Chief Accounting Officer', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 194333, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.09,1.09,1.0701,1.13,1.09,1.09,1.0701,1.13,0.0,1.319156,27.000002,13.500001,150870,150870,107412,172920,172920,1.05,1.09,900,900,94003536,0.8,1.31,2.8949997,0.94298,0.96768,0.0,0.0,USD,81560488,0.11324,25254733,87040304,25420,19206,1690761600,1693440000,0.00029999999,0.71129,0.03022,0.27,0.001,1.182,0.9137056,1672444800,1703980800,1688083200,0.128,3677000,0.04,0.08,1:10,1499644800,2.512,5.044,ASE,EQUITY,PED,PED,Pedevco Corp.,PEDEVCO Corp.,1051882200,America/New_York,EDT,-14400000,1.08,2.5,2.15,2.33,2.33,2.0,buy,2,12464000,0.143,16171000,21000,4.643,4.655,32471000,0.02,0.376,0.01951,0.036760002,19637000,-11652500,17224000,0.065,0.143,0.67620003,0.49800998,0.10212,USD,
3,Energy Center II,Suite 210 575 N. Dairy Ashford,Houston,TX,77079,United States,713 221 1768,713 236 8441,https://www.pedevco.com,Oil & Gas E&P,Energy,"PEDEVCO Corp., an oil and gas company, focuses on the acquisition, development, and production of oil and natural gas assets in the United States. The company is headquartered in Houston, Texas. PEDEVCO Corp. is a subsidiary of SK Energy LLC.",14,"{'maxAge': 1, 'name': 'Mr. Clark R. Moore', 'age': 49, 'title': 'Exec. VP, Gen. Counsel & Sec.', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 385800, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.09,1.09,1.0701,1.13,1.09,1.09,1.0701,1.13,0.0,1.319156,27.000002,13.500001,150870,150870,107412,172920,172920,1.05,1.09,900,900,94003536,0.8,1.31,2.8949997,0.94298,0.96768,0.0,0.0,USD,81560488,0.11324,25254733,87040304,25420,19206,1690761600,1693440000,0.00029999999,0.71129,0.03022,0.27,0.001,1.182,0.9137056,1672444800,1703980800,1688083200,0.128,3677000,0.04,0.08,1:10,1499644800,2.512,5.044,ASE,EQUITY,PED,PED,Pedevco Corp.,PEDEVCO Corp.,1051882200,America/New_York,EDT,-14400000,1.08,2.5,2.15,2.33,2.33,2.0,buy,2,12464000,0.143,16171000,21000,4.643,4.655,32471000,0.02,0.376,0.01951,0.036760002,19637000,-11652500,17224000,0.065,0.143,0.67620003,0.49800998,0.10212,USD,
