,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationMean,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,6612 East 75th Street,Suite 450,Indianapolis,IN,46250,United States,317-634-3377,https://www.nobleromans.com,Restaurants,Consumer Cyclical,"Noble Roman's, Inc. sells and services franchises, and licenses and operates foodservice locations for stand-alone restaurants and non-traditional foodservice operations. The company franchises, licenses, and operates foodservice locations under the Noble Roman's Craft Pizza & Pub, Noble Roman's Pizza, Noble Roman's Take-N-Bake, and Tuscano's Italian Style Subs trade names, which provide breadsticks and cheesy stix with dip, pizza, pasta, salads, wings, baked sandwiches, and other related breakfast products, as well as a selection of desserts. The company was incorporated in 1972 and is headquartered in Indianapolis, Indiana.",44,"{'maxAge': 1, 'name': 'Mr. Paul W. Mobley', 'age': 81, 'title': 'Exec. Chairman & CFO', 'yearBorn': 1941, 'fiscalYear': 2022, 'totalPay': 330750, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.265,0.25,0.25,0.25,0.265,0.25,0.25,0.25,0.0,0.956431,25.0,4.166667,10005,10005,8525,4130,4130,0.0,0.0,0,0,5553875,0.18,0.42,0.38202646,0.2616,0.2786,0.0,0.0,USD,19187872,0.02234,15112769,22215500,0.23313999,0.0027,0.138,1.8115942,1672444800,1703980800,1688083200,324734,0.01,0.06,2:1,489024000,1.32,6.162,PNK,EQUITY,NROM,NROM,NOBLE ROMANS INC,"Noble Roman's, Inc.",924615000,America/New_York,EDT,-14400000,0.25,1.0,strong_buy,685977,0.031,3114032,14319970,1.245,1.842,14537933,465.948,0.654,0.07244,0.11203,-121323,214629,0.065,0.32782,0.2142,0.1525,USD,
1,6612 East 75th Street,Suite 450,Indianapolis,IN,46250,United States,317-634-3377,https://www.nobleromans.com,Restaurants,Consumer Cyclical,"Noble Roman's, Inc. sells and services franchises, and licenses and operates foodservice locations for stand-alone restaurants and non-traditional foodservice operations. The company franchises, licenses, and operates foodservice locations under the Noble Roman's Craft Pizza & Pub, Noble Roman's Pizza, Noble Roman's Take-N-Bake, and Tuscano's Italian Style Subs trade names, which provide breadsticks and cheesy stix with dip, pizza, pasta, salads, wings, baked sandwiches, and other related breakfast products, as well as a selection of desserts. The company was incorporated in 1972 and is headquartered in Indianapolis, Indiana.",44,"{'maxAge': 1, 'name': 'Mr. A. Scott Mobley', 'age': 58, 'title': 'CEO, Pres, Sec. & Director', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 489078, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.265,0.25,0.25,0.25,0.265,0.25,0.25,0.25,0.0,0.956431,25.0,4.166667,10005,10005,8525,4130,4130,0.0,0.0,0,0,5553875,0.18,0.42,0.38202646,0.2616,0.2786,0.0,0.0,USD,19187872,0.02234,15112769,22215500,0.23313999,0.0027,0.138,1.8115942,1672444800,1703980800,1688083200,324734,0.01,0.06,2:1,489024000,1.32,6.162,PNK,EQUITY,NROM,NROM,NOBLE ROMANS INC,"Noble Roman's, Inc.",924615000,America/New_York,EDT,-14400000,0.25,1.0,strong_buy,685977,0.031,3114032,14319970,1.245,1.842,14537933,465.948,0.654,0.07244,0.11203,-121323,214629,0.065,0.32782,0.2142,0.1525,USD,
2,6612 East 75th Street,Suite 450,Indianapolis,IN,46250,United States,317-634-3377,https://www.nobleromans.com,Restaurants,Consumer Cyclical,"Noble Roman's, Inc. sells and services franchises, and licenses and operates foodservice locations for stand-alone restaurants and non-traditional foodservice operations. The company franchises, licenses, and operates foodservice locations under the Noble Roman's Craft Pizza & Pub, Noble Roman's Pizza, Noble Roman's Take-N-Bake, and Tuscano's Italian Style Subs trade names, which provide breadsticks and cheesy stix with dip, pizza, pasta, salads, wings, baked sandwiches, and other related breakfast products, as well as a selection of desserts. The company was incorporated in 1972 and is headquartered in Indianapolis, Indiana.",44,"{'maxAge': 1, 'name': 'Mr. Troy  Branson', 'age': 58, 'title': 'Exec. VP of Franchising', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 209814, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.265,0.25,0.25,0.25,0.265,0.25,0.25,0.25,0.0,0.956431,25.0,4.166667,10005,10005,8525,4130,4130,0.0,0.0,0,0,5553875,0.18,0.42,0.38202646,0.2616,0.2786,0.0,0.0,USD,19187872,0.02234,15112769,22215500,0.23313999,0.0027,0.138,1.8115942,1672444800,1703980800,1688083200,324734,0.01,0.06,2:1,489024000,1.32,6.162,PNK,EQUITY,NROM,NROM,NOBLE ROMANS INC,"Noble Roman's, Inc.",924615000,America/New_York,EDT,-14400000,0.25,1.0,strong_buy,685977,0.031,3114032,14319970,1.245,1.842,14537933,465.948,0.654,0.07244,0.11203,-121323,214629,0.065,0.32782,0.2142,0.1525,USD,
3,6612 East 75th Street,Suite 450,Indianapolis,IN,46250,United States,317-634-3377,https://www.nobleromans.com,Restaurants,Consumer Cyclical,"Noble Roman's, Inc. sells and services franchises, and licenses and operates foodservice locations for stand-alone restaurants and non-traditional foodservice operations. The company franchises, licenses, and operates foodservice locations under the Noble Roman's Craft Pizza & Pub, Noble Roman's Pizza, Noble Roman's Take-N-Bake, and Tuscano's Italian Style Subs trade names, which provide breadsticks and cheesy stix with dip, pizza, pasta, salads, wings, baked sandwiches, and other related breakfast products, as well as a selection of desserts. The company was incorporated in 1972 and is headquartered in Indianapolis, Indiana.",44,"{'maxAge': 1, 'name': 'Ms. Susan  Ross', 'age': 59, 'title': 'VP Corp. Communications', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.265,0.25,0.25,0.25,0.265,0.25,0.25,0.25,0.0,0.956431,25.0,4.166667,10005,10005,8525,4130,4130,0.0,0.0,0,0,5553875,0.18,0.42,0.38202646,0.2616,0.2786,0.0,0.0,USD,19187872,0.02234,15112769,22215500,0.23313999,0.0027,0.138,1.8115942,1672444800,1703980800,1688083200,324734,0.01,0.06,2:1,489024000,1.32,6.162,PNK,EQUITY,NROM,NROM,NOBLE ROMANS INC,"Noble Roman's, Inc.",924615000,America/New_York,EDT,-14400000,0.25,1.0,strong_buy,685977,0.031,3114032,14319970,1.245,1.842,14537933,465.948,0.654,0.07244,0.11203,-121323,214629,0.065,0.32782,0.2142,0.1525,USD,
