,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Grha Unilever,Jl. BSD Boulevard Barat Green Office Park Kavling 3 BSD City,Tangerang,15345,Indonesia,62 21 808 27000,https://www.unilever.co.id,Household & Personal Products,Consumer Defensive,"PT Unilever Indonesia Tbk manufactures, markets, and distributes consumer goods in Indonesia. It offers soaps, detergents, dairy based foods, ice creams, savories, soy sauce, cosmetic products, tea-based beverages, and fruit juices. The company provides its products under the Axe, Bango, Buavita, Cif, Citra, Clear, Clear Men, Close Up, Cornetto, Dove, Feast, Feast, Glow & Lovely, Hellmann's, Jawara, Knorr, Lifebuoy, Lipton, Love Beauty & Planet, Lux, Magnum, Molto, Paddle Pop, Pepsodent, Pond's, Pond's Men, Populaire, Rexona, Rinso, Royco, SariWangi, Seru, Simple, St. Ives, Suave, Sunlight, Sunsilk, Superpell, TRESemmé, The Vegetarian Butcher, Unilever Professional, Vaseline Men, Viennetta, Vixal, Wall's, Wipol, Zwitsalm, and other brands. It also leases office space. PT Unilever Indonesia Tbk was founded in 1933 and is headquartered in Tangerang, Indonesia. PT Unilever Indonesia Tbk operates as a subsidiary of Unilever PLC.",4698,"{'maxAge': 1, 'name': 'Ms. Ira  Noviarti', 'age': 50, 'title': 'Pres Director', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,3560.0,3550.0,3500.0,3570.0,3560.0,3550.0,3500.0,3570.0,140.0,0.04,1688601600,1.1382,3.1,0.151595,28.490028,22.379948,19503200,19503200,12084703,10511480,10511480,3520.0,3510.0,0,0,133525005139968,3500.0,5475.0,3.3341675,3847.8,4327.025,71.0,0.01994382,IDR,131254057959424,0.11721,5725552000,38150000640,0.84995,0.0414,103.172,33.923935,1672444800,1703980800,1688083200,-0.039,4694100934656,122.85,156.39,4.15,5:1,1577923200,3.277,18.784,JKT,EQUITY,UNVR.JK,UNVR.JK,Unilever Indonesia Tbk,PT Unilever Indonesia Tbk,1062554400,Asia/Jakarta,WIB,25200000,3500.0,5700.0,3050.0,4190.6,4200.0,3.3,hold,17,2989987987456,78.375,6987563139072,719042969600,0.487,0.677,40047478833152,18.268,1049.737,0.18482,1.1042299,19064937000000,4032757497856,6905615876096,-0.039,-0.088,0.47037,0.17448,0.15542,IDR,
1,Grha Unilever,Jl. BSD Boulevard Barat Green Office Park Kavling 3 BSD City,Tangerang,15345,Indonesia,62 21 808 27000,https://www.unilever.co.id,Household & Personal Products,Consumer Defensive,"PT Unilever Indonesia Tbk manufactures, markets, and distributes consumer goods in Indonesia. It offers soaps, detergents, dairy based foods, ice creams, savories, soy sauce, cosmetic products, tea-based beverages, and fruit juices. The company provides its products under the Axe, Bango, Buavita, Cif, Citra, Clear, Clear Men, Close Up, Cornetto, Dove, Feast, Feast, Glow & Lovely, Hellmann's, Jawara, Knorr, Lifebuoy, Lipton, Love Beauty & Planet, Lux, Magnum, Molto, Paddle Pop, Pepsodent, Pond's, Pond's Men, Populaire, Rexona, Rinso, Royco, SariWangi, Seru, Simple, St. Ives, Suave, Sunlight, Sunsilk, Superpell, TRESemmé, The Vegetarian Butcher, Unilever Professional, Vaseline Men, Viennetta, Vixal, Wall's, Wipol, Zwitsalm, and other brands. It also leases office space. PT Unilever Indonesia Tbk was founded in 1933 and is headquartered in Tangerang, Indonesia. PT Unilever Indonesia Tbk operates as a subsidiary of Unilever PLC.",4698,"{'maxAge': 1, 'name': 'Mr. Vivek  Agarwal', 'title': 'Fin. Director & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,3560.0,3550.0,3500.0,3570.0,3560.0,3550.0,3500.0,3570.0,140.0,0.04,1688601600,1.1382,3.1,0.151595,28.490028,22.379948,19503200,19503200,12084703,10511480,10511480,3520.0,3510.0,0,0,133525005139968,3500.0,5475.0,3.3341675,3847.8,4327.025,71.0,0.01994382,IDR,131254057959424,0.11721,5725552000,38150000640,0.84995,0.0414,103.172,33.923935,1672444800,1703980800,1688083200,-0.039,4694100934656,122.85,156.39,4.15,5:1,1577923200,3.277,18.784,JKT,EQUITY,UNVR.JK,UNVR.JK,Unilever Indonesia Tbk,PT Unilever Indonesia Tbk,1062554400,Asia/Jakarta,WIB,25200000,3500.0,5700.0,3050.0,4190.6,4200.0,3.3,hold,17,2989987987456,78.375,6987563139072,719042969600,0.487,0.677,40047478833152,18.268,1049.737,0.18482,1.1042299,19064937000000,4032757497856,6905615876096,-0.039,-0.088,0.47037,0.17448,0.15542,IDR,
2,Grha Unilever,Jl. BSD Boulevard Barat Green Office Park Kavling 3 BSD City,Tangerang,15345,Indonesia,62 21 808 27000,https://www.unilever.co.id,Household & Personal Products,Consumer Defensive,"PT Unilever Indonesia Tbk manufactures, markets, and distributes consumer goods in Indonesia. It offers soaps, detergents, dairy based foods, ice creams, savories, soy sauce, cosmetic products, tea-based beverages, and fruit juices. The company provides its products under the Axe, Bango, Buavita, Cif, Citra, Clear, Clear Men, Close Up, Cornetto, Dove, Feast, Feast, Glow & Lovely, Hellmann's, Jawara, Knorr, Lifebuoy, Lipton, Love Beauty & Planet, Lux, Magnum, Molto, Paddle Pop, Pepsodent, Pond's, Pond's Men, Populaire, Rexona, Rinso, Royco, SariWangi, Seru, Simple, St. Ives, Suave, Sunlight, Sunsilk, Superpell, TRESemmé, The Vegetarian Butcher, Unilever Professional, Vaseline Men, Viennetta, Vixal, Wall's, Wipol, Zwitsalm, and other brands. It also leases office space. PT Unilever Indonesia Tbk was founded in 1933 and is headquartered in Tangerang, Indonesia. PT Unilever Indonesia Tbk operates as a subsidiary of Unilever PLC.",4698,"{'maxAge': 1, 'name': 'Mr. Seow Eng Goh', 'age': 58, 'title': 'Chief Operating Officer', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,3560.0,3550.0,3500.0,3570.0,3560.0,3550.0,3500.0,3570.0,140.0,0.04,1688601600,1.1382,3.1,0.151595,28.490028,22.379948,19503200,19503200,12084703,10511480,10511480,3520.0,3510.0,0,0,133525005139968,3500.0,5475.0,3.3341675,3847.8,4327.025,71.0,0.01994382,IDR,131254057959424,0.11721,5725552000,38150000640,0.84995,0.0414,103.172,33.923935,1672444800,1703980800,1688083200,-0.039,4694100934656,122.85,156.39,4.15,5:1,1577923200,3.277,18.784,JKT,EQUITY,UNVR.JK,UNVR.JK,Unilever Indonesia Tbk,PT Unilever Indonesia Tbk,1062554400,Asia/Jakarta,WIB,25200000,3500.0,5700.0,3050.0,4190.6,4200.0,3.3,hold,17,2989987987456,78.375,6987563139072,719042969600,0.487,0.677,40047478833152,18.268,1049.737,0.18482,1.1042299,19064937000000,4032757497856,6905615876096,-0.039,-0.088,0.47037,0.17448,0.15542,IDR,
3,Grha Unilever,Jl. BSD Boulevard Barat Green Office Park Kavling 3 BSD City,Tangerang,15345,Indonesia,62 21 808 27000,https://www.unilever.co.id,Household & Personal Products,Consumer Defensive,"PT Unilever Indonesia Tbk manufactures, markets, and distributes consumer goods in Indonesia. It offers soaps, detergents, dairy based foods, ice creams, savories, soy sauce, cosmetic products, tea-based beverages, and fruit juices. The company provides its products under the Axe, Bango, Buavita, Cif, Citra, Clear, Clear Men, Close Up, Cornetto, Dove, Feast, Feast, Glow & Lovely, Hellmann's, Jawara, Knorr, Lifebuoy, Lipton, Love Beauty & Planet, Lux, Magnum, Molto, Paddle Pop, Pepsodent, Pond's, Pond's Men, Populaire, Rexona, Rinso, Royco, SariWangi, Seru, Simple, St. Ives, Suave, Sunlight, Sunsilk, Superpell, TRESemmé, The Vegetarian Butcher, Unilever Professional, Vaseline Men, Viennetta, Vixal, Wall's, Wipol, Zwitsalm, and other brands. It also leases office space. PT Unilever Indonesia Tbk was founded in 1933 and is headquartered in Tangerang, Indonesia. PT Unilever Indonesia Tbk operates as a subsidiary of Unilever PLC.",4698,"{'maxAge': 1, 'name': 'Padwestiana  Kristanti', 'title': 'Head of Corp. Controller & Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,3560.0,3550.0,3500.0,3570.0,3560.0,3550.0,3500.0,3570.0,140.0,0.04,1688601600,1.1382,3.1,0.151595,28.490028,22.379948,19503200,19503200,12084703,10511480,10511480,3520.0,3510.0,0,0,133525005139968,3500.0,5475.0,3.3341675,3847.8,4327.025,71.0,0.01994382,IDR,131254057959424,0.11721,5725552000,38150000640,0.84995,0.0414,103.172,33.923935,1672444800,1703980800,1688083200,-0.039,4694100934656,122.85,156.39,4.15,5:1,1577923200,3.277,18.784,JKT,EQUITY,UNVR.JK,UNVR.JK,Unilever Indonesia Tbk,PT Unilever Indonesia Tbk,1062554400,Asia/Jakarta,WIB,25200000,3500.0,5700.0,3050.0,4190.6,4200.0,3.3,hold,17,2989987987456,78.375,6987563139072,719042969600,0.487,0.677,40047478833152,18.268,1049.737,0.18482,1.1042299,19064937000000,4032757497856,6905615876096,-0.039,-0.088,0.47037,0.17448,0.15542,IDR,
4,Grha Unilever,Jl. BSD Boulevard Barat Green Office Park Kavling 3 BSD City,Tangerang,15345,Indonesia,62 21 808 27000,https://www.unilever.co.id,Household & Personal Products,Consumer Defensive,"PT Unilever Indonesia Tbk manufactures, markets, and distributes consumer goods in Indonesia. It offers soaps, detergents, dairy based foods, ice creams, savories, soy sauce, cosmetic products, tea-based beverages, and fruit juices. The company provides its products under the Axe, Bango, Buavita, Cif, Citra, Clear, Clear Men, Close Up, Cornetto, Dove, Feast, Feast, Glow & Lovely, Hellmann's, Jawara, Knorr, Lifebuoy, Lipton, Love Beauty & Planet, Lux, Magnum, Molto, Paddle Pop, Pepsodent, Pond's, Pond's Men, Populaire, Rexona, Rinso, Royco, SariWangi, Seru, Simple, St. Ives, Suave, Sunlight, Sunsilk, Superpell, TRESemmé, The Vegetarian Butcher, Unilever Professional, Vaseline Men, Viennetta, Vixal, Wall's, Wipol, Zwitsalm, and other brands. It also leases office space. PT Unilever Indonesia Tbk was founded in 1933 and is headquartered in Tangerang, Indonesia. PT Unilever Indonesia Tbk operates as a subsidiary of Unilever PLC.",4698,"{'maxAge': 1, 'name': 'Mario Abdi Amrillahaffandi', 'title': 'Head of Gen. Counsel & Legal Personal Care', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,3560.0,3550.0,3500.0,3570.0,3560.0,3550.0,3500.0,3570.0,140.0,0.04,1688601600,1.1382,3.1,0.151595,28.490028,22.379948,19503200,19503200,12084703,10511480,10511480,3520.0,3510.0,0,0,133525005139968,3500.0,5475.0,3.3341675,3847.8,4327.025,71.0,0.01994382,IDR,131254057959424,0.11721,5725552000,38150000640,0.84995,0.0414,103.172,33.923935,1672444800,1703980800,1688083200,-0.039,4694100934656,122.85,156.39,4.15,5:1,1577923200,3.277,18.784,JKT,EQUITY,UNVR.JK,UNVR.JK,Unilever Indonesia Tbk,PT Unilever Indonesia Tbk,1062554400,Asia/Jakarta,WIB,25200000,3500.0,5700.0,3050.0,4190.6,4200.0,3.3,hold,17,2989987987456,78.375,6987563139072,719042969600,0.487,0.677,40047478833152,18.268,1049.737,0.18482,1.1042299,19064937000000,4032757497856,6905615876096,-0.039,-0.088,0.47037,0.17448,0.15542,IDR,
5,Grha Unilever,Jl. BSD Boulevard Barat Green Office Park Kavling 3 BSD City,Tangerang,15345,Indonesia,62 21 808 27000,https://www.unilever.co.id,Household & Personal Products,Consumer Defensive,"PT Unilever Indonesia Tbk manufactures, markets, and distributes consumer goods in Indonesia. It offers soaps, detergents, dairy based foods, ice creams, savories, soy sauce, cosmetic products, tea-based beverages, and fruit juices. The company provides its products under the Axe, Bango, Buavita, Cif, Citra, Clear, Clear Men, Close Up, Cornetto, Dove, Feast, Feast, Glow & Lovely, Hellmann's, Jawara, Knorr, Lifebuoy, Lipton, Love Beauty & Planet, Lux, Magnum, Molto, Paddle Pop, Pepsodent, Pond's, Pond's Men, Populaire, Rexona, Rinso, Royco, SariWangi, Seru, Simple, St. Ives, Suave, Sunlight, Sunsilk, Superpell, TRESemmé, The Vegetarian Butcher, Unilever Professional, Vaseline Men, Viennetta, Vixal, Wall's, Wipol, Zwitsalm, and other brands. It also leases office space. PT Unilever Indonesia Tbk was founded in 1933 and is headquartered in Tangerang, Indonesia. PT Unilever Indonesia Tbk operates as a subsidiary of Unilever PLC.",4698,"{'maxAge': 1, 'name': 'Ms. Kristy  Nelwan', 'title': 'Head of Communication Indonesia', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,3560.0,3550.0,3500.0,3570.0,3560.0,3550.0,3500.0,3570.0,140.0,0.04,1688601600,1.1382,3.1,0.151595,28.490028,22.379948,19503200,19503200,12084703,10511480,10511480,3520.0,3510.0,0,0,133525005139968,3500.0,5475.0,3.3341675,3847.8,4327.025,71.0,0.01994382,IDR,131254057959424,0.11721,5725552000,38150000640,0.84995,0.0414,103.172,33.923935,1672444800,1703980800,1688083200,-0.039,4694100934656,122.85,156.39,4.15,5:1,1577923200,3.277,18.784,JKT,EQUITY,UNVR.JK,UNVR.JK,Unilever Indonesia Tbk,PT Unilever Indonesia Tbk,1062554400,Asia/Jakarta,WIB,25200000,3500.0,5700.0,3050.0,4190.6,4200.0,3.3,hold,17,2989987987456,78.375,6987563139072,719042969600,0.487,0.677,40047478833152,18.268,1049.737,0.18482,1.1042299,19064937000000,4032757497856,6905615876096,-0.039,-0.088,0.47037,0.17448,0.15542,IDR,
6,Grha Unilever,Jl. BSD Boulevard Barat Green Office Park Kavling 3 BSD City,Tangerang,15345,Indonesia,62 21 808 27000,https://www.unilever.co.id,Household & Personal Products,Consumer Defensive,"PT Unilever Indonesia Tbk manufactures, markets, and distributes consumer goods in Indonesia. It offers soaps, detergents, dairy based foods, ice creams, savories, soy sauce, cosmetic products, tea-based beverages, and fruit juices. The company provides its products under the Axe, Bango, Buavita, Cif, Citra, Clear, Clear Men, Close Up, Cornetto, Dove, Feast, Feast, Glow & Lovely, Hellmann's, Jawara, Knorr, Lifebuoy, Lipton, Love Beauty & Planet, Lux, Magnum, Molto, Paddle Pop, Pepsodent, Pond's, Pond's Men, Populaire, Rexona, Rinso, Royco, SariWangi, Seru, Simple, St. Ives, Suave, Sunlight, Sunsilk, Superpell, TRESemmé, The Vegetarian Butcher, Unilever Professional, Vaseline Men, Viennetta, Vixal, Wall's, Wipol, Zwitsalm, and other brands. It also leases office space. PT Unilever Indonesia Tbk was founded in 1933 and is headquartered in Tangerang, Indonesia. PT Unilever Indonesia Tbk operates as a subsidiary of Unilever PLC.",4698,"{'maxAge': 1, 'name': 'Mr. Willy  Saelan', 'age': 52, 'title': 'Director of HR & Director', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,3560.0,3550.0,3500.0,3570.0,3560.0,3550.0,3500.0,3570.0,140.0,0.04,1688601600,1.1382,3.1,0.151595,28.490028,22.379948,19503200,19503200,12084703,10511480,10511480,3520.0,3510.0,0,0,133525005139968,3500.0,5475.0,3.3341675,3847.8,4327.025,71.0,0.01994382,IDR,131254057959424,0.11721,5725552000,38150000640,0.84995,0.0414,103.172,33.923935,1672444800,1703980800,1688083200,-0.039,4694100934656,122.85,156.39,4.15,5:1,1577923200,3.277,18.784,JKT,EQUITY,UNVR.JK,UNVR.JK,Unilever Indonesia Tbk,PT Unilever Indonesia Tbk,1062554400,Asia/Jakarta,WIB,25200000,3500.0,5700.0,3050.0,4190.6,4200.0,3.3,hold,17,2989987987456,78.375,6987563139072,719042969600,0.487,0.677,40047478833152,18.268,1049.737,0.18482,1.1042299,19064937000000,4032757497856,6905615876096,-0.039,-0.088,0.47037,0.17448,0.15542,IDR,
7,Grha Unilever,Jl. BSD Boulevard Barat Green Office Park Kavling 3 BSD City,Tangerang,15345,Indonesia,62 21 808 27000,https://www.unilever.co.id,Household & Personal Products,Consumer Defensive,"PT Unilever Indonesia Tbk manufactures, markets, and distributes consumer goods in Indonesia. It offers soaps, detergents, dairy based foods, ice creams, savories, soy sauce, cosmetic products, tea-based beverages, and fruit juices. The company provides its products under the Axe, Bango, Buavita, Cif, Citra, Clear, Clear Men, Close Up, Cornetto, Dove, Feast, Feast, Glow & Lovely, Hellmann's, Jawara, Knorr, Lifebuoy, Lipton, Love Beauty & Planet, Lux, Magnum, Molto, Paddle Pop, Pepsodent, Pond's, Pond's Men, Populaire, Rexona, Rinso, Royco, SariWangi, Seru, Simple, St. Ives, Suave, Sunlight, Sunsilk, Superpell, TRESemmé, The Vegetarian Butcher, Unilever Professional, Vaseline Men, Viennetta, Vixal, Wall's, Wipol, Zwitsalm, and other brands. It also leases office space. PT Unilever Indonesia Tbk was founded in 1933 and is headquartered in Tangerang, Indonesia. PT Unilever Indonesia Tbk operates as a subsidiary of Unilever PLC.",4698,"{'maxAge': 1, 'name': 'Mr. Ainul  Yaqin', 'title': 'Director & Director of Personal Care', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,3560.0,3550.0,3500.0,3570.0,3560.0,3550.0,3500.0,3570.0,140.0,0.04,1688601600,1.1382,3.1,0.151595,28.490028,22.379948,19503200,19503200,12084703,10511480,10511480,3520.0,3510.0,0,0,133525005139968,3500.0,5475.0,3.3341675,3847.8,4327.025,71.0,0.01994382,IDR,131254057959424,0.11721,5725552000,38150000640,0.84995,0.0414,103.172,33.923935,1672444800,1703980800,1688083200,-0.039,4694100934656,122.85,156.39,4.15,5:1,1577923200,3.277,18.784,JKT,EQUITY,UNVR.JK,UNVR.JK,Unilever Indonesia Tbk,PT Unilever Indonesia Tbk,1062554400,Asia/Jakarta,WIB,25200000,3500.0,5700.0,3050.0,4190.6,4200.0,3.3,hold,17,2989987987456,78.375,6987563139072,719042969600,0.487,0.677,40047478833152,18.268,1049.737,0.18482,1.1042299,19064937000000,4032757497856,6905615876096,-0.039,-0.088,0.47037,0.17448,0.15542,IDR,
8,Grha Unilever,Jl. BSD Boulevard Barat Green Office Park Kavling 3 BSD City,Tangerang,15345,Indonesia,62 21 808 27000,https://www.unilever.co.id,Household & Personal Products,Consumer Defensive,"PT Unilever Indonesia Tbk manufactures, markets, and distributes consumer goods in Indonesia. It offers soaps, detergents, dairy based foods, ice creams, savories, soy sauce, cosmetic products, tea-based beverages, and fruit juices. The company provides its products under the Axe, Bango, Buavita, Cif, Citra, Clear, Clear Men, Close Up, Cornetto, Dove, Feast, Feast, Glow & Lovely, Hellmann's, Jawara, Knorr, Lifebuoy, Lipton, Love Beauty & Planet, Lux, Magnum, Molto, Paddle Pop, Pepsodent, Pond's, Pond's Men, Populaire, Rexona, Rinso, Royco, SariWangi, Seru, Simple, St. Ives, Suave, Sunlight, Sunsilk, Superpell, TRESemmé, The Vegetarian Butcher, Unilever Professional, Vaseline Men, Viennetta, Vixal, Wall's, Wipol, Zwitsalm, and other brands. It also leases office space. PT Unilever Indonesia Tbk was founded in 1933 and is headquartered in Tangerang, Indonesia. PT Unilever Indonesia Tbk operates as a subsidiary of Unilever PLC.",4698,"{'maxAge': 1, 'name': 'Ms. Enny Hartati Sampurno', 'age': 53, 'title': 'Director of Customer Operations & Director', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,3560.0,3550.0,3500.0,3570.0,3560.0,3550.0,3500.0,3570.0,140.0,0.04,1688601600,1.1382,3.1,0.151595,28.490028,22.379948,19503200,19503200,12084703,10511480,10511480,3520.0,3510.0,0,0,133525005139968,3500.0,5475.0,3.3341675,3847.8,4327.025,71.0,0.01994382,IDR,131254057959424,0.11721,5725552000,38150000640,0.84995,0.0414,103.172,33.923935,1672444800,1703980800,1688083200,-0.039,4694100934656,122.85,156.39,4.15,5:1,1577923200,3.277,18.784,JKT,EQUITY,UNVR.JK,UNVR.JK,Unilever Indonesia Tbk,PT Unilever Indonesia Tbk,1062554400,Asia/Jakarta,WIB,25200000,3500.0,5700.0,3050.0,4190.6,4200.0,3.3,hold,17,2989987987456,78.375,6987563139072,719042969600,0.487,0.677,40047478833152,18.268,1049.737,0.18482,1.1042299,19064937000000,4032757497856,6905615876096,-0.039,-0.088,0.47037,0.17448,0.15542,IDR,
9,Grha Unilever,Jl. BSD Boulevard Barat Green Office Park Kavling 3 BSD City,Tangerang,15345,Indonesia,62 21 808 27000,https://www.unilever.co.id,Household & Personal Products,Consumer Defensive,"PT Unilever Indonesia Tbk manufactures, markets, and distributes consumer goods in Indonesia. It offers soaps, detergents, dairy based foods, ice creams, savories, soy sauce, cosmetic products, tea-based beverages, and fruit juices. The company provides its products under the Axe, Bango, Buavita, Cif, Citra, Clear, Clear Men, Close Up, Cornetto, Dove, Feast, Feast, Glow & Lovely, Hellmann's, Jawara, Knorr, Lifebuoy, Lipton, Love Beauty & Planet, Lux, Magnum, Molto, Paddle Pop, Pepsodent, Pond's, Pond's Men, Populaire, Rexona, Rinso, Royco, SariWangi, Seru, Simple, St. Ives, Suave, Sunlight, Sunsilk, Superpell, TRESemmé, The Vegetarian Butcher, Unilever Professional, Vaseline Men, Viennetta, Vixal, Wall's, Wipol, Zwitsalm, and other brands. It also leases office space. PT Unilever Indonesia Tbk was founded in 1933 and is headquartered in Tangerang, Indonesia. PT Unilever Indonesia Tbk operates as a subsidiary of Unilever PLC.",4698,"{'maxAge': 1, 'name': 'Ms. Hernie  Raharja', 'age': 47, 'title': 'Director of Customer Devel. & Director', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,3560.0,3550.0,3500.0,3570.0,3560.0,3550.0,3500.0,3570.0,140.0,0.04,1688601600,1.1382,3.1,0.151595,28.490028,22.379948,19503200,19503200,12084703,10511480,10511480,3520.0,3510.0,0,0,133525005139968,3500.0,5475.0,3.3341675,3847.8,4327.025,71.0,0.01994382,IDR,131254057959424,0.11721,5725552000,38150000640,0.84995,0.0414,103.172,33.923935,1672444800,1703980800,1688083200,-0.039,4694100934656,122.85,156.39,4.15,5:1,1577923200,3.277,18.784,JKT,EQUITY,UNVR.JK,UNVR.JK,Unilever Indonesia Tbk,PT Unilever Indonesia Tbk,1062554400,Asia/Jakarta,WIB,25200000,3500.0,5700.0,3050.0,4190.6,4200.0,3.3,hold,17,2989987987456,78.375,6987563139072,719042969600,0.487,0.677,40047478833152,18.268,1049.737,0.18482,1.1042299,19064937000000,4032757497856,6905615876096,-0.039,-0.088,0.47037,0.17448,0.15542,IDR,
