,address1,address2,city,state,zip,country,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,221 West Esplanade,Suite 409,North Vancouver,BC,V7M 3J3,Canada,https://viscountmining.com,Other Precious Metals & Mining,Basic Materials,"Viscount Mining Corp., an exploration stage company, engages in the acquisition, evaluation, and exploration of mineral properties in the United States. It primarily explores for gold, silver, and base metal deposits. The company's flagship property is the 100% owned Silver Cliff project that consists of 96 lode claims covering an area of approximately 944 hectares located in Colorado. It also holds a 100% interest in the Cherry Creek project that consists of over 578 unpatented and 41 patented claims, as well as mill rights located in White Pine County, Nevada. The company is headquartered in North Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Donald James MacKenzie', 'age': 66, 'title': 'Pres, CEO & Director', 'yearBorn': 1956, 'fiscalYear': 2021, 'totalPay': 230000, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.19,0.195,0.18,0.2,0.19,0.195,0.18,0.2,0.0,0.017167,31500,31500,51432,13070,13070,0.2,0.205,0,0,17678500,0.175,0.48,0.2047,0.27855,0.0,0.0,CAD,17499880,0.0,86145526,88392496,31107,2221,1690761600,1693440000,0.0004,0.03442,0.0,0.51,0.068,2.9411764,1661904000,1693440000,1685491200,-1810930,-0.03,1:2,1374710400,VAN,EQUITY,VML.V,VML.V,VISCOUNT MINING CORP,Viscount Mining Corp.,1408627800,America/Toronto,EDT,-14400000,0.2,none,178612,0.002,0,0.588,0.588,-0.15368,-0.27772,-1451079,-1326666,0.0,0.0,0.0,CAD,
1,221 West Esplanade,Suite 409,North Vancouver,BC,V7M 3J3,Canada,https://viscountmining.com,Other Precious Metals & Mining,Basic Materials,"Viscount Mining Corp., an exploration stage company, engages in the acquisition, evaluation, and exploration of mineral properties in the United States. It primarily explores for gold, silver, and base metal deposits. The company's flagship property is the 100% owned Silver Cliff project that consists of 96 lode claims covering an area of approximately 944 hectares located in Colorado. It also holds a 100% interest in the Cherry Creek project that consists of over 578 unpatented and 41 patented claims, as well as mill rights located in White Pine County, Nevada. The company is headquartered in North Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Mark John Abrams B.Sc., BS, CPG, M.Sc., MS, Msc P.G. R.G', 'age': 66, 'title': 'Director & VP of Exploration', 'yearBorn': 1956, 'fiscalYear': 2021, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.19,0.195,0.18,0.2,0.19,0.195,0.18,0.2,0.0,0.017167,31500,31500,51432,13070,13070,0.2,0.205,0,0,17678500,0.175,0.48,0.2047,0.27855,0.0,0.0,CAD,17499880,0.0,86145526,88392496,31107,2221,1690761600,1693440000,0.0004,0.03442,0.0,0.51,0.068,2.9411764,1661904000,1693440000,1685491200,-1810930,-0.03,1:2,1374710400,VAN,EQUITY,VML.V,VML.V,VISCOUNT MINING CORP,Viscount Mining Corp.,1408627800,America/Toronto,EDT,-14400000,0.2,none,178612,0.002,0,0.588,0.588,-0.15368,-0.27772,-1451079,-1326666,0.0,0.0,0.0,CAD,
2,221 West Esplanade,Suite 409,North Vancouver,BC,V7M 3J3,Canada,https://viscountmining.com,Other Precious Metals & Mining,Basic Materials,"Viscount Mining Corp., an exploration stage company, engages in the acquisition, evaluation, and exploration of mineral properties in the United States. It primarily explores for gold, silver, and base metal deposits. The company's flagship property is the 100% owned Silver Cliff project that consists of 96 lode claims covering an area of approximately 944 hectares located in Colorado. It also holds a 100% interest in the Cherry Creek project that consists of over 578 unpatented and 41 patented claims, as well as mill rights located in White Pine County, Nevada. The company is headquartered in North Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. William L. MacDonald BA, LLB', 'age': 54, 'title': 'Member of Advisory Board & Corp. Sec.', 'yearBorn': 1968, 'fiscalYear': 2021, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.19,0.195,0.18,0.2,0.19,0.195,0.18,0.2,0.0,0.017167,31500,31500,51432,13070,13070,0.2,0.205,0,0,17678500,0.175,0.48,0.2047,0.27855,0.0,0.0,CAD,17499880,0.0,86145526,88392496,31107,2221,1690761600,1693440000,0.0004,0.03442,0.0,0.51,0.068,2.9411764,1661904000,1693440000,1685491200,-1810930,-0.03,1:2,1374710400,VAN,EQUITY,VML.V,VML.V,VISCOUNT MINING CORP,Viscount Mining Corp.,1408627800,America/Toronto,EDT,-14400000,0.2,none,178612,0.002,0,0.588,0.588,-0.15368,-0.27772,-1451079,-1326666,0.0,0.0,0.0,CAD,
3,221 West Esplanade,Suite 409,North Vancouver,BC,V7M 3J3,Canada,https://viscountmining.com,Other Precious Metals & Mining,Basic Materials,"Viscount Mining Corp., an exploration stage company, engages in the acquisition, evaluation, and exploration of mineral properties in the United States. It primarily explores for gold, silver, and base metal deposits. The company's flagship property is the 100% owned Silver Cliff project that consists of 96 lode claims covering an area of approximately 944 hectares located in Colorado. It also holds a 100% interest in the Cherry Creek project that consists of over 578 unpatented and 41 patented claims, as well as mill rights located in White Pine County, Nevada. The company is headquartered in North Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Scott C. Davis CA, CGA, CPA', 'age': 43, 'title': 'Chief Financial Officer', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.19,0.195,0.18,0.2,0.19,0.195,0.18,0.2,0.0,0.017167,31500,31500,51432,13070,13070,0.2,0.205,0,0,17678500,0.175,0.48,0.2047,0.27855,0.0,0.0,CAD,17499880,0.0,86145526,88392496,31107,2221,1690761600,1693440000,0.0004,0.03442,0.0,0.51,0.068,2.9411764,1661904000,1693440000,1685491200,-1810930,-0.03,1:2,1374710400,VAN,EQUITY,VML.V,VML.V,VISCOUNT MINING CORP,Viscount Mining Corp.,1408627800,America/Toronto,EDT,-14400000,0.2,none,178612,0.002,0,0.588,0.588,-0.15368,-0.27772,-1451079,-1326666,0.0,0.0,0.0,CAD,
