,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,17095 Via Del Campo,San Diego,CA,92127,United States,866 548 8348,https://www.teradata.com,Software—Infrastructure,Technology,"Teradata Corporation, together with its subsidiaries, provides a connected multi-cloud data platform for enterprise analytics. The company offers Teradata Vantage, a data platform that allows companies to leverage their data across an enterprise, as well as connects various sources of data to drive ecosystem simplification and support customers on their journey to the cloud through an integrated migration. Its business consulting services include support services for organizations to establish a data and analytic vision, enable a multi-cloud ecosystem architecture, and identify and operationalize analytical opportunities, as well as to ensure the analytical infrastructure delivers value. The company also offers support and maintenance services. It serves clients in financial services, government, healthcare and life sciences, manufacturing, retail, telecommunications, and travel/transportation sectors through a direct sales force in the Americas, Europe, the Middle East, Africa, the Asia Pacific, and Japan. The company was incorporated in 1979 and is headquartered in San Diego, California.",7000,"{'maxAge': 1, 'name': 'Mr. Stephen  McMillan', 'age': 51, 'title': 'Pres, CEO & Director', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 1956075, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,3,4,2,1693526400,1672444800,86400,2,44.87,44.72,44.145,44.9899,44.87,44.72,44.145,44.9899,0.0,0.982019,79.69643,18.7521,1809669,1809669,1078233,984430,984430,44.6,44.61,800,800,4482503168,28.65,57.73,2.4806325,49.5476,42.5557,0.0,0.0,USD,4631513088,0.0321,98683218,99900000,3339410,4465647,1690761600,1693440000,0.0334,0.0113699995,0.91910005,2.56,0.0435,2.167,20.595293,1672444800,1703980800,1688083200,58000000,0.56,2.38,1.03,2.563,18.163,NYQ,EQUITY,TDC,TDC,Teradata Corporation,Teradata Corporation,1191245400,America/New_York,EDT,-14400000,44.63,75.0,33.5,60.59,62.0,2.1,buy,11,504000000,5.045,255000000,653000000,0.859,0.967,1807000064,299.541,17.768,0.046490002,0.26364002,1089000000,324624992,321000000,0.074,0.6093,0.14112,0.07748,USD,
1,17095 Via Del Campo,San Diego,CA,92127,United States,866 548 8348,https://www.teradata.com,Software—Infrastructure,Technology,"Teradata Corporation, together with its subsidiaries, provides a connected multi-cloud data platform for enterprise analytics. The company offers Teradata Vantage, a data platform that allows companies to leverage their data across an enterprise, as well as connects various sources of data to drive ecosystem simplification and support customers on their journey to the cloud through an integrated migration. Its business consulting services include support services for organizations to establish a data and analytic vision, enable a multi-cloud ecosystem architecture, and identify and operationalize analytical opportunities, as well as to ensure the analytical infrastructure delivers value. The company also offers support and maintenance services. It serves clients in financial services, government, healthcare and life sciences, manufacturing, retail, telecommunications, and travel/transportation sectors through a direct sales force in the Americas, Europe, the Middle East, Africa, the Asia Pacific, and Japan. The company was incorporated in 1979 and is headquartered in San Diego, California.",7000,"{'maxAge': 1, 'name': 'Ms. Claire  Bramley', 'age': 45, 'title': 'Chief Financial Officer', 'yearBorn': 1977, 'fiscalYear': 2022, 'totalPay': 1019715, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,3,4,2,1693526400,1672444800,86400,2,44.87,44.72,44.145,44.9899,44.87,44.72,44.145,44.9899,0.0,0.982019,79.69643,18.7521,1809669,1809669,1078233,984430,984430,44.6,44.61,800,800,4482503168,28.65,57.73,2.4806325,49.5476,42.5557,0.0,0.0,USD,4631513088,0.0321,98683218,99900000,3339410,4465647,1690761600,1693440000,0.0334,0.0113699995,0.91910005,2.56,0.0435,2.167,20.595293,1672444800,1703980800,1688083200,58000000,0.56,2.38,1.03,2.563,18.163,NYQ,EQUITY,TDC,TDC,Teradata Corporation,Teradata Corporation,1191245400,America/New_York,EDT,-14400000,44.63,75.0,33.5,60.59,62.0,2.1,buy,11,504000000,5.045,255000000,653000000,0.859,0.967,1807000064,299.541,17.768,0.046490002,0.26364002,1089000000,324624992,321000000,0.074,0.6093,0.14112,0.07748,USD,
2,17095 Via Del Campo,San Diego,CA,92127,United States,866 548 8348,https://www.teradata.com,Software—Infrastructure,Technology,"Teradata Corporation, together with its subsidiaries, provides a connected multi-cloud data platform for enterprise analytics. The company offers Teradata Vantage, a data platform that allows companies to leverage their data across an enterprise, as well as connects various sources of data to drive ecosystem simplification and support customers on their journey to the cloud through an integrated migration. Its business consulting services include support services for organizations to establish a data and analytic vision, enable a multi-cloud ecosystem architecture, and identify and operationalize analytical opportunities, as well as to ensure the analytical infrastructure delivers value. The company also offers support and maintenance services. It serves clients in financial services, government, healthcare and life sciences, manufacturing, retail, telecommunications, and travel/transportation sectors through a direct sales force in the Americas, Europe, the Middle East, Africa, the Asia Pacific, and Japan. The company was incorporated in 1979 and is headquartered in San Diego, California.",7000,"{'maxAge': 1, 'name': 'Ms. Margaret A. Treese', 'age': 55, 'title': 'Chief Legal Officer & Sec.', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 809883, 'exercisedValue': 0, 'unexercisedValue': 26911}",2,2,3,4,2,1693526400,1672444800,86400,2,44.87,44.72,44.145,44.9899,44.87,44.72,44.145,44.9899,0.0,0.982019,79.69643,18.7521,1809669,1809669,1078233,984430,984430,44.6,44.61,800,800,4482503168,28.65,57.73,2.4806325,49.5476,42.5557,0.0,0.0,USD,4631513088,0.0321,98683218,99900000,3339410,4465647,1690761600,1693440000,0.0334,0.0113699995,0.91910005,2.56,0.0435,2.167,20.595293,1672444800,1703980800,1688083200,58000000,0.56,2.38,1.03,2.563,18.163,NYQ,EQUITY,TDC,TDC,Teradata Corporation,Teradata Corporation,1191245400,America/New_York,EDT,-14400000,44.63,75.0,33.5,60.59,62.0,2.1,buy,11,504000000,5.045,255000000,653000000,0.859,0.967,1807000064,299.541,17.768,0.046490002,0.26364002,1089000000,324624992,321000000,0.074,0.6093,0.14112,0.07748,USD,
3,17095 Via Del Campo,San Diego,CA,92127,United States,866 548 8348,https://www.teradata.com,Software—Infrastructure,Technology,"Teradata Corporation, together with its subsidiaries, provides a connected multi-cloud data platform for enterprise analytics. The company offers Teradata Vantage, a data platform that allows companies to leverage their data across an enterprise, as well as connects various sources of data to drive ecosystem simplification and support customers on their journey to the cloud through an integrated migration. Its business consulting services include support services for organizations to establish a data and analytic vision, enable a multi-cloud ecosystem architecture, and identify and operationalize analytical opportunities, as well as to ensure the analytical infrastructure delivers value. The company also offers support and maintenance services. It serves clients in financial services, government, healthcare and life sciences, manufacturing, retail, telecommunications, and travel/transportation sectors through a direct sales force in the Americas, Europe, the Middle East, Africa, the Asia Pacific, and Japan. The company was incorporated in 1979 and is headquartered in San Diego, California.",7000,"{'maxAge': 1, 'name': 'Ms. Hillary H. Ashton', 'age': 50, 'title': 'Chief Product Officer', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 990765, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,3,4,2,1693526400,1672444800,86400,2,44.87,44.72,44.145,44.9899,44.87,44.72,44.145,44.9899,0.0,0.982019,79.69643,18.7521,1809669,1809669,1078233,984430,984430,44.6,44.61,800,800,4482503168,28.65,57.73,2.4806325,49.5476,42.5557,0.0,0.0,USD,4631513088,0.0321,98683218,99900000,3339410,4465647,1690761600,1693440000,0.0334,0.0113699995,0.91910005,2.56,0.0435,2.167,20.595293,1672444800,1703980800,1688083200,58000000,0.56,2.38,1.03,2.563,18.163,NYQ,EQUITY,TDC,TDC,Teradata Corporation,Teradata Corporation,1191245400,America/New_York,EDT,-14400000,44.63,75.0,33.5,60.59,62.0,2.1,buy,11,504000000,5.045,255000000,653000000,0.859,0.967,1807000064,299.541,17.768,0.046490002,0.26364002,1089000000,324624992,321000000,0.074,0.6093,0.14112,0.07748,USD,
4,17095 Via Del Campo,San Diego,CA,92127,United States,866 548 8348,https://www.teradata.com,Software—Infrastructure,Technology,"Teradata Corporation, together with its subsidiaries, provides a connected multi-cloud data platform for enterprise analytics. The company offers Teradata Vantage, a data platform that allows companies to leverage their data across an enterprise, as well as connects various sources of data to drive ecosystem simplification and support customers on their journey to the cloud through an integrated migration. Its business consulting services include support services for organizations to establish a data and analytic vision, enable a multi-cloud ecosystem architecture, and identify and operationalize analytical opportunities, as well as to ensure the analytical infrastructure delivers value. The company also offers support and maintenance services. It serves clients in financial services, government, healthcare and life sciences, manufacturing, retail, telecommunications, and travel/transportation sectors through a direct sales force in the Americas, Europe, the Middle East, Africa, the Asia Pacific, and Japan. The company was incorporated in 1979 and is headquartered in San Diego, California.",7000,"{'maxAge': 1, 'name': 'Mr. Todd M. Cione', 'age': 52, 'title': 'Chief Revenue Officer', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 1014894, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,3,4,2,1693526400,1672444800,86400,2,44.87,44.72,44.145,44.9899,44.87,44.72,44.145,44.9899,0.0,0.982019,79.69643,18.7521,1809669,1809669,1078233,984430,984430,44.6,44.61,800,800,4482503168,28.65,57.73,2.4806325,49.5476,42.5557,0.0,0.0,USD,4631513088,0.0321,98683218,99900000,3339410,4465647,1690761600,1693440000,0.0334,0.0113699995,0.91910005,2.56,0.0435,2.167,20.595293,1672444800,1703980800,1688083200,58000000,0.56,2.38,1.03,2.563,18.163,NYQ,EQUITY,TDC,TDC,Teradata Corporation,Teradata Corporation,1191245400,America/New_York,EDT,-14400000,44.63,75.0,33.5,60.59,62.0,2.1,buy,11,504000000,5.045,255000000,653000000,0.859,0.967,1807000064,299.541,17.768,0.046490002,0.26364002,1089000000,324624992,321000000,0.074,0.6093,0.14112,0.07748,USD,
5,17095 Via Del Campo,San Diego,CA,92127,United States,866 548 8348,https://www.teradata.com,Software—Infrastructure,Technology,"Teradata Corporation, together with its subsidiaries, provides a connected multi-cloud data platform for enterprise analytics. The company offers Teradata Vantage, a data platform that allows companies to leverage their data across an enterprise, as well as connects various sources of data to drive ecosystem simplification and support customers on their journey to the cloud through an integrated migration. Its business consulting services include support services for organizations to establish a data and analytic vision, enable a multi-cloud ecosystem architecture, and identify and operationalize analytical opportunities, as well as to ensure the analytical infrastructure delivers value. The company also offers support and maintenance services. It serves clients in financial services, government, healthcare and life sciences, manufacturing, retail, telecommunications, and travel/transportation sectors through a direct sales force in the Americas, Europe, the Middle East, Africa, the Asia Pacific, and Japan. The company was incorporated in 1979 and is headquartered in San Diego, California.",7000,"{'maxAge': 1, 'name': 'Ms. Erica  Hausheer', 'title': 'Chief Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,3,4,2,1693526400,1672444800,86400,2,44.87,44.72,44.145,44.9899,44.87,44.72,44.145,44.9899,0.0,0.982019,79.69643,18.7521,1809669,1809669,1078233,984430,984430,44.6,44.61,800,800,4482503168,28.65,57.73,2.4806325,49.5476,42.5557,0.0,0.0,USD,4631513088,0.0321,98683218,99900000,3339410,4465647,1690761600,1693440000,0.0334,0.0113699995,0.91910005,2.56,0.0435,2.167,20.595293,1672444800,1703980800,1688083200,58000000,0.56,2.38,1.03,2.563,18.163,NYQ,EQUITY,TDC,TDC,Teradata Corporation,Teradata Corporation,1191245400,America/New_York,EDT,-14400000,44.63,75.0,33.5,60.59,62.0,2.1,buy,11,504000000,5.045,255000000,653000000,0.859,0.967,1807000064,299.541,17.768,0.046490002,0.26364002,1089000000,324624992,321000000,0.074,0.6093,0.14112,0.07748,USD,
6,17095 Via Del Campo,San Diego,CA,92127,United States,866 548 8348,https://www.teradata.com,Software—Infrastructure,Technology,"Teradata Corporation, together with its subsidiaries, provides a connected multi-cloud data platform for enterprise analytics. The company offers Teradata Vantage, a data platform that allows companies to leverage their data across an enterprise, as well as connects various sources of data to drive ecosystem simplification and support customers on their journey to the cloud through an integrated migration. Its business consulting services include support services for organizations to establish a data and analytic vision, enable a multi-cloud ecosystem architecture, and identify and operationalize analytical opportunities, as well as to ensure the analytical infrastructure delivers value. The company also offers support and maintenance services. It serves clients in financial services, government, healthcare and life sciences, manufacturing, retail, telecommunications, and travel/transportation sectors through a direct sales force in the Americas, Europe, the Middle East, Africa, the Asia Pacific, and Japan. The company was incorporated in 1979 and is headquartered in San Diego, California.",7000,"{'maxAge': 1, 'name': 'Mr. Christopher T. Lee', 'title': 'Sr. VP & Head of Investor Relations and Corp. Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,3,4,2,1693526400,1672444800,86400,2,44.87,44.72,44.145,44.9899,44.87,44.72,44.145,44.9899,0.0,0.982019,79.69643,18.7521,1809669,1809669,1078233,984430,984430,44.6,44.61,800,800,4482503168,28.65,57.73,2.4806325,49.5476,42.5557,0.0,0.0,USD,4631513088,0.0321,98683218,99900000,3339410,4465647,1690761600,1693440000,0.0334,0.0113699995,0.91910005,2.56,0.0435,2.167,20.595293,1672444800,1703980800,1688083200,58000000,0.56,2.38,1.03,2.563,18.163,NYQ,EQUITY,TDC,TDC,Teradata Corporation,Teradata Corporation,1191245400,America/New_York,EDT,-14400000,44.63,75.0,33.5,60.59,62.0,2.1,buy,11,504000000,5.045,255000000,653000000,0.859,0.967,1807000064,299.541,17.768,0.046490002,0.26364002,1089000000,324624992,321000000,0.074,0.6093,0.14112,0.07748,USD,
7,17095 Via Del Campo,San Diego,CA,92127,United States,866 548 8348,https://www.teradata.com,Software—Infrastructure,Technology,"Teradata Corporation, together with its subsidiaries, provides a connected multi-cloud data platform for enterprise analytics. The company offers Teradata Vantage, a data platform that allows companies to leverage their data across an enterprise, as well as connects various sources of data to drive ecosystem simplification and support customers on their journey to the cloud through an integrated migration. Its business consulting services include support services for organizations to establish a data and analytic vision, enable a multi-cloud ecosystem architecture, and identify and operationalize analytical opportunities, as well as to ensure the analytical infrastructure delivers value. The company also offers support and maintenance services. It serves clients in financial services, government, healthcare and life sciences, manufacturing, retail, telecommunications, and travel/transportation sectors through a direct sales force in the Americas, Europe, the Middle East, Africa, the Asia Pacific, and Japan. The company was incorporated in 1979 and is headquartered in San Diego, California.",7000,"{'maxAge': 1, 'name': 'Ms. Jacqueline D. Woods', 'age': 59, 'title': 'Chief Marketing Officer', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,3,4,2,1693526400,1672444800,86400,2,44.87,44.72,44.145,44.9899,44.87,44.72,44.145,44.9899,0.0,0.982019,79.69643,18.7521,1809669,1809669,1078233,984430,984430,44.6,44.61,800,800,4482503168,28.65,57.73,2.4806325,49.5476,42.5557,0.0,0.0,USD,4631513088,0.0321,98683218,99900000,3339410,4465647,1690761600,1693440000,0.0334,0.0113699995,0.91910005,2.56,0.0435,2.167,20.595293,1672444800,1703980800,1688083200,58000000,0.56,2.38,1.03,2.563,18.163,NYQ,EQUITY,TDC,TDC,Teradata Corporation,Teradata Corporation,1191245400,America/New_York,EDT,-14400000,44.63,75.0,33.5,60.59,62.0,2.1,buy,11,504000000,5.045,255000000,653000000,0.859,0.967,1807000064,299.541,17.768,0.046490002,0.26364002,1089000000,324624992,321000000,0.074,0.6093,0.14112,0.07748,USD,
8,17095 Via Del Campo,San Diego,CA,92127,United States,866 548 8348,https://www.teradata.com,Software—Infrastructure,Technology,"Teradata Corporation, together with its subsidiaries, provides a connected multi-cloud data platform for enterprise analytics. The company offers Teradata Vantage, a data platform that allows companies to leverage their data across an enterprise, as well as connects various sources of data to drive ecosystem simplification and support customers on their journey to the cloud through an integrated migration. Its business consulting services include support services for organizations to establish a data and analytic vision, enable a multi-cloud ecosystem architecture, and identify and operationalize analytical opportunities, as well as to ensure the analytical infrastructure delivers value. The company also offers support and maintenance services. It serves clients in financial services, government, healthcare and life sciences, manufacturing, retail, telecommunications, and travel/transportation sectors through a direct sales force in the Americas, Europe, the Middle East, Africa, the Asia Pacific, and Japan. The company was incorporated in 1979 and is headquartered in San Diego, California.",7000,"{'maxAge': 1, 'name': 'Ms. Kathleen R. Cullen-Cote', 'age': 57, 'title': 'Chief People Officer', 'yearBorn': 1965, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,3,4,2,1693526400,1672444800,86400,2,44.87,44.72,44.145,44.9899,44.87,44.72,44.145,44.9899,0.0,0.982019,79.69643,18.7521,1809669,1809669,1078233,984430,984430,44.6,44.61,800,800,4482503168,28.65,57.73,2.4806325,49.5476,42.5557,0.0,0.0,USD,4631513088,0.0321,98683218,99900000,3339410,4465647,1690761600,1693440000,0.0334,0.0113699995,0.91910005,2.56,0.0435,2.167,20.595293,1672444800,1703980800,1688083200,58000000,0.56,2.38,1.03,2.563,18.163,NYQ,EQUITY,TDC,TDC,Teradata Corporation,Teradata Corporation,1191245400,America/New_York,EDT,-14400000,44.63,75.0,33.5,60.59,62.0,2.1,buy,11,504000000,5.045,255000000,653000000,0.859,0.967,1807000064,299.541,17.768,0.046490002,0.26364002,1089000000,324624992,321000000,0.074,0.6093,0.14112,0.07748,USD,
9,17095 Via Del Campo,San Diego,CA,92127,United States,866 548 8348,https://www.teradata.com,Software—Infrastructure,Technology,"Teradata Corporation, together with its subsidiaries, provides a connected multi-cloud data platform for enterprise analytics. The company offers Teradata Vantage, a data platform that allows companies to leverage their data across an enterprise, as well as connects various sources of data to drive ecosystem simplification and support customers on their journey to the cloud through an integrated migration. Its business consulting services include support services for organizations to establish a data and analytic vision, enable a multi-cloud ecosystem architecture, and identify and operationalize analytical opportunities, as well as to ensure the analytical infrastructure delivers value. The company also offers support and maintenance services. It serves clients in financial services, government, healthcare and life sciences, manufacturing, retail, telecommunications, and travel/transportation sectors through a direct sales force in the Americas, Europe, the Middle East, Africa, the Asia Pacific, and Japan. The company was incorporated in 1979 and is headquartered in San Diego, California.",7000,"{'maxAge': 1, 'name': 'Mr. Bob  Joyce', 'title': 'Exec. VP of Bus. Systems', 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,3,4,2,1693526400,1672444800,86400,2,44.87,44.72,44.145,44.9899,44.87,44.72,44.145,44.9899,0.0,0.982019,79.69643,18.7521,1809669,1809669,1078233,984430,984430,44.6,44.61,800,800,4482503168,28.65,57.73,2.4806325,49.5476,42.5557,0.0,0.0,USD,4631513088,0.0321,98683218,99900000,3339410,4465647,1690761600,1693440000,0.0334,0.0113699995,0.91910005,2.56,0.0435,2.167,20.595293,1672444800,1703980800,1688083200,58000000,0.56,2.38,1.03,2.563,18.163,NYQ,EQUITY,TDC,TDC,Teradata Corporation,Teradata Corporation,1191245400,America/New_York,EDT,-14400000,44.63,75.0,33.5,60.59,62.0,2.1,buy,11,504000000,5.045,255000000,653000000,0.859,0.967,1807000064,299.541,17.768,0.046490002,0.26364002,1089000000,324624992,321000000,0.074,0.6093,0.14112,0.07748,USD,
