,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationMean,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"40, Bolshaya Ordynka str",bldg 3,Moscow,119017,Russia,7 495 504 05 04,https://nlmk.com,Steel,Basic Materials,"Public Joint Stock Company ""Novolipetsk Steel"", together with its subsidiaries, manufactures and sells steel products. It operates through six segments: Mining, Russian Flat Products, Russian Long Products, NLMK USA, NLMK DanSteel and Plates Distribution Network, and Investments in NBH. The Mining segment mines, processes, and sells iron ore, fluxing limestone, and metallurgical dolomite, as well as supplies raw materials to the steel segment and third parties. The Russian Flat Products segment produces and sells coke and steel products, such as pig iron, steel slabs, hot rolled steel, cold rolled steel, galvanized cold rolled sheets, and cold rolled sheets with polymeric coatings, as well as electro-technical steel. The Russian Long Products segment produces long products, reinforcing rebars, and metalware from scrap iron collection and recycling. The NLMK USA segment produces and sells steel products in the United States. The NLMK DanSteel and Plates Distribution Network segment produces and sells steel plates in Europe and internationally. The Investments in NBH segment produces hot rolled and cold rolled coils, plates, and galvanized and pre-pained steel products, as well as operates steel service centers. The company's products are used in oil and gas infrastructure, automotive, truck, railroad transportation, mining machinery, agriculture machinery, shipbuilding, special equipment, construction, white good, and energy equipment applications. It has operations in Russia, North America, the European Union, the Middle East, Commonwealth of Independent States, Central and South America, Asia, Oceania, and internationally. The company was founded in 1931 and is based in Moscow, Russia. Public Joint Stock Company ""Novolipetsk Steel"" is a subsidiary of Fletcher Group Holdings Limited.","{'maxAge': 1, 'name': 'Mr. Fedorishin Grigory Vitalievich', 'age': 43, 'title': 'Chairman of the Management Board, Pres & CEO', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,138.38,138.2,135.6,138.2,138.38,138.2,135.6,138.2,53.32,0.32990003,1673308800,0.78040004,12.46,-6.03566,2.6265702,336.58536,945840,945840,0,0,0,139.06,136.66,200000,75000,827065696256,135.6,161.62,51.066048,161.62,161.62,6.242,0.045107674,RUB,85400535040,0.31094,124281553,5993229824,0.7925,0.03391,10.702,12.894787,1640908800,1672444800,1640908800,1.294,5036000256,52.54,0.41,1000:1,1077840000,5.273,11.786,MCX,EQUITY,NLMK.ME,NLMK.ME,NOVOLIPETSK STEEL,"Public Joint Stock Company ""Novolipetsk Steel""",1267597800,Europe/Moscow,MSK,10800000,138.0,1.0,strong_buy,800000000,1.335,7246000128,3465999872,0.748,1.624,16195999744,53.803,27.024,0.37675998,0.90387,8402000000,2060375040,4515999744,1.301,0.941,0.51877,0.44739,0.40985,USD,
1,"40, Bolshaya Ordynka str",bldg 3,Moscow,119017,Russia,7 495 504 05 04,https://nlmk.com,Steel,Basic Materials,"Public Joint Stock Company ""Novolipetsk Steel"", together with its subsidiaries, manufactures and sells steel products. It operates through six segments: Mining, Russian Flat Products, Russian Long Products, NLMK USA, NLMK DanSteel and Plates Distribution Network, and Investments in NBH. The Mining segment mines, processes, and sells iron ore, fluxing limestone, and metallurgical dolomite, as well as supplies raw materials to the steel segment and third parties. The Russian Flat Products segment produces and sells coke and steel products, such as pig iron, steel slabs, hot rolled steel, cold rolled steel, galvanized cold rolled sheets, and cold rolled sheets with polymeric coatings, as well as electro-technical steel. The Russian Long Products segment produces long products, reinforcing rebars, and metalware from scrap iron collection and recycling. The NLMK USA segment produces and sells steel products in the United States. The NLMK DanSteel and Plates Distribution Network segment produces and sells steel plates in Europe and internationally. The Investments in NBH segment produces hot rolled and cold rolled coils, plates, and galvanized and pre-pained steel products, as well as operates steel service centers. The company's products are used in oil and gas infrastructure, automotive, truck, railroad transportation, mining machinery, agriculture machinery, shipbuilding, special equipment, construction, white good, and energy equipment applications. It has operations in Russia, North America, the European Union, the Middle East, Commonwealth of Independent States, Central and South America, Asia, Oceania, and internationally. The company was founded in 1931 and is based in Moscow, Russia. Public Joint Stock Company ""Novolipetsk Steel"" is a subsidiary of Fletcher Group Holdings Limited.","{'maxAge': 1, 'name': 'Mr. Shamil Ravilievich Kurmashov', 'age': 44, 'title': 'VP of Fin., CFO & Member of Management Board', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,138.38,138.2,135.6,138.2,138.38,138.2,135.6,138.2,53.32,0.32990003,1673308800,0.78040004,12.46,-6.03566,2.6265702,336.58536,945840,945840,0,0,0,139.06,136.66,200000,75000,827065696256,135.6,161.62,51.066048,161.62,161.62,6.242,0.045107674,RUB,85400535040,0.31094,124281553,5993229824,0.7925,0.03391,10.702,12.894787,1640908800,1672444800,1640908800,1.294,5036000256,52.54,0.41,1000:1,1077840000,5.273,11.786,MCX,EQUITY,NLMK.ME,NLMK.ME,NOVOLIPETSK STEEL,"Public Joint Stock Company ""Novolipetsk Steel""",1267597800,Europe/Moscow,MSK,10800000,138.0,1.0,strong_buy,800000000,1.335,7246000128,3465999872,0.748,1.624,16195999744,53.803,27.024,0.37675998,0.90387,8402000000,2060375040,4515999744,1.301,0.941,0.51877,0.44739,0.40985,USD,
2,"40, Bolshaya Ordynka str",bldg 3,Moscow,119017,Russia,7 495 504 05 04,https://nlmk.com,Steel,Basic Materials,"Public Joint Stock Company ""Novolipetsk Steel"", together with its subsidiaries, manufactures and sells steel products. It operates through six segments: Mining, Russian Flat Products, Russian Long Products, NLMK USA, NLMK DanSteel and Plates Distribution Network, and Investments in NBH. The Mining segment mines, processes, and sells iron ore, fluxing limestone, and metallurgical dolomite, as well as supplies raw materials to the steel segment and third parties. The Russian Flat Products segment produces and sells coke and steel products, such as pig iron, steel slabs, hot rolled steel, cold rolled steel, galvanized cold rolled sheets, and cold rolled sheets with polymeric coatings, as well as electro-technical steel. The Russian Long Products segment produces long products, reinforcing rebars, and metalware from scrap iron collection and recycling. The NLMK USA segment produces and sells steel products in the United States. The NLMK DanSteel and Plates Distribution Network segment produces and sells steel plates in Europe and internationally. The Investments in NBH segment produces hot rolled and cold rolled coils, plates, and galvanized and pre-pained steel products, as well as operates steel service centers. The company's products are used in oil and gas infrastructure, automotive, truck, railroad transportation, mining machinery, agriculture machinery, shipbuilding, special equipment, construction, white good, and energy equipment applications. It has operations in Russia, North America, the European Union, the Middle East, Commonwealth of Independent States, Central and South America, Asia, Oceania, and internationally. The company was founded in 1931 and is based in Moscow, Russia. Public Joint Stock Company ""Novolipetsk Steel"" is a subsidiary of Fletcher Group Holdings Limited.","{'maxAge': 1, 'name': 'Mr. Nikolay Vladimirovich Ivanov', 'age': 50, 'title': 'VP of Fin.', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,138.38,138.2,135.6,138.2,138.38,138.2,135.6,138.2,53.32,0.32990003,1673308800,0.78040004,12.46,-6.03566,2.6265702,336.58536,945840,945840,0,0,0,139.06,136.66,200000,75000,827065696256,135.6,161.62,51.066048,161.62,161.62,6.242,0.045107674,RUB,85400535040,0.31094,124281553,5993229824,0.7925,0.03391,10.702,12.894787,1640908800,1672444800,1640908800,1.294,5036000256,52.54,0.41,1000:1,1077840000,5.273,11.786,MCX,EQUITY,NLMK.ME,NLMK.ME,NOVOLIPETSK STEEL,"Public Joint Stock Company ""Novolipetsk Steel""",1267597800,Europe/Moscow,MSK,10800000,138.0,1.0,strong_buy,800000000,1.335,7246000128,3465999872,0.748,1.624,16195999744,53.803,27.024,0.37675998,0.90387,8402000000,2060375040,4515999744,1.301,0.941,0.51877,0.44739,0.40985,USD,
3,"40, Bolshaya Ordynka str",bldg 3,Moscow,119017,Russia,7 495 504 05 04,https://nlmk.com,Steel,Basic Materials,"Public Joint Stock Company ""Novolipetsk Steel"", together with its subsidiaries, manufactures and sells steel products. It operates through six segments: Mining, Russian Flat Products, Russian Long Products, NLMK USA, NLMK DanSteel and Plates Distribution Network, and Investments in NBH. The Mining segment mines, processes, and sells iron ore, fluxing limestone, and metallurgical dolomite, as well as supplies raw materials to the steel segment and third parties. The Russian Flat Products segment produces and sells coke and steel products, such as pig iron, steel slabs, hot rolled steel, cold rolled steel, galvanized cold rolled sheets, and cold rolled sheets with polymeric coatings, as well as electro-technical steel. The Russian Long Products segment produces long products, reinforcing rebars, and metalware from scrap iron collection and recycling. The NLMK USA segment produces and sells steel products in the United States. The NLMK DanSteel and Plates Distribution Network segment produces and sells steel plates in Europe and internationally. The Investments in NBH segment produces hot rolled and cold rolled coils, plates, and galvanized and pre-pained steel products, as well as operates steel service centers. The company's products are used in oil and gas infrastructure, automotive, truck, railroad transportation, mining machinery, agriculture machinery, shipbuilding, special equipment, construction, white good, and energy equipment applications. It has operations in Russia, North America, the European Union, the Middle East, Commonwealth of Independent States, Central and South America, Asia, Oceania, and internationally. The company was founded in 1931 and is based in Moscow, Russia. Public Joint Stock Company ""Novolipetsk Steel"" is a subsidiary of Fletcher Group Holdings Limited.","{'maxAge': 1, 'name': 'Mr. Barend  de Vos', 'age': 55, 'title': 'VP of International Operations & Member of the Management Board', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,138.38,138.2,135.6,138.2,138.38,138.2,135.6,138.2,53.32,0.32990003,1673308800,0.78040004,12.46,-6.03566,2.6265702,336.58536,945840,945840,0,0,0,139.06,136.66,200000,75000,827065696256,135.6,161.62,51.066048,161.62,161.62,6.242,0.045107674,RUB,85400535040,0.31094,124281553,5993229824,0.7925,0.03391,10.702,12.894787,1640908800,1672444800,1640908800,1.294,5036000256,52.54,0.41,1000:1,1077840000,5.273,11.786,MCX,EQUITY,NLMK.ME,NLMK.ME,NOVOLIPETSK STEEL,"Public Joint Stock Company ""Novolipetsk Steel""",1267597800,Europe/Moscow,MSK,10800000,138.0,1.0,strong_buy,800000000,1.335,7246000128,3465999872,0.748,1.624,16195999744,53.803,27.024,0.37675998,0.90387,8402000000,2060375040,4515999744,1.301,0.941,0.51877,0.44739,0.40985,USD,
4,"40, Bolshaya Ordynka str",bldg 3,Moscow,119017,Russia,7 495 504 05 04,https://nlmk.com,Steel,Basic Materials,"Public Joint Stock Company ""Novolipetsk Steel"", together with its subsidiaries, manufactures and sells steel products. It operates through six segments: Mining, Russian Flat Products, Russian Long Products, NLMK USA, NLMK DanSteel and Plates Distribution Network, and Investments in NBH. The Mining segment mines, processes, and sells iron ore, fluxing limestone, and metallurgical dolomite, as well as supplies raw materials to the steel segment and third parties. The Russian Flat Products segment produces and sells coke and steel products, such as pig iron, steel slabs, hot rolled steel, cold rolled steel, galvanized cold rolled sheets, and cold rolled sheets with polymeric coatings, as well as electro-technical steel. The Russian Long Products segment produces long products, reinforcing rebars, and metalware from scrap iron collection and recycling. The NLMK USA segment produces and sells steel products in the United States. The NLMK DanSteel and Plates Distribution Network segment produces and sells steel plates in Europe and internationally. The Investments in NBH segment produces hot rolled and cold rolled coils, plates, and galvanized and pre-pained steel products, as well as operates steel service centers. The company's products are used in oil and gas infrastructure, automotive, truck, railroad transportation, mining machinery, agriculture machinery, shipbuilding, special equipment, construction, white good, and energy equipment applications. It has operations in Russia, North America, the European Union, the Middle East, Commonwealth of Independent States, Central and South America, Asia, Oceania, and internationally. The company was founded in 1931 and is based in Moscow, Russia. Public Joint Stock Company ""Novolipetsk Steel"" is a subsidiary of Fletcher Group Holdings Limited.","{'maxAge': 1, 'name': 'Mr. Likharev Sergey Konstantinovich', 'age': 58, 'title': 'VP of Logistics & Member of the Management Board', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,138.38,138.2,135.6,138.2,138.38,138.2,135.6,138.2,53.32,0.32990003,1673308800,0.78040004,12.46,-6.03566,2.6265702,336.58536,945840,945840,0,0,0,139.06,136.66,200000,75000,827065696256,135.6,161.62,51.066048,161.62,161.62,6.242,0.045107674,RUB,85400535040,0.31094,124281553,5993229824,0.7925,0.03391,10.702,12.894787,1640908800,1672444800,1640908800,1.294,5036000256,52.54,0.41,1000:1,1077840000,5.273,11.786,MCX,EQUITY,NLMK.ME,NLMK.ME,NOVOLIPETSK STEEL,"Public Joint Stock Company ""Novolipetsk Steel""",1267597800,Europe/Moscow,MSK,10800000,138.0,1.0,strong_buy,800000000,1.335,7246000128,3465999872,0.748,1.624,16195999744,53.803,27.024,0.37675998,0.90387,8402000000,2060375040,4515999744,1.301,0.941,0.51877,0.44739,0.40985,USD,
5,"40, Bolshaya Ordynka str",bldg 3,Moscow,119017,Russia,7 495 504 05 04,https://nlmk.com,Steel,Basic Materials,"Public Joint Stock Company ""Novolipetsk Steel"", together with its subsidiaries, manufactures and sells steel products. It operates through six segments: Mining, Russian Flat Products, Russian Long Products, NLMK USA, NLMK DanSteel and Plates Distribution Network, and Investments in NBH. The Mining segment mines, processes, and sells iron ore, fluxing limestone, and metallurgical dolomite, as well as supplies raw materials to the steel segment and third parties. The Russian Flat Products segment produces and sells coke and steel products, such as pig iron, steel slabs, hot rolled steel, cold rolled steel, galvanized cold rolled sheets, and cold rolled sheets with polymeric coatings, as well as electro-technical steel. The Russian Long Products segment produces long products, reinforcing rebars, and metalware from scrap iron collection and recycling. The NLMK USA segment produces and sells steel products in the United States. The NLMK DanSteel and Plates Distribution Network segment produces and sells steel plates in Europe and internationally. The Investments in NBH segment produces hot rolled and cold rolled coils, plates, and galvanized and pre-pained steel products, as well as operates steel service centers. The company's products are used in oil and gas infrastructure, automotive, truck, railroad transportation, mining machinery, agriculture machinery, shipbuilding, special equipment, construction, white good, and energy equipment applications. It has operations in Russia, North America, the European Union, the Middle East, Commonwealth of Independent States, Central and South America, Asia, Oceania, and internationally. The company was founded in 1931 and is based in Moscow, Russia. Public Joint Stock Company ""Novolipetsk Steel"" is a subsidiary of Fletcher Group Holdings Limited.","{'maxAge': 1, 'name': 'Mr. Sergey  Chebotarev', 'age': 42, 'title': 'VP of Energy & Environment and Member of the Management Board', 'yearBorn': 1980, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,138.38,138.2,135.6,138.2,138.38,138.2,135.6,138.2,53.32,0.32990003,1673308800,0.78040004,12.46,-6.03566,2.6265702,336.58536,945840,945840,0,0,0,139.06,136.66,200000,75000,827065696256,135.6,161.62,51.066048,161.62,161.62,6.242,0.045107674,RUB,85400535040,0.31094,124281553,5993229824,0.7925,0.03391,10.702,12.894787,1640908800,1672444800,1640908800,1.294,5036000256,52.54,0.41,1000:1,1077840000,5.273,11.786,MCX,EQUITY,NLMK.ME,NLMK.ME,NOVOLIPETSK STEEL,"Public Joint Stock Company ""Novolipetsk Steel""",1267597800,Europe/Moscow,MSK,10800000,138.0,1.0,strong_buy,800000000,1.335,7246000128,3465999872,0.748,1.624,16195999744,53.803,27.024,0.37675998,0.90387,8402000000,2060375040,4515999744,1.301,0.941,0.51877,0.44739,0.40985,USD,
6,"40, Bolshaya Ordynka str",bldg 3,Moscow,119017,Russia,7 495 504 05 04,https://nlmk.com,Steel,Basic Materials,"Public Joint Stock Company ""Novolipetsk Steel"", together with its subsidiaries, manufactures and sells steel products. It operates through six segments: Mining, Russian Flat Products, Russian Long Products, NLMK USA, NLMK DanSteel and Plates Distribution Network, and Investments in NBH. The Mining segment mines, processes, and sells iron ore, fluxing limestone, and metallurgical dolomite, as well as supplies raw materials to the steel segment and third parties. The Russian Flat Products segment produces and sells coke and steel products, such as pig iron, steel slabs, hot rolled steel, cold rolled steel, galvanized cold rolled sheets, and cold rolled sheets with polymeric coatings, as well as electro-technical steel. The Russian Long Products segment produces long products, reinforcing rebars, and metalware from scrap iron collection and recycling. The NLMK USA segment produces and sells steel products in the United States. The NLMK DanSteel and Plates Distribution Network segment produces and sells steel plates in Europe and internationally. The Investments in NBH segment produces hot rolled and cold rolled coils, plates, and galvanized and pre-pained steel products, as well as operates steel service centers. The company's products are used in oil and gas infrastructure, automotive, truck, railroad transportation, mining machinery, agriculture machinery, shipbuilding, special equipment, construction, white good, and energy equipment applications. It has operations in Russia, North America, the European Union, the Middle East, Commonwealth of Independent States, Central and South America, Asia, Oceania, and internationally. The company was founded in 1931 and is based in Moscow, Russia. Public Joint Stock Company ""Novolipetsk Steel"" is a subsidiary of Fletcher Group Holdings Limited.","{'maxAge': 1, 'name': 'Ms. Averchenkova Tatyana Mikhailovna', 'age': 43, 'title': 'Managing Director of Lipetsk & Member of the Management Board', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,138.38,138.2,135.6,138.2,138.38,138.2,135.6,138.2,53.32,0.32990003,1673308800,0.78040004,12.46,-6.03566,2.6265702,336.58536,945840,945840,0,0,0,139.06,136.66,200000,75000,827065696256,135.6,161.62,51.066048,161.62,161.62,6.242,0.045107674,RUB,85400535040,0.31094,124281553,5993229824,0.7925,0.03391,10.702,12.894787,1640908800,1672444800,1640908800,1.294,5036000256,52.54,0.41,1000:1,1077840000,5.273,11.786,MCX,EQUITY,NLMK.ME,NLMK.ME,NOVOLIPETSK STEEL,"Public Joint Stock Company ""Novolipetsk Steel""",1267597800,Europe/Moscow,MSK,10800000,138.0,1.0,strong_buy,800000000,1.335,7246000128,3465999872,0.748,1.624,16195999744,53.803,27.024,0.37675998,0.90387,8402000000,2060375040,4515999744,1.301,0.941,0.51877,0.44739,0.40985,USD,
7,"40, Bolshaya Ordynka str",bldg 3,Moscow,119017,Russia,7 495 504 05 04,https://nlmk.com,Steel,Basic Materials,"Public Joint Stock Company ""Novolipetsk Steel"", together with its subsidiaries, manufactures and sells steel products. It operates through six segments: Mining, Russian Flat Products, Russian Long Products, NLMK USA, NLMK DanSteel and Plates Distribution Network, and Investments in NBH. The Mining segment mines, processes, and sells iron ore, fluxing limestone, and metallurgical dolomite, as well as supplies raw materials to the steel segment and third parties. The Russian Flat Products segment produces and sells coke and steel products, such as pig iron, steel slabs, hot rolled steel, cold rolled steel, galvanized cold rolled sheets, and cold rolled sheets with polymeric coatings, as well as electro-technical steel. The Russian Long Products segment produces long products, reinforcing rebars, and metalware from scrap iron collection and recycling. The NLMK USA segment produces and sells steel products in the United States. The NLMK DanSteel and Plates Distribution Network segment produces and sells steel plates in Europe and internationally. The Investments in NBH segment produces hot rolled and cold rolled coils, plates, and galvanized and pre-pained steel products, as well as operates steel service centers. The company's products are used in oil and gas infrastructure, automotive, truck, railroad transportation, mining machinery, agriculture machinery, shipbuilding, special equipment, construction, white good, and energy equipment applications. It has operations in Russia, North America, the European Union, the Middle East, Commonwealth of Independent States, Central and South America, Asia, Oceania, and internationally. The company was founded in 1931 and is based in Moscow, Russia. Public Joint Stock Company ""Novolipetsk Steel"" is a subsidiary of Fletcher Group Holdings Limited.","{'maxAge': 1, 'name': 'Mr. Arkhipov Mikhail Alekseevich', 'age': 40, 'title': 'VP of HR & Management System and Member of the Management Board', 'yearBorn': 1982, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,138.38,138.2,135.6,138.2,138.38,138.2,135.6,138.2,53.32,0.32990003,1673308800,0.78040004,12.46,-6.03566,2.6265702,336.58536,945840,945840,0,0,0,139.06,136.66,200000,75000,827065696256,135.6,161.62,51.066048,161.62,161.62,6.242,0.045107674,RUB,85400535040,0.31094,124281553,5993229824,0.7925,0.03391,10.702,12.894787,1640908800,1672444800,1640908800,1.294,5036000256,52.54,0.41,1000:1,1077840000,5.273,11.786,MCX,EQUITY,NLMK.ME,NLMK.ME,NOVOLIPETSK STEEL,"Public Joint Stock Company ""Novolipetsk Steel""",1267597800,Europe/Moscow,MSK,10800000,138.0,1.0,strong_buy,800000000,1.335,7246000128,3465999872,0.748,1.624,16195999744,53.803,27.024,0.37675998,0.90387,8402000000,2060375040,4515999744,1.301,0.941,0.51877,0.44739,0.40985,USD,
8,"40, Bolshaya Ordynka str",bldg 3,Moscow,119017,Russia,7 495 504 05 04,https://nlmk.com,Steel,Basic Materials,"Public Joint Stock Company ""Novolipetsk Steel"", together with its subsidiaries, manufactures and sells steel products. It operates through six segments: Mining, Russian Flat Products, Russian Long Products, NLMK USA, NLMK DanSteel and Plates Distribution Network, and Investments in NBH. The Mining segment mines, processes, and sells iron ore, fluxing limestone, and metallurgical dolomite, as well as supplies raw materials to the steel segment and third parties. The Russian Flat Products segment produces and sells coke and steel products, such as pig iron, steel slabs, hot rolled steel, cold rolled steel, galvanized cold rolled sheets, and cold rolled sheets with polymeric coatings, as well as electro-technical steel. The Russian Long Products segment produces long products, reinforcing rebars, and metalware from scrap iron collection and recycling. The NLMK USA segment produces and sells steel products in the United States. The NLMK DanSteel and Plates Distribution Network segment produces and sells steel plates in Europe and internationally. The Investments in NBH segment produces hot rolled and cold rolled coils, plates, and galvanized and pre-pained steel products, as well as operates steel service centers. The company's products are used in oil and gas infrastructure, automotive, truck, railroad transportation, mining machinery, agriculture machinery, shipbuilding, special equipment, construction, white good, and energy equipment applications. It has operations in Russia, North America, the European Union, the Middle East, Commonwealth of Independent States, Central and South America, Asia, Oceania, and internationally. The company was founded in 1931 and is based in Moscow, Russia. Public Joint Stock Company ""Novolipetsk Steel"" is a subsidiary of Fletcher Group Holdings Limited.","{'maxAge': 1, 'name': 'Mr. Dmitriy  Kolomytsyn C.F.A.', 'title': 'Director of Corp. Fin. & IR', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,138.38,138.2,135.6,138.2,138.38,138.2,135.6,138.2,53.32,0.32990003,1673308800,0.78040004,12.46,-6.03566,2.6265702,336.58536,945840,945840,0,0,0,139.06,136.66,200000,75000,827065696256,135.6,161.62,51.066048,161.62,161.62,6.242,0.045107674,RUB,85400535040,0.31094,124281553,5993229824,0.7925,0.03391,10.702,12.894787,1640908800,1672444800,1640908800,1.294,5036000256,52.54,0.41,1000:1,1077840000,5.273,11.786,MCX,EQUITY,NLMK.ME,NLMK.ME,NOVOLIPETSK STEEL,"Public Joint Stock Company ""Novolipetsk Steel""",1267597800,Europe/Moscow,MSK,10800000,138.0,1.0,strong_buy,800000000,1.335,7246000128,3465999872,0.748,1.624,16195999744,53.803,27.024,0.37675998,0.90387,8402000000,2060375040,4515999744,1.301,0.941,0.51877,0.44739,0.40985,USD,
9,"40, Bolshaya Ordynka str",bldg 3,Moscow,119017,Russia,7 495 504 05 04,https://nlmk.com,Steel,Basic Materials,"Public Joint Stock Company ""Novolipetsk Steel"", together with its subsidiaries, manufactures and sells steel products. It operates through six segments: Mining, Russian Flat Products, Russian Long Products, NLMK USA, NLMK DanSteel and Plates Distribution Network, and Investments in NBH. The Mining segment mines, processes, and sells iron ore, fluxing limestone, and metallurgical dolomite, as well as supplies raw materials to the steel segment and third parties. The Russian Flat Products segment produces and sells coke and steel products, such as pig iron, steel slabs, hot rolled steel, cold rolled steel, galvanized cold rolled sheets, and cold rolled sheets with polymeric coatings, as well as electro-technical steel. The Russian Long Products segment produces long products, reinforcing rebars, and metalware from scrap iron collection and recycling. The NLMK USA segment produces and sells steel products in the United States. The NLMK DanSteel and Plates Distribution Network segment produces and sells steel plates in Europe and internationally. The Investments in NBH segment produces hot rolled and cold rolled coils, plates, and galvanized and pre-pained steel products, as well as operates steel service centers. The company's products are used in oil and gas infrastructure, automotive, truck, railroad transportation, mining machinery, agriculture machinery, shipbuilding, special equipment, construction, white good, and energy equipment applications. It has operations in Russia, North America, the European Union, the Middle East, Commonwealth of Independent States, Central and South America, Asia, Oceania, and internationally. The company was founded in 1931 and is based in Moscow, Russia. Public Joint Stock Company ""Novolipetsk Steel"" is a subsidiary of Fletcher Group Holdings Limited.","{'maxAge': 1, 'name': 'Ms. Irene  Spitzberg', 'title': 'VP for Technology Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,138.38,138.2,135.6,138.2,138.38,138.2,135.6,138.2,53.32,0.32990003,1673308800,0.78040004,12.46,-6.03566,2.6265702,336.58536,945840,945840,0,0,0,139.06,136.66,200000,75000,827065696256,135.6,161.62,51.066048,161.62,161.62,6.242,0.045107674,RUB,85400535040,0.31094,124281553,5993229824,0.7925,0.03391,10.702,12.894787,1640908800,1672444800,1640908800,1.294,5036000256,52.54,0.41,1000:1,1077840000,5.273,11.786,MCX,EQUITY,NLMK.ME,NLMK.ME,NOVOLIPETSK STEEL,"Public Joint Stock Company ""Novolipetsk Steel""",1267597800,Europe/Moscow,MSK,10800000,138.0,1.0,strong_buy,800000000,1.335,7246000128,3465999872,0.748,1.624,16195999744,53.803,27.024,0.37675998,0.90387,8402000000,2060375040,4515999744,1.301,0.941,0.51877,0.44739,0.40985,USD,
