,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"5, Cours Paul Ricard",Cedex 08,Paris,75380,France,33 1 70 93 16 00,https://www.pernod-ricard.com,Beverages—Wineries & Distilleries,Consumer Defensive,"Pernod Ricard SA produces and sells wines and spirits worldwide. The company offers whiskey, vodka, gin, rum, liqueur and bitters, champagne, tequila and mezcal, and aperitif under the brands 100 Pipers, Aberlour, Absolut, Absolut Elyx, Altos, ARARAT, Augier, Avion, Ballantine's, Becherovka, Beefeater, Blenders Pride, Brancott Estate, Campo Viejo, Ceder's, Chivas, Church Road, Clan Campbell, Del Maguey, George Wyndham, Green Spot, Havana Club, Imperial, Imperial Blue, Italicus, J.P. Wiser's, Jacob's Creek, Jameson, Jefferson's, Kahlúa, Kenwood, KI NO BI, Lillet, Long John, L'Orbe, Lot No. 40, Malfy, Malibu, Martell, Method & Madness, Midleton Very Rare, Minttu, Monkey 47, Mumm, Olmeca, Ostoya, Passport Scotch, Pastis 51, Pernod, Perrier-Jouët, Plymouth Gin, Powers, Rabbit Hole, Ramazzotti, Redbreast, Ricard, Royal Salute, Royal Stag, Scapa, Seagram's Gin, Secret Speyside, Smooth Ambler, Something Special, St Hugo, Stoneleigh, Suze, The Glenlivet, TX, Wyborowa, and Ysios. It also provides non-alcoholic beverages under the brands Ceder's, Suze Tonic 0%, Cinzano Spritz 0%, Pacific, Campo Viejo Sparkling 0%, and Jacob's Creek Unvined. The company was founded in 1805 and is headquartered in Paris, France.","{'maxAge': 1, 'name': 'Mr. Alexandre  Ricard', 'age': 50, 'title': 'CEO & Chairman', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 4152367, 'exercisedValue': 0, 'unexercisedValue': 0}",4,5,1,7,3,1693526400,1672444800,86400,2,171.4,173.2,171.45,174.05,171.4,173.2,171.45,174.05,4.62,0.0269,1688515200,0.4421,1.81,0.487987,18.444206,1166190,1166190,347000,615736,615736,0.0,0.0,0,0,45943537664,167.45,218.0,3.7854114,192.192,197.422,4.7,0.027421236,EUR,55172939776,0.18636999,195878143,253267008,0.23977,0.48744,61.524,2.7940316,1688083200,1719705600,1688083200,-0.224,2262000128,9.32,2:1,1200355200,4.546,15.9,PAR,EQUITY,RI.PA,RI.PA,PERNOD RICARD,Pernod Ricard SA,946886400,Europe/Paris,CEST,7200000,171.9,230.0,160.0,203.9,210.0,2.5,buy,23,1608999936,6.298,3470000128,11870000128,0.498,1.732,12136999936,71.014,47.401,0.056789998,0.13844,7246000000,-0.218,0.059,0.59702,0.2859,0.27585,EUR,2.6042
1,"5, Cours Paul Ricard",Cedex 08,Paris,75380,France,33 1 70 93 16 00,https://www.pernod-ricard.com,Beverages—Wineries & Distilleries,Consumer Defensive,"Pernod Ricard SA produces and sells wines and spirits worldwide. The company offers whiskey, vodka, gin, rum, liqueur and bitters, champagne, tequila and mezcal, and aperitif under the brands 100 Pipers, Aberlour, Absolut, Absolut Elyx, Altos, ARARAT, Augier, Avion, Ballantine's, Becherovka, Beefeater, Blenders Pride, Brancott Estate, Campo Viejo, Ceder's, Chivas, Church Road, Clan Campbell, Del Maguey, George Wyndham, Green Spot, Havana Club, Imperial, Imperial Blue, Italicus, J.P. Wiser's, Jacob's Creek, Jameson, Jefferson's, Kahlúa, Kenwood, KI NO BI, Lillet, Long John, L'Orbe, Lot No. 40, Malfy, Malibu, Martell, Method & Madness, Midleton Very Rare, Minttu, Monkey 47, Mumm, Olmeca, Ostoya, Passport Scotch, Pastis 51, Pernod, Perrier-Jouët, Plymouth Gin, Powers, Rabbit Hole, Ramazzotti, Redbreast, Ricard, Royal Salute, Royal Stag, Scapa, Seagram's Gin, Secret Speyside, Smooth Ambler, Something Special, St Hugo, Stoneleigh, Suze, The Glenlivet, TX, Wyborowa, and Ysios. It also provides non-alcoholic beverages under the brands Ceder's, Suze Tonic 0%, Cinzano Spritz 0%, Pacific, Campo Viejo Sparkling 0%, and Jacob's Creek Unvined. The company was founded in 1805 and is headquartered in Paris, France.","{'maxAge': 1, 'name': 'Ms. Helene  de Tissot', 'title': 'Exec. VP of Fin. & IT', 'exercisedValue': 0, 'unexercisedValue': 0}",4,5,1,7,3,1693526400,1672444800,86400,2,171.4,173.2,171.45,174.05,171.4,173.2,171.45,174.05,4.62,0.0269,1688515200,0.4421,1.81,0.487987,18.444206,1166190,1166190,347000,615736,615736,0.0,0.0,0,0,45943537664,167.45,218.0,3.7854114,192.192,197.422,4.7,0.027421236,EUR,55172939776,0.18636999,195878143,253267008,0.23977,0.48744,61.524,2.7940316,1688083200,1719705600,1688083200,-0.224,2262000128,9.32,2:1,1200355200,4.546,15.9,PAR,EQUITY,RI.PA,RI.PA,PERNOD RICARD,Pernod Ricard SA,946886400,Europe/Paris,CEST,7200000,171.9,230.0,160.0,203.9,210.0,2.5,buy,23,1608999936,6.298,3470000128,11870000128,0.498,1.732,12136999936,71.014,47.401,0.056789998,0.13844,7246000000,-0.218,0.059,0.59702,0.2859,0.27585,EUR,2.6042
2,"5, Cours Paul Ricard",Cedex 08,Paris,75380,France,33 1 70 93 16 00,https://www.pernod-ricard.com,Beverages—Wineries & Distilleries,Consumer Defensive,"Pernod Ricard SA produces and sells wines and spirits worldwide. The company offers whiskey, vodka, gin, rum, liqueur and bitters, champagne, tequila and mezcal, and aperitif under the brands 100 Pipers, Aberlour, Absolut, Absolut Elyx, Altos, ARARAT, Augier, Avion, Ballantine's, Becherovka, Beefeater, Blenders Pride, Brancott Estate, Campo Viejo, Ceder's, Chivas, Church Road, Clan Campbell, Del Maguey, George Wyndham, Green Spot, Havana Club, Imperial, Imperial Blue, Italicus, J.P. Wiser's, Jacob's Creek, Jameson, Jefferson's, Kahlúa, Kenwood, KI NO BI, Lillet, Long John, L'Orbe, Lot No. 40, Malfy, Malibu, Martell, Method & Madness, Midleton Very Rare, Minttu, Monkey 47, Mumm, Olmeca, Ostoya, Passport Scotch, Pastis 51, Pernod, Perrier-Jouët, Plymouth Gin, Powers, Rabbit Hole, Ramazzotti, Redbreast, Ricard, Royal Salute, Royal Stag, Scapa, Seagram's Gin, Secret Speyside, Smooth Ambler, Something Special, St Hugo, Stoneleigh, Suze, The Glenlivet, TX, Wyborowa, and Ysios. It also provides non-alcoholic beverages under the brands Ceder's, Suze Tonic 0%, Cinzano Spritz 0%, Pacific, Campo Viejo Sparkling 0%, and Jacob's Creek Unvined. The company was founded in 1805 and is headquartered in Paris, France.","{'maxAge': 1, 'name': 'Ms. Maria Pia De Caro', 'age': 52, 'title': 'Exec. VP of Operation', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",4,5,1,7,3,1693526400,1672444800,86400,2,171.4,173.2,171.45,174.05,171.4,173.2,171.45,174.05,4.62,0.0269,1688515200,0.4421,1.81,0.487987,18.444206,1166190,1166190,347000,615736,615736,0.0,0.0,0,0,45943537664,167.45,218.0,3.7854114,192.192,197.422,4.7,0.027421236,EUR,55172939776,0.18636999,195878143,253267008,0.23977,0.48744,61.524,2.7940316,1688083200,1719705600,1688083200,-0.224,2262000128,9.32,2:1,1200355200,4.546,15.9,PAR,EQUITY,RI.PA,RI.PA,PERNOD RICARD,Pernod Ricard SA,946886400,Europe/Paris,CEST,7200000,171.9,230.0,160.0,203.9,210.0,2.5,buy,23,1608999936,6.298,3470000128,11870000128,0.498,1.732,12136999936,71.014,47.401,0.056789998,0.13844,7246000000,-0.218,0.059,0.59702,0.2859,0.27585,EUR,2.6042
3,"5, Cours Paul Ricard",Cedex 08,Paris,75380,France,33 1 70 93 16 00,https://www.pernod-ricard.com,Beverages—Wineries & Distilleries,Consumer Defensive,"Pernod Ricard SA produces and sells wines and spirits worldwide. The company offers whiskey, vodka, gin, rum, liqueur and bitters, champagne, tequila and mezcal, and aperitif under the brands 100 Pipers, Aberlour, Absolut, Absolut Elyx, Altos, ARARAT, Augier, Avion, Ballantine's, Becherovka, Beefeater, Blenders Pride, Brancott Estate, Campo Viejo, Ceder's, Chivas, Church Road, Clan Campbell, Del Maguey, George Wyndham, Green Spot, Havana Club, Imperial, Imperial Blue, Italicus, J.P. Wiser's, Jacob's Creek, Jameson, Jefferson's, Kahlúa, Kenwood, KI NO BI, Lillet, Long John, L'Orbe, Lot No. 40, Malfy, Malibu, Martell, Method & Madness, Midleton Very Rare, Minttu, Monkey 47, Mumm, Olmeca, Ostoya, Passport Scotch, Pastis 51, Pernod, Perrier-Jouët, Plymouth Gin, Powers, Rabbit Hole, Ramazzotti, Redbreast, Ricard, Royal Salute, Royal Stag, Scapa, Seagram's Gin, Secret Speyside, Smooth Ambler, Something Special, St Hugo, Stoneleigh, Suze, The Glenlivet, TX, Wyborowa, and Ysios. It also provides non-alcoholic beverages under the brands Ceder's, Suze Tonic 0%, Cinzano Spritz 0%, Pacific, Campo Viejo Sparkling 0%, and Jacob's Creek Unvined. The company was founded in 1805 and is headquartered in Paris, France.","{'maxAge': 1, 'name': 'Mr. Mathieu  Lambotte', 'title': 'Group Chief Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",4,5,1,7,3,1693526400,1672444800,86400,2,171.4,173.2,171.45,174.05,171.4,173.2,171.45,174.05,4.62,0.0269,1688515200,0.4421,1.81,0.487987,18.444206,1166190,1166190,347000,615736,615736,0.0,0.0,0,0,45943537664,167.45,218.0,3.7854114,192.192,197.422,4.7,0.027421236,EUR,55172939776,0.18636999,195878143,253267008,0.23977,0.48744,61.524,2.7940316,1688083200,1719705600,1688083200,-0.224,2262000128,9.32,2:1,1200355200,4.546,15.9,PAR,EQUITY,RI.PA,RI.PA,PERNOD RICARD,Pernod Ricard SA,946886400,Europe/Paris,CEST,7200000,171.9,230.0,160.0,203.9,210.0,2.5,buy,23,1608999936,6.298,3470000128,11870000128,0.498,1.732,12136999936,71.014,47.401,0.056789998,0.13844,7246000000,-0.218,0.059,0.59702,0.2859,0.27585,EUR,2.6042
4,"5, Cours Paul Ricard",Cedex 08,Paris,75380,France,33 1 70 93 16 00,https://www.pernod-ricard.com,Beverages—Wineries & Distilleries,Consumer Defensive,"Pernod Ricard SA produces and sells wines and spirits worldwide. The company offers whiskey, vodka, gin, rum, liqueur and bitters, champagne, tequila and mezcal, and aperitif under the brands 100 Pipers, Aberlour, Absolut, Absolut Elyx, Altos, ARARAT, Augier, Avion, Ballantine's, Becherovka, Beefeater, Blenders Pride, Brancott Estate, Campo Viejo, Ceder's, Chivas, Church Road, Clan Campbell, Del Maguey, George Wyndham, Green Spot, Havana Club, Imperial, Imperial Blue, Italicus, J.P. Wiser's, Jacob's Creek, Jameson, Jefferson's, Kahlúa, Kenwood, KI NO BI, Lillet, Long John, L'Orbe, Lot No. 40, Malfy, Malibu, Martell, Method & Madness, Midleton Very Rare, Minttu, Monkey 47, Mumm, Olmeca, Ostoya, Passport Scotch, Pastis 51, Pernod, Perrier-Jouët, Plymouth Gin, Powers, Rabbit Hole, Ramazzotti, Redbreast, Ricard, Royal Salute, Royal Stag, Scapa, Seagram's Gin, Secret Speyside, Smooth Ambler, Something Special, St Hugo, Stoneleigh, Suze, The Glenlivet, TX, Wyborowa, and Ysios. It also provides non-alcoholic beverages under the brands Ceder's, Suze Tonic 0%, Cinzano Spritz 0%, Pacific, Campo Viejo Sparkling 0%, and Jacob's Creek Unvined. The company was founded in 1805 and is headquartered in Paris, France.","{'maxAge': 1, 'name': 'Ms. Florence  Tresarrieu', 'title': 'Global Sr. VP of Investors Relations & Treasury', 'exercisedValue': 0, 'unexercisedValue': 0}",4,5,1,7,3,1693526400,1672444800,86400,2,171.4,173.2,171.45,174.05,171.4,173.2,171.45,174.05,4.62,0.0269,1688515200,0.4421,1.81,0.487987,18.444206,1166190,1166190,347000,615736,615736,0.0,0.0,0,0,45943537664,167.45,218.0,3.7854114,192.192,197.422,4.7,0.027421236,EUR,55172939776,0.18636999,195878143,253267008,0.23977,0.48744,61.524,2.7940316,1688083200,1719705600,1688083200,-0.224,2262000128,9.32,2:1,1200355200,4.546,15.9,PAR,EQUITY,RI.PA,RI.PA,PERNOD RICARD,Pernod Ricard SA,946886400,Europe/Paris,CEST,7200000,171.9,230.0,160.0,203.9,210.0,2.5,buy,23,1608999936,6.298,3470000128,11870000128,0.498,1.732,12136999936,71.014,47.401,0.056789998,0.13844,7246000000,-0.218,0.059,0.59702,0.2859,0.27585,EUR,2.6042
5,"5, Cours Paul Ricard",Cedex 08,Paris,75380,France,33 1 70 93 16 00,https://www.pernod-ricard.com,Beverages—Wineries & Distilleries,Consumer Defensive,"Pernod Ricard SA produces and sells wines and spirits worldwide. The company offers whiskey, vodka, gin, rum, liqueur and bitters, champagne, tequila and mezcal, and aperitif under the brands 100 Pipers, Aberlour, Absolut, Absolut Elyx, Altos, ARARAT, Augier, Avion, Ballantine's, Becherovka, Beefeater, Blenders Pride, Brancott Estate, Campo Viejo, Ceder's, Chivas, Church Road, Clan Campbell, Del Maguey, George Wyndham, Green Spot, Havana Club, Imperial, Imperial Blue, Italicus, J.P. Wiser's, Jacob's Creek, Jameson, Jefferson's, Kahlúa, Kenwood, KI NO BI, Lillet, Long John, L'Orbe, Lot No. 40, Malfy, Malibu, Martell, Method & Madness, Midleton Very Rare, Minttu, Monkey 47, Mumm, Olmeca, Ostoya, Passport Scotch, Pastis 51, Pernod, Perrier-Jouët, Plymouth Gin, Powers, Rabbit Hole, Ramazzotti, Redbreast, Ricard, Royal Salute, Royal Stag, Scapa, Seagram's Gin, Secret Speyside, Smooth Ambler, Something Special, St Hugo, Stoneleigh, Suze, The Glenlivet, TX, Wyborowa, and Ysios. It also provides non-alcoholic beverages under the brands Ceder's, Suze Tonic 0%, Cinzano Spritz 0%, Pacific, Campo Viejo Sparkling 0%, and Jacob's Creek Unvined. The company was founded in 1805 and is headquartered in Paris, France.","{'maxAge': 1, 'name': 'Ms. Anne-Marie  Poliquin', 'age': 59, 'title': 'Exec. VP of Legal & Compliance', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",4,5,1,7,3,1693526400,1672444800,86400,2,171.4,173.2,171.45,174.05,171.4,173.2,171.45,174.05,4.62,0.0269,1688515200,0.4421,1.81,0.487987,18.444206,1166190,1166190,347000,615736,615736,0.0,0.0,0,0,45943537664,167.45,218.0,3.7854114,192.192,197.422,4.7,0.027421236,EUR,55172939776,0.18636999,195878143,253267008,0.23977,0.48744,61.524,2.7940316,1688083200,1719705600,1688083200,-0.224,2262000128,9.32,2:1,1200355200,4.546,15.9,PAR,EQUITY,RI.PA,RI.PA,PERNOD RICARD,Pernod Ricard SA,946886400,Europe/Paris,CEST,7200000,171.9,230.0,160.0,203.9,210.0,2.5,buy,23,1608999936,6.298,3470000128,11870000128,0.498,1.732,12136999936,71.014,47.401,0.056789998,0.13844,7246000000,-0.218,0.059,0.59702,0.2859,0.27585,EUR,2.6042
6,"5, Cours Paul Ricard",Cedex 08,Paris,75380,France,33 1 70 93 16 00,https://www.pernod-ricard.com,Beverages—Wineries & Distilleries,Consumer Defensive,"Pernod Ricard SA produces and sells wines and spirits worldwide. The company offers whiskey, vodka, gin, rum, liqueur and bitters, champagne, tequila and mezcal, and aperitif under the brands 100 Pipers, Aberlour, Absolut, Absolut Elyx, Altos, ARARAT, Augier, Avion, Ballantine's, Becherovka, Beefeater, Blenders Pride, Brancott Estate, Campo Viejo, Ceder's, Chivas, Church Road, Clan Campbell, Del Maguey, George Wyndham, Green Spot, Havana Club, Imperial, Imperial Blue, Italicus, J.P. Wiser's, Jacob's Creek, Jameson, Jefferson's, Kahlúa, Kenwood, KI NO BI, Lillet, Long John, L'Orbe, Lot No. 40, Malfy, Malibu, Martell, Method & Madness, Midleton Very Rare, Minttu, Monkey 47, Mumm, Olmeca, Ostoya, Passport Scotch, Pastis 51, Pernod, Perrier-Jouët, Plymouth Gin, Powers, Rabbit Hole, Ramazzotti, Redbreast, Ricard, Royal Salute, Royal Stag, Scapa, Seagram's Gin, Secret Speyside, Smooth Ambler, Something Special, St Hugo, Stoneleigh, Suze, The Glenlivet, TX, Wyborowa, and Ysios. It also provides non-alcoholic beverages under the brands Ceder's, Suze Tonic 0%, Cinzano Spritz 0%, Pacific, Campo Viejo Sparkling 0%, and Jacob's Creek Unvined. The company was founded in 1805 and is headquartered in Paris, France.","{'maxAge': 1, 'name': 'Mr. Conor  McQuaid', 'title': 'EVP of Corp. Communication, S&R and Public Affairs', 'exercisedValue': 0, 'unexercisedValue': 0}",4,5,1,7,3,1693526400,1672444800,86400,2,171.4,173.2,171.45,174.05,171.4,173.2,171.45,174.05,4.62,0.0269,1688515200,0.4421,1.81,0.487987,18.444206,1166190,1166190,347000,615736,615736,0.0,0.0,0,0,45943537664,167.45,218.0,3.7854114,192.192,197.422,4.7,0.027421236,EUR,55172939776,0.18636999,195878143,253267008,0.23977,0.48744,61.524,2.7940316,1688083200,1719705600,1688083200,-0.224,2262000128,9.32,2:1,1200355200,4.546,15.9,PAR,EQUITY,RI.PA,RI.PA,PERNOD RICARD,Pernod Ricard SA,946886400,Europe/Paris,CEST,7200000,171.9,230.0,160.0,203.9,210.0,2.5,buy,23,1608999936,6.298,3470000128,11870000128,0.498,1.732,12136999936,71.014,47.401,0.056789998,0.13844,7246000000,-0.218,0.059,0.59702,0.2859,0.27585,EUR,2.6042
7,"5, Cours Paul Ricard",Cedex 08,Paris,75380,France,33 1 70 93 16 00,https://www.pernod-ricard.com,Beverages—Wineries & Distilleries,Consumer Defensive,"Pernod Ricard SA produces and sells wines and spirits worldwide. The company offers whiskey, vodka, gin, rum, liqueur and bitters, champagne, tequila and mezcal, and aperitif under the brands 100 Pipers, Aberlour, Absolut, Absolut Elyx, Altos, ARARAT, Augier, Avion, Ballantine's, Becherovka, Beefeater, Blenders Pride, Brancott Estate, Campo Viejo, Ceder's, Chivas, Church Road, Clan Campbell, Del Maguey, George Wyndham, Green Spot, Havana Club, Imperial, Imperial Blue, Italicus, J.P. Wiser's, Jacob's Creek, Jameson, Jefferson's, Kahlúa, Kenwood, KI NO BI, Lillet, Long John, L'Orbe, Lot No. 40, Malfy, Malibu, Martell, Method & Madness, Midleton Very Rare, Minttu, Monkey 47, Mumm, Olmeca, Ostoya, Passport Scotch, Pastis 51, Pernod, Perrier-Jouët, Plymouth Gin, Powers, Rabbit Hole, Ramazzotti, Redbreast, Ricard, Royal Salute, Royal Stag, Scapa, Seagram's Gin, Secret Speyside, Smooth Ambler, Something Special, St Hugo, Stoneleigh, Suze, The Glenlivet, TX, Wyborowa, and Ysios. It also provides non-alcoholic beverages under the brands Ceder's, Suze Tonic 0%, Cinzano Spritz 0%, Pacific, Campo Viejo Sparkling 0%, and Jacob's Creek Unvined. The company was founded in 1805 and is headquartered in Paris, France.","{'maxAge': 1, 'name': 'Mr. Eric  Benoist', 'title': 'Global Marketing & Commercial Director', 'exercisedValue': 0, 'unexercisedValue': 0}",4,5,1,7,3,1693526400,1672444800,86400,2,171.4,173.2,171.45,174.05,171.4,173.2,171.45,174.05,4.62,0.0269,1688515200,0.4421,1.81,0.487987,18.444206,1166190,1166190,347000,615736,615736,0.0,0.0,0,0,45943537664,167.45,218.0,3.7854114,192.192,197.422,4.7,0.027421236,EUR,55172939776,0.18636999,195878143,253267008,0.23977,0.48744,61.524,2.7940316,1688083200,1719705600,1688083200,-0.224,2262000128,9.32,2:1,1200355200,4.546,15.9,PAR,EQUITY,RI.PA,RI.PA,PERNOD RICARD,Pernod Ricard SA,946886400,Europe/Paris,CEST,7200000,171.9,230.0,160.0,203.9,210.0,2.5,buy,23,1608999936,6.298,3470000128,11870000128,0.498,1.732,12136999936,71.014,47.401,0.056789998,0.13844,7246000000,-0.218,0.059,0.59702,0.2859,0.27585,EUR,2.6042
8,"5, Cours Paul Ricard",Cedex 08,Paris,75380,France,33 1 70 93 16 00,https://www.pernod-ricard.com,Beverages—Wineries & Distilleries,Consumer Defensive,"Pernod Ricard SA produces and sells wines and spirits worldwide. The company offers whiskey, vodka, gin, rum, liqueur and bitters, champagne, tequila and mezcal, and aperitif under the brands 100 Pipers, Aberlour, Absolut, Absolut Elyx, Altos, ARARAT, Augier, Avion, Ballantine's, Becherovka, Beefeater, Blenders Pride, Brancott Estate, Campo Viejo, Ceder's, Chivas, Church Road, Clan Campbell, Del Maguey, George Wyndham, Green Spot, Havana Club, Imperial, Imperial Blue, Italicus, J.P. Wiser's, Jacob's Creek, Jameson, Jefferson's, Kahlúa, Kenwood, KI NO BI, Lillet, Long John, L'Orbe, Lot No. 40, Malfy, Malibu, Martell, Method & Madness, Midleton Very Rare, Minttu, Monkey 47, Mumm, Olmeca, Ostoya, Passport Scotch, Pastis 51, Pernod, Perrier-Jouët, Plymouth Gin, Powers, Rabbit Hole, Ramazzotti, Redbreast, Ricard, Royal Salute, Royal Stag, Scapa, Seagram's Gin, Secret Speyside, Smooth Ambler, Something Special, St Hugo, Stoneleigh, Suze, The Glenlivet, TX, Wyborowa, and Ysios. It also provides non-alcoholic beverages under the brands Ceder's, Suze Tonic 0%, Cinzano Spritz 0%, Pacific, Campo Viejo Sparkling 0%, and Jacob's Creek Unvined. The company was founded in 1805 and is headquartered in Paris, France.","{'maxAge': 1, 'name': 'Mr. Cédric  Ramat', 'title': 'Exec. VP of HR', 'exercisedValue': 0, 'unexercisedValue': 0}",4,5,1,7,3,1693526400,1672444800,86400,2,171.4,173.2,171.45,174.05,171.4,173.2,171.45,174.05,4.62,0.0269,1688515200,0.4421,1.81,0.487987,18.444206,1166190,1166190,347000,615736,615736,0.0,0.0,0,0,45943537664,167.45,218.0,3.7854114,192.192,197.422,4.7,0.027421236,EUR,55172939776,0.18636999,195878143,253267008,0.23977,0.48744,61.524,2.7940316,1688083200,1719705600,1688083200,-0.224,2262000128,9.32,2:1,1200355200,4.546,15.9,PAR,EQUITY,RI.PA,RI.PA,PERNOD RICARD,Pernod Ricard SA,946886400,Europe/Paris,CEST,7200000,171.9,230.0,160.0,203.9,210.0,2.5,buy,23,1608999936,6.298,3470000128,11870000128,0.498,1.732,12136999936,71.014,47.401,0.056789998,0.13844,7246000000,-0.218,0.059,0.59702,0.2859,0.27585,EUR,2.6042
9,"5, Cours Paul Ricard",Cedex 08,Paris,75380,France,33 1 70 93 16 00,https://www.pernod-ricard.com,Beverages—Wineries & Distilleries,Consumer Defensive,"Pernod Ricard SA produces and sells wines and spirits worldwide. The company offers whiskey, vodka, gin, rum, liqueur and bitters, champagne, tequila and mezcal, and aperitif under the brands 100 Pipers, Aberlour, Absolut, Absolut Elyx, Altos, ARARAT, Augier, Avion, Ballantine's, Becherovka, Beefeater, Blenders Pride, Brancott Estate, Campo Viejo, Ceder's, Chivas, Church Road, Clan Campbell, Del Maguey, George Wyndham, Green Spot, Havana Club, Imperial, Imperial Blue, Italicus, J.P. Wiser's, Jacob's Creek, Jameson, Jefferson's, Kahlúa, Kenwood, KI NO BI, Lillet, Long John, L'Orbe, Lot No. 40, Malfy, Malibu, Martell, Method & Madness, Midleton Very Rare, Minttu, Monkey 47, Mumm, Olmeca, Ostoya, Passport Scotch, Pastis 51, Pernod, Perrier-Jouët, Plymouth Gin, Powers, Rabbit Hole, Ramazzotti, Redbreast, Ricard, Royal Salute, Royal Stag, Scapa, Seagram's Gin, Secret Speyside, Smooth Ambler, Something Special, St Hugo, Stoneleigh, Suze, The Glenlivet, TX, Wyborowa, and Ysios. It also provides non-alcoholic beverages under the brands Ceder's, Suze Tonic 0%, Cinzano Spritz 0%, Pacific, Campo Viejo Sparkling 0%, and Jacob's Creek Unvined. The company was founded in 1805 and is headquartered in Paris, France.","{'maxAge': 1, 'name': 'Mr. Gilles  Bogaert', 'age': 53, 'title': 'Exec. VP of Global Markets', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",4,5,1,7,3,1693526400,1672444800,86400,2,171.4,173.2,171.45,174.05,171.4,173.2,171.45,174.05,4.62,0.0269,1688515200,0.4421,1.81,0.487987,18.444206,1166190,1166190,347000,615736,615736,0.0,0.0,0,0,45943537664,167.45,218.0,3.7854114,192.192,197.422,4.7,0.027421236,EUR,55172939776,0.18636999,195878143,253267008,0.23977,0.48744,61.524,2.7940316,1688083200,1719705600,1688083200,-0.224,2262000128,9.32,2:1,1200355200,4.546,15.9,PAR,EQUITY,RI.PA,RI.PA,PERNOD RICARD,Pernod Ricard SA,946886400,Europe/Paris,CEST,7200000,171.9,230.0,160.0,203.9,210.0,2.5,buy,23,1608999936,6.298,3470000128,11870000128,0.498,1.732,12136999936,71.014,47.401,0.056789998,0.13844,7246000000,-0.218,0.059,0.59702,0.2859,0.27585,EUR,2.6042
