,address1,address2,city,state,zip,country,phone,fax,website,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1010 Sherbrooke Street West,20th Floor,Montreal,QC,H3A 2R7,Canada,514-842-2727,514-842-1882,https://www.ucorp.ca/ucl_gi.htm,"United Corporations Limited is a closed ended equity fund launched and managed by Jarislowsky, Fraser Limited. It is co-managed by ValueInvest Asset Management S.A. It invests in the public equity markets of Canada. The fund also makes its investments in units of in Emerging Markets Investors Fund. It makes its investments in stocks of companies operating across diversified sectors. The fund benchmarks the performance of its portfolio against the S&P/TSX Composite Index, MSCI World Index, and S&P 500 Index. It was formerly known as Consolidated Investment Corporation of Canada. United Corporations Limited was formed on February 1, 1929 and is domiciled in Canada.","{'maxAge': 1, 'name': 'Mr. Duncan Newton Rowell Jackman', 'age': 55, 'title': 'Chairman and Pres', 'yearBorn': 1967, 'fiscalYear': 2014, 'totalPay': 38395, 'exercisedValue': 0, 'unexercisedValue': 0}",1419984000,86400,2,77.12772,77.1277,77.1277,77.1277,77.12772,77.1277,77.1277,77.1277,0.627563,100,100,27,10,10,0.0,0.0,0,0,945385344,71.34,80.5,2.3933322,77.766,75.63645,1.2,0.015558609,USD,838790656,0.83442,12194200,0.78808,0.0,170.238,0.45305818,1680220800,1711843200,1688083200,329225984,-1.495,2.123,PNK,EQUITY,UCPLF,UCPLF,UNITED CORPORATIONS LIMITED,United Corporations Limited,1270474200,America/New_York,EDT,-14400000,77.12772,none,61682000,5.319,0,6.812,6.812,395008000,33.731,0.12554,0.17822,183385376,121237000,1.0,0.0,0.96888,CAD,
1,1010 Sherbrooke Street West,20th Floor,Montreal,QC,H3A 2R7,Canada,514-842-2727,514-842-1882,https://www.ucorp.ca/ucl_gi.htm,"United Corporations Limited is a closed ended equity fund launched and managed by Jarislowsky, Fraser Limited. It is co-managed by ValueInvest Asset Management S.A. It invests in the public equity markets of Canada. The fund also makes its investments in units of in Emerging Markets Investors Fund. It makes its investments in stocks of companies operating across diversified sectors. The fund benchmarks the performance of its portfolio against the S&P/TSX Composite Index, MSCI World Index, and S&P 500 Index. It was formerly known as Consolidated Investment Corporation of Canada. United Corporations Limited was formed on February 1, 1929 and is domiciled in Canada.","{'maxAge': 1, 'name': 'Mr. Mark M. Taylor', 'age': 65, 'title': 'VP and Director', 'yearBorn': 1957, 'fiscalYear': 2014, 'totalPay': 13431, 'exercisedValue': 0, 'unexercisedValue': 0}",1419984000,86400,2,77.12772,77.1277,77.1277,77.1277,77.12772,77.1277,77.1277,77.1277,0.627563,100,100,27,10,10,0.0,0.0,0,0,945385344,71.34,80.5,2.3933322,77.766,75.63645,1.2,0.015558609,USD,838790656,0.83442,12194200,0.78808,0.0,170.238,0.45305818,1680220800,1711843200,1688083200,329225984,-1.495,2.123,PNK,EQUITY,UCPLF,UCPLF,UNITED CORPORATIONS LIMITED,United Corporations Limited,1270474200,America/New_York,EDT,-14400000,77.12772,none,61682000,5.319,0,6.812,6.812,395008000,33.731,0.12554,0.17822,183385376,121237000,1.0,0.0,0.96888,CAD,
2,1010 Sherbrooke Street West,20th Floor,Montreal,QC,H3A 2R7,Canada,514-842-2727,514-842-1882,https://www.ucorp.ca/ucl_gi.htm,"United Corporations Limited is a closed ended equity fund launched and managed by Jarislowsky, Fraser Limited. It is co-managed by ValueInvest Asset Management S.A. It invests in the public equity markets of Canada. The fund also makes its investments in units of in Emerging Markets Investors Fund. It makes its investments in stocks of companies operating across diversified sectors. The fund benchmarks the performance of its portfolio against the S&P/TSX Composite Index, MSCI World Index, and S&P 500 Index. It was formerly known as Consolidated Investment Corporation of Canada. United Corporations Limited was formed on February 1, 1929 and is domiciled in Canada.","{'maxAge': 1, 'name': 'Mr. Richard B. Carty', 'age': 54, 'title': 'Corp. Sec.', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",1419984000,86400,2,77.12772,77.1277,77.1277,77.1277,77.12772,77.1277,77.1277,77.1277,0.627563,100,100,27,10,10,0.0,0.0,0,0,945385344,71.34,80.5,2.3933322,77.766,75.63645,1.2,0.015558609,USD,838790656,0.83442,12194200,0.78808,0.0,170.238,0.45305818,1680220800,1711843200,1688083200,329225984,-1.495,2.123,PNK,EQUITY,UCPLF,UCPLF,UNITED CORPORATIONS LIMITED,United Corporations Limited,1270474200,America/New_York,EDT,-14400000,77.12772,none,61682000,5.319,0,6.812,6.812,395008000,33.731,0.12554,0.17822,183385376,121237000,1.0,0.0,0.96888,CAD,
