,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,100 Grainger Parkway,Lake Forest,IL,60045-5201,United States,847 535 1000,https://www.grainger.com,Industrial Distribution,Industrials,"W.W. Grainger, Inc. distributes maintenance, repair, and operating products and services in the United States, Japan, Canada, the United Kingdom, and internationally. The company operates through two segments, High-Touch Solutions N.A. and Endless Assortment. The company provides safety and security supplies, material handling and storage equipment, pumps and plumbing equipment, cleaning and maintenance supplies, and metalworking and hand tools. It also offers technical support and inventory management services. The company serves businesses, corporations, government entities, and other institutions through sales and service representatives, and electronic and ecommerce channels. W.W. Grainger, Inc. was founded in 1927 and is headquartered in Lake Forest, Illinois.",23000,"{'maxAge': 1, 'name': 'Mr. Donald G. Macpherson', 'age': 54, 'title': 'Chairman & CEO', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 4233368, 'exercisedValue': 8238141, 'unexercisedValue': 39897696}",1,6,5,4,2,1693526400,1672444800,86400,2,634.2,650.0,650.0,650.0,634.2,650.0,650.0,650.0,6.86,0.0108,1691712000,0.2024,1.52,1.211618,20.09895,28.672255,15,15,2,1,1,650.2,651.4,30000,30000,33250359296,492.0,727.0,2.0759418,661.888,616.305,7.02,0.011069063,EUR,34269560832,0.11038,45419302,50000900,0.09774999,0.74232,58.702,11.072877,1672444800,1703980800,1688083200,0.267,1768000000,32.34,22.67,1.48,2.14,12.632,FRA,EQUITY,GWW.F,GWW.F,GRAINGER (W.W.) INC. DL 1,"W.W. Grainger, Inc.",970639200,Europe/Berlin,CEST,7200000,650.0,525.0,378.0,473.67,491.0,2.7,hold,12,515000000,10.3,2712999936,2782000128,1.528,2.783,16017000448,86.21,317.483,0.20698,0.64546996,5849000000,1053625024,1644000000,0.291,0.09,0.39352,0.16938,0.1559,USD,1.8773
1,100 Grainger Parkway,Lake Forest,IL,60045-5201,United States,847 535 1000,https://www.grainger.com,Industrial Distribution,Industrials,"W.W. Grainger, Inc. distributes maintenance, repair, and operating products and services in the United States, Japan, Canada, the United Kingdom, and internationally. The company operates through two segments, High-Touch Solutions N.A. and Endless Assortment. The company provides safety and security supplies, material handling and storage equipment, pumps and plumbing equipment, cleaning and maintenance supplies, and metalworking and hand tools. It also offers technical support and inventory management services. The company serves businesses, corporations, government entities, and other institutions through sales and service representatives, and electronic and ecommerce channels. W.W. Grainger, Inc. was founded in 1927 and is headquartered in Lake Forest, Illinois.",23000,"{'maxAge': 1, 'name': 'Ms. Deidra Cheeks Merriwether', 'age': 53, 'title': 'CFO & Sr. VP', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 1833969, 'exercisedValue': 0, 'unexercisedValue': 4585075}",1,6,5,4,2,1693526400,1672444800,86400,2,634.2,650.0,650.0,650.0,634.2,650.0,650.0,650.0,6.86,0.0108,1691712000,0.2024,1.52,1.211618,20.09895,28.672255,15,15,2,1,1,650.2,651.4,30000,30000,33250359296,492.0,727.0,2.0759418,661.888,616.305,7.02,0.011069063,EUR,34269560832,0.11038,45419302,50000900,0.09774999,0.74232,58.702,11.072877,1672444800,1703980800,1688083200,0.267,1768000000,32.34,22.67,1.48,2.14,12.632,FRA,EQUITY,GWW.F,GWW.F,GRAINGER (W.W.) INC. DL 1,"W.W. Grainger, Inc.",970639200,Europe/Berlin,CEST,7200000,650.0,525.0,378.0,473.67,491.0,2.7,hold,12,515000000,10.3,2712999936,2782000128,1.528,2.783,16017000448,86.21,317.483,0.20698,0.64546996,5849000000,1053625024,1644000000,0.291,0.09,0.39352,0.16938,0.1559,USD,1.8773
2,100 Grainger Parkway,Lake Forest,IL,60045-5201,United States,847 535 1000,https://www.grainger.com,Industrial Distribution,Industrials,"W.W. Grainger, Inc. distributes maintenance, repair, and operating products and services in the United States, Japan, Canada, the United Kingdom, and internationally. The company operates through two segments, High-Touch Solutions N.A. and Endless Assortment. The company provides safety and security supplies, material handling and storage equipment, pumps and plumbing equipment, cleaning and maintenance supplies, and metalworking and hand tools. It also offers technical support and inventory management services. The company serves businesses, corporations, government entities, and other institutions through sales and service representatives, and electronic and ecommerce channels. W.W. Grainger, Inc. was founded in 1927 and is headquartered in Lake Forest, Illinois.",23000,"{'maxAge': 1, 'name': 'Ms. Paige K. Robbins', 'age': 53, 'title': 'Sr. VP & Pres of Grainger Bus. Unit', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 1838739, 'exercisedValue': 592224, 'unexercisedValue': 5601868}",1,6,5,4,2,1693526400,1672444800,86400,2,634.2,650.0,650.0,650.0,634.2,650.0,650.0,650.0,6.86,0.0108,1691712000,0.2024,1.52,1.211618,20.09895,28.672255,15,15,2,1,1,650.2,651.4,30000,30000,33250359296,492.0,727.0,2.0759418,661.888,616.305,7.02,0.011069063,EUR,34269560832,0.11038,45419302,50000900,0.09774999,0.74232,58.702,11.072877,1672444800,1703980800,1688083200,0.267,1768000000,32.34,22.67,1.48,2.14,12.632,FRA,EQUITY,GWW.F,GWW.F,GRAINGER (W.W.) INC. DL 1,"W.W. Grainger, Inc.",970639200,Europe/Berlin,CEST,7200000,650.0,525.0,378.0,473.67,491.0,2.7,hold,12,515000000,10.3,2712999936,2782000128,1.528,2.783,16017000448,86.21,317.483,0.20698,0.64546996,5849000000,1053625024,1644000000,0.291,0.09,0.39352,0.16938,0.1559,USD,1.8773
3,100 Grainger Parkway,Lake Forest,IL,60045-5201,United States,847 535 1000,https://www.grainger.com,Industrial Distribution,Industrials,"W.W. Grainger, Inc. distributes maintenance, repair, and operating products and services in the United States, Japan, Canada, the United Kingdom, and internationally. The company operates through two segments, High-Touch Solutions N.A. and Endless Assortment. The company provides safety and security supplies, material handling and storage equipment, pumps and plumbing equipment, cleaning and maintenance supplies, and metalworking and hand tools. It also offers technical support and inventory management services. The company serves businesses, corporations, government entities, and other institutions through sales and service representatives, and electronic and ecommerce channels. W.W. Grainger, Inc. was founded in 1927 and is headquartered in Lake Forest, Illinois.",23000,"{'maxAge': 1, 'name': 'Ms. Laurie R. Thomson', 'age': 47, 'title': 'VP, Controller & Principal Accounting Officer', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",1,6,5,4,2,1693526400,1672444800,86400,2,634.2,650.0,650.0,650.0,634.2,650.0,650.0,650.0,6.86,0.0108,1691712000,0.2024,1.52,1.211618,20.09895,28.672255,15,15,2,1,1,650.2,651.4,30000,30000,33250359296,492.0,727.0,2.0759418,661.888,616.305,7.02,0.011069063,EUR,34269560832,0.11038,45419302,50000900,0.09774999,0.74232,58.702,11.072877,1672444800,1703980800,1688083200,0.267,1768000000,32.34,22.67,1.48,2.14,12.632,FRA,EQUITY,GWW.F,GWW.F,GRAINGER (W.W.) INC. DL 1,"W.W. Grainger, Inc.",970639200,Europe/Berlin,CEST,7200000,650.0,525.0,378.0,473.67,491.0,2.7,hold,12,515000000,10.3,2712999936,2782000128,1.528,2.783,16017000448,86.21,317.483,0.20698,0.64546996,5849000000,1053625024,1644000000,0.291,0.09,0.39352,0.16938,0.1559,USD,1.8773
4,100 Grainger Parkway,Lake Forest,IL,60045-5201,United States,847 535 1000,https://www.grainger.com,Industrial Distribution,Industrials,"W.W. Grainger, Inc. distributes maintenance, repair, and operating products and services in the United States, Japan, Canada, the United Kingdom, and internationally. The company operates through two segments, High-Touch Solutions N.A. and Endless Assortment. The company provides safety and security supplies, material handling and storage equipment, pumps and plumbing equipment, cleaning and maintenance supplies, and metalworking and hand tools. It also offers technical support and inventory management services. The company serves businesses, corporations, government entities, and other institutions through sales and service representatives, and electronic and ecommerce channels. W.W. Grainger, Inc. was founded in 1927 and is headquartered in Lake Forest, Illinois.",23000,"{'maxAge': 1, 'name': 'Mr. Jonny  LeRoy', 'title': 'VP & CTO', 'exercisedValue': 0, 'unexercisedValue': 0}",1,6,5,4,2,1693526400,1672444800,86400,2,634.2,650.0,650.0,650.0,634.2,650.0,650.0,650.0,6.86,0.0108,1691712000,0.2024,1.52,1.211618,20.09895,28.672255,15,15,2,1,1,650.2,651.4,30000,30000,33250359296,492.0,727.0,2.0759418,661.888,616.305,7.02,0.011069063,EUR,34269560832,0.11038,45419302,50000900,0.09774999,0.74232,58.702,11.072877,1672444800,1703980800,1688083200,0.267,1768000000,32.34,22.67,1.48,2.14,12.632,FRA,EQUITY,GWW.F,GWW.F,GRAINGER (W.W.) INC. DL 1,"W.W. Grainger, Inc.",970639200,Europe/Berlin,CEST,7200000,650.0,525.0,378.0,473.67,491.0,2.7,hold,12,515000000,10.3,2712999936,2782000128,1.528,2.783,16017000448,86.21,317.483,0.20698,0.64546996,5849000000,1053625024,1644000000,0.291,0.09,0.39352,0.16938,0.1559,USD,1.8773
5,100 Grainger Parkway,Lake Forest,IL,60045-5201,United States,847 535 1000,https://www.grainger.com,Industrial Distribution,Industrials,"W.W. Grainger, Inc. distributes maintenance, repair, and operating products and services in the United States, Japan, Canada, the United Kingdom, and internationally. The company operates through two segments, High-Touch Solutions N.A. and Endless Assortment. The company provides safety and security supplies, material handling and storage equipment, pumps and plumbing equipment, cleaning and maintenance supplies, and metalworking and hand tools. It also offers technical support and inventory management services. The company serves businesses, corporations, government entities, and other institutions through sales and service representatives, and electronic and ecommerce channels. W.W. Grainger, Inc. was founded in 1927 and is headquartered in Lake Forest, Illinois.",23000,"{'maxAge': 1, 'name': 'Mr. Kyle  Bland', 'title': 'VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1,6,5,4,2,1693526400,1672444800,86400,2,634.2,650.0,650.0,650.0,634.2,650.0,650.0,650.0,6.86,0.0108,1691712000,0.2024,1.52,1.211618,20.09895,28.672255,15,15,2,1,1,650.2,651.4,30000,30000,33250359296,492.0,727.0,2.0759418,661.888,616.305,7.02,0.011069063,EUR,34269560832,0.11038,45419302,50000900,0.09774999,0.74232,58.702,11.072877,1672444800,1703980800,1688083200,0.267,1768000000,32.34,22.67,1.48,2.14,12.632,FRA,EQUITY,GWW.F,GWW.F,GRAINGER (W.W.) INC. DL 1,"W.W. Grainger, Inc.",970639200,Europe/Berlin,CEST,7200000,650.0,525.0,378.0,473.67,491.0,2.7,hold,12,515000000,10.3,2712999936,2782000128,1.528,2.783,16017000448,86.21,317.483,0.20698,0.64546996,5849000000,1053625024,1644000000,0.291,0.09,0.39352,0.16938,0.1559,USD,1.8773
6,100 Grainger Parkway,Lake Forest,IL,60045-5201,United States,847 535 1000,https://www.grainger.com,Industrial Distribution,Industrials,"W.W. Grainger, Inc. distributes maintenance, repair, and operating products and services in the United States, Japan, Canada, the United Kingdom, and internationally. The company operates through two segments, High-Touch Solutions N.A. and Endless Assortment. The company provides safety and security supplies, material handling and storage equipment, pumps and plumbing equipment, cleaning and maintenance supplies, and metalworking and hand tools. It also offers technical support and inventory management services. The company serves businesses, corporations, government entities, and other institutions through sales and service representatives, and electronic and ecommerce channels. W.W. Grainger, Inc. was founded in 1927 and is headquartered in Lake Forest, Illinois.",23000,"{'maxAge': 1, 'name': 'Ms. Nancy L. Berardinelli-Krantz', 'age': 44, 'title': 'Sr. VP & Chief Legal Officer', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}",1,6,5,4,2,1693526400,1672444800,86400,2,634.2,650.0,650.0,650.0,634.2,650.0,650.0,650.0,6.86,0.0108,1691712000,0.2024,1.52,1.211618,20.09895,28.672255,15,15,2,1,1,650.2,651.4,30000,30000,33250359296,492.0,727.0,2.0759418,661.888,616.305,7.02,0.011069063,EUR,34269560832,0.11038,45419302,50000900,0.09774999,0.74232,58.702,11.072877,1672444800,1703980800,1688083200,0.267,1768000000,32.34,22.67,1.48,2.14,12.632,FRA,EQUITY,GWW.F,GWW.F,GRAINGER (W.W.) INC. DL 1,"W.W. Grainger, Inc.",970639200,Europe/Berlin,CEST,7200000,650.0,525.0,378.0,473.67,491.0,2.7,hold,12,515000000,10.3,2712999936,2782000128,1.528,2.783,16017000448,86.21,317.483,0.20698,0.64546996,5849000000,1053625024,1644000000,0.291,0.09,0.39352,0.16938,0.1559,USD,1.8773
7,100 Grainger Parkway,Lake Forest,IL,60045-5201,United States,847 535 1000,https://www.grainger.com,Industrial Distribution,Industrials,"W.W. Grainger, Inc. distributes maintenance, repair, and operating products and services in the United States, Japan, Canada, the United Kingdom, and internationally. The company operates through two segments, High-Touch Solutions N.A. and Endless Assortment. The company provides safety and security supplies, material handling and storage equipment, pumps and plumbing equipment, cleaning and maintenance supplies, and metalworking and hand tools. It also offers technical support and inventory management services. The company serves businesses, corporations, government entities, and other institutions through sales and service representatives, and electronic and ecommerce channels. W.W. Grainger, Inc. was founded in 1927 and is headquartered in Lake Forest, Illinois.",23000,"{'maxAge': 1, 'name': 'Mr. Masaya  Suzuki', 'age': 47, 'title': 'Managing Director of Endless Assortment Bus.', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",1,6,5,4,2,1693526400,1672444800,86400,2,634.2,650.0,650.0,650.0,634.2,650.0,650.0,650.0,6.86,0.0108,1691712000,0.2024,1.52,1.211618,20.09895,28.672255,15,15,2,1,1,650.2,651.4,30000,30000,33250359296,492.0,727.0,2.0759418,661.888,616.305,7.02,0.011069063,EUR,34269560832,0.11038,45419302,50000900,0.09774999,0.74232,58.702,11.072877,1672444800,1703980800,1688083200,0.267,1768000000,32.34,22.67,1.48,2.14,12.632,FRA,EQUITY,GWW.F,GWW.F,GRAINGER (W.W.) INC. DL 1,"W.W. Grainger, Inc.",970639200,Europe/Berlin,CEST,7200000,650.0,525.0,378.0,473.67,491.0,2.7,hold,12,515000000,10.3,2712999936,2782000128,1.528,2.783,16017000448,86.21,317.483,0.20698,0.64546996,5849000000,1053625024,1644000000,0.291,0.09,0.39352,0.16938,0.1559,USD,1.8773
8,100 Grainger Parkway,Lake Forest,IL,60045-5201,United States,847 535 1000,https://www.grainger.com,Industrial Distribution,Industrials,"W.W. Grainger, Inc. distributes maintenance, repair, and operating products and services in the United States, Japan, Canada, the United Kingdom, and internationally. The company operates through two segments, High-Touch Solutions N.A. and Endless Assortment. The company provides safety and security supplies, material handling and storage equipment, pumps and plumbing equipment, cleaning and maintenance supplies, and metalworking and hand tools. It also offers technical support and inventory management services. The company serves businesses, corporations, government entities, and other institutions through sales and service representatives, and electronic and ecommerce channels. W.W. Grainger, Inc. was founded in 1927 and is headquartered in Lake Forest, Illinois.",23000,"{'maxAge': 1, 'name': 'Mr. Barry  Greenhouse', 'age': 49, 'title': 'Sr. VP & Pres of Global Supply Chain and Customer Experience', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",1,6,5,4,2,1693526400,1672444800,86400,2,634.2,650.0,650.0,650.0,634.2,650.0,650.0,650.0,6.86,0.0108,1691712000,0.2024,1.52,1.211618,20.09895,28.672255,15,15,2,1,1,650.2,651.4,30000,30000,33250359296,492.0,727.0,2.0759418,661.888,616.305,7.02,0.011069063,EUR,34269560832,0.11038,45419302,50000900,0.09774999,0.74232,58.702,11.072877,1672444800,1703980800,1688083200,0.267,1768000000,32.34,22.67,1.48,2.14,12.632,FRA,EQUITY,GWW.F,GWW.F,GRAINGER (W.W.) INC. DL 1,"W.W. Grainger, Inc.",970639200,Europe/Berlin,CEST,7200000,650.0,525.0,378.0,473.67,491.0,2.7,hold,12,515000000,10.3,2712999936,2782000128,1.528,2.783,16017000448,86.21,317.483,0.20698,0.64546996,5849000000,1053625024,1644000000,0.291,0.09,0.39352,0.16938,0.1559,USD,1.8773
9,100 Grainger Parkway,Lake Forest,IL,60045-5201,United States,847 535 1000,https://www.grainger.com,Industrial Distribution,Industrials,"W.W. Grainger, Inc. distributes maintenance, repair, and operating products and services in the United States, Japan, Canada, the United Kingdom, and internationally. The company operates through two segments, High-Touch Solutions N.A. and Endless Assortment. The company provides safety and security supplies, material handling and storage equipment, pumps and plumbing equipment, cleaning and maintenance supplies, and metalworking and hand tools. It also offers technical support and inventory management services. The company serves businesses, corporations, government entities, and other institutions through sales and service representatives, and electronic and ecommerce channels. W.W. Grainger, Inc. was founded in 1927 and is headquartered in Lake Forest, Illinois.",23000,"{'maxAge': 1, 'name': 'Ms. Julie  Myerholtz', 'title': 'VP & Chief Information Security Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,6,5,4,2,1693526400,1672444800,86400,2,634.2,650.0,650.0,650.0,634.2,650.0,650.0,650.0,6.86,0.0108,1691712000,0.2024,1.52,1.211618,20.09895,28.672255,15,15,2,1,1,650.2,651.4,30000,30000,33250359296,492.0,727.0,2.0759418,661.888,616.305,7.02,0.011069063,EUR,34269560832,0.11038,45419302,50000900,0.09774999,0.74232,58.702,11.072877,1672444800,1703980800,1688083200,0.267,1768000000,32.34,22.67,1.48,2.14,12.632,FRA,EQUITY,GWW.F,GWW.F,GRAINGER (W.W.) INC. DL 1,"W.W. Grainger, Inc.",970639200,Europe/Berlin,CEST,7200000,650.0,525.0,378.0,473.67,491.0,2.7,hold,12,515000000,10.3,2712999936,2782000128,1.528,2.783,16017000448,86.21,317.483,0.20698,0.64546996,5849000000,1053625024,1644000000,0.291,0.09,0.39352,0.16938,0.1559,USD,1.8773
